yf_symbol,symbol,name,market_cap,market_cap_as_of,market_cap_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
TSLA,TSLA,테슬라,1443.322599663,2026-09-11,Naver exchange listing (USD),365.44000244140625,355.1299987792969,361.60899810791017,378.4950828552246,398.9254997253418,-8.393922501066028,489.8800048828125,-25.402139544596107,51.00093768537231,7.5,-9.69,daily_close,일봉 종가,2026-09-12 15:12 KST,,,-3.0,176.51,43.7,323.19626,15.722664,4.67,18.373,25.5,-37.51,-49.94,4.31 -> 2.04 -> 1.08,94827000000.0,4849000000.0,3794000000.0,5.11,4.0,14747000000.0,6220000000.0,16513000000.0,14719000000.0,1794000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Auto Manufacturers,49.18,3.65,39.0,0.85,390.09,600.0,125.0,6.75,-7.04,Finnhub,yfinance,,,2026-09-11,,,,,,-49.94,21.21,10.32,21.48,6,5,4,4,1423.79,52.35,2026-09-11,4.25,0,0,0,0,0,0,5,5,10,D,11
SKHY,SKHY,SK하이닉스 ADR,1385.35465585,2026-09-11,Naver exchange listing (USD),190.07000732421875,168.25600051879883,,,,,198.6300048828125,-4.309518878401059,67.14248317401417,14.73,,daily_close,일봉 종가,2026-09-12 15:12 KST,190.38,0.16309394635444208,1272.4,,0.16,11.095739,408.78195,354.06,72.077,256.8,,,-,,,,,,,,,,,1972.96,0.0,3750.0,,yfinance,,,,,,Technology,Semiconductors,,4.47,14.0,,247.14,355.0,152.0,30.03,,,yfinance,,,2026-09-12,,,,,0.01,,40.81,14.5,35.18,31,29,29,29,-72.81,2719.19,2026-09-11,4.25,12,0,20,20,0,10,1,0,63,B,12
MU,MU,마이크론 테크놀로지,1101.451964444,2026-09-11,Naver exchange listing (USD),975.260009765625,962.8070007324219,959.9513366699218,804.2525853474934,622.0672508239746,56.777262984640345,1213.56005859375,-19.636444619334497,51.322846734686806,2.68,-4.46,daily_close,일봉 종가,2026-09-12 15:12 KST,,,1368.5,53.12,79.96,23.255056,10.955669,66.64,6.33,345.7,651.65,-1.04,7.75 -> 0.7 -> 7.59,37378000000.0,9809000000.0,8539000000.0,26.24,22.84,17525000000.0,1668000000.0,9642000000.0,15278000000.0,-5636000000.0,0.05,1.12,0.53,,yfinance,1.11,5.0,False,5.0,yfinance dividend history,Technology,Semiconductors,91.38,4.65,45.0,0.31,1513.11,2200.0,361.0,55.15,16.21,Finnhub,yfinance,,,2026-09-11,,,,,0.02,-1.04,40.81,14.52,35.18,31,29,29,29,-43.02,-24.55,2026-09-11,4.25,4,0,20,20,0,10,5,5,64,B,13
LLY,LLY,일라이 릴리,1050.272077421,2026-09-11,Naver exchange listing (USD),1115.699951171875,1183.1244995117188,1178.777166748047,1084.0305862426758,1064.847953491211,4.775517247691618,1280.3399658203125,-12.859085793120018,2.4829288260689566,-7.72,-0.61,daily_close,일봉 종가,2026-09-12 15:12 KST,,,26.2,66.51,85.43,37.735214,29.551077,102.29,162.071,47.7,74.27,98.92,5.8 -> 11.71 -> 22.95,65179000000.0,29696000000.0,20640000000.0,45.56,31.67,16813000000.0,5964000000.0,7268000000.0,42503000000.0,-35235000000.0,0.62,21.69,6.92,,yfinance,15.24,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,78.95,4.3,29.0,0.0,1315.56,1600.0,850.0,17.91,24.79,Finnhub,yfinance,,,2026-09-11,,,,,1.44,98.92,28.93,4.94,14.15,9,8,7,7,30.44,498.2,2026-09-11,4.25,0,0,20,10,15,8,1,5,59,B,14
JPM,JPM,제이피모간체이스,946.925668245,2026-09-11,Naver exchange listing (USD),356.2300109863281,356.7380004882813,348.32733357747395,326.70958379109703,319.43645080566404,11.518272284789512,365.17999267578125,-2.4508411930987717,56.77254638887203,-1.89,7.58,daily_close,일봉 종가,2026-09-12 15:12 KST,,,46.9,11.94,75.95,15.2591,2.6788063,17.79,,30.4,,11.06,16.23 -> 19.75 -> 20.02,181847000000.0,,57048000000.0,,31.37,-147782000000.0,-147782000000.0,343338000000.0,499982000000.0,-156644000000.0,1.68,25.71,6.0,,yfinance,11.53,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,60.0,3.91,20.0,3.33,373.65,420.0,305.0,4.89,4.8,Finnhub,yfinance,,,2026-09-11,,,,,0.33,11.06,17.89,2.9,16.21,14,13,13,13,-14.71,-7.63,2026-09-11,4.25,8,3,16,20,8,10,3,0,68,B,15
WMT,WMT,월마트,850.100909723,2026-09-11,Naver exchange listing (USD),107.1500015258789,107.28849906921387,111.25983276367188,118.17399940490722,118.72089958190918,-9.74630254384752,134.1999969482422,-20.156479908711052,60.42297738661742,-7.41,-11.47,daily_close,일봉 종가,2026-09-12 15:12 KST,107.0775,-0.06766357895141521,-9.1,35.93,38.25,39.245422,9.042876,22.31,71.653,5.9,1.63,19.45,1.91 -> 2.41 -> 2.73,713163000000.0,29825000000.0,21893000000.0,4.18,3.07,41565000000.0,14923000000.0,10727000000.0,67095000000.0,-56368000000.0,0.92,34.96,0.99,,yfinance,7.98,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Discount Stores,87.5,4.47,40.0,-2.08,127.72,155.0,81.0,19.2,2.67,Finnhub,yfinance,,,2026-09-10,,,,,,19.45,25.37,9.58,36.83,6,5,4,4,54.69,-5.61,2026-09-11,4.25,0,0,20,0,12,0,3,5,40,C,16
AMD,AMD,AMD(어드밴스드 마이크로 디바이시스),842.569343427,2026-09-11,Naver exchange listing (USD),516.1300048828125,482.0354995727539,503.06566619873047,435.17700042724607,346.912550201416,48.778129987845496,580.9099731445312,-11.151464298513842,62.56005188370573,6.86,1.74,daily_close,일봉 종가,2026-09-12 15:12 KST,,,159.5,135.05,75.43,116.36735,11.074264,10.2,6.361,50.1,77.09,123.61,0.53 -> 1.0 -> 2.65,34639000000.0,3694000000.0,4335000000.0,10.66,12.51,7709000000.0,6735000000.0,5539000000.0,3847000000.0,1692000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Semiconductors,83.05,4.52,49.0,0.29,613.84,1250.0,365.0,18.93,5.88,Finnhub,yfinance,,,2026-09-09,,,,,0.73,123.61,40.74,14.52,37.28,31,29,29,29,185.63,-23.73,2026-09-11,4.25,0,0,12,16,15,10,3,5,61,B,17
V,V,비자,691.647657467,2026-09-11,Naver exchange listing (USD),370.45001220703125,372.96050415039065,360.1463368733724,338.6089179992676,334.9534001159668,10.597477762212558,384.1400146484375,-3.563805362462761,49.40174810810114,1.37,11.21,daily_close,일봉 종가,2026-09-12 15:12 KST,,,10.2,28.2,90.32,31.251915,19.459988,61.19,67.821,14.4,10.39,10.99,8.28 -> 9.73 -> 10.2,40000000000.0,26556000000.0,20058000000.0,66.39,50.14,23059000000.0,21577000000.0,17164000000.0,25171000000.0,-8007000000.0,0.72,22.13,2.68,,yfinance,15.71,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,88.24,4.55,37.0,-3.92,419.36,466.0,330.0,13.2,0.78,Finnhub,yfinance,,,2026-09-11,,,,,3.06,10.99,17.57,2.77,16.21,14,13,13,13,77.87,602.53,2026-09-11,4.25,0,0,20,0,8,5,5,0,38,D,18
XOM,XOM,엑슨모빌 홀딩스,682.53626624,2026-09-11,Naver exchange listing (USD),165.99000549316406,162.33100128173828,152.25550028483073,152.84591674804688,145.6688499069214,13.950240974118596,171.47000122070312,-3.1958918111195613,51.55039590728072,4.65,17.01,daily_close,일봉 종가,2026-09-12 15:12 KST,,,112.8,12.12,66.3,20.647814,2.5466075,12.58,15.921,44.1,-14.41,-13.19,8.89 -> 7.84 -> 6.7,323905000000.0,33938000000.0,28844000000.0,10.48,8.91,51970000000.0,23612000000.0,10681000000.0,43537000000.0,-32856000000.0,2.48,52.51,4.12,,yfinance,4.06,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,50.0,3.68,22.0,-3.33,169.68,200.0,142.0,2.22,3.84,Finnhub,yfinance,,,2026-09-10,,,,,0.18,-13.19,16.66,2.04,14.18,4,3,3,3,23.94,24.83,2026-09-11,4.25,4,3,12,20,0,10,5,0,54,C,19
ASML,ASML,ASML 홀딩 ADR,652.31703,2026-09-11,Naver exchange listing (USD),1698.300048828125,1737.085009765625,1759.3834981282553,1640.3604990641277,1494.9773986816406,13.600382877078033,1989.43994140625,-14.634263971413516,41.15071352175374,-8.1,-5.85,daily_close,일봉 종가,2026-09-12 15:12 KST,,,28.5,36.39,20.39,57.511005,1427.3237,53.94,9.092,21.3,25.26,9.55,20.59 -> 19.24 -> 24.71,32667300000.0,11301400000.0,9609400000.0,34.6,29.42,,11027300000.0,12916000000.0,4390900000.0,8525100000.0,0.53,29.72,9.08,,yfinance,3.58,9.0,False,9.0,yfinance dividend history,Technology,Semiconductor Equipment & Materials,85.71,4.6,16.0,0.0,2157.87,2861.32,897.6,27.06,2.58,Finnhub,yfinance,,,2026-09-12,,,,,2.02,9.55,40.74,14.5,35.18,31,29,29,29,41.17,9743.61,2026-09-11,4.25,0,0,20,0,8,8,5,5,46,C,20
JNJ,JNJ,존슨앤드존슨,640.020869391,2026-09-11,Naver exchange listing (USD),265.5799865722656,269.4439987182617,259.58983256022134,245.96924959818523,237.1164998626709,12.004009306007687,278.42999267578125,-4.615165909399301,44.19821194311701,1.34,12.93,daily_close,일봉 종가,2026-09-12 15:12 KST,266.2,0.2334563819121419,-0.9,19.17,76.88,30.97093,7.5487475,25.74,57.709,6.6,20.46,-10.34,13.72 -> 5.79 -> 11.03,94193000000.0,25596000000.0,26804000000.0,27.17,28.46,24530000000.0,19313000000.0,19709000000.0,47933000000.0,-28224000000.0,2.02,60.79,5.36,,yfinance,4.92,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,70.97,4.09,22.0,0.0,275.64,320.0,190.0,3.79,0.4,Finnhub,yfinance,,,2026-09-11,,,,,,-10.34,30.44,4.94,14.15,9,8,7,7,1.74,52.81,2026-09-11,4.25,0,0,20,0,0,0,5,0,25,D,21
INTC,INTC,인텔,544.045055462,2026-09-11,Naver exchange listing (USD),102.94000244140625,94.60950050354003,103.95233319600423,96.8514165242513,75.53699995040894,36.277589140405034,140.94000244140625,-26.961827261070148,67.55799120069865,-1.55,-12.05,daily_close,일봉 종가,2026-09-12 15:12 KST,,,98.63,65.53,62.53,,5.187511,-10.71,48.997,25.4,6.88,,1.94 -> 0.4,52853000000.0,-23000000.0,-267000000.0,-0.04,-0.51,9697000000.0,-4949000000.0,14265000000.0,46585000000.0,-32320000000.0,,0.0,0.0,,yfinance,,0.0,,9.0,yfinance dividend history,Technology,Semiconductors,34.55,3.48,41.0,0.0,114.88,200.0,75.0,11.6,1086.32,Finnhub,yfinance,,,2026-09-03,,,,,,,40.77,14.52,37.28,31,30,29,29,,-64.27,2026-09-11,4.25,0,0,0,0,0,10,1,5,16,D,22
MA,MA,마스터카드,498.616097749,2026-09-11,Naver exchange listing (USD),569.1900024414062,580.7604949951171,551.6148279825846,525.2625811258952,531.0840975952149,7.1751169012097185,599.8599853515625,-5.112856943138383,42.73743513873323,0.38,13.54,daily_close,일봉 종가,2026-09-12 15:12 KST,569.27,0.014054631713593203,22.1,35.06,91.28,31.94677,91.95435,241.2,439.583,14.1,19.52,18.17,11.83 -> 13.89 -> 16.52,32791000000.0,19514000000.0,14968000000.0,59.51,45.65,17648000000.0,16433000000.0,10566000000.0,19000000000.0,-8434000000.0,0.61,17.93,3.48,,yfinance,15.75,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,90.74,4.62,37.0,-1.85,670.92,740.0,550.0,17.87,2.85,Finnhub,yfinance,,,2026-09-03,,,,,1.45,18.17,17.57,2.77,16.21,14,13,13,13,81.83,3219.65,2026-09-11,4.25,0,0,20,10,12,8,5,0,55,B,23
ABBV,ABBV,애브비,454.361196319,2026-09-11,Naver exchange listing (USD),257.1199951171875,258.24599838256836,251.93749974568684,231.53266639709472,228.73604949951172,12.409039012338265,265.9700012207031,-3.3274452242348374,40.08600328299852,2.51,15.58,daily_close,일봉 종가,2026-09-12 15:12 KST,257.12,1.8990403691949497e-06,290.4,59.9,77.45,70.833336,-75.91545,,,10.2,68.92,-6.85,2.72 -> 2.39 -> 2.36,61160000000.0,20091000000.0,4226000000.0,32.85,6.91,19030000000.0,17816000000.0,5229000000.0,67496000000.0,-62267000000.0,2.69,190.4,6.92,,yfinance,5.17,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,82.05,4.32,29.0,0.47,276.79,328.0,200.0,7.65,0.6,Finnhub,yfinance,,,2026-09-11,,,,,0.24,-6.85,28.93,6.24,18.06,9,8,8,8,144.84,,2026-09-11,4.25,0,0,0,20,0,10,5,0,35,D,24
CSCO,CSCO,시스코 시스템즈,442.082266069,2026-09-11,Naver exchange listing (USD),112.12999725341797,110.44099998474121,114.50966657002768,107.04608325958252,95.40900001525878,17.525597412702147,130.0,-13.746155958909254,53.54586125987078,-1.18,-6.22,daily_close,일봉 종가,2026-09-12 15:12 KST,112.04,-0.08026153181344092,52.1,18.59,83.41,32.792793,8.56941,27.32,62.017,17.6,28.45,-8.86,3.07 -> 2.54 -> 2.55,63325000000.0,16061000000.0,13267000000.0,25.36,20.95,14177000000.0,12767000000.0,7218000000.0,29533000000.0,-22315000000.0,1.5,49.85,1.68,,yfinance,2.58,10.0,False,10.0,yfinance dividend history,Technology,Communication Equipment,68.57,4.18,24.0,-1.13,137.62,170.0,115.0,22.73,0.56,Finnhub,yfinance,,,2026-09-10,,,,,0.63,-8.86,40.81,14.52,37.28,31,29,29,29,-19.65,-40.98,2026-09-11,4.25,0,0,20,20,0,10,5,5,60,B,25
BAC,BAC,뱅크오브아메리카,438.375395002,2026-09-11,Naver exchange listing (USD),62.689998626708984,62.618499755859375,61.25383307139079,56.5961664835612,55.09344997406006,13.788478768756812,64.80999755859375,-3.27109861401878,58.62068497777029,-2.18,10.29,daily_close,일봉 종가,2026-09-12 15:12 KST,62.72,0.04785671390688537,34.1,11.79,71.33,14.481482,1.5901582,11.2,,16.8,,11.22,3.08 -> 3.21 -> 3.81,113097000000.0,,30509000000.0,,26.98,12613000000.0,12613000000.0,239319000000.0,365904000000.0,-126585000000.0,2.04,25.87,1.28,,yfinance,7.89,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,79.31,4.46,21.0,0.0,69.0,79.0,62.0,10.07,6.52,Finnhub,yfinance,,,2026-09-11,,,,,0.42,11.22,17.89,2.9,16.9,14,13,13,13,-19.05,-45.17,2026-09-11,4.25,8,6,12,20,8,10,3,0,67,B,26
ORCL,ORCL,오라클,432.87718188,2026-09-11,Naver exchange listing (USD),150.27999877929688,149.37799987792968,143.95566698710124,161.90550009409586,167.64449985504152,-10.3579306751843,328.3299865722656,-54.22897544381918,53.30901255771113,-3.8,-20.2,daily_close,일봉 종가,2026-09-12 15:12 KST,147.8099,-1.6436643594364773,21.9,36.02,45.82,26.06175,11.651841,53.38,388.87,20.6,24.33,25.36,3.71 -> 4.34 -> 5.83,67357000000.0,22444000000.0,17087000000.0,33.32,25.37,31977000000.0,-23686000000.0,31289000000.0,156189000000.0,-124900000000.0,1.33,34.31,2.0,,yfinance,14.07,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,81.63,4.41,42.0,0.0,244.12,400.0,110.0,62.44,9.27,Finnhub,yfinance,,,2026-09-12,,,,,1.19,25.36,40.81,14.52,35.18,31,29,29,29,-36.14,-19.75,2026-09-11,4.25,0,0,20,10,15,8,5,3,61,B,27
CVX,CVX,셰브론,422.933598912,2026-09-11,Naver exchange listing (USD),214.05999755859375,206.46900100708007,190.9005002339681,190.8024169921875,182.34395011901856,17.393528778373874,214.05999755859375,0.0,65.2128650979182,8.28,18.85,daily_close,일봉 종가,2026-09-12 15:12 KST,,,321.9,14.21,70.53,19.046242,2.0423553,12.23,18.959,53.5,-11.86,-23.6,11.36 -> 9.72 -> 6.63,184432000000.0,16674000000.0,12299000000.0,9.04,6.67,33939000000.0,16592000000.0,6293000000.0,40758000000.0,-34465000000.0,3.33,67.18,7.12,,yfinance,6.39,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,83.87,4.28,24.0,7.2,216.96,236.0,175.0,1.35,16.82,Finnhub,yfinance,,,2026-09-03,,,,,0.06,-23.6,16.66,2.34,14.18,4,3,3,3,14.32,-12.72,2026-09-11,4.25,4,3,12,20,0,10,1,0,50,C,28
