yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,analyst_buy_ratio,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,peg,dividend_year,dividend_report_code,dividend_history_years,dividend_history_source,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_gap,peer_pbr_gap,cagr,dart_source,dart_year,dart_fs_div,dart_report_code,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
319400.KQ,319400,현대무벡스,25282,우량기업부,"물류자동화, IT서비스",KOSDAQ,주권,KRX,22700.0,23489.05,-3.3592248302932615,46350.0,-51.024811218985974,19.080459770102664,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,-56.77,99.75,1.54,282.78,18.05,6.79,76.81,15.38,-26.02,65.83,36 -> 229 -> 99,3939.0,182.0,113.0,4.62,2.87,-14.32,-43.28,361.19,1231.33,-870.14,0.22,48.8,50.0,55.07,OpenDART,13.62,5.0,False,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,152.39,14.14,25.58,2,,,65.83,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-07,4.25,0,0,6,0,15,0,1,3,25,D,36
257720.KQ,257720,실리콘투,25246,우량기업부,화장품 유통,KOSDAQ,주권,KRX,38850.0,41763.0,-6.9750736297679765,61800.0,-37.13592233009709,59.102902374626524,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,31.11,14.49,7.77,11.0,4.73,46.89,55.09,61.43,49.27,103.34,631 -> 1990 -> 2609,11163.0,2054.0,1686.0,18.4,15.1,11.41,-58.98,773.23,2520.18,-1746.95,0.79,11.9,306.0,200.28,OpenDART,,1.0,False,,,,,,,,,0.35,2025.0,11011.0,1.0,OpenDART,11.0,4.73,46.89,1,,,103.34,,,,,상품 종합 도매업,상품 종합 도매업,2026-07-07,4.25,12,0,20,20,15,10,3,5,85,S,37
067310.KQ,067310,하나마이크론,24763,중견기업부,"반도체패키징,IOT",KOSDAQ,주권,KRX,37250.0,32514.3,14.564976025933207,56800.0,-34.41901408450704,31.799729363993364,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,,44.79,20.98,21.0,7.24,9.89,209.16,22.68,19.57,,-,15344.0,1277.0,656.0,8.32,4.28,1749.19,118.91,955.88,13651.63,-12695.75,0.19,12.19,70.0,46.46,OpenDART,11.87,4.0,False,,,,,,,,,,2025.0,11011.0,4.0,OpenDART,26.33,29.39,-19.3,5,-20.24,-75.37,,,,,,반도체 제조업,반도체 제조업,2026-07-07,4.25,4,0,6,0,0,0,3,5,18,D,38
357780.KQ,357780,솔브레인,23841,우량기업부,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,KOSDAQ,주권,KRX,300500.0,347972.5,-13.642601067613104,501000.0,-40.019960079840324,31.001890359166595,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,-33.25,18.26,27.69,18.0,2.38,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9234.0,1336.0,840.0,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.78,22.77,2350.0,179.98,OpenDART,6.42,4.0,False,,,,,,,,,,2025.0,11011.0,4.0,OpenDART,35.49,4.18,10.92,3,-49.28,-43.06,-22.12,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-07,4.25,8,3,6,0,0,0,3,5,25,D,39
005290.KQ,005290,동진쎄미켐,23522,우량기업부,"반도체,LCD용재료(감광제,봉지제),발포제",KOSDAQ,주권,KRX,45400.0,47008.75,-3.422235222166086,66000.0,-31.212121212121215,21.98473282441809,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,-35.98,13.86,15.39,22.38,2.56,9.52,82.11,7.31,-1.71,-11.78,2476 -> 3010 -> 1927,11941.0,1724.0,941.0,14.44,7.88,1912.57,1098.48,3719.12,9045.5,-5326.38,1.43,33.71,650.0,334.0,OpenDART,55.91,5.0,True,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,52.39,2.06,6.15,2,,,-11.78,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-07,4.25,4,3,6,0,0,0,1,5,19,D,40
263750.KQ,263750,펄어비스,23472,우량기업부,게임 개발 서비스(검은사막 및 붉은사막),KOSDAQ,주권,KRX,37450.0,44500.25,-15.843169420396514,72000.0,-47.986111111111114,39.93055555551673,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,296.2,96.6,7.88,7.0,2.41,-1.05,43.8,6.78,,,237 -> 939,3656.0,-148.0,-84.0,-4.05,-2.3,239.34,194.65,1338.75,3499.96,-2161.21,,,,,,,,,,,,,,,,,0.02,,,,,19.45,5.4,-10.03,4,-64.01,-55.37,,OpenDART,2025.0,CFS,11011,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-07,4.25,15,3,0,20,0,10,5,3,56,B,41
089970.KQ,089970,브이엠,21601,우량기업부,300mm Poly Etch System,KOSDAQ,주권,KRX,84900.0,41247.85,105.82890987045386,119700.0,-29.07268170426065,49.81718464350368,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,,29.68,13.24,37.0,15.23,17.34,40.37,105.41,,,-,1444.0,247.0,261.0,17.11,18.07,183.11,93.34,1305.19,715.3,589.89,,,,,,,1.0,False,,,,,,,,,,,,1.0,OpenDART,95.77,12.2,7.4,21,-61.37,24.84,,OpenDART,2025.0,CFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-07,4.25,0,0,16,0,0,0,5,5,26,D,42
290650.KQ,290650,엘앤씨바이오,21575,우량기업부,"인체조직(피부, 뼈, 연골)",KOSDAQ,주권,KRX,78700.0,68560.5,14.78912785058452,118300.0,-33.4742180896027,44.40497335700495,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,192.78,8.73,21.98,,11.01,-57.68,118.98,18.75,12.82,,2132 -> 6242,855.0,44.0,-1382.0,5.15,-161.64,125.65,-44.7,308.88,2481.04,-2172.16,0.06,,50.0,11.34,OpenDART,0.0,5.0,True,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,108.15,6.76,1.96,7,,62.87,,OpenDART,2025.0,CFS,11011,의약품 제조업,의약품 제조업,2026-07-07,4.25,0,0,0,0,0,10,5,5,20,D,43
131970.KQ,131970,두산테스나,19945,우량기업부,반도체 테스트,KOSDAQ,주권,KRX,101000.0,80172.0,25.97914483859702,190100.0,-46.87006838506049,21.268163804487486,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,-95.9,238.23,8.73,51.0,4.89,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3039.0,-9.0,15.0,-0.3,0.49,1472.18,1224.2,1095.47,2666.99,-1571.52,0.16,194.3,160.0,30.78,OpenDART,0.0,5.0,False,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,51.0,4.89,0.34,1,,,-83.42,,,,,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-07-07,4.25,0,0,0,0,0,0,1,3,4,D,44
035900.KQ,035900,JYP Ent.,19329,우량기업부,오디오물 출판 및 원판 녹음 관련 제품,KOSDAQ,주권,KRX,54400.0,66576.5,-18.289486530532546,85100.0,-36.07520564042303,44.715447154446096,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,64.27,25.19,18.95,14.0,2.82,29.21,36.19,36.57,20.97,23.33,2971 -> 2751 -> 4519,8219.0,1552.0,1606.0,18.88,19.54,1243.33,1018.25,2944.72,2261.42,683.3,1.61,18.1,877.0,290.58,OpenDART,64.23,2.0,False,,,,,,,,,0.22,2025.0,11011.0,2.0,OpenDART,13.33,2.03,26.09,3,5.03,38.92,23.33,,,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-07,4.25,8,3,20,20,12,10,5,5,83,A,45
140860.KQ,140860,파크시스템스,18976,우량기업부,연구용 및 산업용 원자현미경,KOSDAQ,주권,KRX,267000.0,254622.5,4.861117929483844,339500.0,-21.354933726067745,59.763313609457555,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,-19.61,42.01,36.14,36.0,8.11,16.69,55.44,17.42,9.61,18.19,3530 -> 6134 -> 4931,2056.0,422.0,345.0,20.53,16.78,244.79,-298.32,750.6,1248.03,-497.43,0.19,10.1,500.0,34.76,OpenDART,18.92,5.0,False,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,39.19,7.64,13.56,2,,,18.19,,,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-07-07,4.25,0,0,16,0,12,0,3,5,36,D,46
041510.KQ,041510,에스엠,18750,우량기업부,"음반(CD,MC),연예 대리",KOSDAQ,주권,KRX,81500.0,104224.0,-21.803039607000308,153000.0,-46.73202614379085,49.66139954851704,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,1844.22,43.74,32.81,12.0,1.68,41.65,47.76,18.71,109.62,103.18,3664 -> 778 -> 15126,11749.0,1830.0,3594.0,15.58,30.59,1948.61,1529.18,3646.12,6489.65,-2843.53,1.99,10.7,1620.0,370.89,OpenDART,68.7,5.0,True,,,,,,,,,0.01,2025.0,11011.0,5.0,OpenDART,13.33,2.03,26.09,3,-9.98,-17.24,103.18,,,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-07,4.25,12,6,20,20,15,10,5,3,91,S,47
032820.KQ,032820,우리기술,18653,벤처기업부,"시스템사업, 정보통신사업",KOSDAQ,주권,KRX,10870.0,11416.0,-4.782761037140855,29300.0,-62.90102389078498,23.70786516850204,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,-84.85,398.75,6.61,62.13,13.01,0.67,172.08,22.16,-1016.67,,33 -> 5,871.0,-55.0,-41.0,-6.31,-4.71,-188.48,-655.92,94.76,2140.61,-2045.85,,,,,,,,,,,,,,,,,,,,,,126.38,9.88,2.12,2,,,,OpenDART,2025.0,CFS,11011,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-07,4.25,0,0,0,0,0,0,1,1,2,D,48
068760.KQ,068760,셀트리온제약,18515,우량기업부,고덱스 캡슐 외,KOSDAQ,주권,KRX,41650.0,57570.115,-27.653436162147667,95047.0,-56.17957431586478,41.230769230733706,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,76.47,119.93,5.2,45.74,4.19,9.3,74.2,12.26,50.81,34.91,478 -> 493 -> 870,5364.0,561.0,388.0,10.46,7.23,864.3,685.07,498.72,3234.77,-2736.05,0.48,,200.0,86.85,OpenDART,,1.0,False,,,,,,,,,0.6,2025.0,11011.0,1.0,OpenDART,108.15,6.76,1.96,7,-57.71,-38.02,34.91,OpenDART,2025.0,OFS,11011,의약품 제조업,의약품 제조업,2026-07-07,4.25,0,0,6,20,15,10,5,3,59,B,49
098460.KQ,098460,고영,18483,우량기업부,전자제품및반도체생산용 3차원 납도포검사장비,KOSDAQ,주권,KRX,27100.0,27287.4,-0.6867638543796823,43500.0,-37.701149425287355,26.536312849141254,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,-29.74,61.63,23.74,49.0,6.47,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,2326.0,173.0,148.0,7.44,6.36,180.9,46.06,383.51,751.7,-368.19,0.52,62.8,140.0,92.63,OpenDART,3.93,5.0,False,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,95.77,12.2,7.4,21,-48.84,-46.97,-17.9,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-07,4.25,0,0,0,0,0,0,3,5,8,D,50
420770.KQ,420770,기가비스,17746,우량기업부,반도체 기판용 광학검사 및 수리장비,KOSDAQ,주권,KRX,136600.0,70645.75,93.35911926761341,192200.0,-28.92819979188345,49.69271290605184,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,353.16,47.97,1.54,146.44,11.9,7.42,13.4,100.77,,-33.36,2745 -> 269 -> 1219,524.0,121.0,155.0,23.09,29.58,256.54,210.21,397.82,282.74,115.08,0.59,65.63,800.0,101.41,OpenDART,0.0,3.0,False,,,,,,,,,0.41,2025.0,11011.0,3.0,OpenDART,95.77,12.2,7.4,21,52.91,-2.46,-33.36,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-07,4.25,0,0,6,20,0,10,5,5,46,C,51
140410.KQ,140410,메지온,17566,투자주의환기종목(소속부없음),"발기부전증치료제, 전립선비대증치료제",KOSDAQ,주권,KRX,57800.0,85952.5,-32.753555742997584,172700.0,-66.53155761436015,33.61344537813149,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,,,25.57,,120.78,-110.43,470.09,-8.14,,,-,79.0,-168.0,-349.0,-212.66,-441.77,-165.88,-298.6,255.74,808.3,-552.56,,,,,,,,,,,,,,,,,,,,,,229.93,38.95,-26.84,8,,210.09,,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-07,4.25,0,0,0,0,0,0,3,1,4,D,52
010170.KQ,010170,대한광통신,17041,중견기업부,"광섬유, 광케이블",KOSDAQ,주권,KRX,10960.0,7939.74,38.0397846780877,29100.0,-62.33676975945017,14.49416342410477,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,,,3.83,,18.57,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,,18.57,-52.05,1,,,,OpenDART,2025.0,CFS,11011,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-07-07,4.25,0,0,0,0,0,0,1,1,2,D,53
0009K0.KQ,0009K0,에임드바이오,16749,기술성장기업부,ADC 기반 항암제,KOSDAQ,주권,KRX,26000.0,46801.0,-44.44563150360035,72500.0,-64.13793103448275,42.6997245178734,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,,626.65,1.88,389.86,9.07,5.13,3.32,300.85,,,-,473.0,208.0,50.0,43.97,10.57,178.6,174.97,1064.08,63.97,1000.11,,,,,,,,,,,,,,,,,,,,,,229.93,38.95,-26.84,8,69.56,-76.71,,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-07,4.25,0,0,6,0,0,0,5,1,12,D,54
058610.KQ,058610,에스피지,15878,우량기업부,소형 Geared Motor,KOSDAQ,주권,KRX,70300.0,88024.0,-20.13541761337817,158100.0,-55.53447185325743,27.189781021890866,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,-30.29,103.2,8.5,190.63,6.76,3.57,66.09,-12.05,45.53,-8.86,496 -> 591 -> 412,3417.0,179.0,91.0,5.24,2.66,283.71,232.87,420.24,1704.88,-1284.64,0.4,60.7,,55.44,OpenDART,-15.66,4.0,True,,,,,,,,,,2025.0,11011.0,4.0,OpenDART,126.38,9.88,2.12,2,,,-8.86,OpenDART,2025.0,CFS,11011,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-07,4.25,0,0,0,0,0,0,3,3,6,D,55
082920.KQ,082920,비츠로셀,15687,우량기업부,리튬1차전지,KOSDAQ,주권,KRX,33950.0,28655.605,18.47594912059962,64100.0,-47.03588143525741,25.916230366473144,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,10.56,11.12,33.02,24.0,5.52,18.56,12.21,15.32,33.53,23.31,826 -> 1136 -> 1256,2431.0,693.0,569.0,28.51,23.41,635.86,521.59,243.75,403.47,-159.72,0.77,20.5,260.0,116.83,OpenDART,14.74,5.0,True,,,,,,,,,2.27,2025.0,11011.0,5.0,OpenDART,183.5,6.4,10.42,2,,,23.31,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-07,4.25,4,0,16,0,12,5,3,3,43,C,56
083650.KQ,083650,비에이치아이,15348,우량기업부,"보일러,열교환기등",KOSDAQ,주권,KRX,49300.0,68118.25,-27.625856506883252,109500.0,-54.977168949771695,29.662921348305275,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,232.86,26.53,14.47,22.0,10.22,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.0,755.0,652.0,9.75,8.42,1122.98,938.15,599.51,6531.11,-5931.6,,,,,,,,,,,,,,,,,0.09,,,,,152.39,14.14,25.58,2,,,180.92,OpenDART,2025.0,CFS,11011,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-07,4.25,4,0,20,20,15,10,3,3,75,A,57
096530.KQ,096530,씨젠,15302,우량기업부,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",KOSDAQ,주권,KRX,29250.0,25791.25,13.410555905588136,35150.0,-16.78520625889047,49.115044247726765,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,7007.69,906.71,18.2,22.83,1.28,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,1493.34,1088.69,2255.72,2199.82,55.9,3.42,95.5,1000.0,461.18,OpenDART,0.0,5.0,True,,,,,,,,,0.0,2025.0,11011.0,5.0,OpenDART,21.42,7.81,-4.21,3,6.58,-83.61,,,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-07,4.25,4,6,0,0,0,10,5,5,30,D,58
089030.KQ,089030,테크윙,15229,중견기업부,"반도체테스트핸들러,C.O.K(Change Over Kit)",KOSDAQ,주권,KRX,41100.0,52884.25,-22.283099410505017,71100.0,-42.19409282700422,24.51456310678779,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,,181.67,12.73,474.8,10.22,4.63,198.75,-14.23,-32.48,,-,1591.0,158.0,90.0,9.93,5.66,-160.89,-486.2,421.68,4215.8,-3794.12,0.32,49.4,130.0,46.46,OpenDART,-13.29,5.0,True,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,95.77,12.2,7.4,21,395.77,-16.23,,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-07,4.25,0,0,0,0,0,0,1,5,6,D,59
183300.KQ,183300,코미코,14895,우량기업부,반도체 부품 세정 및 코팅,KOSDAQ,주권,KRX,71100.0,62698.645,13.399579847379483,139200.0,-48.922413793103445,18.265682656821852,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,-10.74,15.48,23.34,38.84,6.6,18.52,178.59,19.13,-1.33,24.61,1563 -> 2719 -> 2427,6041.0,1110.0,772.0,18.37,12.78,382.21,-1815.01,991.19,6604.31,-5613.12,1.97,28.3,1400.0,141.14,OpenDART,26.31,5.0,True,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,95.77,12.2,7.4,21,-59.44,-45.9,24.61,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-07,4.25,0,0,16,0,12,0,1,3,32,D,60
007390.KQ,007390,네이처셀,14852,중견기업부,닥터쥬크르,KOSDAQ,주권,KRX,23000.0,22524.25,2.112167996714652,37800.0,-39.15343915343915,24.36974789914055,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,,1126.55,8.75,,23.65,-4.45,18.57,-35.91,-700.0,,-,207.0,-36.0,-28.0,-17.39,-13.53,1.57,-164.33,167.67,117.02,50.65,,,,,,,,,,,,,,,,,,,,,,97.08,22.77,-33.24,8,,3.86,,OpenDART,2025.0,CFS,11011,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-07,4.25,0,0,0,0,0,0,1,5,6,D,61
218410.KQ,218410,RFHIC,14577,우량기업부,GaN 트랜지스터,KOSDAQ,주권,KRX,54100.0,56485.25,-4.2227838240956705,112500.0,-51.91111111111111,21.48148148147405,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,11.66,23.8,26.79,39.0,4.69,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,1858.0,309.0,355.0,16.63,19.11,294.99,242.9,1099.24,1497.25,-398.01,0.74,29.9,400.0,101.41,OpenDART,58.74,4.0,False,,,,,,,,,3.34,2025.0,11011.0,4.0,OpenDART,39.0,4.69,8.84,1,,,28.82,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-07-07,4.25,0,0,6,0,15,5,1,3,30,D,62
043260.KQ,043260,성호전자,13881,우량기업부,"전원공급장치,필름콘덴서",KOSDAQ,주권,KRX,19400.0,22386.05,-13.338887387457813,53200.0,-63.53383458646616,8.833922261479728,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,871.74,6.42,3.02,5.24,3.73,46.27,128.77,11.72,20.63,101.28,331 -> 138 -> 1341,2316.0,76.0,910.0,3.28,39.29,200.87,152.61,295.71,3270.79,-2975.08,,,,,,,,,,,,,,,,,0.01,,,,,49.52,5.95,5.05,7,-89.42,-37.31,101.28,OpenDART,2025.0,CFS,11011,전자부품 제조업,전자부품 제조업,2026-07-07,4.25,15,0,20,20,15,10,1,1,82,A,63
030530.KQ,030530,원익홀딩스,13810,중견기업부,가스캐비닛,KOSDAQ,주권,KRX,17880.0,29269.55,-38.912624211851565,48700.0,-63.285420944558524,13.125948406662829,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,,137.36,5.48,82.4,1.57,2.78,51.37,-3.49,-101.31,,-,6230.0,-4.0,504.0,-0.06,8.09,1180.86,-266.1,1009.31,6684.79,-5675.48,,,,,,,,,,,,,,,,,,,,,,52.39,2.06,6.15,2,,,,OpenDART,2025.0,CFS,11011,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-07,4.25,0,6,0,0,0,0,1,1,8,D,64
060370.KQ,060370,LS마린솔루션,13764,우량기업부,해저케이블등의 건설 및 유지보수 업무,KOSDAQ,주권,KRX,26150.0,29678.25,-11.888335734081355,50100.0,-47.80439121756487,36.612021857895485,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,-51.36,69.69,2.74,114.15,2.39,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,199.34,-565.57,735.64,1109.64,-374.0,,97.5,,81.43,OpenDART,,0.0,False,,,,,,,,,,2025.0,11011.0,0.0,OpenDART,114.15,2.39,2.0,1,,,-28.93,OpenDART,2025.0,CFS,11011,전기 및 통신 공사업,전기 및 통신 공사업,2026-07-07,4.25,0,3,0,0,0,0,5,3,11,D,65
458870.KQ,458870,씨어스,13435,기술성장기업부,심전도검사솔루션 입원환자모니터링솔루션,KOSDAQ,주권,KRX,35300.0,39150.955,-9.836171301568509,63034.0,-43.998477012406,50.766283524876975,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,,102.08,4.9,26.0,28.02,52.78,36.81,495.06,,,-,482.0,163.0,160.0,33.82,33.2,20.86,4.54,110.96,145.84,-34.88,,,,,,,,,,,,,,,,,,,,,,22.0,13.09,19.41,3,18.18,114.06,,OpenDART,2025.0,CFS,11011,의료용 기기 제조업,의료용 기기 제조업,2026-07-07,4.25,0,0,20,0,0,0,5,5,30,D,66
127120.KQ,127120,제이에스링크,13028,벤처기업부,"유전체분석(EGIS), 개인유전체분석(DNAGPS)",KOSDAQ,주권,KRX,37500.0,29089.6,28.91205104229691,48900.0,-23.31288343558282,57.71604938266617,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,,,2.19,,14.03,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,-93.87,-534.7,404.31,544.44,-140.13,,,,,,,,,,,,,,,,,,,,,,229.93,38.95,-26.84,8,,-63.98,,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-07,4.25,0,0,0,0,0,0,3,5,8,D,67
078600.KQ,078600,대주전자재료,12798,우량기업부,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",KOSDAQ,주권,KRX,81000.0,96197.0,-15.7977899518696,182800.0,-55.68927789934355,22.799422799418195,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,-43.95,667.76,16.15,146.78,5.7,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,109.49,-128.37,870.95,4023.25,-3152.3,0.12,6.7,100.0,15.14,OpenDART,0.0,4.0,False,,,,,,,,,,2025.0,11011.0,4.0,OpenDART,49.52,5.95,5.05,7,196.41,-4.2,444.67,,,,,전자부품 제조업,전자부품 제조업,2026-07-07,4.25,0,0,6,0,15,0,1,3,25,D,68
039200.KQ,039200,오스코텍,12682,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,32950.0,47624.25,-30.812558727958972,62000.0,-46.85483870967742,27.604166666646535,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,5847.83,547.23,12.88,25.31,7.86,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,,,,,,0.0,,,,,108.15,6.76,1.96,7,-76.6,16.27,,OpenDART,2025.0,CFS,11011,의약품 제조업,의약품 제조업,2026-07-07,4.25,0,0,20,0,0,10,3,3,36,D,69
195940.KQ,195940,HK이노엔,11714,우량기업부,"전문의약품, 숙취해소음료",KOSDAQ,주권,KRX,41350.0,48980.5,-15.57864864588969,57600.0,-28.211805555555557,45.10309278347261,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,22.91,20.56,14.19,13.0,0.88,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,0.99,15.3,410.0,116.15,OpenDART,6.39,5.0,False,,,,,,,,,0.57,2025.0,11011.0,5.0,OpenDART,108.15,6.76,1.96,7,-87.98,-86.98,26.83,,,,,의약품 제조업,의약품 제조업,2026-07-07,4.25,8,8,6,20,15,8,5,5,75,A,70
323280.KQ,323280,태성,11711,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,38900.0,50825.0,-23.462862764387605,89700.0,-56.63322185061316,33.50854139289174,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,,103.42,5.15,,10.14,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,,95.77,12.2,7.4,21,,-16.89,,OpenDART,2025.0,CFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-07,4.25,0,0,0,0,0,0,3,3,6,D,71
