yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_pbr_gap,peer_per_avg,peer_per_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
183300.KQ,183300,코미코,11176,우량기업부,반도체 부품 세정 및 코팅,KOSDAQ,주권,KRX,54400.0,69760.0,85639.56666666667,73300.85,64240.935,-15.318791670762572,139200.0,-60.91954022988506,32.74478330657371,-40.55,-24.57,daily_close,NXT 미확인,2026-07-30 22:15 KST,,,-10.74,15.48,24.94,26.95,4.58,18.52,178.59,19.13,-1.33,24.61,1563 -> 2719 -> 2427,6041.0,1110.0,772.0,18.37,12.78,382.21,-1815.01,991.19,6604.31,-5613.12,2.57,28.3,1400.0,141.14,OpenDART,11.87,5.0,True,5.0,OpenDART,,4.0,,,170932.0,,,214.21,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,5.58,7.42,20,15,19,19,-17.92,30.0,-10.17,24.61,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-30,4.68,0,0,16,0,12,0,3,1,32,D,56
010170.KQ,010170,대한광통신,11132,중견기업부,"광섬유, 광케이블",KOSDAQ,주권,KRX,7160.0,10349.5,16695.833333333332,12832.041666666666,8624.365,-16.97939500473368,29100.0,-75.39518900343643,35.0727117193763,-48.3,-52.74,daily_close,NXT 미확인,2026-07-30 22:15 KST,,,,,4.97,,13.06,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,,,,,,1,0,0,0,,,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-07-30,4.68,0,0,0,0,0,0,5,1,6,D,57
082920.KQ,082920,비츠로셀,11108,우량기업부,리튬1차전지,KOSDAQ,주권,KRX,24700.0,30595.0,43556.666666666664,38519.583333333336,29814.355,-17.15400182227655,64100.0,-61.46645865834633,33.72365339576244,-40.77,-56.67,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,10.56,11.12,31.49,18.0,4.05,18.56,12.21,15.32,33.53,23.31,826 -> 1136 -> 1256,2431.0,693.0,569.0,28.51,23.41,635.86,521.59,243.75,403.47,-159.72,1.05,20.5,260.0,116.83,OpenDART,9.14,5.0,True,5.0,OpenDART,,4.0,,,50333.0,,,103.78,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,1.7,2025.0,11011.0,,,2,1,1,1,,,,23.31,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-30,4.68,8,0,16,5,12,5,3,1,50,C,58
039200.KQ,039200,오스코텍,10865,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,28250.0,31005.0,38145.833333333336,45315.833333333336,46548.25,-39.310285563904124,62000.0,-54.43548387096774,39.78102189776956,-23.13,-45.67,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,5847.83,547.23,13.63,20.08,6.23,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,4.0,,,75000.0,,,165.49,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,0.0,,,3.56,7.59,7,5,6,6,75.0,27.0,-25.63,,의약품 제조업,의약품 제조업,2026-07-30,4.68,4,0,20,0,0,10,5,3,42,C,59
083650.KQ,083650,비에이치아이,10706,우량기업부,"보일러,열교환기등",KOSDAQ,주권,KRX,34750.0,44900.0,63081.666666666664,77644.16666666667,67675.75,-48.65221294185879,109500.0,-68.2648401826484,33.69905956111374,-42.47,-64.36,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,232.86,26.53,14.65,17.0,7.22,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.0,755.0,652.0,9.75,8.42,1122.98,938.15,599.51,6531.11,-5931.6,,,,,,,,,,,,4.0,,,110000.0,,,216.55,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,0.07,,,,,2,1,1,1,,,,180.92,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-30,4.68,8,0,20,20,15,10,3,1,77,A,60
420770.KQ,420770,기가비스,10672,우량기업부,반도체 기판용 광학검사 및 수리장비,KOSDAQ,주권,KRX,84400.0,139735.0,137226.66666666666,106682.5,78632.25,7.335094697150342,192200.0,-56.08740894901144,21.793797150039353,-55.39,-18.77,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,353.16,47.97,7.03,46.0,5.3,7.42,13.4,100.77,,-33.36,2745 -> 269 -> 1219,524.0,121.0,155.0,23.09,29.58,256.54,210.21,397.82,282.74,115.08,0.95,65.63,800.0,101.41,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,203333.0,,,140.92,,,Naver/FnGuide,,KRW,2026-07-30,2025.0,CFS,11011,OpenDART,0.13,2025.0,11011,5.58,8.9,20,15,19,19,-5.02,28.0,64.29,-33.36,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-30,4.68,0,0,6,20,0,10,1,3,40,C,61
030530.KQ,030530,원익홀딩스,10349,중견기업부,가스캐비닛,KOSDAQ,주권,KRX,13400.0,16971.5,23671.333333333332,28072.333333333332,29604.55,-54.73668743487066,48700.0,-72.48459958932239,39.92072480178036,-34.95,-59.15,daily_close,NXT 미확인,2026-07-30 22:15 KST,,,,137.36,6.04,59.68,1.14,2.78,51.37,-3.49,-101.31,,-,6230.0,-4.0,504.0,-0.06,8.09,1180.86,-266.1,1009.31,6684.79,-5675.48,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,,,,2,1,1,1,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-30,4.68,0,8,0,0,0,0,5,1,14,D,62
437730.KQ,437730,삼현,10336,기술성장기업부,"스마트 액추에이터, 스마트 파워유닛",KOSDAQ,주권,KRX,32250.0,32557.5,43579.166666666664,48103.75,46518.5,-30.672743102206653,73200.0,-55.942622950819676,48.36512261578537,-11.28,-39.72,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,19.27,100.86,2.34,170.59,7.23,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,0.95,-529.71,208.0,703.51,-495.51,,16.24,,15.73,OpenDART,,0.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,8.85,2025.0,11011.0,,,1,0,0,0,,,,-5.72,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-07-30,4.68,0,0,6,0,0,8,5,3,22,D,63
131970.KQ,131970,두산테스나,10011,우량기업부,반도체 테스트,KOSDAQ,주권,KRX,52500.0,86070.0,127085.0,106692.5,83504.0,-37.128760298907835,190100.0,-72.38295633876906,29.153269024647287,-53.37,-59.83,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,-95.9,238.23,15.77,24.0,2.25,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3039.0,-9.0,15.0,-0.3,0.49,1472.18,1224.2,1095.47,2666.99,-1571.52,0.3,194.3,160.0,30.78,OpenDART,0.0,5.0,False,5.0,OpenDART,,3.86,,,185714.0,,,253.74,,,Naver/FnGuide,,KRW,2026-07-30,2025.0,OFS,11011,OpenDART,,2025.0,11011,,,1,0,0,0,,,,-83.42,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-07-30,4.68,4,3,0,0,0,0,3,1,11,D,64
003380.KQ,003380,하림지주,9968,우량기업부,지주사업,KOSDAQ,주권,KRX,8900.0,9725.5,10710.0,12795.666666666666,11403.05,-21.950706170717478,19610.0,-54.614992350841405,40.88785046715597,-10.82,-32.16,daily_close,NXT 미확인,2026-07-30 22:15 KST,,,772.77,17.26,9.29,4.26,0.29,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,132149.0,8874.0,5138.0,6.72,3.89,11410.68,6803.36,14593.4,107306.95,-92713.55,1.35,,120.0,,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,16500.0,,,85.39,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,0.01,2025.0,11011.0,,,2,1,1,1,,,,148.93,기타 금융업,기타 금융업,2026-07-30,4.68,15,10,6,20,15,10,5,3,84,A,65
950160.KQ,950160,코오롱티슈진,9916,외국기업(소속부없음),골관절염 치료제,KOSDAQ,주식예탁증권,KRX,11670.0,56972.0,89595.66666666667,95461.16666666667,83565.45,-86.03489839401331,138800.0,-91.59221902017292,9.273021001614111,-87.45,-88.56,daily_close,NXT 미확인,2026-07-30 22:15 KST,,,,,5.29,,9.81,-183.43,561.65,1.96,,,-,52.0,-223.0,-1926.0,-428.85,-3703.85,-0.17,-1.0,0.47,2.51,-2.04,,,,,,,,,,,,3.0,,,280000.0,,,2299.31,,,Naver/FnGuide,외화 공시 환산 필요,USD,2026-07-28,2025.0,OFS,11011.0,OpenDART,,,,14.06,-9.41,8,2,7,7,-30.23,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-30,4.68,0,0,0,0,0,0,1,1,2,D,66
195940.KQ,195940,HK이노엔,9887,우량기업부,"전문의약품, 숙취해소음료",KOSDAQ,주권,KRX,35000.0,38922.5,42425.833333333336,47175.0,48353.0,-27.6156598349637,57600.0,-39.23611111111111,36.277602523627266,-15.76,-33.21,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,22.91,20.56,13.87,12.0,0.82,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,1.17,15.3,410.0,116.15,OpenDART,8.61,5.0,False,5.0,OpenDART,,4.0,,,64182.0,,,83.38,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,OFS,11011.0,OpenDART,0.52,2025.0,11011.0,5.14,9.66,7,5,6,6,-84.05,27.0,-55.56,26.83,의약품 제조업,의약품 제조업,2026-07-30,4.68,12,8,6,20,15,8,5,5,79,A,67
078600.KQ,078600,대주전자재료,9799,우량기업부,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",KOSDAQ,주권,KRX,62600.0,76630.0,111996.66666666667,113715.83333333333,96640.0,-35.223509933774835,182800.0,-65.75492341356673,39.48275862068012,-34.59,-60.5,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,-43.95,667.76,17.08,116.1,4.51,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,109.49,-128.37,870.95,4023.25,-3152.3,0.16,6.7,100.0,15.14,OpenDART,0.0,2.0,False,4.0,OpenDART,,4.0,,,191500.0,,,205.91,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,2.83,16.87,7,5,6,6,59.36,14.58,696.3,444.67,전자부품 제조업,전자부품 제조업,2026-07-30,4.68,0,0,6,0,15,0,5,1,27,D,68
127120.KQ,127120,제이에스링크,9643,벤처기업부,"유전체분석(EGIS), 개인유전체분석(DNAGPS)",KOSDAQ,주권,KRX,27850.0,34872.5,36439.166666666664,37246.25,30150.2,-7.629136788479017,48900.0,-43.04703476482617,31.395348837192273,-23.38,-31.74,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,,,2.95,,13.41,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,-93.87,-534.7,404.31,544.44,-140.13,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,,21.34,-18.83,8,2,7,7,-37.16,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-30,4.68,0,0,0,0,0,0,3,5,8,D,69
218410.KQ,218410,RFHIC,9381,우량기업부,GaN 트랜지스터,KOSDAQ,주권,KRX,35600.0,47407.5,72940.83333333333,74360.41666666667,57641.5,-38.23894242863215,112500.0,-68.35555555555555,35.14099783079193,-44.81,-62.25,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,11.66,23.8,28.03,20.0,2.57,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,1858.0,309.0,355.0,16.63,19.11,223.86,183.1,283.22,1298.55,-1015.33,1.12,29.9,400.0,101.41,OpenDART,58.74,4.0,False,4.0,OpenDART,,4.0,,,125250.0,,,251.83,,,Naver/FnGuide,,KRW,2026-07-30,2025.0,CFS,11014,OpenDART,1.72,2025.0,11011,,,1,0,0,0,,,,28.82,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-07-30,4.68,4,3,6,5,15,5,5,1,44,C,70
241710.KQ,241710,코스메카코리아,8544,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,80700.0,82560.0,76268.33333333333,79886.66666666667,76171.5,5.945136960674268,103000.0,-21.650485436893206,44.99089253186466,0.12,-0.37,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,6.16,15.61,22.12,13.0,3.5,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,117500.0,,,45.6,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,2.11,2025.0,11011.0,,,3,2,2,2,,,,42.68,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-30,4.68,8,0,16,0,15,5,5,5,54,C,71
166090.KQ,166090,하나머티리얼즈,8534,우량기업부,"실리콘부품, 세라믹부품, 특수가스",KOSDAQ,주권,KRX,44100.0,52897.5,63970.833333333336,63701.25,56328.75,-21.709606550828838,81100.0,-45.62268803945746,39.136690647466246,-34.18,-41.59,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,20.8,21.83,22.06,18.02,1.81,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,685.43,482.22,394.97,2219.26,-1824.29,0.68,15.1,300.0,57.87,OpenDART,-20.63,5.0,True,5.0,OpenDART,,4.0,,,94500.0,,,114.29,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,0.87,2025.0,11011.0,4.78,2.98,5,2,4,4,-62.13,,,5.86,반도체 제조업,반도체 제조업,2026-07-30,4.68,4,3,6,16,4,8,5,3,49,C,72
043260.KQ,043260,성호전자,8501,우량기업부,"전원공급장치,필름콘덴서",KOSDAQ,주권,KRX,11850.0,18327.5,32764.166666666668,35566.5,23710.205,-50.02152026943673,53200.0,-77.72556390977444,30.989217065146093,-61.27,-71.03,daily_close,NXT 미확인,2026-07-30 22:15 KST,,,871.74,6.42,5.05,2.24,1.6,46.27,128.77,11.72,20.63,101.28,331 -> 138 -> 1341,2316.0,76.0,910.0,3.28,39.29,200.87,152.61,295.71,3270.79,-2975.08,,,,,,,,,,,,4.5,,,85000.0,,,617.3,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,0.0,,,3.74,10.55,7,5,6,6,-57.22,19.0,-88.21,101.28,전자부품 제조업,전자부품 제조업,2026-07-30,4.68,15,6,20,0,15,10,3,1,70,A,73
458870.KQ,458870,씨어스,8258,기술성장기업부,심전도검사솔루션 입원환자모니터링솔루션,KOSDAQ,주권,KRX,21900.0,30492.5,33275.0,41704.625,39861.03,-45.05912165340434,63034.0,-65.25684551194594,25.67567567565949,-45.04,-54.04,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,,102.08,5.27,14.0,16.07,52.78,36.81,495.06,,,-,482.0,163.0,160.0,33.82,33.2,20.86,4.54,110.96,145.84,-34.88,,,,,,,,,,,,4.0,,,64250.0,,,193.38,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,,,,,,3,1,2,2,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-30,4.68,8,0,20,0,0,0,3,1,32,D,74
475830.KQ,475830,오름테라퓨틱,8210,기술성장기업부,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,KOSDAQ,주권,KRX,37900.0,46082.5,60692.5,82987.08333333333,80655.0,-53.009732812596866,143700.0,-73.62560890744606,38.12849162009682,-34.43,-57.03,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,,,7.31,,8.36,-33.22,29.37,,,,-,0.24,-518.0,-420.0,-215662.5,-174870.83,-359.89,,40.65,384.37,-343.72,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,,14.06,-9.41,8,2,7,7,-40.54,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-30,4.68,0,0,0,0,0,0,5,1,6,D,75
293490.KQ,293490,카카오게임즈,8005,중견기업부,"모바일, PC게임 퍼블리싱",KOSDAQ,주권,KRX,7500.0,7802.5,9003.166666666666,11266.916666666666,13036.9,-42.47098620070722,23500.0,-68.08510638297872,31.297709923496882,-6.13,-37.6,daily_close,NXT 미확인,2026-07-30 22:15 KST,,,,,4.7,,0.62,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,,,,,,,,,,,,3.5,,,13000.0,,,73.33,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,,,,4.6,-1.05,4,2,3,3,-86.52,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-30,4.68,0,10,0,0,0,0,3,1,14,D,76
086450.KQ,086450,동국제약,7752,우량기업부,"인사돌, 복합마데카솔, 파미레이",KOSDAQ,주권,KRX,17210.0,18725.0,19604.0,20743.0,19645.45,-12.397018139060192,29900.0,-42.441471571906355,40.29605263148616,-14.59,-27.99,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,7.91,13.15,15.56,10.59,1.16,10.42,39.17,14.12,20.15,18.31,1043 -> 1353 -> 1460,9269.0,966.0,739.0,10.42,7.97,452.27,136.47,496.64,2939.18,-2442.54,1.16,13.67,200.0,90.22,OpenDART,3.57,5.0,False,5.0,OpenDART,,4.0,,,40000.0,,,132.42,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11014.0,OpenDART,1.34,2025.0,11011.0,5.14,7.59,7,5,6,6,-77.43,27.0,-60.78,18.31,의약품 제조업,의약품 제조업,2026-07-30,4.68,12,8,12,10,12,5,5,5,69,B,77
491000.KQ,491000,리브스메드,7601,기술성장기업부,"다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark",KOSDAQ,주권,KRX,30100.0,36200.0,46303.333333333336,60459.166666666664,,,91300.0,-67.03176341730558,39.08045977009697,-18.32,-57.72,daily_close,NXT 미확인,2026-07-30 22:15 KST,,,,,6.03,,5.4,-20.75,11.65,88.93,,,-,512.0,-226.0,-229.0,-44.14,-44.73,-347.4,-424.63,114.02,210.64,-96.62,,,,,,,,,,,,4.0,,,120000.0,,,298.67,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,,,,3,2,2,2,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-30,4.68,0,0,0,0,0,0,5,1,6,D,78
031330.KQ,031330,에스에이엠티,7549,우량기업부,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업",KOSDAQ,주권,KRX,7550.0,10351.0,12725.833333333334,9116.458333333334,7005.725,7.7690032080905205,18860.0,-59.96818663838812,27.672955974794036,-36.77,6.79,daily_close,NXT 미확인,2026-07-30 22:15 KST,,,39.34,6.2,9.36,3.46,1.43,16.55,183.14,30.01,68.99,51.79,329 -> 544 -> 758,37566.0,1139.0,758.0,3.03,2.02,-1202.55,-1206.28,983.32,8901.87,-7918.55,3.05,29.6,230.0,224.35,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,0.09,2025.0,11011.0,,,3,2,2,2,,,,51.79,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-07-30,4.68,15,6,16,20,15,10,3,3,88,S,79
085660.KQ,085660,차바이오텍,7465,중견기업부,"세포치료제 개발, 제대혈 보관 등",KOSDAQ,주권,KRX,8070.0,9338.5,11856.166666666666,15480.5,14887.6,-45.793814986969025,23850.0,-66.16352201257861,28.503562945273387,-25.35,-52.78,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,,,8.36,,1.62,-37.19,214.81,21.37,,,-,12683.0,-488.0,-1467.0,-3.85,-11.57,-725.23,-2245.89,2375.58,17383.27,-15007.69,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,,,,14.06,-9.41,8,2,7,7,-88.48,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-30,4.68,0,6,0,0,0,0,3,1,10,D,80
323280.KQ,323280,태성,7344,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,24400.0,34070.0,50158.333333333336,58890.833333333336,51308.25,-52.44429502078126,89700.0,-72.79821627647715,33.751743375161155,-42.66,-69.31,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,,103.42,4.83,,6.97,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,,5.39,8.9,20,16,19,19,29.31,29.0,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-30,4.68,0,0,0,0,0,0,3,1,4,D,81
101490.KQ,101490,에스앤에스텍,7307,우량기업부,블랭크마스크,KOSDAQ,주권,KRX,35000.0,43002.5,60782.5,75852.08333333333,67750.75,-48.34005527614085,105100.0,-66.69838249286394,36.61764705880846,-36.36,-65.24,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,91.27,24.46,15.57,14.58,2.68,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,468.82,-175.92,800.1,887.84,-87.74,0.57,7.2,200.0,41.66,OpenDART,10.06,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,0.16,2025.0,11011.0,3.74,10.55,7,5,6,6,-28.34,19.0,-23.26,50.19,전자부품 제조업,전자부품 제조업,2026-07-30,4.68,8,3,20,20,15,10,5,1,82,A,82
122870.KQ,122870,와이지엔터테인먼트,6953,우량기업부,"음악 및 기타 오디오물 출판, 신인 아티스트 육성 및 매니지먼트",KOSDAQ,주권,KRX,37050.0,40617.5,44051.666666666664,52670.0,60827.5,-39.0900497307961,107400.0,-65.5027932960894,38.00623052956186,-15.8,-31.39,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,99.19,32.29,12.0,14.0,1.44,7.41,28.88,49.47,,-22.48,3285 -> 991 -> 1974,5454.0,713.0,537.0,13.07,9.85,909.09,822.28,1682.2,1879.34,-197.14,0.81,15.08,300.0,55.64,OpenDART,6.27,5.0,True,5.0,OpenDART,,4.0,,,64316.0,,,73.59,,,Naver/FnGuide,,KRW,2026-07-24,2025.0,CFS,11011.0,OpenDART,0.14,2025.0,11011.0,,,3,2,2,2,,,,-22.48,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-30,4.68,8,6,6,20,0,10,5,1,56,B,83
014620.KQ,014620,성광벤드,6944,우량기업부,관이음쇠,KOSDAQ,주권,KRX,26150.0,26220.0,30741.666666666668,33689.583333333336,31743.0,-17.619632674920453,48300.0,-45.8592132505176,53.47222222217023,-13.98,-43.64,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,-11.68,15.11,36.12,17.0,1.26,6.45,7.42,7.91,0.0,-3.72,1370 -> 1438 -> 1270,2457.0,420.0,344.0,17.09,14.0,378.8,324.24,558.16,407.71,150.45,0.76,15.4,200.0,53.11,OpenDART,25.99,5.0,False,5.0,OpenDART,,4.0,,,48333.0,,,84.83,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,1,0,0,0,,,,-3.72,1차 철강 제조업,1차 철강 제조업,2026-07-30,4.68,8,6,6,0,0,0,5,3,28,D,84
065350.KQ,065350,신성델타테크,6829,우량기업부,"세탁기, 자동차, 에어컨 및 LCD 부품",KOSDAQ,주권,KRX,28750.0,27662.5,38352.5,50883.75,53840.75,-46.60178396474789,121700.0,-76.37633525061626,41.01796407182189,-6.66,-50.43,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,73.25,81.02,4.43,33.83,3.04,9.51,161.32,7.19,4.53,,456 -> 790,9454.0,277.0,242.0,2.93,2.56,143.76,-801.57,706.02,5756.98,-5050.96,0.42,13.6,120.0,32.98,OpenDART,0.0,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,0.46,2025.0,11011.0,,,1,0,0,0,,,,,가정용 기기 제조업,가정용 기기 제조업,2026-07-30,4.68,0,0,6,20,0,10,5,1,42,C,85
038500.KQ,038500,삼표시멘트,6809,우량기업부,시멘트 제품,KOSDAQ,주권,KRX,6310.0,7624.5,10409.5,13249.666666666666,9531.2,-33.79637401376532,20200.0,-68.76237623762376,34.30493273531833,-30.96,-62.73,daily_close,NXT 미확인,2026-07-30 22:15 KST,,,-38.34,9.33,4.43,13.99,0.88,5.29,84.0,-14.4,-26.28,9.89,313 -> 613 -> 378,6769.0,766.0,408.0,11.32,6.03,938.53,485.75,822.95,6604.66,-5781.71,1.92,31.84,121.0,129.9,OpenDART,10.37,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,2,1,1,1,,,,9.89,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-07-30,4.68,8,8,6,0,8,0,3,1,34,D,86
