yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,analyst_buy_ratio,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,cagr,dividend_year,dividend_report_code,dividend_history_years,dividend_history_source,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peg,peer_per_gap,peer_pbr_gap,dart_source,dart_year,dart_fs_div,dart_report_code,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
006260.KS,006260,LS,106392,,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매",KOSPI,주권,KRX,338000.0,276195.5,22.377084347862294,553000.0,-38.87884267631103,30.34188034187852,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,14.75,14.43,19.33,22.0,2.16,5.64,225.47,15.7,-1.89,-20.96,13539 -> 7371 -> 8458,318700.0,10526.0,4851.0,3.3,1.52,2063.3,-9841.35,20866.11,173152.04,-152285.93,,25.25,,683.69,OpenDART,,0.0,False,,,,,,,,,-20.96,2025.0,11011.0,0.0,OpenDART,12.67,1.48,11.49,17,1.49,73.64,45.95,OpenDART,2025.0,CFS,11011,기타 금융업,기타 금융업,2026-07-07,4.5,4,3,6,10,0,5,3,5,36,D,66
016360.KS,016360,삼성증권,103230,,"유가증권의 매매,위탁매매,인수주선",KOSPI,주권,KRX,115200.0,94326.0,22.129635519369,149500.0,-22.943143812709028,43.2956381259999,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,12.03,5.76,26.1,6.0,1.23,13.09,887.64,10.45,14.09,35.65,6130 -> 10068 -> 11279,148739.0,13757.0,10072.0,9.25,6.77,-53238.21,-53680.42,33798.3,716151.57,-682353.27,3.47,35.46,4000.0,3572.0,OpenDART,1.29,5.0,True,,,,,,,,,35.65,2025.0,11011.0,5.0,OpenDART,7.25,1.36,13.83,4,0.5,-17.24,-9.56,,,,,금융 지원 서비스업,금융 지원 서비스업,2026-07-07,4.5,15,6,12,20,15,5,5,5,83,A,67
0126Z0.KS,0126Z0,삼성에피스홀딩스,101647,,지주회사,KOSPI,주권,KRX,404500.0,521250.0,-22.39808153477218,743000.0,-45.5585464333782,41.69741697416758,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,,35.03,6.8,40.0,1.72,,30.64,,,,-,2516.9,-636.41,853.0,-25.29,33.9,-1037.45,-1437.32,1313.0,18098.15,-16785.15,,,,,,,,,,,,,,,,,,,,,,12.67,1.48,11.49,17,,215.71,16.22,OpenDART,2025.0,CFS,11011,기타 금융업,기타 금융업,2026-07-07,4.5,0,6,0,0,0,0,5,3,14,D,68
352820.KS,352820,하이브,99997,,"음악 기획/제작, 퍼블리싱, 아티스트 매니지먼트",KOSPI,주권,KRX,236000.0,292496.5,-19.31527385797779,404500.0,-41.65636588380717,48.70657797486562,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,-95.0,455.33,19.11,44.0,2.61,-7.33,54.46,17.48,-73.21,,4504 -> 225,26499.0,493.0,-2544.0,1.86,-9.6,1074.84,463.79,5349.15,19340.18,-13991.03,0.21,-9.05,500.0,214.73,OpenDART,-15.48,3.0,True,,,,,,,,,,2025.0,11011.0,3.0,OpenDART,44.0,2.61,-7.33,1,,,,,,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-07,4.5,0,3,0,0,0,0,5,5,13,D,69
005830.KS,005830,DB손해보험,98316,,"자동차보험,화재보험,해상보험,특종보험,장기보험",KOSPI,주권,KRX,150500.0,148120.5,1.6064623060278627,205500.0,-26.763990267639905,48.40909090907551,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,-3.4,4.18,46.28,6.0,0.71,17.75,576.91,5.55,-1.69,1.43,24556 -> 26152 -> 25263,230479.0,23840.0,17906.0,10.34,7.77,-2824.18,-3921.7,17134.19,630870.18,-613735.99,5.05,25.7,7600.0,4608.9,OpenDART,21.39,5.0,False,,,,,,,,,1.43,2025.0,11011.0,5.0,OpenDART,15.67,0.89,11.23,3,,-61.71,-20.22,,,,,보험업,보험업,2026-07-07,4.5,15,10,16,0,0,0,5,5,51,C,70
028050.KS,028050,삼성E&A,93198,,"산업설비,건물,구축물,토목시설의 설계,시공,공사감리",KOSPI,주권,KRX,47550.0,35641.0,33.413765045874136,64400.0,-26.164596273291924,41.30052724075297,daily_close,NXT 미확인,2026-07-07 22:44 KST,,,-18.44,6.49,37.83,14.0,2.11,13.76,125.8,-9.41,-18.47,-9.5,3846 -> 3862 -> 3150,90288.0,7921.0,6483.0,8.77,7.18,2544.33,1579.4,8617.97,55933.7,-47315.73,1.66,25.1,790.0,1548.4,OpenDART,19.7,2.0,False,,,,,,,,,-9.5,2025.0,11011.0,2.0,OpenDART,21.0,7.04,23.74,2,,,,,,,,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2026-07-07,4.5,8,3,12,0,0,0,5,5,33,D,71
003230.KS,003230,삼양식품,92053,,"라면,스낵,유제품,장유,식용유,사료,향신료,건강음료(루이보스 티) 제조,도매",KOSPI,주권,KRX,1220000.0,1266300.0,-3.656321566769328,1630000.0,-25.153374233128833,57.68463073852134,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,43.18,19.3,15.49,16.0,6.3,37.59,72.74,36.1,52.12,75.62,16761 -> 36106 -> 51697,23518.0,5242.0,3887.0,22.29,16.53,3092.87,-1520.85,3328.41,9249.56,-5921.15,0.39,9.2,4800.0,359.94,OpenDART,48.02,5.0,False,,,,,,,,,75.62,2025.0,11011.0,5.0,OpenDART,13.5,3.84,24.05,2,0.37,,,,,,,기타 식품 제조업,기타 식품 제조업,2026-07-07,4.5,8,0,20,20,15,10,3,5,81,A,72
161390.KS,161390,한국타이어앤테크놀로지,91791,,타이어 제조,KOSPI,주권,KRX,73900.0,58351.25,26.64681562091643,75900.0,-2.635046113306983,60.26058631919076,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,-2.26,6.24,39.33,6.0,0.6,9.39,87.63,125.27,4.47,22.99,5814 -> 8998 -> 8795,212023.0,18411.0,9716.0,8.68,4.58,16080.24,-7000.92,26030.8,124452.09,-98421.29,3.11,25.8,2300.0,2805.74,OpenDART,34.63,5.0,False,,,,,,,,,22.99,2025.0,11011.0,5.0,OpenDART,6.0,0.6,9.39,1,,,,,,,,고무제품 제조업,고무제품 제조업,2026-07-07,4.5,15,10,6,0,12,0,3,0,46,C,73
039490.KS,039490,키움증권,90749,,"유가증권의 매매, 위탁, 인수, 주선",KOSPI,주권,KRX,342500.0,353452.5,-3.098719064089234,495500.0,-30.877901109989907,44.772727272724424,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,38.22,5.91,27.59,6.0,1.32,18.12,1107.51,51.78,35.51,64.21,15021 -> 29304 -> 40504,171217.0,14882.0,11150.0,8.69,6.51,-63999.34,-68600.17,23004.64,744513.63,-721508.99,3.36,27.05,11500.0,3011.1,OpenDART,34.63,5.0,True,,,,,,,,,64.21,2025.0,11011.0,5.0,OpenDART,7.25,1.36,13.83,4,0.16,-17.24,-2.94,,,,,금융 지원 서비스업,금융 지원 서비스업,2026-07-07,4.5,15,6,16,20,15,10,5,5,92,S,74
443060.KS,443060,HD현대마린솔루션,90115,,"AM(After Market) 솔루션, 친환경 Retrofit, 디지털 제어",KOSPI,주권,KRX,199900.0,206770.5,-3.322766061889873,280500.0,-28.73440285204991,29.032258064512376,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,13.41,31.31,29.07,28.0,11.96,33.73,54.27,13.59,28.86,26.16,3778 -> 5302 -> 6013,19827.0,3501.0,2696.0,17.66,13.6,3241.28,3061.12,3779.24,4475.95,-696.71,1.98,65.7,3950.0,1770.79,OpenDART,25.4,2.0,False,,,,,,,,,26.16,2025.0,11011.0,2.0,OpenDART,21.0,7.04,23.74,2,2.09,,,,,,,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2026-07-07,4.5,0,0,20,0,15,5,3,5,48,C,75
180640.KS,180640,한진칼,89327,,"지주사업, 경영자문 및 컨설팅",KOSPI,주권,KRX,136000.0,115187.0,18.06887930061552,173000.0,-21.38728323699422,60.2941176470433,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,-68.82,25.59,19.62,50.32,2.46,4.75,20.93,2.12,-115.24,-36.56,5723 -> 7385 -> 2303,2984.0,-75.0,1592.0,-2.51,53.35,1222.26,-458.92,1109.3,7165.31,-6056.01,0.26,15.6,360.0,242.39,OpenDART,28.42,4.0,False,,,,,,,,,-36.56,2025.0,11011.0,4.0,OpenDART,12.67,1.48,11.49,17,,297.16,66.22,,,,,기타 금융업,기타 금융업,2026-07-07,4.5,0,3,0,0,0,0,3,5,11,D,76
047050.KS,047050,포스코인터내셔널,87433,,"영업활동의 주요 품목으로 에너지 사업내 천연가스 발전, 태양력, 풍력, 수소 등이 있으며, 트레이딩 사업은 철강 및 철강원료, 이차전지소재, 곡물, 유지, 면방, 바이오플라스틱, 친환경차부품, 인프라 및 산업 플랜트 등이 있음.",KOSPI,주권,KRX,49700.0,61404.5,-19.06130658176518,87300.0,-43.06987399770905,32.517482517466604,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,19.35,14.68,8.01,10.0,1.3,9.27,140.03,0.35,0.65,-4.58,3834 -> 2925 -> 3491,323736.0,11653.0,6368.0,3.6,1.97,19415.39,8824.95,11714.66,109403.55,-97688.89,3.72,51.3,1850.0,3153.22,OpenDART,23.32,5.0,False,,,,,,,,,-4.58,2025.0,11011.0,5.0,OpenDART,10.0,1.3,9.27,1,0.52,,,,,,,상품 중개업,상품 중개업,2026-07-07,4.5,12,6,6,20,0,8,3,5,60,B,77
005387.KS,005387,현대차2우B,74473,,,KOSPI,주권,KRX,213000.0,231907.5,-8.153035154102389,323500.0,-34.15765069551777,31.182795698920046,daily_close,NXT 미확인,2026-07-07 22:44 KST,,,-23.26,5.89,24.81,6.0,0.48,8.41,188.95,6.29,-19.46,-9.97,43589 -> 46042 -> 35331,1862545.0,114679.0,103648.0,6.16,5.56,,,,,,,,,,,,,,,,,,,,,,-9.97,,,,,5.5,1.66,9.63,2,,,,,,,,,,2026-07-07,4.5,15,10,6,0,0,0,3,5,39,D,78
078930.KS,078930,GS,74409,,지주회사/부동산 임대,KOSPI,주권,KRX,79900.0,62803.25,27.222715384952213,82100.0,-2.679658952496955,58.99999999997936,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,40.85,5.41,21.1,5.0,0.45,5.55,86.04,-0.26,-4.59,-21.64,13734 -> 5988 -> 8434,251841.0,29361.0,10381.0,11.66,4.12,21933.38,2812.65,16109.17,165137.94,-149028.77,3.75,35.6,3000.0,2841.14,OpenDART,10.67,5.0,False,,,,,,,,,-21.64,2025.0,11011.0,5.0,OpenDART,12.67,1.48,11.49,17,0.12,-60.54,-69.59,,,,,기타 금융업,기타 금융업,2026-07-07,4.5,15,10,6,20,0,10,3,0,64,B,79
090430.KS,090430,아모레퍼시픽,73993,,"화장품,생활용품 제조, 판매",KOSPI,주권,KRX,125800.0,126346.0,-0.43214664492742155,182300.0,-30.992868897421832,64.40972222220657,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,-60.27,34.27,24.23,22.0,1.43,4.41,26.49,9.46,52.29,14.4,2608 -> 8591 -> 3413,42528.0,3358.0,2473.0,7.9,5.81,5838.4,4925.73,5245.58,14577.56,-9331.98,0.99,36.3,1240.0,856.01,OpenDART,6.06,5.0,True,,,,,,,,,14.4,2025.0,11011.0,5.0,OpenDART,20.0,10.77,27.67,3,,10.0,-86.72,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-07,4.5,4,6,0,0,8,0,3,5,26,D,80
007660.KS,007660,이수페타시스,71941,,"P.C.B(인쇄회로기판),M.L.B 제조",KOSPI,주권,KRX,96500.0,114965.5,-16.061775054255406,161400.0,-40.21065675340768,34.95370370369804,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,102.24,38.82,22.18,37.0,12.25,29.64,70.53,30.0,100.88,77.17,719 -> 1116 -> 2257,10880.0,2047.0,1605.0,18.81,14.75,1687.53,-128.51,1627.8,5333.13,-3705.33,,11.0,,168.84,OpenDART,,1.0,False,,,,,,,,,77.17,2025.0,11011.0,1.0,OpenDART,55.71,8.29,9.13,7,0.36,-33.58,47.77,OpenDART,2025.0,CFS,11011,전자부품 제조업,전자부품 제조업,2026-07-07,4.5,0,0,20,20,15,10,3,5,73,A,81
000880.KS,000880,한화,71777,,"화약,화공품,자동선반류,공작기계 제조,전자교환기,건설,정보통신,종합무역/임직원 및 개인대상 교육,세미나 및 워크샵 중계,동영상광고",KOSPI,주권,KRX,101000.0,107940.0,-6.4294978691865845,150900.0,-33.068257123923125,27.77777777777142,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,-50.24,10.25,21.33,10.0,0.73,3.3,497.35,34.39,71.64,0.68,3886 -> 7916 -> 3939,747854.0,41469.0,19916.0,5.55,2.66,83201.96,21278.89,146845.82,2408940.93,-2262095.11,1.09,26.49,1100.0,986.77,OpenDART,10.05,5.0,False,,,,,,,,,0.68,2025.0,11011.0,5.0,OpenDART,20.0,10.77,27.67,3,,-50.0,-93.22,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-07,4.5,12,10,0,0,0,0,3,5,30,D,82
064400.KS,064400,LG씨엔에스,71695,,"컨설팅, 시스템 구축/운영, 토탈 아웃소싱 및 AI, 클라우드·스마트팩토리 등 IT신기술 기반의 DX사업",KOSPI,주권,KRX,74000.0,69620.5,6.290532242658413,143700.0,-48.50382741823243,25.91623036648265,daily_close,NXT 미확인,2026-07-07 22:44 KST,,,8.8,13.5,5.23,15.0,2.53,17.35,79.68,2.46,7.58,9.24,3811 -> 4180 -> 4548,61295.0,5518.0,4392.0,9.0,7.17,4181.68,3649.95,11409.88,23438.36,-12028.48,2.5,40.9,1850.0,1792.39,OpenDART,14.14,5.0,False,,,,,,,,,9.24,2025.0,11011.0,5.0,OpenDART,18.5,2.04,12.62,2,1.7,,,,,,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",2026-07-07,4.5,8,3,16,5,8,5,3,3,51,C,83
047040.KS,047040,대우건설,69114,,"아파트건설,토목공사,건축공사,포장공사,전기공사,무역/중장비 대여",KOSPI,주권,KRX,16820.0,12146.0,38.481804709369335,37150.0,-54.72409152086137,22.48275862066795,daily_close,NXT 미확인,2026-07-07 22:44 KST,,,-54.26,4.44,11.01,19.0,2.22,-23.89,284.46,-23.32,-302.28,,1231 -> 563,80546.0,-8154.0,-9161.0,-10.12,-11.37,4629.05,3518.74,18288.8,98838.97,-80550.17,,,,,,,,,,,,,,,,,,,,,,19.0,2.22,-23.89,1,,,,OpenDART,2025.0,CFS,11011,건물 건설업,건물 건설업,2026-07-07,4.5,4,3,0,0,0,0,1,3,11,D,84
021240.KS,021240,코웨이,68502,,"렌탈 서비스(정수기,비데, 필터교환 등), 가정용기기 도매,판매,제조,폐기물처리설비,수출(정수기,청정기)",KOSPI,주권,KRX,97900.0,86774.0,12.821812985456473,113200.0,-13.51590106007067,60.68376068372438,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,11.66,9.28,54.54,10.0,1.81,18.14,93.71,15.16,10.47,15.76,6386 -> 7664 -> 8558,49636.0,8787.0,6175.0,17.7,12.44,355.44,-2016.74,1821.91,33863.95,-32042.04,,22.2,,1372.89,OpenDART,4.0,2.0,False,,,,,,,,,15.76,2025.0,11011.0,2.0,OpenDART,10.0,1.81,18.14,1,0.86,,,OpenDART,2025.0,CFS,11011,그외 기타 개인 서비스업,그외 기타 개인 서비스업,2026-07-07,4.5,12,3,16,16,12,5,3,5,72,A,85
326030.KS,326030,SK바이오팜,66487,,신경질환 및 정신질환을 포함한 중추신경 관련 신약 개발,KOSPI,주권,KRX,84800.0,108593.0,-21.910252042028493,140700.0,-39.72992181947406,42.506811989084596,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,10.9,36.34,12.39,20.0,7.28,39.28,45.03,29.05,111.73,,3074 -> 3409,7067.0,2039.0,2533.0,28.85,35.84,1763.34,1468.23,3077.71,3720.39,-642.68,,,,,,,,,,,,,,,,,,,,,,20.0,7.28,39.28,1,1.83,,,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-07,4.5,4,0,20,5,0,5,5,5,44,C,86
004170.KS,004170,신세계,64227,,"백화점,할인점(E마트)",KOSPI,주권,KRX,677000.0,345279.5,96.07303648203846,776000.0,-12.757731958762886,38.6996904024751,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,-86.85,63.77,25.08,20.0,1.42,0.32,140.91,5.47,0.63,-74.9,22865 -> 10948 -> 1440,69295.0,4800.0,646.0,6.93,0.93,9905.83,4888.19,8451.28,92609.75,-84158.47,0.77,327.13,5200.0,455.92,OpenDART,14.74,5.0,False,,,,,,,,,-74.9,2025.0,11011.0,5.0,OpenDART,20.0,1.42,0.32,1,,,,,,,,종합 소매업,종합 소매업,2026-07-07,4.5,4,6,0,0,0,0,5,5,20,D,87
032640.KS,032640,LG유플러스,63621,,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공",KOSPI,주권,KRX,14920.0,15475.7,-3.5907907235213963,17810.0,-16.22683885457608,42.3940149624455,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,40.79,10.47,85.4,8.0,0.68,6.01,117.06,5.65,3.36,-7.96,1426 -> 858 -> 1208,154517.0,8921.0,5092.0,5.77,3.3,29637.57,9799.29,7943.18,106142.65,-98199.47,,53.73,,2814.72,OpenDART,,1.0,False,,,,,,,,,-7.96,2025.0,11011.0,1.0,OpenDART,11.0,0.94,6.52,3,0.2,-27.27,-27.66,OpenDART,2025.0,CFS,11011,전기 통신업,전기 통신업,2026-07-07,4.5,15,10,6,20,0,10,5,5,71,A,88
241560.KS,241560,두산밥캣,62114,,"Compact Equipment, Heavy Equipment, Portable Power",KOSPI,주권,KRX,64800.0,61930.5,4.6334197204931336,76700.0,-15.514993481095177,45.65217391299717,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,-25.84,8.93,38.85,12.0,0.81,5.71,70.77,2.81,-21.26,-32.66,9192 -> 5620 -> 4168,87919.0,6861.0,4023.0,7.8,4.58,8.22,5.81,13.9,35.47,-21.57,2.62,40.4,1700.0,1627.3,OpenDART,9.1,5.0,False,,,,,,,,,-32.66,2025.0,11011.0,5.0,OpenDART,52.01,12.95,15.4,3,,-76.93,-93.75,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-07,4.5,12,8,6,0,0,0,5,5,36,D,89
267270.KS,267270,HD건설기계,60429,,"굴삭기, 지게차, 휠로더 등",KOSPI,주권,KRX,125800.0,124600.0,0.9630818619582664,198100.0,-36.49671882887431,30.18617021276033,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,6.37,11.96,18.8,12.0,1.28,5.74,86.64,9.84,-10.24,-10.94,7077 -> 5277 -> 5613,37765.0,1709.0,870.0,4.53,2.3,1660.36,115.1,3378.73,16723.99,-13345.26,,26.5,,263.39,OpenDART,-35.45,3.0,True,,,,,,,,,-10.94,2025.0,11011.0,3.0,OpenDART,52.01,12.95,15.4,3,1.88,-76.93,-90.12,OpenDART,2025.0,CFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-07,4.5,12,6,6,5,0,5,3,5,42,C,90
001440.KS,001440,대한전선,59875,,"전력선,통신케이블,적산계기,스텐레스압연제품,광케이블,초고압선,알루미늄 제조,도매/전기공사",KOSPI,주권,KRX,30550.0,30667.45,-0.3829793478101398,72300.0,-57.74550484094052,27.253218884103788,daily_close,NXT 미확인,2026-07-07 22:44 KST,,,10.51,31.98,13.95,70.0,4.32,5.48,114.0,10.47,11.63,-5.86,510 -> 409 -> 452,36360.0,1286.0,899.0,3.54,2.47,-1712.8,-3319.76,4388.57,18609.39,-14220.82,,,,,,,,,,,,,,,,,-5.86,,,,,70.0,4.32,5.48,1,6.66,,,OpenDART,2025.0,CFS,11011,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-07-07,4.5,0,0,6,0,0,5,3,3,17,D,91
062040.KS,062040,산일전기,59211,,"유입, 몰드, 주상, 건식 변압기 등",KOSPI,주권,KRX,189700.0,169966.0,11.610557405598767,333500.0,-43.1184407796102,32.60869565217115,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,52.18,23.98,17.48,38.0,13.43,29.21,16.48,50.27,63.55,-25.48,8807 -> 3214 -> 4891,5019.0,1786.0,1489.0,35.58,29.67,1154.54,989.94,1086.06,964.88,121.18,0.66,25.14,1250.0,379.81,OpenDART,,1.0,False,,,,,,,,,-25.48,2025.0,11011.0,1.0,OpenDART,49.25,16.09,27.45,4,0.73,-22.84,-16.53,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-07,4.5,0,0,20,16,0,10,3,5,54,C,92
353200.KS,353200,대덕전자,57669,,"PCB(Printed Circuit Board, 인쇄회로기판)의 제조 및 판매",KOSPI,주권,KRX,116700.0,75397.75,54.77915455036788,190900.0,-38.86851754845469,21.841332027421103,daily_close,NXT 미확인,2026-07-07 22:44 KST,,,100.43,46.49,16.62,40.0,8.66,5.37,31.28,19.41,334.51,36.9,493 -> 461 -> 924,10653.0,491.0,476.0,4.61,4.47,715.52,44.13,338.68,2807.01,-2468.33,0.43,54.1,500.0,257.67,OpenDART,13.62,5.0,True,,,,,,,,,36.9,2025.0,11011.0,5.0,OpenDART,55.71,8.29,9.13,7,0.4,-28.2,4.46,,,,,전자부품 제조업,전자부품 제조업,2026-07-07,4.5,0,0,6,20,15,10,1,5,57,B,93
138930.KS,138930,BNK금융지주,57317,,금융지주회사,KOSPI,주권,KRX,18700.0,16764.2,11.547225635580578,22650.0,-17.439293598233995,52.717391304214125,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,13.42,4.79,39.55,7.0,0.52,7.58,1333.0,1.21,3.06,14.16,1972 -> 2266 -> 2570,101525.0,9027.0,8362.0,8.89,8.24,-20237.99,-21985.53,63746.34,1498535.72,-1434789.38,3.93,28.12,735.0,2291.6,OpenDART,7.03,5.0,True,,,,,,,,,14.16,2025.0,11011.0,5.0,OpenDART,12.67,1.48,11.49,17,0.52,-44.75,-64.86,,,,,기타 금융업,기타 금융업,2026-07-07,4.5,15,10,6,20,8,5,5,5,74,A,94
029780.KS,029780,삼성카드,56944,,"신용카드업,상품신용판매,현금서비스,카드론,리스,기업대출,여행업무,통신판매",KOSPI,주권,KRX,49100.0,53249.0,-7.791695618697064,67400.0,-27.1513353115727,47.84482758614915,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,-2.81,7.69,5.45,9.0,0.59,7.45,263.01,-0.01,-3.58,2.95,5260 -> 5736 -> 5575,43829.0,8537.0,6459.0,19.48,14.74,-15750.26,-16350.07,8143.69,233114.98,-224971.29,5.7,46.3,2800.0,2987.9,OpenDART,5.04,5.0,False,,,,,,,,,2.95,2025.0,11011.0,5.0,OpenDART,12.67,1.48,11.49,17,,-28.97,-60.14,,,,,기타 금융업,기타 금융업,2026-07-07,4.5,12,10,6,0,0,0,5,5,38,D,95
000100.KS,000100,유한양행,55992,,"의약품(삐콤씨, 안티푸라민, 렉라자, 로수바미브, 코푸시럽 등), 생활용품(유한락스, 해피홈, 유한젠), 동물약품",KOSPI,주권,KRX,70200.0,103118.0,-31.92265171938944,163700.0,-57.11667684789249,35.89743589741978,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,175.23,75.25,19.17,38.0,2.3,8.81,36.35,5.75,90.16,19.5,1673 -> 868 -> 2389,21866.0,1044.0,1853.0,4.77,8.47,1062.27,-282.5,3485.65,8586.41,-5100.76,0.85,23.1,600.0,448.7,OpenDART,10.67,5.0,False,,,,,,,,,19.5,2025.0,11011.0,5.0,OpenDART,34.0,3.28,11.66,2,0.22,,,,,,,의약품 제조업,의약품 제조업,2026-07-07,4.5,0,3,6,20,12,10,5,3,59,B,96
271560.KS,271560,오리온,55142,,스낵 등 과자류,KOSPI,주권,KRX,140500.0,120071.0,17.014099990838755,146000.0,-3.767123287671233,55.188679245264794,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,-27.05,10.28,39.04,11.0,1.39,10.51,17.55,7.35,2.7,0.8,9527 -> 13269 -> 9680,33324.0,5583.0,3906.0,16.75,11.72,5373.28,3910.12,3113.91,6864.56,-3750.65,2.49,36.2,3500.0,1383.51,OpenDART,46.98,5.0,False,,,,,,,,,0.8,2025.0,11011.0,5.0,OpenDART,13.5,3.84,24.05,2,,,,,,,,기타 식품 제조업,기타 식품 제조업,2026-07-07,4.5,12,6,12,0,0,0,3,0,33,D,97
128940.KS,128940,한미약품,55087,,의약품,KOSPI,주권,KRX,430500.0,455097.5,-5.404885766236905,626000.0,-31.230031948881788,47.53363228699352,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,39.76,31.55,14.49,30.0,4.26,14.52,50.23,3.48,19.24,7.68,11415 -> 9470 -> 13235,15475.0,2578.0,1871.0,16.66,12.09,1730.72,965.25,1082.74,7147.44,-6064.7,0.46,14.6,2000.0,253.78,OpenDART,41.42,5.0,False,,,,,,,,,7.68,2025.0,11011.0,5.0,OpenDART,34.0,3.28,11.66,2,0.75,,,,,,,의약품 제조업,의약품 제조업,2026-07-07,4.5,0,0,12,16,4,10,5,5,52,C,98
036570.KS,036570,NC,54937,,"인터넷머그게임(리니지),그룹웨어,인터넷커뮤니티 개발,유지,공급",KOSPI,주권,KRX,254000.0,231144.0,9.888208216523035,338000.0,-24.85207100591716,45.41832669322202,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,273.41,26.71,36.78,12.0,1.41,10.79,28.56,-4.51,,28.77,9663 -> 4291 -> 16023,15069.0,161.0,3474.0,1.07,23.05,1619.68,469.13,5035.22,9627.1,-4591.88,0.45,6.4,1150.0,223.01,OpenDART,-33.44,5.0,True,,,,,,,,,28.77,2025.0,11011.0,5.0,OpenDART,30.33,3.59,10.55,3,0.04,-60.44,-60.72,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-07,4.5,12,6,12,20,15,10,5,5,85,S,99
