yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,cagr,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
000270.KS,000270,기아,470057,,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",KOSPI,주권,KRX,122100.0,143215.0,154020.0,157537.5,143696.5,-15.029245667083055,206000.0,-40.728155339805824,27.69607843136778,-11.52,-22.18,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,-21.72,5.03,38.85,7.0,0.94,12.92,61.76,6.23,-28.33,-6.31,21770 -> 24413 -> 19111,1141409.0,90781.0,75542.0,7.95,6.62,90541.4,40610.71,139981.06,377885.91,-237904.85,5.57,34.9,6800.0,26424.99,OpenDART,24.78,5.0,False,5.0,OpenDART,,4.0,,,232174.0,,,90.15,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,-6.31,2025.0,11011.0,2,1,1,1,,,,,,,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,2026-07-29,4.63,15,8,12,0,0,0,3,5,43,C,11
055550.KS,055550,신한지주,466585,,금융지주회사,KOSPI,주권,KRX,100300.0,104870.0,99963.33333333333,97547.5,89440.5,12.141591337257731,109200.0,-8.15018315018315,34.15492957744796,4.7,0.3,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,15.39,5.95,61.58,8.0,0.81,8.72,1201.94,-12.67,8.74,9.58,8398 -> 8740 -> 10085,646820.0,70234.0,50845.0,10.86,7.86,97308.81,90892.48,352951.23,7256411.61,-6903460.38,2.58,25.06,2590.0,12457.3,OpenDART,7.84,5.0,False,5.0,OpenDART,,4.0,,,137000.0,,,36.59,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,9.58,2025.0,11011.0,18,17,17,16,0.52,8.0,1.08,9.04,0.0,-25.0,기타 금융업,기타 금융업,2026-07-29,4.63,15,8,6,20,8,8,3,0,68,B,12
028260.KS,028260,삼성물산,462988,,"도소매, 건설, 남자용 정장 제조업 등",KOSPI,주권,KRX,295500.0,369400.0,414966.6666666667,356829.1666666667,309833.5,-4.626194391503824,535000.0,-44.76635514018692,27.789046653142435,-36.93,-4.21,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,15.35,12.4,30.76,22.0,0.91,6.02,50.5,-3.23,10.37,9.45,11824 -> 12280 -> 14165,407422.0,32927.0,39067.0,8.08,9.59,30237.41,11182.11,34582.18,290357.96,-255775.78,0.95,18.8,2800.0,4582.52,OpenDART,6.78,5.0,True,5.0,OpenDART,,4.0,,,585385.0,,,98.1,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,9.45,2025.0,11011.0,1,0,0,0,1.43,,,,,,기타 전문 도매업,기타 전문 도매업,2026-07-29,4.63,4,8,6,10,8,8,3,5,52,C,13
329180.KS,329180,HD현대중공업,455531,,"선박, 해양플랜트 및 엔진기계 등",KOSPI,주권,KRX,434500.0,503650.0,606933.3333333334,578729.1666666666,571082.5,-23.916421883002894,745000.0,-41.67785234899329,31.136363636361665,-26.6,-37.03,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,124.28,179.12,13.8,16.0,5.26,18.82,180.07,21.36,188.93,651.55,278 -> 7001 -> 15702,175806.0,20375.0,14155.0,11.59,8.05,35103.92,29689.02,18699.18,168214.24,-149515.06,1.3,40.0,5661.0,5670.22,OpenDART,170.86,2.0,False,2.0,OpenDART,,4.0,,,911524.0,,,109.79,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,651.55,2025.0,11011.0,3,2,2,2,0.13,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-07-29,4.63,8,0,16,20,15,10,3,5,77,A,14
068270.KS,068270,셀트리온,418596,,"램시마, 트룩시마, 허쥬마",KOSPI,주권,KRX,181600.0,175675.0,176794.38333333333,189198.28333333333,185354.65,-2.02565730074751,236861.0,-23.330560961914372,55.4421768707219,4.79,-6.61,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,148.85,65.74,24.74,27.0,2.34,5.94,28.71,17.01,137.5,15.32,3187 -> 1703 -> 4238,41625.0,11685.0,10315.0,28.07,24.78,6460.51,3143.17,11192.06,49823.7,-38631.64,,15.92,,1639.6,OpenDART,-50.0,0.0,True,2.0,OpenDART,,4.0,,,274784.0,,,51.31,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011,OpenDART,15.32,2025.0,11011,2,1,1,1,0.18,,,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-29,4.63,0,3,6,20,12,10,3,5,59,B,15
012450.KS,012450,한화에어로스페이스,417663,,"항공기엔진,특수방산장비 제조/정비사업",KOSPI,주권,KRX,819000.0,974500.0,1110566.6666666667,1233325.0,1143080.0,-28.351471463064705,1537000.0,-46.71437865972674,31.5199999999993,-17.69,-42.32,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,-38.13,15.96,45.35,21.0,4.52,19.14,221.38,137.57,78.38,34.11,15886 -> 46183 -> 28573,267029.0,30893.0,22020.0,11.57,8.25,40498.05,20557.23,77133.55,371654.85,-294521.3,0.85,25.63,7000.0,3601.42,OpenDART,91.29,4.0,False,4.0,OpenDART,,4.0,,,1736111.0,,,111.98,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,34.11,2025.0,11011.0,2,1,1,1,,,,,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-07-29,4.63,4,0,16,0,15,0,3,3,41,C,16
012330.KS,012330,현대모비스,403759,,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",KOSPI,주권,KRX,450000.0,483800.0,555966.6666666666,490616.6666666667,433257.5,3.8643301039220326,768000.0,-41.40625,41.2825651302582,-10.0,2.51,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,-8.74,7.12,37.16,10.0,0.83,7.68,43.05,6.78,9.24,4.5,36340 -> 43480 -> 39682,611181.0,33575.0,36647.0,5.49,6.0,44725.15,29568.58,49223.78,211877.37,-162653.59,1.44,15.9,6500.0,5797.54,OpenDART,17.57,5.0,False,5.0,OpenDART,,4.0,,,774800.0,,,72.18,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,4.5,2025.0,11011.0,1,0,0,0,,,,,,,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-07-29,4.63,12,8,6,0,4,0,5,5,40,C,17
034020.KS,034020,두산에너빌리티,389461,,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",KOSPI,주권,KRX,60800.0,74120.0,94621.66666666667,98308.33333333333,91371.5,-33.45846352527867,136400.0,-55.42521994134897,34.99999999998887,-29.95,-52.94,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,-24.14,284.35,24.14,153.0,5.65,1.11,129.1,5.08,-25.05,23.18,87 -> 174 -> 132,170579.0,7627.0,2052.0,4.47,1.2,7518.01,536.28,30809.97,155038.53,-124228.56,,,,,,,,,,,,4.0,,,149133.0,,,145.28,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,23.18,,,1,0,0,0,,,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-29,4.63,0,0,0,0,12,0,3,3,18,D,18
034730.KS,034730,SK,354538,,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",KOSPI,주권,KRX,494000.0,618150.0,624325.0,488479.1666666667,396832.5,24.485771704686485,858000.0,-42.42424242424242,38.73684210526201,-40.77,16.24,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,,11.73,29.84,5.0,1.08,6.35,149.17,-0.56,-24.1,,-,1227033.0,18185.0,35552.0,1.48,2.9,60987.98,-39820.79,252141.32,1278283.33,-1026142.01,1.62,27.6,8000.0,4407.19,OpenDART,16.96,5.0,True,5.0,OpenDART,,4.0,,,853692.0,,,72.81,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,18,17,17,16,,8.0,0.97,9.04,-37.5,11.34,기타 금융업,기타 금융업,2026-07-29,4.63,15,8,6,0,0,0,5,5,39,D,19
086790.KS,086790,하나금융지주,330338,,기타 금융,KOSPI,주권,KRX,123700.0,128130.0,122853.33333333333,119621.66666666667,108805.5,13.689105789688941,136800.0,-9.576023391812866,47.262247838597645,7.94,-2.68,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,9.62,4.94,68.5,8.0,0.73,9.17,1377.89,-15.53,10.21,10.23,11613 -> 12872 -> 14110,689436.0,53509.0,40366.0,7.76,5.85,-19624.71,-39700.46,365650.97,6289451.22,-5923800.25,3.32,28.0,4105.0,11177.79,OpenDART,7.01,5.0,False,5.0,OpenDART,,4.0,,,164737.0,,,33.17,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,10.23,2025.0,11011.0,18,17,17,16,0.83,8.0,1.08,8.82,0.0,-32.41,기타 금융업,기타 금융업,2026-07-29,4.63,15,10,6,16,8,5,5,0,65,B,20
035420.KS,035420,NAVER,316242,,포털 서비스 및 온라인 광고,KOSPI,주권,KRX,202000.0,197295.0,213163.33333333334,219802.5,233254.0,-13.39912713179624,290500.0,-30.46471600688468,53.61247947454228,1.51,-8.18,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,3.89,24.18,35.3,16.0,0.94,7.36,41.9,12.08,11.56,41.51,6180 -> 11913 -> 12376,120350.0,22081.0,18187.0,18.35,15.11,30958.07,17763.67,59840.19,121314.83,-61474.64,1.3,20.2,2630.0,3935.96,OpenDART,42.23,5.0,True,5.0,OpenDART,,4.0,,,330143.0,,,63.44,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,41.51,2025.0,11011.0,2,1,1,1,4.11,,,,,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2026-07-29,4.63,8,8,6,0,15,2,5,5,49,C,21
006400.KS,006400,삼성SDI,293331,,"2차전지, 전자재료 제조 판매",KOSPI,주권,KRX,369500.0,431875.0,535158.3333333334,489795.8333333333,411945.0,-10.303559941254294,712000.0,-48.103932584269664,42.40506329113736,-24.13,-48.1,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,-70.17,22.94,26.38,85.0,1.33,-3.15,79.27,-20.04,-574.1,,27788 -> 8288,132667.0,-17224.0,-5849.0,-12.98,-4.41,7923.86,-23367.18,18039.94,186852.25,-168812.31,,,,,,0.0,0.0,True,4.0,OpenDART,,3.96,,,797783.0,,,115.91,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,,3,1,2,2,,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-29,4.63,0,6,0,0,0,0,5,3,14,D,22
000810.KS,000810,삼성화재,262080,,"손해보험의 원수,재보험,운용자산의 투자활동",KOSPI,주권,KRX,615000.0,638700.0,611650.0,551512.5,523037.5,17.58239131993404,730000.0,-15.753424657534246,38.58695652173767,-0.49,32.54,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,-0.74,9.42,58.18,13.0,1.07,10.97,352.98,9.36,0.36,6.39,35961 -> 41007 -> 40703,247785.0,26591.0,20203.0,10.73,8.15,34131.66,33305.3,20198.04,751580.1,-731382.06,3.17,41.1,19500.0,8289.49,OpenDART,12.22,5.0,False,5.0,OpenDART,,3.88,,,732500.0,,,19.11,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,6.39,2025.0,11011.0,3,2,2,2,,,,,,,보험업,보험업,2026-07-29,4.63,8,8,12,0,4,0,5,5,42,C,23
010120.KS,010120,LS ELECTRIC,245700,,"고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",KOSPI,주권,KRX,165300.0,200845.0,237048.33333333334,198458.33333333334,155148.0,6.5434294995746,318500.0,-48.100470957613815,44.53081621321142,-30.55,-39.45,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,20.11,26.34,18.01,55.0,14.38,14.67,131.48,9.1,9.42,17.98,1373 -> 1591 -> 1911,49658.0,4264.0,2843.0,8.59,5.73,2999.48,903.82,7627.17,28153.81,-20526.64,,31.1,,892.15,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,300000.0,,,81.49,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,17.98,2025.0,11011.0,3,2,2,2,2.73,,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-29,4.63,0,0,12,0,12,8,5,3,40,C,24
066570.KS,066570,LG전자,245141,,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",KOSPI,주권,KRX,150400.0,180585.0,209646.66666666666,163711.66666666666,134697.0,11.658017624742941,392500.0,-61.681528662420384,31.807228915659067,-25.91,10.75,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,161.86,28.06,28.92,13.0,1.11,4.28,140.33,1.68,-27.53,16.18,3942 -> 2032 -> 5321,892009.0,24784.0,12204.0,2.78,1.37,42805.0,3731.2,87698.41,400681.42,-312983.01,0.9,25.4,1350.0,2439.48,OpenDART,24.47,5.0,True,5.0,OpenDART,,4.0,,,218250.0,,,45.11,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,16.18,2025.0,11011.0,2,1,1,1,0.08,,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-07-29,4.63,8,8,0,20,12,10,3,1,62,B,25
009540.KS,009540,HD한국조선해양,237089,,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템",KOSPI,주권,KRX,339500.0,351175.0,391058.3333333333,400662.5,412347.5,-17.666531263073015,479500.0,-29.1970802919708,48.65591397849096,-3.0,-28.07,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,84.96,21.88,33.54,7.0,1.85,17.78,133.86,17.21,172.26,212.72,3133 -> 16565 -> 30639,299332.0,39045.0,29284.0,13.04,9.78,44220.51,34183.5,37420.16,226338.6,-188918.44,3.62,40.11,12300.0,8697.9,OpenDART,141.18,2.0,False,2.0,OpenDART,,4.0,,,583667.0,,,71.92,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,212.72,2025.0,11011.0,18,17,17,16,0.08,8.0,0.97,8.82,-12.5,90.72,기타 금융업,기타 금융업,2026-07-29,4.63,15,3,16,20,15,10,5,5,89,S,26
316140.KS,316140,우리금융지주,233352,,금융지주,KOSPI,주권,KRX,32300.0,31012.5,30894.166666666668,32533.333333333332,30366.0,6.368965290127115,40800.0,-20.833333333333336,57.54189944125077,11.38,-3.58,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,1.86,4.73,45.89,8.0,0.64,8.91,1488.67,-10.87,-13.64,11.6,3389 -> 4144 -> 4221,415484.0,36748.0,32275.0,8.84,7.77,136423.91,131352.22,384996.79,5635980.38,-5250983.59,4.21,31.96,1360.0,9984.68,OpenDART,6.37,5.0,True,5.0,OpenDART,,4.0,,,43684.0,,,35.24,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,11.6,2025.0,11011.0,18,17,17,16,4.3,8.0,1.08,8.94,0.0,-40.74,기타 금융업,기타 금융업,2026-07-29,4.63,15,10,6,0,8,2,3,5,49,C,27
005490.KS,005490,POSCO홀딩스,228611,,"열연코일,냉연강판,후판,선재,스테인리스 제조",KOSPI,주권,KRX,289000.0,309500.0,377675.0,372654.1666666667,349125.0,-17.221625492302184,535000.0,-45.981308411214954,43.45991561180921,-8.83,-38.38,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,-38.15,27.33,32.35,13.0,0.38,1.18,68.64,-4.94,-15.94,-36.54,20079 -> 13073 -> 8085,690949.0,18271.0,5044.0,2.64,0.73,45719.1,-16728.84,70498.0,428147.47,-357649.47,3.46,115.0,10000.0,7562.08,OpenDART,-5.9,5.0,True,5.0,OpenDART,,4.0,,,535544.0,,,85.31,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011,OpenDART,-36.54,2025.0,11011,1,0,0,0,,,,,,,1차 철강 제조업,1차 철강 제조업,2026-07-29,4.63,8,10,0,0,0,0,5,3,26,D,28
