yf_symbol,symbol,name,market_cap,market_cap_as_of,market_cap_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
TSLA,TSLA,테슬라,1417.769028024,2026-09-14,Naver exchange listing (USD),358.9700012207031,355.9649993896484,360.985498046875,378.3127494812012,398.63144973754885,-9.949402773654223,489.8800048828125,-26.722871388356673,54.12548842188677,4.88,-9.44,daily_close,일봉 종가,2026-09-15 15:28 KST,359.89,0.25628848543564636,-3.0,176.51,43.7,323.19626,15.722664,4.67,18.373,25.5,-37.51,-49.94,4.31 -> 2.04 -> 1.08,94827000000.0,4849000000.0,3794000000.0,5.11,4.0,14747000000.0,6220000000.0,16513000000.0,14719000000.0,1794000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Auto Manufacturers,49.18,3.65,39.0,0.85,390.09,600.0,125.0,8.67,-7.04,Finnhub,yfinance,,,2026-09-11,,,,,,-49.94,21.21,10.32,21.48,6,5,4,4,1423.79,52.35,2026-09-14,4.96,0,0,0,0,0,0,5,5,10,D,11
SKHY,SKHY,SK하이닉스 ADR,1280.10647765,2026-09-14,Naver exchange listing (USD),175.6300048828125,168.72100067138672,,,,,198.6300048828125,-11.579318045916333,62.036597861283084,5.59,,daily_close,일봉 종가,2026-09-15 15:28 KST,,,1272.4,,0.16,11.095739,408.78195,354.06,72.077,256.8,,,-,,,,,,,,,,,2135.17,0.0,3750.0,,yfinance,,,,,,Technology,Semiconductors,,4.47,14.0,,247.14,355.0,152.0,40.72,,,yfinance,,,2026-09-12,,,,,0.01,,41.56,13.82,34.82,32,30,30,30,-73.3,2857.9,2026-09-14,4.96,12,0,20,20,0,10,3,5,70,A,12
LLY,LLY,일라이 릴리,1071.527919948,2026-09-14,Naver exchange listing (USD),1138.280029296875,1181.030499267578,1179.2151672363282,1085.9283365885417,1065.188553466797,6.861834516733413,1280.3399658203125,-11.0954855988128,16.280791292503395,-3.55,2.36,daily_close,일봉 종가,2026-09-15 15:28 KST,,,26.2,66.51,85.43,37.735214,29.551077,102.29,162.071,47.7,74.27,98.92,5.8 -> 11.71 -> 22.95,65179000000.0,29696000000.0,20640000000.0,45.56,31.67,16813000000.0,5964000000.0,7268000000.0,42503000000.0,-35235000000.0,0.61,21.69,6.92,,yfinance,15.24,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,78.95,4.3,29.0,0.0,1315.56,1600.0,850.0,15.57,24.79,Finnhub,yfinance,,,2026-09-11,,,,,1.44,98.92,30.97,6.24,13.83,10,9,8,8,21.84,373.57,2026-09-14,4.96,0,0,20,10,15,8,1,5,59,B,13
MU,MU,마이크론 테크놀로지,1043.593153319,2026-09-14,Naver exchange listing (USD),924.030029296875,960.425503540039,957.9653381347656,808.5832522074381,625.5677510070801,47.71062411854042,1213.56005859375,-23.857906928180945,52.15599760968989,-4.9,-11.42,daily_close,일봉 종가,2026-09-15 15:28 KST,,,1368.5,53.12,79.96,23.255056,10.955669,66.64,6.33,345.7,651.65,-1.04,7.75 -> 0.7 -> 7.59,37378000000.0,9809000000.0,8539000000.0,26.24,22.84,17525000000.0,1668000000.0,9642000000.0,15278000000.0,-5636000000.0,0.06,1.12,0.53,,yfinance,1.11,5.0,False,5.0,yfinance dividend history,Technology,Semiconductors,91.38,4.65,45.0,0.31,1513.11,2200.0,361.0,63.75,16.21,Finnhub,yfinance,,,2026-09-11,,,,,0.02,-1.04,41.56,15.26,34.82,32,30,30,30,-44.04,-28.21,2026-09-14,4.96,4,0,20,20,0,10,5,5,64,B,14
JPM,JPM,제이피모간체이스,930.710732455,2026-09-14,Naver exchange listing (USD),350.1300048828125,356.10250091552734,348.6051671346029,327.21141713460287,319.6971008300781,9.519293097659258,365.17999267578125,-4.121252011287108,41.212771810935934,-3.5,5.0,daily_close,일봉 종가,2026-09-15 15:28 KST,,,46.9,11.94,75.95,15.2591,2.6788063,17.79,,30.4,,11.06,16.23 -> 19.75 -> 20.02,181847000000.0,,57048000000.0,,31.37,-147782000000.0,-147782000000.0,343338000000.0,499982000000.0,-156644000000.0,1.71,25.71,6.0,,yfinance,11.53,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,60.0,3.91,20.0,3.33,373.65,420.0,305.0,6.72,4.8,Finnhub,yfinance,,,2026-09-11,,,,,0.33,11.06,17.89,2.84,14.52,15,14,14,14,-14.71,-5.68,2026-09-14,4.96,8,3,16,20,8,10,5,0,70,A,15
WMT,WMT,월마트,865.413039968,2026-09-14,Naver exchange listing (USD),109.08000183105469,106.97899932861328,111.10899950663249,118.07699940999349,118.74599960327149,-8.140061816407073,134.1999969482422,-18.71832763668072,58.25368007448705,-5.37,-7.66,daily_close,일봉 종가,2026-09-15 15:28 KST,,,-9.1,35.93,38.25,39.245422,9.042876,22.31,71.653,5.9,1.63,19.45,1.91 -> 2.41 -> 2.73,713163000000.0,29825000000.0,21893000000.0,4.18,3.07,41565000000.0,14923000000.0,10727000000.0,67095000000.0,-56368000000.0,0.91,34.96,0.99,,yfinance,7.98,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Discount Stores,87.5,4.47,40.0,-2.08,127.72,155.0,81.0,17.09,2.67,Finnhub,yfinance,,,2026-09-15,,,,,,19.45,25.37,9.58,36.83,6,5,4,4,54.69,-5.61,2026-09-14,4.96,0,0,20,0,12,0,3,5,40,C,16
AMD,AMD,AMD(어드밴스드 마이크로 디바이시스),805.479510473,2026-09-14,Naver exchange listing (USD),493.4100036621094,480.9864990234375,502.7478332519531,437.5997505187988,348.30435020446777,41.660591770518835,580.9099731445312,-15.062569679906623,60.36061878534235,-4.08,-3.72,daily_close,일봉 종가,2026-09-15 15:28 KST,493.78,0.07498760364493416,159.5,135.05,75.43,116.36735,11.074264,10.2,6.361,50.1,77.09,123.61,0.53 -> 1.0 -> 2.65,34639000000.0,3694000000.0,4335000000.0,10.66,12.51,7709000000.0,6735000000.0,5539000000.0,3847000000.0,1692000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Semiconductors,83.05,4.52,49.0,0.29,613.84,1250.0,365.0,24.41,5.88,Finnhub,yfinance,,,2026-09-09,,,,,0.73,123.61,38.67,15.26,36.23,32,30,30,30,200.92,-27.43,2026-09-14,4.96,0,0,12,16,15,10,3,5,61,B,17
V,V,비자,700.665495733,2026-09-14,Naver exchange listing (USD),375.2799987792969,373.5170043945312,360.8946701049805,339.1992513020833,335.18330017089846,11.962618241408354,384.1400146484375,-2.306454816285998,41.66471634497493,3.06,13.59,daily_close,일봉 종가,2026-09-15 15:28 KST,375.77,0.13056950071865614,10.2,28.2,90.32,31.251915,19.459988,61.19,67.821,14.4,10.39,10.99,8.28 -> 9.73 -> 10.2,40000000000.0,26556000000.0,20058000000.0,66.39,50.14,23059000000.0,21577000000.0,17164000000.0,25171000000.0,-8007000000.0,0.71,22.13,2.68,,yfinance,15.71,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,88.24,4.55,37.0,-3.92,419.36,466.0,330.0,11.75,0.78,Finnhub,yfinance,,,2026-09-11,,,,,3.06,10.99,17.73,2.73,14.52,15,14,14,14,76.27,612.82,2026-09-14,4.96,0,0,20,0,8,5,5,0,38,D,18
XOM,XOM,엑슨모빌 홀딩스,678.794426357,2026-09-14,Naver exchange listing (USD),165.0800018310547,162.58000106811522,152.66116689046223,152.87883338928222,145.91439990997316,13.134825577808906,171.47000122070312,-3.7265990226615306,51.82429749192253,3.11,17.29,daily_close,일봉 종가,2026-09-15 15:28 KST,165.4331,0.21389518114173176,112.8,12.12,67.06,21.245817,2.6169941,12.58,15.921,44.1,-14.41,-13.19,8.89 -> 7.84 -> 6.7,323905000000.0,33938000000.0,28844000000.0,10.48,8.91,51970000000.0,23612000000.0,10681000000.0,43537000000.0,-32856000000.0,2.5,52.51,4.12,,yfinance,4.06,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,46.67,3.68,22.0,-3.33,170.91,200.0,142.0,3.53,3.84,Finnhub,yfinance,,,2026-09-15,,,,,0.19,-13.19,14.03,1.81,14.26,5,4,4,4,51.43,44.59,2026-09-14,4.96,4,3,12,20,0,10,5,0,54,C,19
JNJ,JNJ,존슨앤드존슨,641.804194353,2026-09-14,Naver exchange listing (USD),266.32000732421875,269.74249877929685,260.1251660664876,246.22674967447918,237.41784988403322,12.173540217933402,278.42999267578125,-4.349382491154254,41.18111628547108,2.29,13.71,daily_close,일봉 종가,2026-09-15 15:28 KST,,,-0.9,19.17,76.88,30.97093,7.5487475,25.74,57.709,6.6,20.46,-10.34,13.72 -> 5.79 -> 11.03,94193000000.0,25596000000.0,26804000000.0,27.17,28.46,24530000000.0,19313000000.0,19709000000.0,47933000000.0,-28224000000.0,2.01,60.79,5.36,,yfinance,4.92,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,70.97,4.09,22.0,0.0,275.64,320.0,190.0,3.5,0.4,Finnhub,yfinance,,,2026-09-11,,,,,,-10.34,34.0,6.73,13.83,10,9,8,8,-8.91,12.17,2026-09-14,4.96,0,0,20,0,0,0,5,0,25,D,20
ASML,ASML,ASML 홀딩 ADR,605.015115,2026-09-14,Naver exchange listing (USD),1575.1500244140625,1723.6385131835937,1754.5054992675782,1642.0732493082683,1497.9140487670898,5.156235480303059,1989.43994140625,-20.824449553342316,32.42575995401003,-14.58,-15.67,daily_close,일봉 종가,2026-09-15 15:28 KST,1589.9275,0.9381630547499473,28.5,36.39,20.39,57.511005,1427.3237,53.94,9.092,21.3,25.26,9.55,20.59 -> 19.24 -> 24.71,32667300000.0,11301400000.0,9609400000.0,34.6,29.42,,11027300000.0,12916000000.0,4390900000.0,8525100000.0,0.58,29.72,9.08,,yfinance,3.58,9.0,False,9.0,yfinance dividend history,Technology,Semiconductor Equipment & Materials,85.71,4.6,16.0,0.0,2157.87,2861.32,897.6,36.99,2.58,Finnhub,yfinance,,,2026-09-12,,,,,2.02,9.55,38.67,13.82,34.82,32,30,30,30,48.72,10227.96,2026-09-14,4.96,0,0,20,0,8,8,3,5,44,C,21
INTC,INTC,인텔,513.655905774,2026-09-14,Naver exchange listing (USD),97.19000244140625,94.34400062561035,103.55383326212565,97.29458322525025,75.84399995803832,28.144615915798056,140.94000244140625,-31.041577438732077,62.54104965876549,-5.18,-19.74,daily_close,일봉 종가,2026-09-15 15:28 KST,97.5869,0.40837282500638983,98.63,65.53,62.53,,5.187511,-10.71,48.997,25.4,6.88,,1.94 -> 0.4,52853000000.0,-23000000.0,-267000000.0,-0.04,-0.51,9697000000.0,-4949000000.0,14265000000.0,46585000000.0,-32320000000.0,,0.0,0.0,,yfinance,,0.0,,9.0,yfinance dividend history,Technology,Semiconductors,34.55,3.48,41.0,0.0,114.88,200.0,75.0,18.2,1086.32,Finnhub,yfinance,,,2026-09-03,,,,,,,40.74,15.26,36.23,32,31,30,30,,-66.01,2026-09-14,4.96,0,0,0,0,0,10,3,5,18,D,22
MA,MA,마스터카드,503.197629735,2026-09-14,Naver exchange listing (USD),574.4199829101562,581.0169952392578,552.971994527181,525.8795809427897,531.2669476318359,8.12266516309331,599.8599853515625,-4.240990074791623,30.358265413138128,0.9,16.52,daily_close,일봉 종가,2026-09-15 15:28 KST,,,22.1,35.06,91.28,31.94677,91.95435,241.2,439.583,14.1,19.52,18.17,11.83 -> 13.89 -> 16.52,32791000000.0,19514000000.0,14968000000.0,59.51,45.65,17648000000.0,16433000000.0,10566000000.0,19000000000.0,-8434000000.0,0.61,17.93,3.48,,yfinance,15.75,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,90.74,4.62,37.0,-1.85,670.92,740.0,550.0,16.8,2.85,Finnhub,yfinance,,,2026-09-03,,,,,1.45,18.17,17.73,2.73,14.52,15,14,14,14,80.18,3268.29,2026-09-14,4.96,0,0,20,10,12,8,3,0,53,C,23
ABBV,ABBV,애브비,462.578291694,2026-09-14,Naver exchange listing (USD),261.7699890136719,258.8614974975586,252.61316630045573,232.0063330332438,228.8973494720459,14.361301962406753,265.9700012207031,-1.5791300476575405,46.85714503443022,4.93,18.32,daily_close,일봉 종가,2026-09-15 15:28 KST,261.77,4.1969395148029385e-06,290.4,59.9,77.45,70.833336,-75.91545,,,10.2,68.92,-6.85,2.72 -> 2.39 -> 2.36,61160000000.0,20091000000.0,4226000000.0,32.85,6.91,19030000000.0,17816000000.0,5229000000.0,67496000000.0,-62267000000.0,2.64,190.4,6.92,,yfinance,5.17,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,82.05,4.32,29.0,0.47,276.79,328.0,200.0,5.74,0.6,Finnhub,yfinance,,,2026-09-11,,,,,0.24,-6.85,30.97,7.55,14.15,10,9,9,9,128.72,,2026-09-14,4.96,0,0,0,20,0,10,5,0,35,D,24
ORCL,ORCL,오라클,437.80673544,2026-09-14,Naver exchange listing (USD),144.7899932861328,149.09149932861328,143.31000022888185,161.82591673533122,167.36704982757567,-13.489546816235404,328.3299865722656,-55.901075379155344,51.98170391655289,-3.81,-21.11,daily_close,일봉 종가,2026-09-15 15:28 KST,,,21.9,36.02,45.82,26.06175,11.651841,53.38,388.87,20.6,24.33,25.36,3.71 -> 4.34 -> 5.83,67357000000.0,22444000000.0,17087000000.0,33.32,25.37,31977000000.0,-23686000000.0,31289000000.0,156189000000.0,-124900000000.0,1.38,34.31,2.0,,yfinance,14.07,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,81.63,4.41,42.0,0.0,244.12,400.0,110.0,68.6,9.27,Finnhub,yfinance,,,2026-09-12,,,,,1.19,25.36,41.56,15.26,34.82,32,30,30,30,-37.29,-23.64,2026-09-14,4.96,0,0,20,10,15,8,5,3,61,B,25
CSCO,CSCO,시스코 시스템즈,433.921111242,2026-09-14,Naver exchange listing (USD),110.05999755859375,110.35999984741211,114.38849983215331,107.30641657511393,95.57810001373291,15.151899381532012,130.0,-15.338463416466347,49.48885749770616,-1.45,-6.2,daily_close,일봉 종가,2026-09-15 15:28 KST,,,52.1,18.59,83.38,33.051052,8.636898,27.32,62.017,17.6,28.45,-8.86,3.07 -> 2.54 -> 2.55,63325000000.0,16061000000.0,13267000000.0,25.36,20.95,14177000000.0,12767000000.0,7218000000.0,29533000000.0,-22315000000.0,1.53,49.85,1.68,,yfinance,2.58,10.0,False,10.0,yfinance dividend history,Technology,Communication Equipment,68.57,4.18,24.0,-1.13,137.62,170.0,115.0,25.04,0.56,Finnhub,yfinance,,,2026-09-15,,,,,0.63,-8.86,41.56,15.26,36.23,32,30,30,30,-20.47,-43.4,2026-09-14,4.96,0,0,20,20,0,10,5,5,60,B,26
CVX,CVX,셰브론,419.199391205,2026-09-14,Naver exchange listing (USD),212.1699981689453,207.07750091552734,191.47700017293295,190.86041692097982,182.6560501098633,16.15820994778442,214.05999755859375,-0.8829297445596278,65.87413412456416,6.08,19.48,daily_close,일봉 종가,2026-09-15 15:28 KST,,,321.9,14.21,70.53,19.046242,2.0423553,12.23,18.959,53.5,-11.86,-23.6,11.36 -> 9.72 -> 6.63,184432000000.0,16674000000.0,12299000000.0,9.04,6.67,33939000000.0,16592000000.0,6293000000.0,40758000000.0,-34465000000.0,3.36,67.18,7.12,,yfinance,6.39,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,83.87,4.28,24.0,7.2,216.96,236.0,175.0,2.26,16.82,Finnhub,yfinance,,,2026-09-03,,,,,0.06,-23.6,14.03,1.96,14.26,5,4,4,4,35.75,4.2,2026-09-14,4.96,4,3,12,20,0,10,1,0,50,C,27
PLTR,PLTR,팔란티어 테크놀로지스,416.474065169,2026-09-14,Naver exchange listing (USD),173.30999755859375,175.51849975585938,148.768665822347,144.47704118092855,151.57507480621337,14.339377882655299,207.17999267578125,-16.348101319894877,48.181047721970245,-0.42,32.67,daily_close,일봉 종가,2026-09-15 15:28 KST,172.94,-0.21348887185152787,215.4,287.86,64.86,144.86508,44.869717,38.1,2.139,92.8,355.54,164.38,0.09 -> 0.19 -> 0.63,4475446000.0,1414015000.0,1625033000.0,31.59,36.31,2134473000.0,2100591000.0,1423796000.0,229338000.0,1194458000.0,,0.0,0.0,,yfinance,,,,,,Technology,Software - Infrastructure,71.79,4.19,27.0,2.56,191.68,255.0,80.0,10.6,15.06,Finnhub,yfinance,,,2026-09-09,,,,,0.67,164.38,38.67,13.82,34.82,32,30,30,30,274.62,224.67,2026-09-14,4.96,0,0,20,20,15,10,5,5,75,A,28
