yf_symbol,symbol,name,market_cap,market_cap_as_of,market_cap_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,fundamental_refreshed_at,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,cashflow_status,financial_currency,dart_year,dart_fs_div,dart_report_code,dart_source,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
BAC,BAC,뱅크오브아메리카,396.488832296,2026-09-25,Naver exchange listing (USD),56.70000076293945,60.02849998474121,61.26483313242594,57.357666460673016,55.30399995803833,2.5242311694639272,64.80999755859375,-12.513496530102735,17.91841692083925,-7.31,-2.84,daily_close,일봉 종가,2026-09-26 15:26 KST,56.7466,0.08218560217552259,34.1,11.79,71.33,14.481482,1.5901582,11.2,,16.8,,11.22,3.08 -> 3.21 -> 3.81,113097000000.0,,30509000000.0,,26.98,12613000000.0,12613000000.0,239319000000.0,365904000000.0,-126585000000.0,2.26,25.87,1.28,,yfinance,7.89,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,79.31,4.46,21.0,0.0,69.0,79.0,62.0,21.69,6.52,Finnhub,yfinance,2026-09-26,0.42,11.22,16.44,2.62,13.11,18,17,17,17,-11.91,-39.31,,,,,,,2026-09-25,4.25,8,6,12,20,8,10,1,5,70,A,30
LRCX,LRCX,램 리서치,394.461473146,2026-09-25,Naver exchange listing (USD),315.2099914550781,296.4304992675781,310.4331659952799,309.80749893188477,270.9322492218018,16.34273600151153,433.3299865722656,-27.258670938409395,53.20447611359506,-1.06,-19.44,daily_close,일봉 종가,2026-09-26 15:26 KST,315.65,0.1395921946797044,34.8,38.3,88.84,54.629116,31.625362,65.07,33.049,30.0,38.96,40.93,2.9 -> 4.15 -> 5.76,23232690000.0,8199795000.0,7265396000.0,35.29,31.27,5857657000.0,4891252000.0,5579171000.0,3734563000.0,1844608000.0,0.42,18.06,1.32,,yfinance,14.96,10.0,False,10.0,yfinance dividend history,Technology,Semiconductor Equipment & Materials,85.37,4.54,31.0,0.0,373.77,500.0,290.0,18.58,4.6,Finnhub,yfinance,2026-09-26,1.57,40.93,36.6,14.97,35.18,33,31,30,31,49.26,111.26,,,,,,,2026-09-25,4.25,0,0,20,5,15,10,5,5,60,B,31
AMAT,AMAT,어플라이드 머티어리얼즈,384.894759855,2026-09-25,Naver exchange listing (USD),485.0,451.8095016479492,505.59549916585286,487.81433283487956,421.4169995880127,15.087905916027966,723.0,-32.91839557399723,60.07450649692575,0.55,-25.49,daily_close,일봉 종가,2026-09-26 15:26 KST,,,42.8,18.74,86.24,36.60138,13.137096,41.07,28.666,24.8,7.66,3.34,8.11 -> 8.61 -> 8.66,28368000000.0,8470000000.0,6998000000.0,29.86,24.67,7958000000.0,5698000000.0,7241000000.0,7050000000.0,191000000.0,0.44,16.48,2.12,,yfinance,20.39,10.0,False,10.0,yfinance dividend history,Technology,Semiconductor Equipment & Materials,86.67,4.54,35.0,0.0,640.89,900.0,358.0,32.14,3.45,Finnhub,yfinance,2026-09-25,0.86,3.34,39.22,15.51,35.18,33,31,30,31,-6.68,-15.3,,,,,,,2026-09-25,4.25,0,0,20,16,4,10,3,5,58,B,32
KO,KO,코카콜라,377.806849028,2026-09-25,Naver exchange listing (USD),87.80999755859375,88.2724998474121,86.82416636149088,82.97741667429607,79.60700004577637,10.304367088447512,91.98999786376953,-4.543972608159049,48.4146189728019,-1.4,8.02,daily_close,일봉 종가,2026-09-26 15:26 KST,,,18.2,23.92,68.33,25.768024,10.516888,43.37,124.943,12.1,6.34,10.94,2.47 -> 2.46 -> 3.04,47941000000.0,14911000000.0,13107000000.0,31.1,27.34,7408000000.0,5296000000.0,10270000000.0,45492000000.0,-35222000000.0,2.41,64.78,2.12,,yfinance,5.04,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Beverages - Non-Alcoholic,82.86,4.25,23.0,0.51,88.3,98.0,75.0,0.56,1.67,Finnhub,yfinance,2026-09-26,1.42,10.94,26.16,8.53,29.72,6,5,4,4,-1.5,23.29,,,,,,,2026-09-25,4.25,0,0,20,10,8,8,5,0,51,C,33
CAT,CAT,캐터필러,377.659695305,2026-09-25,Naver exchange listing (USD),821.5800170898438,803.3014984130859,847.1733337402344,867.6538324991863,789.5641491699218,4.0548786255785,1064.9000244140625,-22.849093975568284,52.63776102312699,0.56,-17.13,daily_close,일봉 종가,2026-09-26 15:26 KST,,,68.2,19.57,73.49,34.965263,19.084919,56.97,232.783,24.0,-14.7,-3.31,20.12 -> 22.05 -> 18.81,67589000000.0,11151000000.0,8884000000.0,16.5,13.14,11739000000.0,7453000000.0,9980000000.0,43330000000.0,-33350000000.0,0.79,26.01,6.52,,yfinance,8.12,10.0,False,10.0,yfinance dividend history,Industrials,Farm & Heavy Construction Machinery,52.94,3.86,26.0,0.0,975.61,1225.0,575.0,18.75,16.74,Finnhub,yfinance,2026-09-25,0.51,-3.31,33.91,8.37,29.69,8,6,7,6,3.11,128.02,,,,,,,2026-09-25,4.25,0,0,20,20,0,10,5,5,60,B,34
MRK,MRK,머크 앤 코,367.065796302,2026-09-25,Naver exchange listing (USD),148.77999877929688,147.88649978637696,137.91699968973796,127.4566665649414,121.67005004882813,22.28153002286848,156.4499969482422,-4.902523693549672,46.08388375418988,-0.51,18.67,daily_close,일봉 종가,2026-09-26 15:26 KST,,,8.01,197.24,83.06,119.33871,8.71188,6.96,128.408,5.1,9.33,621.11,0.14 -> 6.74 -> 7.28,65011000000.0,22107000000.0,18254000000.0,34.01,28.08,16472000000.0,12360000000.0,14565000000.0,49339000000.0,-34774000000.0,2.29,268.8,3.4,,yfinance,5.42,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,72.22,4.25,26.0,2.78,153.65,186.0,105.0,3.27,21.09,Finnhub,yfinance,2026-09-25,14.9,621.11,30.97,5.64,18.06,12,11,10,10,285.34,54.47,,,,,,,2026-09-25,4.25,0,0,6,0,15,5,5,0,31,D,35
DELL,DELL,델테크놀로지,357.892638848,2026-09-25,Naver exchange listing (USD),562.8900146484375,529.1765045166015,466.92266743977865,382.13266626993817,282.9103998565674,98.96405891540815,588.4000244140625,-4.335487543704344,56.84363003586124,19.19,32.37,daily_close,일봉 종가,2026-09-26 15:26 KST,,,272.9,14.58,77.9,31.057714,-245.70978,,,57.7,26.89,38.18,4.55 -> 6.38 -> 8.68,113538000000.0,8446000000.0,5936000000.0,7.44,5.23,11185000000.0,8552000000.0,11528000000.0,31503000000.0,-19975000000.0,0.45,13.44,2.52,,yfinance,26.83,4.0,False,4.0,yfinance dividend history,Technology,Computer Hardware,71.43,4.17,25.0,-2.1,570.48,735.0,465.0,1.35,28.35,Finnhub,yfinance,2026-09-26,0.11,38.18,39.22,15.02,36.64,33,31,31,32,-20.81,,,,,,,,2026-09-25,4.25,0,0,0,20,15,10,3,0,48,C,36
HSBC,HSBC,HSBC 홀딩스 ADR,346.095814835,2026-09-25,Naver exchange listing (USD),100.94999694824219,103.33949966430664,102.6016663869222,97.12766640981039,91.53059986114502,10.290981487488017,107.86000061035156,-6.4064561681879,32.57918295617198,-1.85,5.36,daily_close,일봉 종가,2026-09-26 15:26 KST,100.99,0.03962660026460154,-3.23,8.05,2.49,14.602858,8.114308,13.1,,25.4,,2.6,5.7 -> 6.2 -> 6.0,71020000000.0,,22285000000.0,,31.38,29766000000.0,25105000000.0,307737000000.0,256139000000.0,51598000000.0,3.71,53.57,3.75,,yfinance,3.57,10.0,True,10.0,yfinance dividend history,Financial Services,Banks - Diversified,45.45,3.33,3.0,-6.93,106.08,115.24,101.0,5.08,4.13,Finnhub,yfinance,2026-09-23,,2.6,16.44,2.58,13.11,18,17,17,17,-11.17,214.51,,,,,,,2026-09-25,4.25,8,0,12,0,0,0,3,0,23,D,37
PG,PG,P&G(프록터 & 갬블),339.644372184,2026-09-25,Naver exchange listing (USD),146.22999572753906,145.99650039672852,146.47150065104168,146.0824172973633,147.52905059814452,-0.8805417409917216,179.6999969482422,-18.625487918257043,49.31860327766505,2.16,-0.81,daily_close,일봉 종가,2026-09-26 15:26 KST,,,-15.5,23.67,71.92,21.75189,6.265743,30.29,64.49,1.5,-3.44,4.87,6.02 -> 6.51 -> 6.62,87032000000.0,19748000000.0,16046000000.0,22.69,18.44,19556000000.0,15147000000.0,9942000000.0,35026000000.0,-25084000000.0,2.97,64.33,4.35,,yfinance,5.0,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Household & Personal Products,56.76,3.8,23.0,-2.7,160.61,186.0,143.0,9.83,-0.48,Finnhub,yfinance,2026-09-23,,4.87,26.16,9.78,36.26,6,5,4,4,-16.85,-35.93,,,,,,,2026-09-25,4.25,4,0,20,0,4,0,5,5,38,D,38
GE,GE,GE 에어로스페이스,339.376322377,2026-09-25,Naver exchange listing (USD),327.0899963378906,324.3884979248047,347.4606669108073,331.4259173075358,323.284150390625,1.1772448301802114,381.2200012207031,-14.199151332428261,39.9999999888335,-4.56,-12.76,daily_close,일봉 종가,2026-09-26 15:26 KST,,,19.4,275.66,80.94,36.886147,18.485384,48.23,113.225,21.1,28.38,-1.32,8.36 -> 5.99 -> 8.14,45855000000.0,8680000000.0,8704000000.0,18.93,18.98,8537000000.0,7264000000.0,12392000000.0,20495000000.0,-8103000000.0,0.57,19.58,1.88,,yfinance,93.3,10.0,False,10.0,yfinance dividend history,Industrials,Aerospace & Defense,87.5,4.45,21.0,0.0,401.0,455.0,347.0,22.6,9.05,Finnhub,yfinance,2026-09-24,1.9,-1.32,33.91,8.37,29.69,8,6,7,6,8.78,120.85,,,,,,,2026-09-25,4.25,0,0,20,5,0,8,5,5,43,C,39
UNH,UNH,유나이티드헬스 그룹,338.025243432,2026-09-25,Naver exchange listing (USD),376.5899963378906,384.89600067138673,403.64266510009764,389.9395825703939,355.425799407959,5.954603454556566,625.25,-39.76969270885396,30.304737328114058,-4.67,-11.71,daily_close,일봉 종가,2026-09-26 15:26 KST,,,61.5,25.05,89.68,24.202442,3.4619098,14.15,69.211,0.4,-41.26,-25.54,23.86 -> 15.51 -> 13.23,447567000000.0,18964000000.0,12056000000.0,4.24,2.69,19697000000.0,16075000000.0,24365000000.0,78389000000.0,-54024000000.0,2.46,57.52,9.28,,yfinance,10.9,10.0,False,10.0,yfinance dividend history,Healthcare,Healthcare Plans,79.41,4.42,25.0,0.0,481.72,529.0,380.0,27.92,10.15,Finnhub,yfinance,2026-09-26,0.39,-25.54,33.34,6.95,17.74,12,11,10,10,-27.41,-50.19,,,,,,,2026-09-25,4.25,4,0,12,20,0,10,3,5,54,C,40
SMFG,SMFG,스미토모 미쓰이 파이낸셜그룹 ADR,336.12417881,2026-09-25,Naver exchange listing (USD),26.610000610351562,26.518000030517577,25.877666600545247,24.10016663869222,22.715100002288818,17.146746471159215,27.559999465942383,-3.4470205878080415,44.74886855944421,4.64,10.64,daily_close,일봉 종가,2026-09-26 15:26 KST,,,35.0,0.08,2.12,15.205882,1.6857057,8.57,,24.8,,,180.89 -> 247.13,5791568000000.0,,1582973000000.0,,27.33,-10283139000000.0,-10760659000000.0,73696930000000.0,32550785000000.0,41146145000000.0,2.22,34.12,0.59,,yfinance,,2.0,True,2.0,yfinance dividend history,Financial Services,Banks - Diversified,88.89,,1.0,0.0,28.86,28.86,28.86,8.46,13.58,Finnhub,yfinance,2026-09-24,0.43,,16.44,2.62,13.11,18,17,17,17,-7.51,-35.66,,,,,,,2026-09-25,4.25,8,6,6,20,0,10,5,0,55,B,41
ARM,ARM,암 홀딩스 ADR,331.42176,2026-09-25,Naver exchange listing (USD),310.32000732421875,268.0349998474121,270.4071662902832,271.62145779927573,211.83082485198975,46.49426377914795,439.4599914550781,-29.386061676119645,65.85697317688916,21.59,-8.05,daily_close,일봉 종가,2026-09-26 15:26 KST,,,108.3,228.79,96.21,326.16162,39.957924,13.35,5.62,22.4,9.27,71.2,0.29 -> 0.61 -> 0.85,4920000000.0,908000000.0,904000000.0,18.46,18.37,1524000000.0,949000000.0,2751000000.0,457000000.0,2294000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Semiconductors,60.0,4.05,40.0,-2.22,288.7,500.0,125.0,-6.97,8.29,Finnhub,yfinance,2026-09-22,3.01,71.2,36.6,14.97,38.1,33,31,30,31,791.15,166.92,,,,,,,2026-09-25,4.25,0,0,12,0,15,10,1,5,43,C,42
