yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_pbr_avg,peer_roe_avg,peer_pbr_gap,cagr,peer_per_avg,peer_per_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
086450.KQ,086450,동국제약,9701,우량기업부,"인사돌, 복합마데카솔, 파미레이",KOSDAQ,주권,KRX,21650.0,18580.5,19084.333333333332,20801.25,19651.75,10.16830562163675,29900.0,-27.591973244147155,73.18116975734316,12.47,-3.35,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,7.91,13.15,14.78,11.71,1.28,10.42,39.17,14.12,20.15,18.31,1043 -> 1353 -> 1460,9269.0,966.0,739.0,10.42,7.97,687.6,227.63,561.79,2991.58,-2429.79,0.92,13.67,200.0,90.22,OpenDART,3.57,5.0,False,5.0,OpenDART,,4.0,,,35000.0,,,61.66,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,1.48,5.58,7.59,-77.06,18.31,29.0,-59.62,의약품 제조업,의약품 제조업,2026-08-11,4.7,12,6,12,10,12,5,1,5,63,B,82
458870.KQ,458870,씨어스,9610,기술성장기업부,심전도검사솔루션 입원환자모니터링솔루션,KOSDAQ,주권,KRX,25350.0,26610.0,30935.833333333332,39757.39166666667,39959.39,-36.5605931421876,63034.0,-59.78360884601961,46.15384615381775,-23.07,-38.02,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,,102.08,5.99,15.0,17.09,52.78,36.81,495.06,,,-,482.0,163.0,160.0,33.82,33.2,20.86,4.54,110.96,145.84,-34.88,,,,,,,,,,,,4.0,,,64250.0,,,153.45,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,,4,2,3,3,,5.31,10.37,221.85,,,,의료용 기기 제조업,의료용 기기 제조업,2026-08-11,4.7,8,0,20,0,0,0,5,3,36,D,83
101490.KQ,101490,에스앤에스텍,9547,우량기업부,블랭크마스크,KOSDAQ,주권,KRX,44850.0,41252.5,54430.833333333336,72813.75,67206.75,-33.26563180037719,105100.0,-57.32635585156993,58.12499999997458,-4.88,-48.15,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,91.27,24.46,12.67,15.93,2.93,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,468.82,-175.92,800.1,887.84,-87.74,0.45,7.2,200.0,41.66,OpenDART,10.06,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,2025.0,11011,8,6,7,7,0.17,4.64,9.7,-36.85,50.19,24.5,-34.98,전자부품 제조업,전자부품 제조업,2026-08-11,4.7,8,3,20,20,15,10,3,3,82,A,84
041830.KQ,041830,인바디,9423,우량기업부,정밀 체성분 분석기,KOSDAQ,주권,KRX,70400.0,55027.5,50147.5,40708.75,36645.5,92.11090038340315,70800.0,-0.5649717514124294,77.74725274722284,36.43,52.88,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,-6.44,11.16,33.32,23.61,2.84,10.37,12.91,14.38,0.27,-8.12,2684 -> 2422 -> 2266,2339.0,368.0,300.0,15.73,12.83,357.78,279.18,523.72,412.73,110.99,0.85,26.69,600.0,80.04,OpenDART,25.99,5.0,False,5.0,OpenDART,,4.0,,,74500.0,,,5.82,,,Naver/FnGuide,,KRW,2026-08-06,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,4,2,3,3,,7.12,26.21,-60.11,-8.12,,,의료용 기기 제조업,의료용 기기 제조업,2026-08-11,4.7,4,3,12,0,0,0,1,0,20,D,85
083450.KQ,083450,GST,9362,우량기업부,"GasScrubber,Chiller",KOSDAQ,주권,KRX,51300.0,44052.5,50377.5,43539.583333333336,36905.5,39.003671539472435,66500.0,-22.857142857142858,62.19336219333706,12.62,-20.59,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,0.82,8.6,22.31,17.04,2.94,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,3472.0,592.0,456.0,17.05,13.13,415.92,286.86,718.89,816.55,-97.66,1.27,25.68,650.0,116.27,OpenDART,29.4,5.0,True,5.0,OpenDART,,4.0,,,65000.0,,,26.71,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,2025.0,11011,19,15,18,18,20.78,6.61,8.16,-55.52,13.24,28.0,-39.14,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-11,4.7,8,3,16,0,8,2,3,5,45,C,86
293490.KQ,293490,카카오게임즈,9308,중견기업부,"모바일, PC게임 퍼블리싱",KOSDAQ,주권,KRX,8720.0,7869.0,8581.833333333334,10755.0,12746.3,-31.587990240305025,23500.0,-62.89361702127659,66.66666666642169,10.24,-23.51,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,,,4.83,-8.0,0.69,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,,,,,,,,,,,,3.17,,,8733.0,,,0.15,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,,,4,2,3,3,,5.84,-1.05,-88.18,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-11,4.7,0,10,0,0,0,0,1,1,12,D,87
065350.KQ,065350,신성델타테크,9179,우량기업부,"세탁기, 자동차, 에어컨 및 LCD 부품",KOSDAQ,주권,KRX,33250.0,28690.0,35379.166666666664,48132.916666666664,52872.75,-37.11316320789064,121700.0,-72.67871815940839,69.07216494840377,15.25,-35.93,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,73.25,81.02,3.7,40.14,3.6,9.51,161.32,7.19,4.53,,456 -> 790,9454.0,277.0,242.0,2.93,2.56,143.76,-801.57,706.02,5756.98,-5050.96,0.36,13.6,120.0,32.98,OpenDART,0.0,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,2025.0,11011,1,0,0,0,0.55,,,,,,,가정용 기기 제조업,가정용 기기 제조업,2026-08-11,4.7,0,0,6,20,0,10,1,1,38,D,88
085660.KQ,085660,차바이오텍,9036,중견기업부,"세포치료제 개발, 제대혈 보관 등",KOSDAQ,주권,KRX,9790.0,8966.0,10995.833333333334,14691.25,14805.95,-33.877934208882245,23850.0,-58.9517819706499,63.82978723383129,0.93,-36.39,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,,,8.45,,1.76,-37.19,214.81,21.37,,,-,12683.0,-488.0,-1467.0,-3.85,-11.57,-725.23,-2245.89,2375.58,17383.27,-15007.69,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,,,8,2,7,7,,15.95,-9.41,-88.97,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-11,4.7,0,6,0,0,0,0,3,3,12,D,89
213420.KQ,213420,덕산네오룩스,9026,우량기업부,"HTL(정공수송층), HIL(정공주입층), RED HOST",KOSDAQ,주권,KRX,36450.0,30740.0,34261.666666666664,40916.25,40221.25,-9.376262547782579,55800.0,-34.67741935483871,67.3913043477805,25.04,-29.9,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,16.22,20.99,11.24,11.0,1.76,12.5,51.8,62.18,15.62,21.88,1442 -> 1843 -> 2142,3443.0,607.0,540.0,17.63,15.68,605.55,464.93,1262.89,2436.93,-1174.04,,,,,,,,,,,,4.0,,,64143.0,,,75.98,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,,,8,6,7,7,0.68,4.64,9.7,-62.07,21.88,24.5,-55.1,전자부품 제조업,전자부품 제조업,2026-08-11,4.7,12,6,12,20,12,8,1,5,76,A,90
038500.KQ,038500,삼표시멘트,8967,우량기업부,시멘트 제품,KOSDAQ,주권,KRX,8310.0,7465.0,9433.666666666666,12684.583333333334,9713.075,-14.445219459337032,20200.0,-58.86138613861386,57.425742574058425,5.73,-43.66,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,-38.34,9.33,4.79,15.29,0.96,5.29,84.0,-14.4,-26.28,9.89,313 -> 613 -> 378,6769.0,766.0,408.0,11.32,6.03,938.53,485.75,822.95,6604.66,-5781.71,1.46,31.84,121.0,129.9,OpenDART,10.37,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,9.89,,,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-08-11,4.7,8,8,6,0,8,0,3,3,36,D,91
100790.KQ,100790,미래에셋벤처투자,8908,우량기업부,중소기업 창업투자 관련 고유계정/투자조합 관련 수익,KOSDAQ,주권,KRX,16770.0,13779.5,27376.5,30972.0,23476.2,-28.565951900222352,67400.0,-75.1186943620178,63.07692307685157,8.9,-72.0,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,263.75,20.88,8.27,19.91,2.23,8.47,190.79,2.52,123.57,12.85,457 -> 160 -> 582,2398.0,351.0,309.0,14.64,12.89,488.15,486.97,724.58,7218.06,-6493.48,,,,,,,0.0,,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,,,3,2,2,2,0.08,,,,12.85,,,기타 금융업,기타 금융업,2026-08-11,4.7,4,3,6,20,8,10,3,1,55,B,92
090710.KQ,090710,휴림로봇,8895,중견기업부,제조업용로봇및서비스로봇,KOSDAQ,주권,KRX,7440.0,6693.0,8719.166666666666,10652.083333333334,9802.525,-24.101188214261118,21500.0,-65.3953488372093,54.82142857129151,11.54,-41.09,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,,,6.56,,6.8,-13.42,36.13,26.45,,,-,1683.0,-173.0,-301.0,-10.28,-17.88,-230.17,-245.91,160.03,734.47,-574.44,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,,,19,16,18,18,,6.42,8.98,5.92,,27.0,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-11,4.7,0,0,0,0,0,0,5,1,6,D,93
252990.KQ,252990,샘씨엔에스,8882,우량기업부,세라믹 STF(다층 세라믹 기판),KOSDAQ,주권,KRX,14750.0,13250.5,13099.333333333334,12165.416666666666,10321.85,42.90073969298139,16320.0,-9.620098039215687,54.14062499994078,18.76,15.23,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,337.29,46.34,6.83,38.7,4.64,9.7,52.36,46.34,182.69,,59 -> 258,780.0,147.0,151.0,18.85,19.36,192.43,99.32,87.94,871.98,-784.04,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-07,2025.0,OFS,11011.0,OpenDART,,,8,6,7,7,0.11,3.45,12.5,34.49,,19.46,98.87,전자부품 제조업,전자부품 제조업,2026-08-11,4.7,0,0,6,20,0,10,5,0,41,C,94
204270.KQ,204270,제이앤티씨,8879,중견기업부,"강화유리, 커넥터",KOSDAQ,주권,KRX,15350.0,14353.0,17141.333333333332,18053.416666666668,19639.8,-21.84238128697848,29450.0,-47.87775891341256,55.374032674052,-9.81,-23.63,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,,39.18,2.88,,3.45,-31.32,121.3,-32.03,,,-,1857.0,-780.0,-916.0,-42.0,-49.33,-23.26,-375.38,363.68,3004.65,-2640.97,,,,,,,,,,,,4.0,,,26000.0,,,69.38,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,,,8,7,7,7,,4.64,12.5,-25.65,,23.0,,전자부품 제조업,전자부품 제조업,2026-08-11,4.7,0,0,0,0,0,0,3,3,6,D,95
281740.KQ,281740,레이크머티리얼즈,8735,우량기업부,"LED, 반도체 소재 및 석유화학촉매",KOSDAQ,주권,KRX,13290.0,11730.5,14604.5,18026.083333333332,17399.4,-23.61805579502742,27550.0,-51.760435571687836,60.68075117360921,8.05,-35.49,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,-63.09,69.3,10.58,63.37,5.6,5.8,161.94,1.8,-40.09,-43.54,367 -> 317 -> 117,1412.0,133.0,78.0,9.42,5.52,154.78,18.13,206.47,2199.93,-1993.46,0.23,25.6,30.0,19.72,OpenDART,-40.0,2.0,True,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,,,,,-43.54,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-08-11,4.7,0,0,6,0,0,0,3,3,12,D,96
328130.KQ,328130,루닛,8666,기술성장기업부,Lunit INSIGHT,KOSDAQ,주권,KRX,11350.0,9932.5,12601.833333333334,15459.825,16832.395,-32.57049873176099,39280.0,-71.10488798370672,70.40133779247732,14.53,-38.68,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,,,11.72,,5.84,-31.57,169.16,53.32,,,-,831.0,-831.0,-474.0,-100.0,-57.04,-551.75,-648.09,141.11,2324.79,-2183.68,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,,,4,2,3,3,,2.36,-1.05,147.46,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-11,4.7,0,0,0,0,0,0,1,1,2,D,97
232140.KQ,232140,와이씨,8639,우량기업부,메모리 웨이퍼 테스터,KOSDAQ,주권,KRX,10530.0,9281.0,12817.333333333334,16593.833333333332,15948.8,-33.9762239165329,23700.0,-55.56962025316455,57.41206030140656,4.46,-46.6,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,75.37,55.92,7.63,24.0,2.27,5.56,27.51,29.07,60.38,19.34,165 -> 134 -> 235,2726.0,170.0,290.0,6.24,10.64,411.93,245.48,982.3,1309.93,-327.63,,,,,,,,,,,,4.0,,,22750.0,,,116.05,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,,,19,15,18,18,0.32,6.61,8.98,-65.66,19.34,28.0,-14.29,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-11,4.7,4,3,6,20,12,10,3,3,61,B,98
099320.KQ,099320,쎄트렉아이,8585,우량기업부,"인공위성시스템, 위성지상국, 위성부분품 개발 및 제조",KOSDAQ,주권,KRX,77900.0,73655.0,99531.66666666667,138225.83333333334,118791.75,-34.42305547312839,214000.0,-63.59813084112149,50.16077170416878,-0.13,-51.04,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,93.35,37.02,11.63,66.82,3.26,6.31,73.42,20.78,,-45.98,4784 -> 722 -> 1396,2069.0,102.0,141.0,4.93,6.81,-740.17,-991.2,759.46,1739.99,-980.53,0.13,,100.0,10.95,OpenDART,,3.0,True,4.0,OpenDART,,4.0,,,160000.0,,,105.39,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,0.72,,,,-45.98,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-08-11,4.7,0,0,6,16,0,10,5,1,38,D,99
189300.KQ,189300,인텔리안테크,8428,우량기업부,"위성통신 안테나, 해상용 위성방송 수신안테나",KOSDAQ,주권,KRX,78900.0,63922.5,90594.16666666667,110353.75,90442.75,-12.762493400521324,172400.0,-54.23433874709976,65.5612244897803,18.83,-51.21,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,26.36,108.68,22.71,20.0,2.87,2.81,86.45,23.97,,,550 -> 695,3196.0,120.0,75.0,3.75,2.35,-182.39,-498.38,328.46,2301.86,-1973.4,0.25,27.3,200.0,20.4,OpenDART,25.99,5.0,False,5.0,OpenDART,,4.0,,,142000.0,,,79.97,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,0.76,,,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-08-11,4.7,4,3,0,16,0,8,1,3,35,D,100
