yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_pbr_gap,cagr,peer_per_avg,peer_per_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
131970.KQ,131970,두산테스나,15423,우량기업부,반도체 테스트,KOSDAQ,주권,KRX,79500.0,72405.0,101086.66666666667,108172.5,85808.5,-7.351835773845249,190100.0,-58.179905312993164,60.34816247580571,19.73,-49.46,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,-95.9,238.23,11.4,39.0,3.26,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3039.0,-9.0,15.0,-0.3,0.49,1472.18,1224.2,1095.47,2666.99,-1571.52,0.2,194.3,160.0,30.78,OpenDART,0.0,5.0,False,5.0,OpenDART,,3.8,,,170000.0,,,113.84,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,OFS,11011.0,OpenDART,,2025.0,11011.0,,,1,0,0,0,,-83.42,,,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-08-26,4.25,0,0,0,0,0,0,3,3,6,D,57
323280.KQ,323280,태성,15238,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,49250.0,44275.0,43312.5,54905.416666666664,53256.5,-7.523025358406955,89700.0,-45.094760312151614,57.91925465835991,68.38,-14.05,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,,103.42,3.92,,11.85,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,,6.2,8.98,19,17,18,18,91.13,,27.62,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-26,4.25,0,0,0,0,0,0,3,3,6,D,58
030530.KQ,030530,원익홀딩스,14860,중견기업부,가스캐비닛,KOSDAQ,주권,KRX,19240.0,19143.0,20596.333333333332,25543.166666666668,29223.4,-34.16234935017828,48700.0,-60.492813141683776,41.05603448269668,28.95,-29.13,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,,137.36,5.61,80.4,1.54,2.78,51.37,-3.49,-101.31,,-,6230.0,-4.0,504.0,-0.06,8.09,1180.86,-266.1,1009.31,6684.79,-5675.48,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,,,,2,1,1,1,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-08-26,4.25,0,6,0,0,0,0,5,1,12,D,59
241710.KQ,241710,코스메카코리아,14813,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,138300.0,110185.0,86893.33333333333,82757.5,80322.5,72.18089576395157,140000.0,-1.2142857142857142,90.01536098308355,66.23,93.7,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,6.16,15.61,22.27,18.0,5.19,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,131875.0,,,-4.65,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,2.92,2025.0,11011.0,,,2,1,1,1,,42.68,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-08-26,4.25,8,0,16,0,15,5,1,0,45,C,60
475830.KQ,475830,오름테라퓨틱,14812,기술성장기업부,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,KOSDAQ,주권,KRX,69100.0,61530.0,57136.666666666664,74765.83333333333,83110.25,-16.857427332970364,143700.0,-51.913709116214335,58.64661654133795,57.94,1.92,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,,,5.53,,12.59,-33.22,29.37,,,,-,0.24,-518.0,-420.0,-215662.5,-174870.83,-359.89,,40.65,384.37,-343.72,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,,18.74,-6.93,7,2,6,6,-32.82,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-26,4.25,0,0,0,0,0,0,3,3,6,D,61
082920.KQ,082920,비츠로셀,14512,우량기업부,리튬1차전지,KOSDAQ,주권,KRX,32000.0,31167.5,36149.166666666664,40128.75,31381.895,1.9696229306738793,64100.0,-50.078003120124805,50.25641025637417,8.11,-39.16,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,10.56,11.12,28.81,20.44,4.03,18.56,12.21,15.32,33.53,23.31,826 -> 1136 -> 1256,2431.0,693.0,569.0,28.51,23.41,635.86,521.59,243.75,403.47,-159.72,0.81,20.5,260.0,116.83,OpenDART,9.14,5.0,True,5.0,OpenDART,,4.0,,,40500.0,,,26.56,,,Naver/FnGuide,,KRW,2026-08-26,2025.0,CFS,11011,OpenDART,1.94,2025.0,11011,,,2,1,1,1,,23.31,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-26,4.25,4,0,16,5,12,5,5,3,50,C,62
035900.KQ,035900,JYP Ent.,14230,우량기업부,오디오물 출판 및 원판 녹음 관련 제품,KOSDAQ,주권,KRX,40100.0,42885.0,48533.333333333336,55234.166666666664,61243.5,-34.52366373574339,85100.0,-52.87896592244419,28.158844765314498,-10.89,-30.5,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,64.27,25.19,14.45,12.0,2.08,29.21,36.19,36.57,20.97,23.33,2971 -> 2751 -> 4519,8219.0,1552.0,1606.0,18.88,19.54,1243.33,1018.25,2944.72,2261.42,683.3,2.19,18.1,877.0,290.58,OpenDART,64.23,2.0,False,2.0,OpenDART,,4.0,,,67389.0,,,68.05,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,0.19,2025.0,11011.0,,,2,1,1,1,,23.33,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-08-26,4.25,12,3,20,20,12,10,3,3,83,A,63
039200.KQ,039200,오스코텍,13734,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,36000.0,35427.5,35446.666666666664,42885.833333333336,46072.0,-21.861434276784163,62000.0,-41.935483870967744,56.49717514119825,19.01,-14.39,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,5847.83,547.23,11.9,25.21,7.83,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,4.0,,,67000.0,,,86.11,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,0.0,,,3.85,7.59,7,5,6,6,103.38,,30.0,-15.97,의약품 제조업,의약품 제조업,2026-08-26,4.25,0,0,20,0,0,10,3,5,38,D,64
290650.KQ,290650,엘앤씨바이오,13673,우량기업부,"인체조직(피부, 뼈, 연골)",KOSDAQ,주권,KRX,50800.0,55167.5,70160.83333333333,70408.75,69574.25,-26.984480608845946,118300.0,-57.05832628909552,38.436482084673024,-3.42,-32.98,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,192.78,8.73,22.75,,6.35,-57.68,118.98,18.75,12.82,,2132 -> 6242,855.0,44.0,-1382.0,5.15,-161.64,125.65,-44.7,308.88,2481.04,-2172.16,0.1,,50.0,11.34,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,3.85,9.66,7,6,6,6,64.94,,27.6,,의약품 제조업,의약품 제조업,2026-08-26,4.25,0,0,0,0,0,10,5,3,18,D,65
078600.KQ,078600,대주전자재료,13521,우량기업부,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",KOSDAQ,주권,KRX,85600.0,85005.0,93146.66666666667,113509.16666666667,97892.0,-12.556695133412333,182800.0,-53.17286652078774,50.89514066494341,26.63,-44.09,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,-43.95,667.76,14.06,132.46,4.68,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,109.49,-128.37,870.95,4023.25,-3152.3,0.12,6.7,100.0,15.14,OpenDART,0.0,2.0,False,4.0,OpenDART,,4.0,,,191500.0,,,123.71,,,Naver/FnGuide,,KRW,2026-08-26,2025.0,CFS,11011,OpenDART,,2025.0,11011,4.47,15.99,8,6,7,7,4.7,444.67,15.65,746.39,전자부품 제조업,전자부품 제조업,2026-08-26,4.25,0,0,6,0,15,0,5,3,29,D,66
420770.KQ,420770,기가비스,13246,우량기업부,반도체 기판용 광학검사 및 수리장비,KOSDAQ,주권,KRX,104700.0,112075.0,135586.66666666666,114590.0,85708.75,22.15788936368807,192200.0,-45.525494276795,39.12248628883825,4.7,-25.95,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,353.16,47.97,5.12,48.0,6.58,7.42,13.4,100.77,,-33.36,2745 -> 269 -> 1219,524.0,121.0,155.0,23.09,29.58,256.54,210.21,397.82,282.74,115.08,0.76,65.63,800.0,101.41,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,191250.0,,,82.66,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,0.14,2025.0,11011.0,6.21,8.98,19,16,18,18,5.96,-33.36,26.31,82.44,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-26,4.25,0,0,6,20,0,10,5,3,44,C,67
183300.KQ,183300,코미코,13071,우량기업부,반도체 부품 세정 및 코팅,KOSDAQ,주권,KRX,25300.0,22662.5,31197.916666666668,29395.266666666666,25698.87,-1.5520915900193237,55782.0,-54.64486751998853,69.94535519114982,16.06,-29.85,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,-10.75,15.48,25.35,40.85,4.59,18.52,178.59,19.13,-1.33,24.64,625 -> 1088 -> 971,6041.0,1110.0,772.0,18.37,12.78,382.21,-1815.01,991.19,6604.31,-5613.12,5.53,28.3,1400.0,141.14,OpenDART,11.87,5.0,True,5.0,OpenDART,,4.0,,,68000.0,,,168.77,,,Naver/FnGuide,,KRW,2026-08-26,2025.0,CFS,11011,OpenDART,,2025.0,11011,6.58,8.16,19,16,18,18,-30.24,24.64,26.31,55.26,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-26,4.25,0,0,16,0,12,0,1,3,32,D,68
218410.KQ,218410,RFHIC,12623,우량기업부,GaN 트랜지스터,KOSDAQ,주권,KRX,47400.0,48190.0,57903.333333333336,73801.66666666667,59451.25,-20.270810117533273,112500.0,-57.86666666666667,40.32258064513853,18.5,-47.39,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,11.66,23.8,22.91,23.0,3.28,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,1858.0,309.0,355.0,16.63,19.11,294.99,242.9,1099.24,1497.25,-398.01,0.84,29.9,400.0,101.41,OpenDART,58.74,4.0,False,4.0,OpenDART,,4.0,,,101000.0,,,113.08,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,1.97,2025.0,11011.0,,,1,0,0,0,,28.82,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-08-26,4.25,4,0,6,5,15,5,5,3,43,C,69
043260.KQ,043260,성호전자,12446,우량기업부,"전원공급장치,필름콘덴서",KOSDAQ,주권,KRX,16950.0,17955.0,25976.666666666668,34799.166666666664,25242.03,-32.85009169230842,53200.0,-68.1390977443609,42.479823917784685,12.85,-49.25,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,871.74,6.42,2.91,3.67,2.61,46.27,128.77,11.72,20.63,101.28,331 -> 138 -> 1341,2316.0,76.0,910.0,3.28,39.29,200.87,152.61,295.71,3270.79,-2975.08,,,,,,,,,,,,4.5,,,85000.0,,,401.47,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,0.0,,,4.68,12.5,8,6,7,7,-44.23,101.28,19.5,-81.18,전자부품 제조업,전자부품 제조업,2026-08-26,4.25,15,3,20,0,15,10,5,1,69,B,70
195940.KQ,195940,HK이노엔,12365,우량기업부,"전문의약품, 숙취해소음료",KOSDAQ,주권,KRX,43750.0,40570.0,40357.5,45080.833333333336,47759.75,-8.395667900271672,57600.0,-24.04513888888889,62.650602409568094,14.83,-2.78,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,22.91,20.56,13.68,13.0,0.93,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,0.94,15.3,410.0,116.15,OpenDART,8.61,5.0,False,5.0,OpenDART,,4.0,,,62857.0,,,43.67,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,OFS,11011.0,OpenDART,0.57,2025.0,11011.0,5.32,9.66,7,5,6,6,-82.52,26.83,30.0,-56.67,의약품 제조업,의약품 제조업,2026-08-26,4.25,8,8,6,20,15,8,3,5,73,A,71
127120.KQ,127120,제이에스링크,12272,벤처기업부,"유전체분석(EGIS), 개인유전체분석(DNAGPS)",KOSDAQ,주권,KRX,33900.0,35795.0,35642.5,37872.5,31562.5,7.405940594059405,48900.0,-30.67484662576687,44.90358126718299,5.28,-18.21,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,,,3.2,,13.28,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,-93.87,-534.7,404.31,544.44,-140.13,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,,,32.81,-25.16,11,2,10,10,-59.52,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-26,4.25,0,0,0,0,0,0,5,5,10,D,72
003380.KQ,003380,하림지주,12264,우량기업부,지주사업,KOSDAQ,주권,KRX,10950.0,10653.0,10267.333333333334,11998.166666666666,11711.2,-6.49976091263065,19610.0,-44.16114227434982,51.32450331102035,18.51,-2.93,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,772.77,17.26,8.06,7.47,0.32,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,132149.0,8874.0,5138.0,6.72,3.89,11410.68,6803.36,14593.4,107306.95,-92713.55,1.1,,120.0,,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,16500.0,,,50.68,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,0.01,2025.0,11011.0,,,3,2,2,2,,148.93,,,기타 금융업,기타 금융업,2026-08-26,4.25,15,10,6,20,15,10,5,5,86,S,73
204270.KQ,204270,제이앤티씨,11887,중견기업부,"강화유리, 커넥터",KOSDAQ,주권,KRX,20550.0,16610.0,16822.333333333332,17767.25,19275.6,6.611467347319936,29450.0,-30.220713073005097,73.67491166068626,63.61,-2.84,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,,39.18,2.76,,4.47,-31.32,121.3,-32.03,,,-,1857.0,-780.0,-916.0,-42.0,-49.33,-23.26,-375.38,363.68,3004.65,-2640.97,,,,,,,,,,,,4.0,,,26000.0,,,26.52,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,,4.68,15.99,8,7,7,7,-4.49,,17.0,,전자부품 제조업,전자부품 제조업,2026-08-26,4.25,0,0,0,0,0,0,1,5,6,D,74
347700.KQ,347700,스피어,11856,기술성장기업부,우주항공산업 관련 부품 등 판매 / 디지털헬스 소프트웨어 개발 및 공급,KOSDAQ,주권,KRX,23000.0,21942.5,23448.0,34095.666666666664,28031.55,-17.949596080131137,53100.0,-56.685499058380415,63.15789473678006,55.3,-40.95,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,-98.98,1590.82,8.65,29.29,11.95,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,-146.67,-147.13,41.67,317.23,-275.56,,,,,,,,,,,,4.0,,,50000.0,,,117.39,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,,,,3,1,2,2,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-26,4.25,0,0,0,0,0,0,3,3,6,D,75
166090.KQ,166090,하나머티리얼즈,10462,우량기업부,"실리콘부품, 세라믹부품, 특수가스",KOSDAQ,주권,KRX,52400.0,55005.0,58107.5,62909.583333333336,57597.0,-9.023039394412903,81100.0,-35.388409371146736,45.283018867904595,8.83,-18.12,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,20.8,21.83,19.98,14.0,2.25,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,685.43,482.22,394.97,2219.26,-1824.29,0.57,15.1,300.0,57.87,OpenDART,-20.63,5.0,True,5.0,OpenDART,,4.0,,,88000.0,,,67.94,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,0.67,2025.0,11011.0,6.62,2.98,5,2,4,4,-66.01,5.86,,,반도체 제조업,반도체 제조업,2026-08-26,4.25,8,3,6,20,4,8,5,5,59,B,76
437730.KQ,437730,삼현,10415,기술성장기업부,"스마트 액추에이터, 스마트 파워유닛",KOSDAQ,주권,KRX,32800.0,36467.5,38279.166666666664,45185.833333333336,47196.0,-30.502584964827527,73200.0,-55.19125683060109,34.324324324298345,7.01,-35.81,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,19.27,100.86,1.95,200.88,8.52,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,0.95,-529.71,208.0,703.51,-495.51,,16.24,,15.73,OpenDART,,0.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,10.42,2025.0,11011.0,,,1,0,0,0,,-5.72,,,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-08-26,4.25,0,0,6,0,0,8,3,3,20,D,77
232140.KQ,232140,와이씨,10025,우량기업부,메모리 웨이퍼 테스터,KOSDAQ,주권,KRX,12220.0,9890.0,11637.0,15729.083333333334,15779.15,-22.556031218411636,23700.0,-48.438818565400844,69.42392909882247,49.39,-24.43,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,75.37,55.92,7.51,25.0,2.32,5.56,27.51,29.07,60.38,19.34,165 -> 134 -> 235,2726.0,170.0,290.0,6.24,10.64,411.93,245.48,982.3,1309.93,-327.63,,,,,,,,,,,,4.0,,,22750.0,,,86.17,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,0.33,,,6.58,8.98,19,16,18,18,-64.74,19.34,30.31,-17.52,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-26,4.25,4,3,6,20,12,10,1,3,59,B,78
115180.KQ,115180,큐리언트,9627,벤처기업부,저분자 혁신신약,KOSDAQ,주권,KRX,25250.0,22960.5,22134.5,29498.083333333332,29482.6,-14.356264372884342,50900.0,-50.39292730844793,61.15702479334126,49.23,-8.68,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,,,5.87,,32.54,-71.44,58.18,-23.91,,,-,70.0,-298.0,-313.0,-425.71,-447.14,-286.73,-323.69,210.36,228.03,-17.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,,25.96,-25.16,11,2,10,10,25.35,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-26,4.25,0,0,0,0,0,0,3,3,6,D,79
445680.KQ,445680,큐리옥스바이오시스템즈,9414,기술성장기업부,세포 전처리 자동화기기 등,KOSDAQ,주권,KRX,54700.0,43540.0,49660.833333333336,72339.58333333333,83912.75,-34.81324351782059,139600.0,-60.81661891117478,64.22947131606526,42.63,-39.49,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,,,8.58,,18.07,-53.58,47.75,13.04,,,-,52.0,-123.0,-272.0,-236.54,-523.08,-111.09,-112.45,147.85,252.18,-104.33,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,,,4.65,18.29,5,3,4,4,288.6,,15.0,,의료용 기기 제조업,의료용 기기 제조업,2026-08-26,4.25,0,0,0,0,0,0,3,1,4,D,80
036540.KQ,036540,SFA반도체,9341,중견기업부,"반도체패키지(SOP,DIP,QFP)",KOSDAQ,주권,KRX,5680.0,5417.25,5894.666666666667,6762.75,6180.125,-8.092473857729415,11010.0,-48.41053587647593,56.09418282526722,25.66,-31.73,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,,23.78,5.36,,1.94,-3.93,16.21,-8.26,,,-,3674.0,-196.0,-191.0,-5.33,-5.2,54.56,-166.04,226.3,766.27,-539.97,,,,,,,,,,,,4.0,,,9500.0,,,67.25,,,Naver/FnGuide,,KRW,2026-08-26,2025.0,CFS,11011,OpenDART,,,,6.62,9.64,5,3,4,4,-70.69,,14.0,,반도체 제조업,반도체 제조업,2026-08-26,4.25,0,3,0,0,0,0,3,3,9,D,81
356860.KQ,356860,티엘비,9279,우량기업부,SSD Module / DRAM Module PCB,KOSDAQ,주권,KRX,38750.0,30095.0,37263.01666666667,38259.3,34760.285,11.47779714694513,62887.0,-38.38154149506257,73.3193277310493,61.12,-31.68,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,426.04,64.33,5.54,17.0,4.97,15.99,95.41,43.61,664.71,175.65,117 -> 169 -> 889,2585.0,260.0,190.0,10.06,7.35,81.85,-286.99,245.12,1202.53,-957.41,,22.97,,43.75,OpenDART,,0.0,,1.0,OpenDART,,4.0,,,59366.0,,,53.2,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,0.04,2025.0,11011.0,4.47,12.5,8,6,7,7,11.19,175.65,18.15,-6.34,전자부품 제조업,전자부품 제조업,2026-08-26,4.25,8,0,16,20,15,10,1,5,75,A,82
124500.KQ,124500,아이티센글로벌,9223,우량기업부,시스템통합 및 IT서비스,KOSDAQ,주권,KRX,40200.0,27270.0,28054.5,40789.75,37689.4,6.66128938109919,71900.0,-44.08901251738526,78.90070921981899,101.81,-8.32,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,992.39,92.59,3.43,12.42,5.35,45.89,212.5,78.78,377.65,692.54,32 -> 184 -> 2010,88708.0,2799.0,1983.0,3.16,2.24,2381.52,2059.52,3972.24,10875.84,-6903.6,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,0.01,,,,,1,0,0,0,,692.54,,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",2026-08-26,4.25,8,0,20,20,15,10,1,5,79,A,83
101490.KQ,101490,에스앤에스텍,8971,우량기업부,블랭크마스크,KOSDAQ,주권,KRX,42050.0,41907.5,49181.666666666664,68727.5,66443.0,-36.71267101124272,105100.0,-59.990485252140815,44.10112359547093,6.46,-36.09,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,91.27,24.46,12.58,14.3,2.64,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,468.82,-175.92,800.1,887.84,-87.74,0.48,7.2,200.0,41.66,OpenDART,10.06,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-26,2025.0,CFS,11011,OpenDART,0.16,2025.0,11011,4.68,12.5,8,6,7,7,-43.59,50.19,19.5,-26.67,전자부품 제조업,전자부품 제조업,2026-08-26,4.25,8,3,20,20,15,10,5,3,84,A,84
293490.KQ,293490,카카오게임즈,8966,중견기업부,"모바일, PC게임 퍼블리싱",KOSDAQ,주권,KRX,8400.0,8393.5,8351.666666666666,10226.833333333334,12389.75,-32.20202183256321,23500.0,-64.25531914893618,62.162162161826146,12.3,-11.58,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,,,4.5,-8.0,0.68,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,,,,,,,,,,,,3.29,,,8914.0,,,6.12,,,Naver/FnGuide,,KRW,2026-08-26,2025.0,CFS,11011,OpenDART,,,,,,3,2,2,2,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-26,4.25,0,10,0,0,0,0,3,1,14,D,85
476830.KQ,476830,알지노믹스,8837,기술성장기업부,"인체질환치료제 및 진단제, 진단용 유전자재조합 의약품",KOSDAQ,주권,KRX,31350.0,31100.0,36992.5,63256.25,,,118000.0,-73.4322033898305,49.09420289852582,29.81,-50.28,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,,,9.4,,18.84,604.61,6.72,7800.0,,,-,79.0,-146.0,-1038.0,-184.81,-1313.92,-108.52,-109.73,176.19,39.56,136.63,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-24,2025.0,OFS,11011.0,OpenDART,,,,32.81,-33.31,11,2,10,10,-42.58,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-26,4.25,0,0,20,0,0,0,5,1,26,D,86
491000.KQ,491000,리브스메드,8776,기술성장기업부,"다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark",KOSDAQ,주권,KRX,34750.0,40647.5,39550.0,54450.0,,,91300.0,-61.93866374589266,27.972027972014274,0.72,-33.04,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,,,3.61,,4.97,-20.75,11.65,88.93,,,-,512.0,-226.0,-229.0,-44.14,-44.73,-347.4,-424.63,114.02,210.64,-96.62,,,,,,,,,,,,4.0,,,90000.0,,,158.99,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,,,8.42,18.29,5,3,4,4,-40.97,,15.0,,의료용 기기 제조업,의료용 기기 제조업,2026-08-26,4.25,0,0,0,0,0,0,3,1,4,D,87
