yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_pbr_gap,peg,cagr,peer_per_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
089030.KQ,089030,테크윙,17192,중견기업부,"반도체테스트핸들러,C.O.K(Change Over Kit)",KOSDAQ,주권,KRX,46400.0,45082.5,50262.5,52520.416666666664,51712.75,-10.273578566214328,71100.0,-34.73980309423347,49.57983193275853,5.69,-19.02,daily_close,NXT 미확인,2026-08-10 21:23 KST,,,,181.67,16.33,391.06,8.42,4.63,198.75,-14.23,-32.48,,-,1591.0,158.0,90.0,9.93,5.66,-160.89,-486.2,421.68,4215.8,-3794.12,0.28,49.4,130.0,46.46,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,14,18,18,26.0,6.6,8.98,27.58,,,1404.08,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-10,4.25,0,0,0,0,0,0,5,5,10,D,52
0009K0.KQ,0009K0,에임드바이오,17105,기술성장기업부,ADC 기반 항암제,KOSDAQ,주권,KRX,27200.0,21667.0,26594.0,39409.083333333336,,,72500.0,-62.48275862068966,70.6682436427564,13.57,-33.25,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,,626.65,2.33,383.33,8.91,5.13,3.32,300.85,,,-,473.0,208.0,50.0,43.97,10.57,178.6,174.97,1064.08,63.97,1000.11,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-10,2025.0,CFS,11011,OpenDART,,,10,1,9,9,,23.09,-31.49,-61.41,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-10,4.25,0,0,6,0,0,0,1,1,8,D,53
035900.KQ,035900,JYP Ent.,16824,우량기업부,오디오물 출판 및 원판 녹음 관련 제품,KOSDAQ,주권,KRX,47400.0,45667.5,52033.333333333336,57902.5,63226.0,-25.030841742321197,85100.0,-44.30082256169213,58.92857142852232,-6.51,-16.25,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,64.27,25.19,18.33,13.0,2.51,29.21,36.19,36.57,20.97,23.33,2971 -> 2751 -> 4519,8219.0,1552.0,1606.0,18.88,19.54,1243.33,1018.25,2944.72,2261.42,683.3,1.85,18.1,877.0,290.58,OpenDART,64.23,2.0,False,2.0,OpenDART,,4.0,,,78722.0,,,66.08,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,,,,,0.2,23.33,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-08-10,4.25,8,3,20,20,12,10,3,5,81,A,54
060370.KQ,060370,LS마린솔루션,16559,우량기업부,해저케이블등의 건설 및 유지보수 업무,KOSDAQ,주권,KRX,31850.0,28262.5,29608.333333333332,31185.416666666668,30157.0,5.613953642603707,50100.0,-36.427145708582835,60.246913580205266,9.83,-18.44,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,-51.36,69.69,2.16,104.46,2.19,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,199.34,-565.57,735.64,1109.64,-374.0,,97.5,,81.43,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,44000.0,,,38.15,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,,,,,-28.93,,전기 및 통신 공사업,전기 및 통신 공사업,2026-08-10,4.25,0,3,0,0,0,0,3,5,11,D,55
950160.KQ,950160,코오롱티슈진,16424,외국기업(소속부없음),골관절염 치료제,KOSDAQ,주식예탁증권,KRX,19330.0,31573.5,77447.83333333333,90648.91666666667,82568.85,-76.58923431778449,138800.0,-86.0734870317003,22.522732571687683,-78.52,-84.26,daily_close,NXT 미확인,2026-08-10 21:23 KST,,,,,4.72,,11.9,-183.43,561.65,1.96,,,-,52.0,-223.0,-1926.0,-428.85,-3703.85,-0.17,-1.0,0.47,2.51,-2.04,,,,,,,,,,,,3.0,,,280000.0,,,1348.53,,,Naver/FnGuide,외화 공시 환산 필요,USD,2026-08-07,2025.0,OFS,11011.0,OpenDART,,,8,2,7,7,,15.95,-9.41,-25.39,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-10,4.25,0,0,0,0,0,0,1,1,2,D,56
030530.KQ,030530,원익홀딩스,16219,중견기업부,가스캐비닛,KOSDAQ,주권,KRX,21000.0,17464.5,22083.166666666668,26931.583333333332,29602.45,-29.059925783169977,48700.0,-56.87885010266941,62.03937405346449,11.76,-32.91,daily_close,NXT 미확인,2026-08-10 21:23 KST,,,,137.36,5.5,76.2,1.46,2.78,51.37,-3.49,-101.31,,-,6230.0,-4.0,504.0,-0.06,8.09,1180.86,-266.1,1009.31,6684.79,-5675.48,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,,,,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-08-10,4.25,0,6,0,0,0,0,3,3,12,D,57
096530.KQ,096530,씨젠,16059,우량기업부,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",KOSDAQ,주권,KRX,30600.0,27625.0,28790.833333333332,26559.166666666668,26048.25,17.474302496328928,35150.0,-12.944523470839261,66.2100456620158,5.52,9.68,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,7007.69,906.71,18.33,22.24,1.24,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,1493.34,1088.69,2255.72,2199.82,55.9,3.27,95.5,1000.0,461.18,OpenDART,7.72,5.0,True,5.0,OpenDART,,4.0,,,44500.0,,,45.42,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,1,2,2,,,,,0.0,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-08-10,4.25,4,6,0,0,0,10,1,5,26,D,58
078600.KQ,078600,대주전자재료,15468,우량기업부,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",KOSDAQ,주권,KRX,98500.0,77345.0,104261.66666666667,113932.5,97228.0,1.3082651088163904,182800.0,-46.115973741794306,70.2786377708826,20.71,-30.88,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,-43.95,667.76,14.81,134.2,5.21,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,109.49,-128.37,870.95,4023.25,-3152.3,0.1,6.7,100.0,15.14,OpenDART,0.0,2.0,False,4.0,OpenDART,,4.0,,,191500.0,,,94.42,,,Naver/FnGuide,,KRW,2026-08-06,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,8,6,7,7,19.0,3.45,12.5,51.01,,444.67,606.32,전자부품 제조업,전자부품 제조업,2026-08-10,4.25,0,0,6,0,15,0,1,3,25,D,59
475830.KQ,475830,오름테라퓨틱,15181,기술성장기업부,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,KOSDAQ,주권,KRX,70100.0,48622.5,57515.0,79692.5,81461.5,-13.947079295127146,143700.0,-51.217814892136396,76.56546489561534,43.94,-8.49,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,,,6.25,,11.82,-33.22,29.37,,,,-,0.24,-518.0,-420.0,-215662.5,-174870.83,-359.89,,40.65,384.37,-343.72,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,15.95,-9.41,-25.89,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-10,4.25,0,0,0,0,0,0,1,3,4,D,60
082920.KQ,082920,비츠로셀,15121,우량기업부,리튬1차전지,KOSDAQ,주권,KRX,33850.0,29420.0,40153.333333333336,39097.083333333336,30378.27,11.428333476527792,64100.0,-47.19188767550702,60.2272727272344,8.84,-45.14,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,10.56,11.12,30.83,18.0,4.17,18.56,12.21,15.32,33.53,23.31,826 -> 1136 -> 1256,2431.0,693.0,569.0,28.51,23.41,635.86,521.59,243.75,403.47,-159.72,0.77,20.5,260.0,116.83,OpenDART,9.14,5.0,True,5.0,OpenDART,,4.0,,,50333.0,,,48.69,,,Naver/FnGuide,,KRW,2026-08-06,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,1.7,23.31,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-10,4.25,8,0,16,5,12,5,3,3,52,C,61
420770.KQ,420770,기가비스,14868,우량기업부,반도체 기판용 광학검사 및 수리장비,KOSDAQ,주권,KRX,118100.0,124585.0,137605.0,109884.16666666667,81224.0,45.40037427361371,192200.0,-38.55359001040583,38.654708520174516,-28.21,-7.08,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,353.16,47.97,5.15,59.0,7.22,7.42,13.4,100.77,,-33.36,2745 -> 269 -> 1219,524.0,121.0,155.0,23.09,29.58,256.54,210.21,397.82,282.74,115.08,0.68,65.63,800.0,101.41,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,182500.0,,,54.53,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,14,18,18,26.0,6.6,8.98,9.39,0.17,-33.36,126.92,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-10,4.25,0,0,6,20,0,10,5,5,46,C,62
043260.KQ,043260,성호전자,14814,우량기업부,"전원공급장치,필름콘덴서",KOSDAQ,주권,KRX,20650.0,17149.0,29630.5,35279.833333333336,24275.01,-14.933093745378473,53200.0,-61.18421052631579,58.22442541681771,-6.77,-53.6,daily_close,NXT 미확인,2026-08-10 21:23 KST,,,871.74,6.42,5.27,2.72,1.93,46.27,128.77,11.72,20.63,101.28,331 -> 138 -> 1341,2316.0,76.0,910.0,3.28,39.29,200.87,152.61,295.71,3270.79,-2975.08,,,,,,,,,,,,4.5,,,85000.0,,,311.62,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,,8,6,7,7,24.5,4.64,9.7,-58.41,0.0,101.28,-88.9,전자부품 제조업,전자부품 제조업,2026-08-10,4.25,15,3,20,0,15,10,3,1,67,B,63
007390.KQ,007390,네이처셀,14755,중견기업부,닥터쥬크르,KOSDAQ,주권,KRX,23150.0,23245.0,25291.166666666668,22476.416666666668,22784.8,1.6028229345879743,37800.0,-38.75661375661375,39.89071038245263,-8.13,27.62,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,,1126.55,6.74,,21.6,-4.45,18.57,-35.91,-700.0,,-,207.0,-36.0,-28.0,-17.39,-13.53,1.57,-164.33,167.67,117.02,50.65,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,11.9,-23.48,81.51,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-10,4.25,0,0,0,0,0,0,5,5,10,D,64
039200.KQ,039200,오스코텍,14538,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,38250.0,31365.0,36334.166666666664,44318.333333333336,46194.75,-17.198382933125515,62000.0,-38.306451612903224,70.60367454063052,23.19,-19.73,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,5847.83,547.23,13.01,21.25,6.6,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,4.0,,,75000.0,,,96.08,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,,7,5,6,6,29.0,3.9,7.59,69.23,0.0,,-26.72,의약품 제조업,의약품 제조업,2026-08-10,4.25,4,0,20,0,0,10,1,5,40,C,65
218410.KQ,218410,RFHIC,14457,우량기업부,GaN 트랜지스터,KOSDAQ,주권,KRX,58500.0,45512.5,66652.5,74397.5,58309.75,0.3262747653694279,112500.0,-48.0,62.01550387594976,12.28,-44.44,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,11.66,23.8,27.95,28.0,3.54,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,1858.0,309.0,355.0,16.63,19.11,294.99,242.9,1099.24,1497.25,-398.01,0.68,29.9,400.0,101.41,OpenDART,58.74,4.0,False,4.0,OpenDART,,4.0,,,125250.0,,,114.1,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,,,,2.4,28.82,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-08-10,4.25,0,0,6,0,15,5,3,3,32,D,66
127120.KQ,127120,제이에스링크,14231,벤처기업부,"유전체분석(EGIS), 개인유전체분석(DNAGPS)",KOSDAQ,주권,KRX,41000.0,34152.5,35690.0,37629.583333333336,30609.45,33.945562563195345,48900.0,-16.155419222903884,65.20947176681557,5.26,1.49,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,,,3.31,,15.8,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,-93.87,-534.7,404.31,544.44,-140.13,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-10,2025.0,CFS,11011,OpenDART,,,10,2,9,9,,23.09,-18.83,-31.57,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-10,4.25,0,0,0,0,0,0,1,5,6,D,67
323280.KQ,323280,태성,13940,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,47550.0,34945.0,46046.666666666664,56891.666666666664,51809.75,-8.22190803854487,89700.0,-46.98996655518395,63.147605083071674,22.24,-32.84,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,,103.42,3.92,,9.28,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,,,19,15,18,18,26.0,6.6,8.98,40.61,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-10,4.25,0,0,0,0,0,0,3,3,6,D,68
131970.KQ,131970,두산테스나,13567,우량기업부,반도체 테스트,KOSDAQ,주권,KRX,71100.0,74370.0,117605.0,106900.83333333333,84160.25,-15.51831179208712,190100.0,-62.598632298790115,42.210386151789734,-28.83,-60.93,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,-95.9,238.23,14.08,34.0,2.94,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3039.0,-9.0,15.0,-0.3,0.49,1472.18,1224.2,1095.47,2666.99,-1571.52,0.23,194.3,160.0,30.78,OpenDART,0.0,5.0,False,5.0,OpenDART,,3.83,,,187500.0,,,163.71,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,,,,,-83.42,,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-08-10,4.25,0,3,0,0,0,0,5,1,9,D,69
347700.KQ,347700,스피어,12939,기술성장기업부,우주항공산업 관련 부품 등 판매 / 디지털헬스 소프트웨어 개발 및 공급,KOSDAQ,주권,KRX,25100.0,18240.5,26845.5,35731.916666666664,27155.5,-7.569369004437407,53100.0,-52.730696798493405,67.74500475732881,15.14,-40.94,daily_close,NXT 미확인,2026-08-10 21:23 KST,,,-98.98,1590.82,10.3,18.19,7.42,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,-146.67,-147.13,41.67,317.23,-275.56,,,,,,,,,,,,4.0,,,50000.0,,,99.2,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,,4,1,3,3,,2.25,-7.93,229.78,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-10,4.25,4,0,0,0,0,0,1,3,8,D,70
003380.KQ,003380,하림지주,12690,우량기업부,지주사업,KOSDAQ,주권,KRX,11330.0,9945.5,10455.0,12468.75,11518.55,-1.636924786539966,19610.0,-42.2233554309026,68.39999999980847,9.36,-7.96,daily_close,NXT 미확인,2026-08-10 21:23 KST,,,772.77,17.26,9.07,4.95,0.33,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,132149.0,8874.0,5138.0,6.72,3.89,11410.68,6803.36,14593.4,107306.95,-92713.55,1.06,,120.0,,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,16500.0,,,45.63,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011,OpenDART,2025.0,11011,3,2,2,2,,,,,0.01,148.93,,기타 금융업,기타 금융업,2026-08-10,4.25,15,10,6,20,15,10,1,5,82,A,71
491000.KQ,491000,리브스메드,12602,기술성장기업부,"다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark",KOSDAQ,주권,KRX,49900.0,39277.5,43797.5,58497.083333333336,,,91300.0,-45.34501642935378,70.63953488369218,18.11,-25.41,daily_close,NXT 미확인,2026-08-10 21:23 KST,,,,,4.55,,7.12,-20.75,11.65,88.93,,,-,512.0,-226.0,-229.0,-44.14,-44.73,-347.4,-424.63,114.02,210.64,-96.62,,,,,,,,,,,,4.0,,,120000.0,,,140.48,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011,OpenDART,,,4,3,3,3,16.0,5.31,26.21,34.09,,,,의료용 기기 제조업,의료용 기기 제조업,2026-08-10,4.25,0,0,0,0,0,0,1,3,4,D,72
195940.KQ,195940,HK이노엔,12040,우량기업부,"전문의약품, 숙취해소음료",KOSDAQ,주권,KRX,42500.0,38505.0,41128.333333333336,46315.416666666664,48125.5,-11.689229202813477,57600.0,-26.21527777777778,66.54929577458228,4.17,-15.51,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,22.91,20.56,13.79,13.0,0.9,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,0.96,15.3,410.0,116.15,OpenDART,8.61,5.0,False,5.0,OpenDART,,4.0,,,62857.0,,,47.9,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,OFS,11011,OpenDART,2025.0,11011,7,5,6,6,29.0,5.58,9.66,-83.87,0.57,26.83,-55.17,의약품 제조업,의약품 제조업,2026-08-10,4.25,8,8,6,20,15,8,1,5,71,A,73
166090.KQ,166090,하나머티리얼즈,11925,우량기업부,"실리콘부품, 세라믹부품, 특수가스",KOSDAQ,주권,KRX,60000.0,53427.5,61119.166666666664,63288.75,56790.5,5.651473397839427,81100.0,-26.017262638717632,59.2838196286252,6.38,-24.05,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,20.8,21.83,21.5,21.45,2.15,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,685.43,482.22,394.97,2219.26,-1824.29,0.5,15.1,300.0,57.87,OpenDART,-20.63,5.0,True,5.0,OpenDART,,4.0,,,94500.0,,,57.5,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,,5.78,2.98,-62.8,1.03,5.86,,반도체 제조업,반도체 제조업,2026-08-10,4.25,4,3,6,10,4,8,3,5,43,C,74
437730.KQ,437730,삼현,11731,기술성장기업부,"스마트 액추에이터, 스마트 파워유닛",KOSDAQ,주권,KRX,37000.0,33872.5,41746.666666666664,46860.0,46909.0,-21.12387814705067,73200.0,-49.45355191256831,61.042183622807585,8.5,-31.61,daily_close,NXT 미확인,2026-08-10 21:23 KST,,,19.27,100.86,1.78,217.65,9.23,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,0.95,-529.71,208.0,703.51,-495.51,,16.24,,15.73,OpenDART,,0.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-10,2025.0,CFS,11011,OpenDART,2025.0,11011,1,0,0,0,,,,,11.29,-5.72,,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-08-10,4.25,0,0,6,0,0,8,3,3,20,D,75
183300.KQ,183300,코미코,11176,우량기업부,반도체 부품 세정 및 코팅,KOSDAQ,주권,KRX,54400.0,62135.0,82936.58333333333,73139.45833333333,64164.475,-15.217883416017974,139200.0,-60.91954022988506,20.634920634909165,-34.69,-42.88,daily_close,NXT 미확인,2026-08-10 21:23 KST,,,-10.74,15.48,25.62,23.09,3.92,18.52,178.59,19.13,-1.33,24.61,1563 -> 2719 -> 2427,6041.0,1110.0,772.0,18.37,12.78,382.21,-1815.01,991.19,6604.31,-5613.12,2.57,28.3,1400.0,141.14,OpenDART,11.87,5.0,True,5.0,OpenDART,,4.0,,,170932.0,,,214.21,,,Naver/FnGuide,,KRW,2026-08-06,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,14,18,18,27.5,7.01,8.16,-44.08,,24.61,-16.04,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-10,4.25,4,0,16,0,12,0,1,1,34,D,76
031330.KQ,031330,에스에이엠티,11109,우량기업부,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업",KOSDAQ,주권,KRX,11110.0,9880.5,12867.833333333334,9408.208333333334,7223.525,53.803025531163804,18860.0,-41.092258748674446,53.74233128825124,-6.17,17.57,daily_close,NXT 미확인,2026-08-10 21:23 KST,,,39.34,6.2,8.61,3.63,1.5,16.55,183.14,30.01,68.99,51.79,329 -> 544 -> 758,37566.0,1139.0,758.0,3.03,2.02,-1202.55,-1206.28,983.32,8901.87,-7918.55,2.07,29.6,230.0,224.35,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-10,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,,,,,0.09,51.79,,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-08-10,4.25,15,6,16,20,15,10,5,5,92,S,77
476830.KQ,476830,알지노믹스,10352,기술성장기업부,"인체질환치료제 및 진단제, 진단용 유전자재조합 의약품",KOSDAQ,주권,KRX,37750.0,28385.0,43611.666666666664,66720.83333333333,,,118000.0,-68.00847457627118,70.57728119176953,13.88,-50.59,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,,,12.23,,16.96,604.61,6.72,7800.0,,,-,79.0,-146.0,-1038.0,-184.81,-1313.92,-108.52,-109.73,176.19,39.56,136.63,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-04,2025.0,OFS,11011.0,OpenDART,,,10,2,9,9,,23.09,-31.49,-26.55,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-10,4.25,0,0,20,0,0,0,1,1,22,D,78
241710.KQ,241710,코스메카코리아,10146,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,99900.0,84320.0,77023.33333333333,79230.0,76905.0,29.900526623756583,103000.0,-3.0097087378640777,65.28384279473987,20.36,16.3,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,6.16,15.61,21.9,15.0,4.03,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,117500.0,,,17.62,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,,,,,2.44,42.68,,기타 화학제품 제조업,기타 화학제품 제조업,2026-08-10,4.25,8,0,16,0,15,5,1,0,45,C,79
115180.KQ,115180,큐리언트,10128,벤처기업부,저분자 혁신신약,KOSDAQ,주권,KRX,27250.0,18604.0,22736.166666666668,30266.833333333332,29186.5,-6.634916827985542,50900.0,-46.46365422396856,76.86156921533853,47.3,-8.86,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,,,6.27,,31.11,-71.44,58.18,-23.91,,,-,70.0,-298.0,-313.0,-425.71,-447.14,-286.73,-323.69,210.36,228.03,-17.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,,,10,2,9,9,,16.96,-18.83,83.43,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-10,4.25,0,0,0,0,0,0,1,3,4,D,80
041830.KQ,041830,인바디,9436,우량기업부,정밀 체성분 분석기,KOSDAQ,주권,KRX,70000.0,54112.5,49750.0,40415.833333333336,36437.75,92.10845894710843,70800.0,-1.1299435028248588,70.74999999997524,33.33,55.56,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,-6.44,11.16,33.32,23.61,2.84,10.37,12.91,14.38,0.27,-8.12,2684 -> 2422 -> 2266,2339.0,368.0,300.0,15.73,12.83,357.78,279.18,523.72,412.73,110.99,0.86,26.69,600.0,80.04,OpenDART,25.99,5.0,False,5.0,OpenDART,,4.0,,,74500.0,,,6.43,,,Naver/FnGuide,,KRW,2026-08-06,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,4,2,3,3,,7.12,26.21,-60.11,,-8.12,,의료용 기기 제조업,의료용 기기 제조업,2026-08-10,4.25,4,3,12,0,0,0,1,0,20,D,81
101490.KQ,101490,에스앤에스텍,9430,우량기업부,블랭크마스크,KOSDAQ,주권,KRX,44550.0,41372.5,55126.666666666664,73177.5,67277.5,-33.7817249451897,105100.0,-57.61179828734539,55.968992248037715,-6.7,-49.94,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,91.27,24.46,12.76,15.01,2.76,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,468.82,-175.92,800.1,887.84,-87.74,0.45,7.2,200.0,41.66,OpenDART,10.06,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-06,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,8,6,7,7,24.5,4.64,9.7,-40.52,0.16,50.19,-38.73,전자부품 제조업,전자부품 제조업,2026-08-10,4.25,8,3,20,20,15,10,3,3,82,A,82
