yf_symbol,symbol,name,market_cap,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,fundamental_refreshed_at,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,cashflow_status,financial_currency,dart_year,dart_fs_div,dart_report_code,dart_source,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
LLY,LLY,일라이릴리,979.64,1189.4100341796875,1200.189501953125,1174.6491719563803,1067.3694213867188,1057.4809548950195,12.475787736315793,1280.3399658203125,-7.102014626432933,49.61419020313415,-1.7,9.91,daily_close,일봉 종가,2026-08-27 20:49 KST,,,26.2,66.6,85.44,40.75881,34.79738,102.29,162.071,47.7,74.27,98.92,5.8 -> 11.71 -> 22.95,65179000000.0,29696000000.0,20640000000.0,45.56,31.67,16813000000.0,5964000000.0,7268000000.0,42503000000.0,-35235000000.0,0.58,21.69,6.92,,yfinance,15.24,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,78.95,4.29,27.0,0.0,1299.01,1600.0,850.0,9.21,24.79,Finnhub,yfinance,2026-08-27,1.56,98.92,25.73,4.2,14.6,16,15,14,14,58.41,728.51,,,,,,,2026-08-26,4.66,0,0,20,5,15,8,5,0,53,C,11
WMT,WMT,월마트,932.53,104.33999633789062,111.06599922180176,113.69883257548014,119.83099937438965,118.57774959564209,-12.007103614550907,134.1999969482422,-22.25037353903061,33.46169777957468,-8.65,-8.95,daily_close,일봉 종가,2026-08-27 20:49 KST,,,-9.1,35.93,38.16,38.18116,8.894328,22.31,70.378,5.9,1.63,19.45,1.91 -> 2.41 -> 2.73,713163000000.0,29825000000.0,21893000000.0,4.18,3.07,41565000000.0,14923000000.0,10727000000.0,67095000000.0,-56368000000.0,0.95,34.96,0.99,,yfinance,7.98,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Discount Stores,89.58,4.42,40.0,0.0,128.43,155.0,81.0,23.09,2.65,Finnhub,yfinance,2026-08-26,,19.45,25.77,8.24,29.72,9,7,6,6,48.16,7.94,,,,,,,2026-08-26,4.66,0,0,20,0,12,0,3,5,40,C,12
AMD,AMD,AMD,876.24,480.92999267578125,483.002001953125,506.6741673787435,409.20458399454753,333.2271504211426,44.324972340329204,580.9099731445312,-17.210925115908594,47.39111223505634,11.96,-5.72,daily_close,일봉 종가,2026-08-27 20:49 KST,,,159.5,135.05,75.37,120.51319,11.088466,10.2,6.361,50.1,77.09,123.61,0.53 -> 1.0 -> 2.65,34639000000.0,3694000000.0,4335000000.0,10.66,12.51,7709000000.0,6735000000.0,5539000000.0,3847000000.0,1692000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Semiconductors,82.76,4.53,48.0,-1.45,613.09,1250.0,365.0,27.48,5.88,Finnhub,yfinance,2026-08-25,0.76,123.61,34.97,10.68,35.92,23,21,22,22,244.62,3.82,,,,,,,2026-08-26,4.66,0,0,12,16,15,10,5,5,63,B,13
JPM,JPM,JP모건 체이스,871.43,356.5,357.6499984741211,340.41116689046225,320.3725840250651,316.74610061645507,12.550714691096566,365.17999267578125,-2.3769080590041063,50.308469959637115,3.42,20.2,daily_close,일봉 종가,2026-08-27 20:49 KST,,,46.9,11.94,75.95,15.2591,2.6788063,17.79,,30.4,,11.06,16.23 -> 19.75 -> 20.02,181847000000.0,,57048000000.0,,31.37,-147782000000.0,-147782000000.0,343338000000.0,499982000000.0,-156644000000.0,1.68,25.71,6.0,,yfinance,11.53,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,60.0,3.91,20.0,3.33,373.65,420.0,305.0,4.81,4.8,Finnhub,yfinance,2026-08-27,0.33,11.06,20.13,3.16,14.82,18,17,17,17,-24.2,-15.23,,,,,,,2026-08-26,4.66,8,3,16,20,8,10,5,0,70,A,14
INTC,INTC,Intel Corporation,673.43,88.23999786376953,95.85549926757812,107.14783299763998,92.25266644159953,72.25959993362427,22.11525934937977,140.94000244140625,-37.39180052841703,32.61196141964925,7.77,-19.29,daily_close,일봉 종가,2026-08-27 20:49 KST,89.65,1.597917237495092,98.63,65.53,63.7,,6.0233884,-10.71,48.997,25.4,6.88,,1.94 -> 0.4,52853000000.0,-23000000.0,-267000000.0,-0.04,-0.51,9697000000.0,-4949000000.0,14265000000.0,46585000000.0,-32320000000.0,,0.0,0.0,,yfinance,,0.0,,9.0,yfinance dividend history,Technology,Semiconductors,34.55,3.4,40.0,1.82,114.05,200.0,74.0,29.25,1086.32,Finnhub,yfinance,2026-08-19,,,37.71,11.06,35.92,23,22,22,22,,-45.54,,,,,,,2026-08-26,4.66,0,0,0,0,0,10,3,5,18,D,15
V,V,비자,622.33,383.8999938964844,367.9090042114258,350.48500264485676,332.5261670430501,332.54519973754884,15.44295157454257,384.1400146484375,-0.06248262164846078,62.85657858148264,4.11,18.94,daily_close,일봉 종가,2026-08-27 20:49 KST,,,10.2,28.2,90.3,32.67234,20.344461,61.19,67.821,14.4,10.39,10.99,8.28 -> 9.73 -> 10.2,40000000000.0,26556000000.0,20058000000.0,66.39,50.14,23059000000.0,21577000000.0,17164000000.0,25171000000.0,-8007000000.0,0.7,22.13,2.68,,yfinance,15.71,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,92.16,4.55,37.0,0.32,417.9,460.0,330.0,8.86,0.78,Finnhub,yfinance,2026-08-27,3.2,10.99,19.98,3.09,14.82,18,17,17,17,63.53,558.4,,,,,,,2026-08-26,4.66,0,0,20,0,8,5,3,0,36,D,16
XOM,XOM,엑슨모빌,571.22,158.19000244140625,159.24600067138672,149.77433319091796,152.1949166615804,143.26379985809325,10.418683992814524,171.47000122070312,-7.744794240832757,56.243026023782114,0.92,5.9,daily_close,일봉 종가,2026-08-27 20:49 KST,157.65,-0.3413631917770921,112.8,12.12,66.3,20.647814,2.5466075,12.58,15.921,44.1,-14.41,-13.19,8.89 -> 7.84 -> 6.7,323905000000.0,33938000000.0,28844000000.0,10.48,8.91,51970000000.0,23612000000.0,10681000000.0,43537000000.0,-32856000000.0,2.6,52.51,4.12,,yfinance,4.06,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,50.0,3.68,22.0,-3.33,169.68,200.0,142.0,7.26,3.84,Finnhub,yfinance,2026-08-26,0.18,-13.19,,,,3,2,2,2,,,,,,,,,2026-08-26,4.66,4,3,12,20,0,10,3,0,52,C,17
ORCL,ORCL,오라클,530.03,148.8699951171875,144.71599960327148,154.18650016784667,162.07966658274333,171.54354984283447,-13.217375265010038,328.3299865722656,-54.65842256098009,54.91623503353047,26.44,-40.01,daily_close,일봉 종가,2026-08-27 20:49 KST,,,21.9,36.02,45.94,25.81866,11.246165,53.38,388.87,20.6,24.33,25.36,3.71 -> 4.34 -> 5.83,67357000000.0,22444000000.0,17087000000.0,33.32,25.37,31977000000.0,-23686000000.0,31289000000.0,156189000000.0,-124900000000.0,1.34,34.31,2.0,,yfinance,14.07,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,81.63,4.41,41.0,0.0,246.43,400.0,110.0,65.53,9.27,Finnhub,yfinance,2026-08-18,1.18,25.36,40.45,10.68,35.48,23,21,22,22,-36.17,5.3,,,,,,,2026-08-26,4.66,0,0,20,10,15,8,5,3,61,B,18
AMAT,AMAT,"Applied Materials, Inc.",489.96,479.760009765625,514.5530014038086,548.5574986775716,469.3468322753906,399.2086994934082,20.177744216104415,723.0,-33.643152176262106,36.70308910149411,9.92,4.71,daily_close,일봉 종가,2026-08-27 20:49 KST,486.5625,1.4178943838395763,42.8,18.74,86.28,41.851788,14.866062,41.07,28.666,24.8,7.66,3.34,8.11 -> 8.61 -> 8.66,28368000000.0,8470000000.0,6998000000.0,29.86,24.67,7958000000.0,5698000000.0,7241000000.0,7050000000.0,191000000.0,0.44,16.48,2.12,,yfinance,20.39,10.0,False,10.0,yfinance dividend history,Technology,Semiconductor Equipment & Materials,86.67,4.54,35.0,0.0,641.03,900.0,358.0,33.61,3.51,Finnhub,yfinance,2026-08-26,0.98,3.34,34.97,10.68,35.48,23,21,22,22,19.68,39.2,,,,,,,2026-08-26,4.66,0,0,20,16,4,10,5,5,60,B,19
CSCO,CSCO,시스코 시스템즈,471.16,112.36000061035156,115.6189998626709,116.91583340962728,104.13691660563151,93.51670001983642,20.149663735480583,130.0,-13.569230299729568,35.00000669876242,-0.11,-7.39,daily_close,일봉 종가,2026-08-27 20:49 KST,,,37.1,18.44,83.44,40.452145,9.883881,25.23,67.541,12.0,-3.59,-7.8,3.07 -> 2.54 -> 2.61,56654000000.0,12504000000.0,10180000000.0,22.07,17.97,14193000000.0,13288000000.0,8346000000.0,28093000000.0,-19747000000.0,1.5,55.0,1.68,,yfinance,2.58,10.0,False,10.0,yfinance dividend history,Technology,Communication Equipment,69.7,4.15,22.0,0.0,132.59,150.0,115.0,18.0,-0.11,Finnhub,yfinance,2026-08-26,1.09,-7.8,34.97,11.06,35.92,23,21,22,22,15.68,-10.63,,,,,,,2026-08-26,4.66,0,0,20,10,0,10,5,5,50,C,20
CAT,CAT,"Caterpillar, Inc.",454.06,821.9299926757812,838.7335052490234,901.4816670735677,849.8805002848308,764.8870986938476,7.457688079631933,1064.9000244140625,-22.816229333074727,39.81744453251453,5.01,-5.02,daily_close,일봉 종가,2026-08-27 20:49 KST,,,68.2,19.57,73.73,35.05546,19.325243,56.97,232.783,24.0,-14.7,-3.31,20.12 -> 22.05 -> 18.81,67589000000.0,11151000000.0,8884000000.0,16.5,13.14,11739000000.0,7453000000.0,9980000000.0,43330000000.0,-33350000000.0,0.79,26.01,6.52,,yfinance,8.12,10.0,False,10.0,yfinance dividend history,Industrials,Farm & Heavy Construction Machinery,52.94,3.86,26.0,-2.94,979.22,1225.0,575.0,19.14,16.74,Finnhub,yfinance,2026-08-26,0.51,-3.31,35.03,8.64,34.77,9,8,8,8,0.07,123.67,,,,,,,2026-08-26,4.66,0,0,20,20,0,10,5,5,60,B,21
MA,MA,마스터카드,432.77,598.469970703125,574.251986694336,534.5659942626953,518.2762474060058,529.111247253418,13.108533188387812,599.8599853515625,-0.23172318247279788,65.33639588649669,6.24,20.84,daily_close,일봉 종가,2026-08-27 20:49 KST,,,22.1,35.06,91.54,31.423773,89.26985,241.2,439.583,14.1,19.52,18.17,11.83 -> 13.89 -> 16.52,32791000000.0,19514000000.0,14968000000.0,59.51,45.65,17648000000.0,16433000000.0,10566000000.0,19000000000.0,-8434000000.0,0.58,17.93,3.48,,yfinance,15.75,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,92.59,4.63,38.0,2.21,660.34,735.0,550.0,10.34,2.85,Finnhub,yfinance,2026-08-19,1.42,18.17,19.98,3.09,14.82,18,17,17,17,57.28,2788.99,,,,,,,2026-08-26,4.66,0,0,20,10,12,8,1,0,51,C,22
COST,COST,코스트코,421.95,956.1199951171875,952.8584991455078,951.42783203125,978.2149139404297,959.7284484863281,-0.3759869132598763,1094.3199462890625,-12.628843295831672,52.69256523588527,-1.84,1.06,daily_close,일봉 종가,2026-08-27 20:49 KST,,,45.5,44.93,74.46,48.21748,25.752724,29.15,60.257,21.5,11.83,13.4,14.16 -> 16.56 -> 18.21,275235000000.0,10383000000.0,8099000000.0,3.77,2.94,13335000000.0,7837000000.0,14161000000.0,8173000000.0,5988000000.0,0.61,27.01,5.88,,yfinance,13.18,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Discount Stores,65.22,4.0,35.0,-1.45,1077.31,1315.0,740.0,12.68,-0.24,Finnhub,yfinance,2026-08-26,1.06,13.4,25.77,8.24,26.3,9,7,6,6,87.11,212.53,,,,,,,2026-08-26,4.66,0,0,20,10,8,10,5,5,58,B,23
BAC,BAC,뱅크오브아메리카,398.83,62.22999954223633,63.077999687194826,59.80899982452392,55.235833231608076,54.55090000152588,14.076943809351722,64.80999755859375,-3.9808642393866536,44.761908630973466,1.9,20.81,daily_close,일봉 종가,2026-08-27 20:49 KST,62.0,-0.3695959246797429,34.1,11.85,71.31,14.371824,1.5817702,11.2,,16.8,,11.22,3.08 -> 3.21 -> 3.81,113097000000.0,,30509000000.0,,26.98,12613000000.0,12613000000.0,239319000000.0,365904000000.0,-126585000000.0,2.06,25.87,1.28,,yfinance,7.89,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,79.31,4.46,22.0,0.0,68.77,75.0,62.0,10.51,6.52,Finnhub,yfinance,2026-08-27,0.42,11.22,20.13,3.16,15.8,18,17,17,17,-28.6,-49.94,,,,,,,2026-08-26,4.66,8,6,12,20,8,10,5,0,69,B,24
GE,GE,GE Aerospace,373.67,354.3900146484375,362.7905014038086,354.88783467610676,326.6290837605794,320.3055006408691,10.641251536227719,381.2200012207031,-7.03792730873339,38.04837804445036,1.07,9.18,daily_close,일봉 종가,2026-08-27 20:49 KST,352.0,-0.6744023673489914,19.4,275.66,81.18,41.13598,20.107054,48.23,113.225,21.1,28.38,-1.32,8.36 -> 5.99 -> 8.14,45855000000.0,8680000000.0,8704000000.0,18.93,18.98,8537000000.0,7264000000.0,12392000000.0,20495000000.0,-8103000000.0,0.53,19.58,1.88,,yfinance,93.3,10.0,False,10.0,yfinance dividend history,Industrials,Aerospace & Defense,87.5,4.55,21.0,0.0,404.9,455.0,347.0,14.25,9.05,Finnhub,yfinance,2026-08-25,2.12,-1.32,34.77,8.64,34.77,9,8,8,8,18.31,132.72,,,,,,,2026-08-26,4.66,0,0,20,0,0,8,5,0,33,D,25
UNH,UNH,유나이티드헬스,364.13,401.010009765625,402.46849670410154,411.06449839274086,370.96666564941404,349.0692988586426,14.879770600512215,625.25,-35.86405281637345,47.585652052005315,-4.65,5.57,daily_close,일봉 종가,2026-08-27 20:49 KST,,,61.5,25.21,89.67,25.77185,3.6863976,14.15,69.211,0.4,-41.26,-25.54,23.86 -> 15.51 -> 13.23,447567000000.0,18964000000.0,12056000000.0,4.24,2.69,19697000000.0,16075000000.0,24365000000.0,78389000000.0,-54024000000.0,2.31,57.52,9.28,,yfinance,10.9,10.0,False,10.0,yfinance dividend history,Healthcare,Healthcare Plans,79.41,4.44,26.0,0.0,475.23,529.0,313.0,18.51,10.15,Finnhub,yfinance,2026-08-27,0.42,-25.54,25.73,5.13,15.58,16,15,14,14,0.16,-28.14,,,,,,,2026-08-26,4.66,0,0,12,20,0,10,5,5,52,C,26
MS,MS,Morgan Stanley,352.0,214.0800018310547,214.87250061035155,216.1788330078125,198.3988328297933,189.18434944152833,13.159467187966795,228.5500030517578,-6.331219001308098,50.51514466481041,5.39,1.45,daily_close,일봉 종가,2026-08-27 20:49 KST,212.77,-0.6119216273589582,62.4,15.32,63.94,17.574242,3.1596878,17.97,517.282,28.0,,40.39,5.18 -> 7.95 -> 10.21,65966000000.0,,16861000000.0,,25.56,-17889000000.0,-20787000000.0,81310000000.0,370538000000.0,-289228000000.0,2.15,32.31,4.6,,yfinance,9.28,10.0,False,10.0,yfinance dividend history,Financial Services,Capital Markets,60.61,3.68,21.0,4.36,236.62,262.0,184.0,10.53,15.27,Finnhub,yfinance,2026-08-25,0.28,40.39,20.13,3.09,14.82,18,17,17,17,-12.7,2.26,,,,,,,2026-08-26,4.66,8,0,16,20,15,10,5,0,74,A,27
PG,PG,프록터앤갬블,350.17,145.0,145.05650024414064,147.14716720581055,146.34100062052408,147.62675064086915,-1.779318876467877,179.6999969482422,-19.30995967586833,42.95927800842959,-0.75,3.36,daily_close,일봉 종가,2026-08-27 20:49 KST,144.27,-0.503448275862062,-15.5,23.67,71.97,21.6365,6.2513614,30.29,64.49,1.5,-3.44,4.87,6.02 -> 6.51 -> 6.62,87032000000.0,19748000000.0,16046000000.0,22.69,18.44,19556000000.0,15147000000.0,9942000000.0,35026000000.0,-25084000000.0,3.0,64.33,4.35,,yfinance,5.0,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Household & Personal Products,56.76,3.8,23.0,-2.7,160.57,186.0,143.0,10.74,-0.48,Finnhub,yfinance,2026-08-19,,4.87,25.92,8.73,25.73,9,7,6,6,-16.53,-28.39,,,,,,,2026-08-26,4.66,4,0,20,0,4,0,5,5,38,D,28
CVX,CVX,쉐브론,345.8,200.2100067138672,197.46100006103515,186.75583368937174,189.526500193278,179.30850006103515,11.656729405308358,211.14999389648438,-5.1811449201274815,69.46809612397855,4.35,7.74,daily_close,일봉 종가,2026-08-27 20:49 KST,,,321.9,14.21,70.53,19.046242,2.0423553,12.23,18.959,53.5,-11.86,-23.6,11.36 -> 9.72 -> 6.63,184432000000.0,16674000000.0,12299000000.0,9.04,6.67,33939000000.0,16592000000.0,6293000000.0,40758000000.0,-34465000000.0,3.56,67.18,7.12,,yfinance,6.39,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,83.87,4.28,24.0,7.2,216.96,236.0,175.0,8.37,16.82,Finnhub,yfinance,2026-08-19,0.06,-23.6,,,,3,2,2,2,,,,,,,,,2026-08-26,4.66,4,3,12,20,0,10,1,0,50,C,29
