yf_symbol,symbol,name,market_cap,market_cap_as_of,market_cap_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
TSLA,TSLA,테슬라,1492.691942088,2026-09-24,Naver exchange listing (USD),377.94000244140625,364.8194976806641,357.7761647542318,378.1926658630371,395.9593995666504,-4.550819388292111,489.8800048828125,-22.850494269139272,50.96568174234148,9.29,-10.14,daily_close,일봉 종가,2026-09-25 15:26 KST,,,-3.0,176.51,43.66,333.25232,16.211864,4.67,18.373,25.5,-37.51,-49.94,4.31 -> 2.04 -> 1.08,94827000000.0,4849000000.0,3794000000.0,5.11,4.0,14747000000.0,6220000000.0,16513000000.0,14719000000.0,1794000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Auto Manufacturers,49.18,3.59,39.0,0.0,390.09,600.0,125.0,3.21,-7.04,Finnhub,yfinance,,,2026-09-16,,,,,,-49.94,20.75,10.28,21.48,6,5,4,4,1506.04,57.7,2026-09-24,5.16,0,0,0,0,0,0,5,5,10,D,11
SKHY,SKHY,SK하이닉스 ADR,1358.38663235,2026-09-24,Naver exchange listing (USD),186.3699951171875,178.59599990844725,,,,,198.6300048828125,-6.172284883574436,62.35434945076173,17.94,,daily_close,일봉 종가,2026-09-25 15:26 KST,,,1272.4,,0.18,11.44606,406.1796,92.68,8.037,256.8,,,-,,,,,,,,,,,2012.13,0.0,3750.0,,yfinance,,,,,,Technology,Semiconductors,,4.53,14.0,,248.43,355.0,152.0,33.3,,,yfinance,,,2026-09-22,,,,,0.01,,39.22,14.97,35.18,33,31,30,31,-70.82,2613.29,2026-09-24,5.16,12,0,20,20,0,10,3,0,65,B,12
MU,MU,마이크론 테크놀로지,1220.34318145,2026-09-24,Naver exchange listing (USD),1080.530029296875,986.7980010986328,942.1131693522135,852.3828356424967,656.9214009094238,64.48391357033263,1213.56005859375,-10.961965034596446,64.80867742596988,15.15,-6.39,daily_close,일봉 종가,2026-09-25 15:26 KST,,,1368.5,53.12,79.96,23.255056,10.955669,66.64,6.33,345.7,651.65,-1.04,7.75 -> 0.7 -> 7.59,37378000000.0,9809000000.0,8539000000.0,26.24,22.84,17525000000.0,1668000000.0,9642000000.0,15278000000.0,-5636000000.0,0.05,1.12,0.53,,yfinance,1.11,5.0,False,5.0,yfinance dividend history,Technology,Semiconductors,91.38,4.65,45.0,0.31,1513.11,2200.0,361.0,40.03,16.21,Finnhub,yfinance,,,2026-09-16,,,,,0.02,-1.04,39.22,15.51,35.18,33,31,30,31,-40.71,-29.36,2026-09-24,5.16,4,0,20,20,0,10,3,5,62,B,13
LLY,LLY,일라이 릴리,1112.580501553,2026-09-24,Naver exchange listing (USD),1181.8900146484375,1150.1769897460938,1180.0785013834636,1102.185752360026,1069.137753601074,10.546092930269348,1280.3399658203125,-7.689360154339806,57.80299196742289,-0.63,-1.46,daily_close,일봉 종가,2026-09-25 15:26 KST,,,26.2,66.51,85.43,37.735214,29.551077,102.29,162.071,47.7,74.27,98.92,5.8 -> 11.71 -> 22.95,65179000000.0,29696000000.0,20640000000.0,45.56,31.67,16813000000.0,5964000000.0,7268000000.0,42503000000.0,-35235000000.0,0.59,21.69,6.92,,yfinance,15.24,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,78.95,4.3,29.0,0.0,1315.56,1600.0,850.0,11.31,24.79,Finnhub,yfinance,,,2026-09-16,,,,,1.44,98.92,30.97,5.64,13.83,12,11,10,10,21.84,423.96,2026-09-24,5.16,0,0,20,10,15,8,3,0,56,B,14
AMD,AMD,AMD(어드밴스드 마이크로 디바이시스),1027.251244929,2026-09-24,Naver exchange listing (USD),629.260009765625,520.4060028076171,507.77500203450523,462.1513345082601,362.70595054626466,73.49040147202113,629.260009765625,0.0,81.83623850075895,30.84,8.32,daily_close,일봉 종가,2026-09-25 15:26 KST,629.983,0.11489530927672222,159.5,135.05,75.4,154.03758,14.920977,10.2,6.361,50.1,77.09,123.61,0.53 -> 1.0 -> 2.65,34639000000.0,3694000000.0,4335000000.0,10.66,12.51,7709000000.0,6735000000.0,5539000000.0,3847000000.0,1692000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Semiconductors,83.05,4.51,50.0,0.29,616.51,1250.0,365.0,-2.03,5.88,Finnhub,yfinance,,,2026-09-24,,,,,0.97,123.61,36.6,15.51,38.1,33,31,30,31,320.87,-3.8,2026-09-24,5.16,0,0,12,16,15,10,1,0,54,C,15
JPM,JPM,제이피모간체이스,899.955518179,2026-09-24,Naver exchange listing (USD),338.55999755859375,351.81950225830076,350.66083374023435,330.8638338724772,321.12075073242187,5.430744287435777,365.17999267578125,-7.289554644583611,23.452296398177765,-5.03,3.43,daily_close,일봉 종가,2026-09-25 15:26 KST,338.56,7.211148008858337e-07,46.9,11.94,75.95,15.2591,2.6788063,17.79,,30.4,,11.06,16.23 -> 19.75 -> 20.02,181847000000.0,,57048000000.0,,31.37,-147782000000.0,-147782000000.0,343338000000.0,499982000000.0,-156644000000.0,1.77,25.71,6.0,,yfinance,11.53,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,60.0,3.91,20.0,3.33,373.65,420.0,305.0,10.36,4.8,Finnhub,yfinance,,,2026-09-16,,,,,0.33,11.06,15.93,2.76,13.1,17,16,16,16,-4.21,-2.94,2026-09-24,5.16,8,3,16,20,8,10,1,0,66,B,16
WMT,WMT,월마트,853.591758069,2026-09-24,Naver exchange listing (USD),107.58999633789062,106.83950004577636,109.98699951171875,117.04616610209148,118.59539958953857,-9.27978934236733,134.1999969482422,-19.828614914659365,47.25709711337542,3.11,-5.01,daily_close,일봉 종가,2026-09-25 15:26 KST,107.45,-0.1301202181018374,-9.1,35.93,38.25,39.245422,9.042876,22.31,71.653,5.9,1.63,19.45,1.91 -> 2.41 -> 2.73,713163000000.0,29825000000.0,21893000000.0,4.18,3.07,41565000000.0,14923000000.0,10727000000.0,67095000000.0,-56368000000.0,0.92,34.96,0.99,,yfinance,7.98,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Discount Stores,87.5,4.47,40.0,-2.08,127.72,155.0,81.0,18.71,2.67,Finnhub,yfinance,,,2026-09-25,,,,,,19.45,25.77,9.26,36.83,6,5,4,4,52.29,-2.34,2026-09-24,5.16,0,0,20,0,12,0,5,5,42,C,17
V,V,비자,687.036050735,2026-09-24,Naver exchange listing (USD),367.9800109863281,372.4330032348633,365.6968368530273,343.72725143432615,336.7005502319336,9.289993952444654,384.1400146484375,-4.206800397219464,37.71392045852117,-4.15,7.25,daily_close,일봉 종가,2026-09-25 15:26 KST,367.68,-0.08152915304393117,10.2,28.2,90.32,31.251915,19.459988,61.19,67.821,14.4,10.39,10.99,8.28 -> 9.73 -> 10.2,40000000000.0,26556000000.0,20058000000.0,66.39,50.14,23059000000.0,21577000000.0,17164000000.0,25171000000.0,-8007000000.0,0.73,22.13,2.68,,yfinance,15.71,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,88.24,4.55,37.0,-3.92,419.36,466.0,330.0,13.96,0.78,Finnhub,yfinance,,,2026-09-16,,,,,3.06,10.99,15.34,2.65,13.1,17,16,16,16,103.73,634.34,2026-09-24,5.16,0,0,20,0,8,5,5,0,38,D,18
INTC,INTC,인텔,673.265005006,2026-09-24,Naver exchange listing (USD),127.38999938964844,102.99700050354004,100.88416646321615,101.8697498957316,78.78834995269776,61.68634000601574,140.94000244140625,-9.614022149170196,78.7693229424799,44.37,-8.77,daily_close,일봉 종가,2026-09-25 15:26 KST,127.0115,-0.2971186054336349,98.63,65.53,62.53,,6.2676425,-10.71,48.997,25.4,6.88,,1.94 -> 0.4,52853000000.0,-23000000.0,-267000000.0,-0.04,-0.51,9697000000.0,-4949000000.0,14265000000.0,46585000000.0,-32320000000.0,,0.0,0.0,,yfinance,,0.0,,9.0,yfinance dividend history,Technology,Semiconductors,34.55,3.53,43.0,0.0,116.37,200.0,75.0,-8.65,1086.32,Finnhub,yfinance,,,2026-09-23,,,,,,,37.91,15.51,38.1,33,32,30,31,,-59.59,2026-09-24,5.16,0,0,0,0,0,10,1,0,11,D,19
XOM,XOM,엑슨모빌 홀딩스,666.705405194,2026-09-24,Naver exchange listing (USD),162.13999938964844,162.25450134277344,155.98850072224934,152.6435001373291,147.76805000305177,9.726019519307355,171.47000122070312,-5.441186076068092,49.88257741710937,2.5,18.59,daily_close,일봉 종가,2026-09-25 15:26 KST,,,112.8,12.12,67.21,20.734015,2.5703866,12.58,15.921,44.1,-14.41,-13.19,8.89 -> 7.84 -> 6.7,323905000000.0,33938000000.0,28844000000.0,10.48,8.91,51970000000.0,23612000000.0,10681000000.0,43537000000.0,-32856000000.0,2.54,52.51,4.12,,yfinance,4.06,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,46.67,3.68,22.0,-3.33,171.91,200.0,142.0,6.03,3.84,Finnhub,yfinance,,,2026-09-25,,,,,0.18,-13.19,11.41,1.58,14.34,4,3,3,3,81.72,62.68,2026-09-24,5.16,4,3,12,20,0,10,5,0,54,C,20
ASML,ASML,ASML 홀딩 ADR,661.61225,2026-09-24,Naver exchange listing (USD),1722.5,1684.1990051269531,1729.247664388021,1664.7064158121746,1521.6220986938476,13.201563087088763,1989.43994140625,-13.417843678033407,57.314017482877524,-1.33,-13.42,daily_close,일봉 종가,2026-09-25 15:26 KST,,,28.5,36.39,20.39,57.511005,1427.3237,53.94,9.092,21.3,25.26,9.55,20.59 -> 19.24 -> 24.71,32667300000.0,11301400000.0,9609400000.0,34.6,29.42,,11027300000.0,12916000000.0,4390900000.0,8525100000.0,0.53,29.72,9.08,,yfinance,3.58,9.0,False,9.0,yfinance dividend history,Technology,Semiconductor Equipment & Materials,85.71,4.6,16.0,0.0,2157.87,2861.32,897.6,25.28,2.58,Finnhub,yfinance,,,2026-09-22,,,,,2.02,9.55,36.6,14.97,35.18,33,31,30,31,57.13,9434.56,2026-09-24,5.16,0,0,20,0,8,8,3,5,44,C,21
JNJ,JNJ,존슨앤드존슨,652.311352236,2026-09-24,Naver exchange listing (USD),270.67999267578125,269.3824996948242,263.48683268229166,248.09758313496908,239.97700004577638,12.794139698449507,278.42999267578125,-2.7834644987490673,30.673304920149775,0.25,6.58,daily_close,일봉 종가,2026-09-25 15:26 KST,,,-0.9,19.17,76.88,30.97093,7.5487475,25.74,57.709,6.6,20.46,-10.34,13.72 -> 5.79 -> 11.03,94193000000.0,25596000000.0,26804000000.0,27.17,28.46,24530000000.0,19313000000.0,19709000000.0,47933000000.0,-28224000000.0,1.98,60.79,5.36,,yfinance,4.92,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,70.97,4.09,22.0,0.0,275.64,320.0,190.0,1.83,0.4,Finnhub,yfinance,,,2026-09-16,,,,,,-10.34,33.34,5.64,13.83,12,11,10,10,-7.11,33.84,2026-09-24,5.16,0,0,20,0,0,0,3,0,23,D,22
MA,MA,마스터카드,495.891706835,2026-09-24,Naver exchange listing (USD),566.0800170898438,574.5580017089844,562.4011617024739,530.6117479960124,532.0665481567382,6.392709530591594,599.8599853515625,-5.631308819827543,32.112299100141286,-5.41,10.22,daily_close,일봉 종가,2026-09-25 15:26 KST,566.08,-3.0189802135976782e-06,22.1,35.06,91.18,31.2558,88.45059,241.2,439.583,14.1,19.52,18.17,11.83 -> 13.89 -> 16.52,32791000000.0,19514000000.0,14968000000.0,59.51,45.65,17648000000.0,16433000000.0,10566000000.0,19000000000.0,-8434000000.0,0.61,17.93,3.48,,yfinance,15.75,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,90.74,4.58,37.0,-1.85,666.71,740.0,550.0,17.78,2.85,Finnhub,yfinance,,,2026-09-23,,,,,1.41,18.17,15.34,2.65,13.1,17,16,16,16,103.75,3237.76,2026-09-24,5.16,0,0,20,10,12,8,3,0,53,C,23
ABBV,ABBV,애브비,468.498134599,2026-09-24,Naver exchange listing (USD),265.1199951171875,259.7349983215332,255.848166402181,235.5509999593099,230.35244941711426,15.09319557402117,265.9700012207031,-0.31958720893875775,58.4801498294621,0.84,5.36,daily_close,일봉 종가,2026-09-25 15:26 KST,265.12,1.841736796347325e-06,290.4,59.9,77.45,70.833336,-75.91545,,,10.2,68.92,-6.85,2.72 -> 2.39 -> 2.36,61160000000.0,20091000000.0,4226000000.0,32.85,6.91,19030000000.0,17816000000.0,5229000000.0,67496000000.0,-62267000000.0,2.61,190.4,6.92,,yfinance,5.17,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,82.05,4.32,29.0,0.47,276.79,328.0,200.0,4.4,0.6,Finnhub,yfinance,,,2026-09-16,,,,,0.24,-6.85,30.97,6.34,14.15,12,11,11,11,128.72,,2026-09-24,5.16,0,0,0,20,0,10,3,0,33,D,24
PLTR,PLTR,팔란티어 테크놀로지스,462.805032663,2026-09-24,Naver exchange listing (USD),192.58999633789062,178.21549911499022,157.47699915568035,146.7612076441447,151.98272472381592,26.718346896245297,207.17999267578125,-7.04218402050178,61.20267139083585,8.5,65.07,daily_close,일봉 종가,2026-09-25 15:26 KST,,,215.4,287.86,64.75,163.92308,47.14602,38.1,2.139,92.8,355.54,164.38,0.09 -> 0.19 -> 0.63,4475446000.0,1414015000.0,1625033000.0,31.59,36.31,2134473000.0,2100591000.0,1423796000.0,229338000.0,1194458000.0,,0.0,0.0,,yfinance,,,,,,Technology,Software - Infrastructure,71.79,4.16,26.0,2.56,195.57,255.0,80.0,1.55,15.06,Finnhub,yfinance,,,2026-09-24,,,,,0.76,164.38,36.6,14.97,35.18,33,31,30,31,347.88,214.94,2026-09-24,5.16,0,0,20,16,15,10,3,0,64,B,25
ORCL,ORCL,오라클,421.93212144,2026-09-24,Naver exchange listing (USD),139.5399932861328,149.37649993896486,141.4136666615804,161.91316661834716,164.95679973602296,-15.408159282044846,328.3299865722656,-57.50007644963614,36.84687836102897,-6.27,-4.78,daily_close,일봉 종가,2026-09-25 15:26 KST,,,21.9,36.02,45.82,26.06175,11.651841,53.38,388.87,20.6,24.33,25.36,3.71 -> 4.34 -> 5.83,67357000000.0,22444000000.0,17087000000.0,33.32,25.37,31977000000.0,-23686000000.0,31289000000.0,156189000000.0,-124900000000.0,1.43,34.31,2.0,,yfinance,14.07,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,81.63,4.41,42.0,0.0,244.12,400.0,110.0,74.95,9.27,Finnhub,yfinance,,,2026-09-22,,,,,1.19,25.36,39.22,15.51,35.18,33,31,30,31,-33.55,-24.88,2026-09-24,5.16,0,0,20,10,15,8,5,3,61,B,26
CSCO,CSCO,시스코 시스템즈,421.738517805,2026-09-24,Naver exchange listing (USD),106.97000122070312,109.33349952697753,113.03866653442383,109.24399992624919,96.84379997253419,10.456220481890245,130.0,-17.715383676382213,46.39084415503813,-4.8,-8.93,daily_close,일봉 종가,2026-09-25 15:26 KST,,,52.1,18.59,83.38,33.051052,8.636898,27.32,62.017,17.6,28.45,-8.86,3.07 -> 2.54 -> 2.55,63325000000.0,16061000000.0,13267000000.0,25.36,20.95,14177000000.0,12767000000.0,7218000000.0,29533000000.0,-22315000000.0,1.57,49.85,1.68,,yfinance,2.58,10.0,False,10.0,yfinance dividend history,Technology,Communication Equipment,68.57,4.18,24.0,-1.13,137.62,170.0,115.0,28.65,0.56,Finnhub,yfinance,,,2026-09-25,,,,,0.63,-8.86,39.22,15.51,38.1,33,31,30,31,-15.73,-44.31,2026-09-24,5.16,0,0,20,20,0,10,5,5,60,B,27
CVX,CVX,셰브론,406.317362498,2026-09-24,Naver exchange listing (USD),205.64999389648438,209.1004997253418,196.39766667683918,191.06058362325032,184.97145011901856,11.17931646433023,217.77000427246094,-5.565509545939451,41.639622936756176,2.72,24.06,daily_close,일봉 종가,2026-09-25 15:26 KST,,,321.9,14.21,70.53,19.046242,2.0423553,12.23,18.959,53.5,-11.86,-23.6,11.36 -> 9.72 -> 6.63,184432000000.0,16674000000.0,12299000000.0,9.04,6.67,33939000000.0,16592000000.0,6293000000.0,40758000000.0,-34465000000.0,3.46,67.18,7.12,,yfinance,6.39,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,83.87,4.28,24.0,7.2,216.96,236.0,175.0,5.5,16.82,Finnhub,yfinance,,,2026-09-23,,,,,0.06,-23.6,11.41,1.58,14.34,4,3,3,3,66.93,29.26,2026-09-24,5.16,4,3,12,20,0,10,5,0,54,C,28
