yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
403870.KQ,403870,HPSP,43865,우량기업부,고압 수소 어닐링 장비,KOSDAQ,주권,KRX,53300.0,49415.0,44830.0,47731.25,43437.5,22.705035971223023,83500.0,-36.16766467065868,75.75757575751732,29.37,-15.13,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,-16.35,35.96,33.26,35.0,13.18,24.79,19.95,-4.63,-4.26,-6.21,989 -> 1040 -> 870,1730.0,899.0,727.0,51.97,42.02,1002.05,977.76,939.41,614.76,324.65,0.94,55.66,500.0,404.37,OpenDART,49.38,4.0,True,4.0,OpenDART,,4.0,,,67800.0,,,27.2,,,Naver/FnGuide,,KRW,2026-09-05,2025.0,OFS,11011.0,OpenDART,,-6.21,2025.0,11011.0,30.0,5.54,8.16,20,17,18,18,16.67,137.91,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-11,4.25,0,0,20,0,0,0,1,5,26,D,11
028300.KQ,028300,HLB,41890,중견기업부,"의료기기, 의약외품 등",KOSDAQ,주권,KRX,31450.0,35990.0,38629.166666666664,46495.833333333336,48315.0,-34.90634378557384,92500.0,-66.0,19.81132075469081,-26.43,-38.09,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,,,18.48,,13.03,-44.32,88.14,23.64,,,-,842.0,-1042.0,-2354.0,-123.75,-279.57,-925.88,-1101.21,409.83,4357.64,-3947.81,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-05,2025.0,CFS,11011.0,OpenDART,,,,,,,,3,2,2,2,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-09-11,4.25,0,0,0,0,0,0,1,1,2,D,12
095340.KQ,095340,ISC,40316,우량기업부,반도체테스트소켓,KOSDAQ,주권,KRX,190200.0,172440.0,159105.0,193928.33333333334,170740.5,11.397120191167298,271000.0,-29.81549815498155,73.5602094240703,19.02,-2.31,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,2.68,60.46,29.73,44.0,6.76,10.6,15.85,26.19,34.15,91.78,720 -> 2579 -> 2648,2202.0,601.0,563.0,27.29,25.57,417.12,353.78,798.71,851.6,-52.89,0.45,31.0,850.0,173.95,OpenDART,12.31,5.0,True,5.0,OpenDART,,4.0,,,220429.0,,,15.89,,,Naver/FnGuide,,KRW,2026-09-08,2025.0,CFS,11011.0,OpenDART,16.42,91.78,2025.0,11011.0,,,,2,1,1,1,,,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-09-11,4.25,0,0,12,0,15,2,1,5,35,D,13
000250.KQ,000250,삼천당제약,37696,중견기업부,"하메론, 아토로우",KOSDAQ,주권,KRX,160700.0,169145.0,183715.0,337099.1666666667,365819.5,-56.07123185068046,1184000.0,-86.42736486486487,38.131313131299656,-15.33,-41.88,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,,1036.5,4.7,215.04,12.62,1.94,54.36,9.91,226.92,,-,2318.0,85.0,120.0,3.67,5.18,97.93,-497.95,959.44,1976.38,-1016.94,0.03,22.1,50.0,11.63,OpenDART,-75.0,2.0,True,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-08,2025.0,CFS,11011.0,OpenDART,,,2025.0,11011.0,14.62,3.49,9.66,7,5,6,6,1370.86,261.6,의약품 제조업,의약품 제조업,2026-09-11,4.25,0,0,0,0,0,0,5,1,6,D,14
298380.KQ,298380,에이비엘바이오,37007,기술성장기업부,항체의약품 연구개발,KOSDAQ,주권,KRX,66100.0,73670.0,80480.0,108522.5,142200.0,-53.51617440225035,245500.0,-73.07535641547862,29.36170212764209,-23.85,-38.97,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,,,12.99,-68.0,23.18,-23.48,79.29,137.43,,,-,793.5,-403.9,-378.77,-50.9,-47.73,-412.53,-419.05,1119.82,1242.37,-122.55,,,,,,,,,,,,4.0,,,240000.0,,,263.09,,,Naver/FnGuide,,KRW,2026-09-12,2025.0,CFS,11011,OpenDART,,,,,70.39,8.71,-6.93,7,3,6,6,,166.13,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-11,4.25,0,0,0,0,0,0,3,1,4,D,15
319660.KQ,319660,피에스케이,35629,우량기업부,"드라이스트립, 드라이클리닝",KOSDAQ,주권,KRX,123000.0,127965.0,148213.33333333334,124806.66666666667,93511.25,31.534975738213316,211500.0,-41.843971631205676,47.35632183906522,-8.62,-24.26,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,-0.73,10.42,23.42,23.0,6.04,15.54,19.84,14.85,5.48,22.31,1813 -> 2732 -> 2712,4572.0,885.0,785.0,19.36,17.17,617.31,431.97,1194.22,1069.62,124.6,0.55,25.1,680.0,196.97,OpenDART,19.35,5.0,True,5.0,OpenDART,,3.83,,,190000.0,,,54.47,,,Naver/FnGuide,,KRW,2026-09-08,2025.0,CFS,11011.0,OpenDART,,22.31,2025.0,11011.0,32.0,5.54,8.16,20,17,18,18,-28.12,9.03,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-11,4.25,4,0,16,0,12,0,5,5,42,C,16
214450.KQ,214450,파마리서치,35532,우량기업부,재생의약품,KOSDAQ,주권,KRX,342000.0,398275.0,364733.3333333333,335379.1666666667,359345.0,-4.826837718626946,711000.0,-51.89873417721519,31.313131313129105,-19.62,13.25,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,65.07,24.5,9.99,20.0,5.93,26.88,44.21,53.18,70.02,37.82,7481 -> 8608 -> 14209,5363.0,2144.0,1683.0,39.98,31.38,1831.62,1473.8,1756.63,3200.1,-1443.47,1.08,25.9,3700.0,427.91,OpenDART,77.64,5.0,False,5.0,OpenDART,,4.0,,,518750.0,,,51.68,,,Naver/FnGuide,,KRW,2026-09-05,2025.0,CFS,11011.0,OpenDART,0.31,37.82,2025.0,11011.0,,,,3,1,2,2,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-09-11,4.25,4,0,20,20,15,10,3,3,75,A,17
440110.KQ,440110,파두,34326,기술성장기업부,SSD 컨트롤러,KOSDAQ,주권,KRX,68500.0,66285.0,70878.33333333333,76260.83333333333,59566.5,14.99752377594789,128300.0,-46.609508963367105,57.68321513000455,8.73,-35.38,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,,,27.78,,54.82,-131.08,518.5,112.41,,,-,924.0,-655.0,-762.0,-70.89,-82.47,-37.04,-78.42,408.04,1026.33,-618.29,,,,,,,,,,,,4.0,,,115000.0,,,67.88,,,Naver/FnGuide,,KRW,2026-09-08,2025.0,CFS,11011.0,OpenDART,,,,,11.02,3.06,9.64,5,3,4,4,,1691.5,반도체 제조업,반도체 제조업,2026-09-11,4.25,0,0,0,0,0,0,3,3,6,D,18
087010.KQ,087010,펩트론,34043,기술성장기업부,약효지속성 의약품 및 펩타이드 소재,KOSDAQ,주권,KRX,146000.0,170885.0,163425.0,216858.33333333334,240050.0,-39.179337637992084,386000.0,-62.17616580310881,30.225080385847562,-25.78,-39.04,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,,,3.84,,29.71,-9.41,26.03,75.0,,,-,56.35,-212.57,-138.24,-377.23,-245.32,-205.86,-235.83,43.78,369.71,-325.93,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-12,2025.0,OFS,11011,OpenDART,,,,,70.39,8.71,-13.96,7,3,6,6,,241.1,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-11,4.25,0,0,0,0,0,0,3,1,4,D,19
031980.KQ,031980,피에스케이홀딩스,33852,우량기업부,"Descum, Reflow",KOSDAQ,주권,KRX,157000.0,128280.0,123018.33333333333,119809.16666666667,98103.0,60.03588065604518,166500.0,-5.7057057057057055,76.53061224488582,49.24,29.11,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,-4.32,11.02,6.2,20.0,5.2,19.55,15.5,-3.57,-17.06,46.54,1980 -> 4444 -> 4252,2078.0,734.0,917.0,35.32,44.13,814.17,792.28,1827.79,785.01,1042.78,0.69,25.4,1080.0,232.87,OpenDART,39.25,1.0,False,4.0,OpenDART,,4.0,,,195000.0,,,24.2,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,,46.54,2025.0,11011.0,32.0,5.79,8.16,20,17,18,18,-37.5,-10.19,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-11,4.25,4,0,16,0,15,0,1,0,36,D,20
141080.KQ,141080,리가켐바이오,31540,기술성장기업부,ADC 신약연구개발,KOSDAQ,주권,KRX,85200.0,97020.0,110856.66666666667,143034.16666666666,158315.0,-46.1832422701576,213500.0,-60.09367681498829,23.262839879144238,-25.52,-41.68,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,,483.55,11.95,-39.0,8.74,-13.22,29.7,12.47,,,-,1415.53,-1064.86,-915.52,-75.23,-64.68,-1245.33,-1305.74,986.5,1606.95,-620.45,,,,,,,,,,,,4.0,,,227500.0,,,167.02,,,Naver/FnGuide,,KRW,2026-09-12,2025.0,CFS,11011,OpenDART,,,,,,34.58,-33.31,9,2,8,8,,-74.73,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-11,4.25,0,0,0,0,0,0,1,1,2,D,21
084370.KQ,084370,유진테크,30134,우량기업부,실리콘질화막증착용LP-CVD,KOSDAQ,주권,KRX,131500.0,135050.0,139501.66666666666,137480.83333333334,120897.5,8.769825678777476,206500.0,-36.31961259079903,46.40410958902997,-2.59,-24.9,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,-32.89,30.03,37.62,27.46,5.53,9.81,18.16,3.61,-15.52,31.84,1066 -> 2761 -> 1853,3503.0,517.0,445.0,14.76,12.7,664.77,452.3,549.25,892.21,-342.96,0.17,12.3,230.0,52.02,OpenDART,-5.2,5.0,True,5.0,OpenDART,,4.0,,,180000.0,,,36.88,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,31.84,2025.0,11011.0,32.0,5.79,8.16,20,17,18,18,-14.19,-4.49,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-11,4.25,0,0,6,0,15,0,5,5,31,D,22
145020.KQ,145020,휴젤,28910,우량기업부,"보툴리눔톡신, 필러",KOSDAQ,주권,KRX,231000.0,245500.0,248033.33333333334,252608.33333333334,249172.5,-7.29314029437438,388000.0,-40.4639175257732,33.333333333325356,-12.0,-10.47,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,3.3,21.91,58.57,17.0,2.46,16.06,9.86,13.97,20.88,22.87,7517 -> 10985 -> 11348,4251.0,2009.0,1470.0,47.26,34.58,1500.59,1205.36,2096.98,966.76,1130.22,,,,,,,,,,,,4.0,,,393333.0,,,70.27,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,5.15,22.87,,,,16.56,-16.44,7,2,6,6,,-85.14,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-11,4.25,8,3,16,0,12,2,3,5,49,C,23
064760.KQ,064760,티씨케이,28842,우량기업부,반도체 제조공정용 고순도 흑연제품,KOSDAQ,주권,KRX,258000.0,244975.0,227373.33333333334,250174.16666666666,222994.0,15.698180220095608,348500.0,-25.968436154949785,62.65560165974376,13.66,-8.51,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,-2.77,18.81,66.58,25.0,4.89,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,3013.34,838.87,699.03,27.84,23.2,541.11,495.32,362.27,483.14,-45.27,0.55,22.9,1430.0,159.87,OpenDART,-5.6,5.0,True,5.0,OpenDART,,4.0,,,321667.0,,,24.68,,,Naver/FnGuide,,KRW,2026-09-12,2025.0,OFS,11011,OpenDART,,6.91,2025.0,11011,,,,1,0,0,0,,,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-09-11,4.25,4,0,12,0,4,0,3,5,28,D,24
131290.KQ,131290,티에스이,28815,우량기업부,"Probe Card, Test Interface Board, OLED Test Equipment, Test Socket",KOSDAQ,주권,KRX,260500.0,249700.0,237603.33333333334,204995.83333333334,152568.25,70.74325752573029,306500.0,-15.00815660685155,53.78787878787499,0.58,3.17,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,-10.0,1517.12,11.71,17.0,5.2,10.42,30.88,23.21,23.31,1672.52,11 -> 3840 -> 3456,4289.01,491.72,400.44,11.46,9.34,485.7,-22.4,758.17,1434.62,-676.45,0.17,12.4,450.0,49.78,OpenDART,-3.45,2.0,True,4.0,OpenDART,,4.0,,,380000.0,,,45.87,,,Naver/FnGuide,,KRW,2026-09-12,2025.0,CFS,11011,OpenDART,,1672.52,2025.0,11011,,,,2,1,1,1,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-09-11,4.25,8,0,12,0,15,0,5,5,45,C,25
257720.KQ,257720,실리콘투,28525,우량기업부,화장품 유통,KOSDAQ,주권,KRX,43500.0,48020.0,40014.166666666664,40207.083333333336,41235.75,5.490987795783998,61800.0,-29.61165048543689,35.799522673007104,6.62,24.11,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,31.11,14.49,11.88,15.0,5.15,46.89,55.09,61.43,49.27,103.34,631 -> 1990 -> 2609,11163.0,2054.0,1686.0,18.4,15.1,11.41,-58.98,773.23,2520.18,-1746.95,0.7,11.9,306.0,200.28,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,59000.0,,,35.63,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,0.48,103.34,2025.0,11011.0,,,,1,0,0,0,,,상품 종합 도매업,상품 종합 도매업,2026-09-11,4.25,8,0,20,20,15,10,5,5,83,A,26
095610.KQ,095610,테스,27781,우량기업부,반도체장비(화학증착장비),KOSDAQ,주권,KRX,143500.0,142850.0,153426.66666666666,127542.5,98345.25,45.914520528444434,217500.0,-34.02298850574713,57.308248914604874,-1.03,-15.29,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,33.69,92.12,8.99,26.0,5.4,15.76,24.43,46.23,50.13,504.31,79 -> 2158 -> 2885,3511.0,578.0,569.0,16.46,16.21,824.23,492.84,121.43,957.15,-835.72,0.59,26.4,850.0,150.74,OpenDART,19.35,5.0,True,5.0,OpenDART,,4.0,,,215286.0,,,50.03,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,0.77,504.31,2025.0,11011.0,32.0,5.79,8.16,20,17,18,18,-18.75,-6.74,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-11,4.25,0,0,16,16,15,10,3,5,65,B,27
310210.KQ,310210,보로노이,26877,기술성장기업부,표적치료제,KOSDAQ,주권,KRX,145100.0,162125.0,159495.0,216459.16666666666,226095.0,-35.82343705079723,363500.0,-60.082530949105916,32.171156893812196,-19.7,-32.51,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,,,5.9,,41.3,-50.18,64.97,-23.47,,,-,75.0,-544.0,-427.0,-725.33,-569.33,-720.95,-737.78,357.37,674.39,-317.02,,,,,,,,,,,,4.0,,,450000.0,,,210.13,,,Naver/FnGuide,,KRW,2026-09-08,2025.0,CFS,11011.0,OpenDART,,,,,,21.36,-25.16,9,2,8,8,,93.35,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-11,4.25,0,0,0,0,0,0,3,1,4,D,28
080220.KQ,080220,제주반도체,25901,우량기업부,"모바일용 LP DDR SDRAM, CRAM, SRAM",KOSDAQ,주권,KRX,75200.0,75285.0,82111.66666666667,74576.66666666667,57504.35,30.77271545543946,134000.0,-43.88059701492537,53.57142857140626,-14.84,-32.56,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,102.29,22.3,1.07,11.02,5.56,19.21,47.94,86.2,273.96,53.63,486 -> 567 -> 1147,3022.0,359.0,395.0,11.88,13.07,255.55,228.3,772.3,1088.84,-316.54,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-08,2025.0,CFS,11011.0,OpenDART,0.11,53.63,,,,3.06,2.73,5,2,4,4,,81.7,반도체 제조업,반도체 제조업,2026-09-11,4.25,12,0,16,20,15,10,5,5,83,A,29
