yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_pbr_avg,peer_roe_avg,peer_pbr_gap,peer_per_avg,peer_per_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
278470.KS,278470,에이피알,161920,,"화장품, 피부미용기기 등",KOSPI,주권,KRX,432500.0,403750.0,385075.0,384212.5,332257.5,30.170124075453526,464500.0,-6.8891280947255105,63.66279069766923,27.96,11.18,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,171.08,23.78,38.06,28.0,25.45,75.3,73.11,111.3,197.88,85.08,2249 -> 2842 -> 7704,15273.0,3655.0,2897.0,23.93,18.97,3410.46,3231.29,1543.5,3259.38,-1715.88,1.18,65.8,5090.0,1905.33,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,538500.0,,,24.51,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,0.16,85.08,2025.0,11011.0,3,2,2,2,,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-09-01,4.77,0,0,20,20,15,10,3,0,68,B,50
035720.KS,035720,카카오,161688,,인터넷 서비스(인터넷 광고),KOSPI,주권,KRX,36500.0,37920.0,36910.833333333336,41707.916666666664,48661.5,-24.992036825827398,70400.0,-48.153409090909086,30.373831775661188,-1.88,-9.32,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,795.16,180.5,29.07,28.0,1.37,4.59,82.49,2.99,47.79,,124 -> 1110,80991.0,7320.0,5180.0,9.04,6.4,14047.63,7903.9,63737.84,125586.03,-61848.19,0.21,6.7,75.0,330.25,OpenDART,7.72,5.0,False,5.0,OpenDART,,3.89,,,56526.0,,,54.87,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011,OpenDART,0.04,,2025.0,11011,2,1,1,1,,,,,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2026-09-01,4.77,0,6,0,20,0,10,3,3,42,C,51
086280.KS,086280,현대글로비스,157125,,"화물운송주선,화물포장,자동차 수리/산업용 기계장비 임대",KOSPI,주권,KRX,209500.0,204450.0,199150.0,213650.0,213196.5,-1.7338464749655835,290500.0,-27.882960413080895,56.64451827241208,4.8,0.0,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,58.5,7.56,46.48,10.0,1.47,18.13,78.92,4.08,18.26,27.83,14148 -> 14585 -> 23117,295664.0,20730.0,17347.0,7.01,5.87,25007.61,18775.77,26446.4,81987.66,-55541.26,2.77,25.1,5800.0,4350.0,OpenDART,15.14,2.0,True,4.0,OpenDART,,4.0,,,322000.0,,,53.7,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,0.17,27.83,2025.0,11011.0,1,0,0,0,,,,,,기타 운송관련 서비스업,기타 운송관련 서비스업,2026-09-01,4.77,12,6,16,20,15,10,3,5,87,S,52
079550.KS,079550,LIG디펜스앤에어로스페이스,150700,,정밀유도무기 등,KOSPI,주권,KRX,685000.0,757050.0,757650.0,793991.6666666666,663170.0,3.2917653090459456,1020000.0,-32.84313725490196,39.19308357348545,-2.0,-5.65,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,15.46,25.03,27.11,42.0,9.38,19.2,446.35,31.46,42.97,20.33,7953 -> 9974 -> 11516,43069.0,3194.0,2375.0,7.42,5.51,-5843.05,-8663.03,1251.9,65886.65,-64634.75,0.43,25.4,2950.0,644.43,OpenDART,25.29,5.0,False,5.0,OpenDART,,4.0,,,1150938.0,,,68.02,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011,OpenDART,2.72,20.33,2025.0,11011,1,0,0,0,,,,,,무기 및 총포탄 제조업,무기 및 총포탄 제조업,2026-09-01,4.77,0,0,16,0,12,8,5,5,46,C,53
064350.KS,064350,현대로템,142212,,"철도차량, 특수중기, 산업기계",KOSPI,주권,KRX,130300.0,140325.0,163493.33333333334,186292.5,192350.0,-32.2589030413309,269000.0,-51.56133828996282,37.52808988762864,0.46,-31.92,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,89.24,19.33,39.53,16.0,4.17,30.05,206.39,33.41,120.24,118.7,1475 -> 3728 -> 7055,58390.0,10056.0,7705.0,17.22,13.2,9043.13,7478.41,9084.14,62768.0,-53683.86,0.46,8.5,600.0,654.85,OpenDART,144.95,3.0,False,3.0,OpenDART,,4.0,,,274118.0,,,110.37,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011,OpenDART,0.18,118.7,2025.0,11011,1,0,0,0,,,,,,그외 기타 운송장비 제조업,그외 기타 운송장비 제조업,2026-09-01,4.77,8,0,20,20,15,10,5,3,81,A,54
011070.KS,011070,LG이노텍,139635,,기타 전자부품 제조업,KOSPI,주권,KRX,590000.0,588850.0,760516.6666666666,661279.1666666666,502630.0,17.38256769392993,1530000.0,-61.43790849673203,55.24296675191618,15.01,-49.14,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,-24.04,12.45,27.71,15.0,2.19,6.14,107.02,3.28,-5.81,-22.3,23881 -> 18983 -> 14419,218966.0,6650.0,3413.0,3.04,1.56,13314.02,5768.74,14064.03,61678.29,-47614.26,0.32,13.0,1880.0,444.89,OpenDART,-14.43,2.0,True,4.0,OpenDART,,4.0,,,1125789.0,,,90.81,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011,OpenDART,,-22.3,2025.0,11011,6,5,5,5,8.26,6.6,-73.49,53.0,-71.7,전자부품 제조업,전자부품 제조업,2026-09-01,4.77,8,3,6,0,0,0,3,1,21,D,55
030200.KS,030200,KT,136091,,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",KOSPI,주권,KRX,54000.0,53070.0,53540.0,56451.666666666664,55764.25,-3.1637653155919785,68900.0,-21.6255442670537,57.1428571427619,3.45,0.0,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,271.3,13.4,100.0,9.0,0.7,10.22,120.72,6.86,205.02,32.94,3887 -> 1850 -> 6869,282442.0,24691.0,18368.0,8.74,6.5,49417.33,9009.74,35069.71,234905.5,-199835.79,4.44,33.6,2400.0,5809.56,OpenDART,6.98,5.0,False,5.0,OpenDART,,4.0,,,74632.0,,,38.21,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,0.03,32.94,2025.0,11011.0,3,2,2,2,,,,,,전기 통신업,전기 통신업,2026-09-01,4.77,12,10,12,20,15,10,3,5,87,S,56
000720.KS,000720,현대건설,134406,,"공사수입,주택분양,건설산업부문 설계,감리 등 엔지니어링서비스",KOSPI,주권,KRX,120700.0,115290.0,113106.66666666667,136113.33333333334,118277.5,2.0481494789795183,188700.0,-36.03603603603604,56.86274509802621,26.26,-8.49,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,-30.35,14.22,26.7,26.0,1.47,4.58,174.81,-4.92,,,4767 -> 3320,310629.0,6530.0,5591.0,2.1,1.8,-7482.59,-8699.81,48126.59,176788.43,-128661.84,0.66,24.1,800.0,899.81,OpenDART,10.06,5.0,False,5.0,OpenDART,,3.95,,,172368.0,,,42.81,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,,2025.0,11011.0,1,0,0,0,,,,,,토목 건설업,토목 건설업,2026-09-01,4.77,0,6,0,0,0,0,3,5,14,D,57
272210.KS,272210,한화시스템,133377,,"정밀기기(육해공군관련전자제어시스템,열영상감시장비,탐지추적장치,전투지휘체계시스템) 제조",KOSPI,주권,KRX,70600.0,74155.0,75135.0,99276.66666666667,90409.0,-21.910429271422093,162700.0,-56.60725261216963,46.48318042811466,11.89,-25.37,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,-46.69,20.41,10.57,99.0,3.05,6.6,106.5,30.69,-45.33,-16.73,1849 -> 2405 -> 1282,36642.0,1199.0,2091.0,3.27,5.71,787.37,-2395.77,3254.84,53262.66,-50007.82,0.71,44.7,500.0,934.97,OpenDART,25.99,5.0,False,5.0,OpenDART,,3.88,,,110000.0,,,55.81,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,-16.73,2025.0,11011.0,6,5,5,5,8.26,6.14,-63.08,30.0,230.0,전자부품 제조업,전자부품 제조업,2026-09-01,4.77,0,0,6,0,0,0,5,3,14,D,58
005830.KS,005830,DB손해보험,126153,,"자동차보험,화재보험,해상보험,특종보험,장기보험",KOSPI,주권,KRX,192600.0,174240.0,158316.66666666666,162519.16666666666,154077.0,25.00243384801106,205500.0,-6.2773722627737225,68.17593790425673,22.99,35.25,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,-3.4,4.18,44.46,8.03,0.95,17.75,576.91,5.55,-1.69,1.43,24556 -> 26152 -> 25263,230479.0,23840.0,17906.0,10.34,7.77,-2824.18,-3921.7,17134.19,630870.18,-613735.99,3.95,25.7,7600.0,4608.9,OpenDART,18.22,5.0,False,5.0,OpenDART,,3.93,,,220714.0,,,14.6,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,1.43,2025.0,11011.0,3,2,2,2,,,,,,보험업,보험업,2026-09-01,4.77,12,8,16,0,0,0,1,0,37,D,59
047810.KS,047810,한국항공우주,123988,,"정부방산 및 완제기 수출(T-50계열, KUH계열, KT-1계열 등), 기체부품",KOSPI,주권,KRX,127200.0,139130.0,142753.33333333334,159515.83333333334,151051.0,-15.790031181521472,202000.0,-37.02970297029703,42.44080145718407,2.83,-8.49,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,8.05,37.62,23.83,54.0,7.32,10.51,446.57,1.73,11.84,-8.9,2298 -> 1765 -> 1907,36964.0,2692.0,1873.0,7.28,5.07,-9033.16,-10931.13,609.39,84729.1,-84119.71,0.39,26.2,500.0,487.38,OpenDART,25.99,5.0,False,5.0,OpenDART,,3.94,,,188294.0,,,48.03,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,6.71,-8.9,2025.0,11011.0,2,1,1,1,,,,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-09-01,4.77,0,0,12,0,0,5,5,5,27,D,60
078930.KS,078930,GS,115840,,지주회사/부동산 임대,KOSPI,주권,KRX,124700.0,112345.0,88935.0,80287.5,72731.0,71.4537129972089,129200.0,-3.48297213622291,72.44224422440571,47.4,68.29,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,40.85,5.41,18.73,4.0,0.66,5.55,86.04,-0.26,-4.59,-21.64,13734 -> 5988 -> 8434,251841.0,29361.0,10381.0,11.66,4.12,21933.38,2812.65,16109.17,165137.94,-149028.77,2.41,35.6,3000.0,2841.14,OpenDART,6.27,5.0,False,5.0,OpenDART,,4.0,,,139600.0,,,11.95,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,0.1,-21.64,2025.0,11011.0,17,16,16,15,1.01,9.17,-34.65,8.5,-52.94,기타 금융업,기타 금융업,2026-09-01,4.77,15,10,6,20,0,10,1,0,62,B,61
003230.KS,003230,삼양식품,112392,,"라면,스낵,유제품,장유,식용유,사료,향신료,건강음료(루이보스 티) 제조,도매",KOSPI,주권,KRX,1492000.0,1349750.0,1204566.6666666667,1225291.6666666667,1230690.0,21.23280436178079,1630000.0,-8.466257668711656,69.07051282051127,29.63,33.21,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,43.18,19.3,17.93,20.0,7.34,37.59,72.74,36.1,52.12,75.62,16761 -> 36106 -> 51697,23518.0,5242.0,3887.0,22.29,16.53,3092.87,-1520.85,3328.41,9249.56,-5921.15,0.32,9.2,4800.0,359.94,OpenDART,50.79,5.0,False,5.0,OpenDART,,4.0,,,1856429.0,,,24.43,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011,OpenDART,0.46,75.62,2025.0,11011,1,0,0,0,,,,,,기타 식품 제조업,기타 식품 제조업,2026-09-01,4.77,4,0,20,20,15,10,1,0,70,A,62
307950.KS,307950,현대오토에버,111341,,"차량SW, 내비게이션, 스마트팩토리, AI·클라우드 기반 솔루션, 디지털 전환 컨설팅 및 IT서비스",KOSPI,주권,KRX,406000.0,432650.0,484725.0,496029.1666666667,436473.0,-6.981646058289974,938000.0,-56.71641791044776,44.01805869074214,6.14,-51.44,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,6.84,37.41,1.94,54.0,6.11,10.27,92.31,14.5,13.77,15.08,5024 -> 6228 -> 6654,42521.0,2553.0,1868.0,6.0,4.39,4236.08,1865.32,3011.25,17304.72,-14293.47,0.47,28.6,1900.0,521.04,OpenDART,18.56,5.0,False,5.0,OpenDART,,3.75,,,575625.0,,,41.78,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,7.89,15.08,2025.0,11011.0,2,1,1,1,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-09-01,4.77,0,0,12,0,12,5,5,3,37,D,63
071050.KS,071050,한국금융지주,106436,,금융지주회사,KOSPI,주권,KRX,191000.0,193905.0,212965.0,227045.0,211969.0,-9.89248427836146,292500.0,-34.7008547008547,42.36559139783671,-3.0,-22.52,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,94.33,4.83,36.87,4.0,0.88,18.66,1025.35,6.14,95.49,69.05,11480 -> 16883 -> 32808,194661.0,23453.0,20244.0,12.05,10.4,-76072.18,-76406.29,32860.45,1240624.37,-1207763.92,4.55,25.1,8690.0,5078.16,OpenDART,55.75,5.0,True,5.0,OpenDART,,4.0,,,322750.0,,,68.98,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,0.04,69.05,2025.0,11011.0,17,16,16,15,1.01,8.91,-12.87,8.5,-52.94,기타 금융업,기타 금융업,2026-09-01,4.77,15,8,16,20,15,10,5,5,94,S,64
003490.KS,003490,대한항공,105863,,"여객운송,화물운송,항공기 제조,판매,정비수리/기내식 제조판매,면세품 판매",KOSPI,주권,KRX,28750.0,26770.0,26823.333333333332,25958.333333333332,24844.75,15.718612584147557,30000.0,-4.166666666666666,65.21739130421551,9.73,15.46,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,-40.82,8.45,47.53,32.0,1.01,7.28,339.88,41.16,-47.23,-14.28,2873 -> 3567 -> 2111,252255.0,11136.0,6473.0,4.41,2.57,40751.91,-2209.29,18699.88,389469.74,-370769.86,2.61,35.5,750.0,2770.54,OpenDART,0.0,4.0,False,4.0,OpenDART,,3.9,,,36700.0,,,27.65,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011,OpenDART,,-14.28,2025.0,11011,1,0,0,0,,,,,,항공 여객 운송업,항공 여객 운송업,2026-09-01,4.77,0,8,6,0,0,0,1,0,15,D,65
259960.KS,259960,크래프톤,105677,,<배틀그라운드> 등 게임 소프트웨어,KOSPI,주권,KRX,231000.0,229975.0,233900.0,244725.0,246030.0,-6.109011096207779,386000.0,-40.15544041450777,38.983050847448375,-1.7,-10.29,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,-43.16,14.43,43.55,11.0,1.37,10.6,31.31,22.76,-10.83,12.39,12221 -> 27162 -> 15438,33266.0,10544.0,7337.0,31.7,22.06,10451.03,9041.3,5967.26,22495.04,-16527.78,0.97,13.6,2240.0,995.75,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,368333.0,,,59.45,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,12.39,2025.0,11011.0,2,1,1,1,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-09-01,4.77,12,6,12,0,8,0,5,5,48,C,66
323410.KS,323410,카카오뱅크,104727,,은행 및 금융서비스,KOSPI,주권,KRX,21950.0,21767.5,22072.5,22983.333333333332,23004.75,-4.584922679011943,37000.0,-40.67567567567568,45.61403508749523,0.46,-4.77,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,9.1,27.52,17.67,17.0,1.55,7.23,1032.02,4.78,7.0,16.34,744 -> 923 -> 1007,30863.0,6494.0,4803.0,21.04,15.56,60057.65,59360.83,20911.53,696599.09,-675687.56,2.1,45.64,460.0,2191.95,OpenDART,79.15,4.0,False,4.0,OpenDART,,3.69,,,29500.0,,,34.4,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,OFS,11011.0,OpenDART,1.87,16.34,2025.0,11011.0,2,1,1,1,,,,,,은행 및 저축기관,은행 및 저축기관,2026-09-01,4.77,8,6,6,5,12,5,5,5,52,C,67
005940.KS,005940,NH투자증권,97839,,"증권업,종합금융",KOSPI,주권,KRX,26500.0,27305.0,29123.333333333332,31195.0,28460.15,-6.8873495044825885,39200.0,-32.39795918367347,33.027522935694975,-3.99,-16.54,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,46.15,6.96,13.48,6.0,1.03,11.76,783.5,36.52,57.65,34.9,1587 -> 1976 -> 2888,136989.0,14206.0,10315.0,10.37,7.53,-54216.16,-54494.16,26308.3,739472.94,-713164.64,4.91,47.29,1300.0,4878.35,OpenDART,22.92,5.0,True,5.0,OpenDART,,3.94,,,42588.0,,,60.71,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,0.13,34.9,2025.0,11011.0,5,4,4,4,1.24,12.72,-16.94,6.0,0.0,금융 지원 서비스업,금융 지원 서비스업,2026-09-01,4.77,15,8,12,20,15,10,3,5,88,S,68
047050.KS,047050,포스코인터내셔널,97285,,"영업활동의 주요 품목으로 에너지 사업내 천연가스 발전, 태양력, 풍력, 수소 등이 있으며, 트레이딩 사업은 철강 및 철강원료, 이차전지소재, 곡물, 유지, 면방, 바이오플라스틱, 친환경차부품, 인프라 및 산업 플랜트 등이 있음.",KOSPI,주권,KRX,55300.0,53860.0,53103.333333333336,63794.166666666664,61593.25,-10.21743454031083,87300.0,-36.65521191294387,47.53086419748979,7.8,-5.47,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,19.35,14.68,7.85,10.0,1.3,9.27,140.03,0.35,0.65,-4.58,3834 -> 2925 -> 3491,323736.0,11653.0,6368.0,3.6,1.97,19415.39,8824.95,11714.66,109403.55,-97688.89,3.35,51.3,1850.0,3153.22,OpenDART,22.76,5.0,False,5.0,OpenDART,,4.0,,,89692.0,,,62.19,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,0.52,-4.58,2025.0,11011.0,1,0,0,0,,,,,,상품 중개업,상품 중개업,2026-09-01,4.77,12,6,6,20,0,8,5,5,62,B,69
006260.KS,006260,LS,96720,,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매",KOSPI,주권,KRX,310000.0,316075.0,331366.6666666667,353920.8333333333,297550.5,4.1839956578799224,553000.0,-43.942133815551536,45.283018867919736,13.55,-24.48,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,14.75,14.43,16.69,15.0,1.61,5.64,225.47,15.7,-1.89,-20.96,13539 -> 7371 -> 8458,318700.0,10526.0,4851.0,3.3,1.52,2063.3,-9841.35,20866.11,173152.04,-152285.93,,25.25,,683.69,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,563400.0,,,81.74,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,1.02,-20.96,2025.0,11011.0,17,16,16,15,0.94,9.17,71.28,8.0,87.5,기타 금융업,기타 금융업,2026-09-01,4.77,8,6,6,10,0,5,5,5,45,C,70
0126Z0.KS,0126Z0,삼성에피스홀딩스,93933,,지주회사,KOSPI,주권,KRX,377500.0,390325.0,400100.0,461662.5,,,743000.0,-49.19246298788694,39.11111111110868,2.17,-14.98,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,,35.03,6.18,40.0,1.54,,30.64,,,,-,2516.9,-636.41,853.0,-25.29,33.9,-1037.45,-1437.32,1313.0,18098.15,-16785.15,,,,,,,,,,,,4.0,,,593333.0,,,57.17,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011,OpenDART,,,,,17,16,16,16,0.94,9.04,63.83,8.0,400.0,기타 금융업,기타 금융업,2026-09-01,4.77,0,6,0,0,0,0,5,3,14,D,71
443060.KS,443060,HD현대마린솔루션,91011,,"AM(After Market) 솔루션, 친환경 Retrofit, 디지털 제어",KOSPI,주권,KRX,203000.0,203685.0,208910.0,209669.16666666666,201758.5,0.6153396263354456,280500.0,-27.629233511586452,52.14285714284672,10.99,-8.56,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,13.41,31.31,30.1,26.0,10.8,33.73,54.27,13.59,28.86,26.16,3778 -> 5302 -> 6013,19827.0,3501.0,2696.0,17.66,13.6,3241.28,3061.12,3779.24,4475.95,-696.71,1.95,65.7,3950.0,1770.79,OpenDART,25.4,2.0,False,2.0,OpenDART,,4.0,,,314727.0,,,55.04,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,1.94,26.16,2025.0,11011.0,2,1,1,1,,,,,,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2026-09-01,4.77,0,0,20,5,15,5,5,5,55,B,72
028050.KS,028050,삼성E&A,89768,,"산업설비,건물,구축물,토목시설의 설계,시공,공사감리",KOSPI,주권,KRX,45800.0,48025.0,46430.833333333336,46389.583333333336,39023.75,17.364425510106024,64400.0,-28.88198757763975,40.86956521735813,3.15,-5.27,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,-18.44,6.49,38.93,13.0,1.95,13.76,125.8,-9.41,-18.47,-9.5,3846 -> 3862 -> 3150,90288.0,7921.0,6483.0,8.77,7.18,2544.33,1579.4,8617.97,55933.7,-47315.73,1.72,25.1,790.0,1548.4,OpenDART,19.7,2.0,False,2.0,OpenDART,,4.0,,,67069.0,,,46.44,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,-9.5,2025.0,11011.0,2,1,1,1,,,,,,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2026-09-01,4.77,8,3,12,0,0,0,5,5,33,D,73
180640.KS,180640,한진칼,86657,,"지주사업, 경영자문 및 컨설팅",KOSPI,주권,KRX,129800.0,122085.0,119276.66666666667,117333.33333333333,117814.0,10.173663571392193,173000.0,-24.971098265895954,67.65578635012027,9.08,12.87,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,-68.82,25.59,18.88,46.02,2.46,4.75,20.93,2.12,-115.24,-36.56,5723 -> 7385 -> 2303,2984.0,-75.0,1592.0,-2.51,53.35,1222.26,-458.92,1109.3,7165.31,-6056.01,0.28,15.6,360.0,242.39,OpenDART,28.42,4.0,False,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,-36.56,2025.0,11011.0,17,16,16,15,0.94,9.17,161.7,8.0,475.25,기타 금융업,기타 금융업,2026-09-01,4.77,0,3,0,0,0,0,1,5,9,D,74
090430.KS,090430,아모레퍼시픽,85574,,"화장품,생활용품 제조, 판매",KOSPI,주권,KRX,146300.0,138745.0,122991.66666666667,126190.0,128178.5,14.137706401619615,165100.0,-11.387038158691702,63.88888888886129,12.71,36.09,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,-60.27,34.27,26.56,27.0,1.82,4.41,26.49,9.46,52.29,14.4,2608 -> 8591 -> 3413,42528.0,3358.0,2473.0,7.9,5.81,5838.4,4925.73,5245.58,14577.56,-9331.98,0.85,36.3,1240.0,856.01,OpenDART,22.17,5.0,True,5.0,OpenDART,,3.94,,,178412.0,,,21.95,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,14.4,2025.0,11011.0,3,2,2,2,,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-09-01,4.77,0,3,0,0,8,0,3,5,19,D,75
161390.KS,161390,한국타이어앤테크놀로지,83491,,타이어 제조,KOSPI,주권,KRX,67400.0,68140.0,68323.33333333333,64304.166666666664,63601.75,5.971926873081322,76700.0,-12.1251629726206,55.135135135093414,0.9,-0.74,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,-2.26,6.24,39.37,6.0,0.61,9.39,87.63,125.27,4.47,22.99,5814 -> 8998 -> 8795,212023.0,18411.0,9716.0,8.68,4.58,16080.24,-7000.92,26030.8,124452.09,-98421.29,3.41,25.8,2300.0,2805.74,OpenDART,42.19,5.0,False,5.0,OpenDART,,4.0,,,89824.0,,,33.27,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011,OpenDART,,22.99,2025.0,11011,1,0,0,0,,,,,,고무제품 제조업,고무제품 제조업,2026-09-01,4.77,15,10,6,0,12,0,3,5,51,C,76
007660.KS,007660,이수페타시스,81557,,"P.C.B(인쇄회로기판),M.L.B 제조",KOSPI,주권,KRX,111100.0,98680.0,100723.33333333333,113564.16666666667,116483.0,-4.621275207541014,161400.0,-31.164807930607186,77.15617715615198,49.13,-8.11,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,102.24,38.82,15.97,30.0,9.49,29.64,70.53,30.0,100.88,77.17,719 -> 1116 -> 2257,10880.0,2047.0,1605.0,18.81,14.75,1687.53,-128.51,1627.8,5333.13,-3705.33,,11.0,,168.84,OpenDART,,0.0,False,1.0,OpenDART,,4.0,,,176667.0,,,59.02,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011,OpenDART,0.29,77.17,2025.0,11011,6,5,5,5,5.52,6.14,71.92,53.0,-43.4,전자부품 제조업,전자부품 제조업,2026-09-01,4.77,0,0,20,20,15,10,1,5,71,A,77
016360.KS,016360,삼성증권,78851,,"유가증권의 매매,위탁매매,인수주선",KOSPI,주권,KRX,88300.0,91095.0,103018.33333333333,107149.16666666667,98415.0,-10.277904790936342,149500.0,-40.936454849498325,41.47286821703176,-8.97,-28.44,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,12.03,5.76,26.18,5.0,0.97,13.09,887.64,10.45,14.09,35.65,6130 -> 10068 -> 11279,148739.0,13757.0,10072.0,9.25,6.77,-53238.21,-53680.42,33798.3,716151.57,-682353.27,4.53,35.46,4000.0,3572.0,OpenDART,33.01,5.0,True,5.0,OpenDART,,3.88,,,152588.0,,,72.81,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,0.42,35.65,2025.0,11011.0,5,4,4,4,1.24,12.06,-21.77,6.5,-23.08,금융 지원 서비스업,금융 지원 서비스업,2026-09-01,4.77,15,8,12,20,15,5,5,5,85,S,78
