yf_symbol,symbol,name,market_cap,market_cap_as_of,market_cap_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,fundamental_refreshed_at,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,cashflow_status,financial_currency,dart_year,dart_fs_div,dart_report_code,dart_source,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
TSLA,TSLA,테슬라,1435.897450563,2026-09-10,Naver exchange listing (USD),363.55999755859375,353.85599822998046,362.2626647949219,378.5160827636719,399.0537496948242,-8.894479042829257,489.8800048828125,-25.78590799076125,56.36702658298841,11.01,-11.57,daily_close,일봉 종가,2026-09-11 15:26 KST,363.42,-0.038507415429050645,-3.0,176.51,43.7,323.19626,15.722664,4.67,18.373,25.5,-37.51,-49.94,4.31 -> 2.04 -> 1.08,94827000000.0,4849000000.0,3794000000.0,5.11,4.0,14747000000.0,6220000000.0,16513000000.0,14719000000.0,1794000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Auto Manufacturers,49.18,3.65,39.0,0.85,390.09,600.0,125.0,7.3,-7.04,Finnhub,yfinance,2026-09-11,,-49.94,21.21,10.32,21.48,6,5,4,4,1423.79,52.35,,,,,,,2026-09-10,4.25,0,0,0,0,0,0,3,5,8,D,11
SKHY,SKHY,SK하이닉스 ADR,1372.4537365,2026-09-10,Naver exchange listing (USD),188.3000030517578,167.03600006103517,,,,,198.6300048828125,-5.200625070290448,66.52252928277835,21.95,,daily_close,일봉 종가,2026-09-11 15:26 KST,185.88,-1.2851848181290966,1272.4,,0.16,11.754057,7.178173,354.06,72.077,256.8,,,-,,,,,,,,,,,1991.5,0.0,3750.0,,yfinance,,,,,,Technology,Semiconductors,,4.57,13.0,,247.31,355.0,152.0,31.34,,,yfinance,2026-09-11,0.01,,40.77,12.87,37.69,30,28,27,28,-71.17,-44.23,,,,,,,2026-09-10,4.25,12,0,20,20,0,10,1,0,63,B,12
MU,MU,마이크론 테크놀로지,1103.880159719,2026-09-10,Naver exchange listing (USD),977.4099731445312,961.5355010986328,960.7096700032552,799.6495852152507,618.2278007507324,58.09867688862151,1213.56005859375,-19.45928294005201,50.47250160648353,7.26,-10.16,daily_close,일봉 종가,2026-09-11 15:26 KST,971.4,-0.6148876428174698,1368.5,53.12,79.96,23.255056,10.955669,66.64,6.33,345.7,651.65,-1.04,7.75 -> 0.7 -> 7.59,37378000000.0,9809000000.0,8539000000.0,26.24,22.84,17525000000.0,1668000000.0,9642000000.0,15278000000.0,-5636000000.0,0.05,1.12,0.53,,yfinance,1.11,5.0,False,5.0,yfinance dividend history,Technology,Semiconductors,91.38,4.65,45.0,0.31,1513.11,2200.0,361.0,54.81,16.21,Finnhub,yfinance,2026-09-11,0.02,-1.04,40.77,12.87,37.69,30,28,27,28,-42.96,-14.87,,,,,,,2026-09-10,4.25,4,0,20,20,0,10,5,5,64,B,13
LLY,LLY,일라이 릴리,1057.143983995,2026-09-10,Naver exchange listing (USD),1123.0,1187.789501953125,1178.8905008951822,1082.2889200846355,1064.567953491211,5.488803821039629,1280.3399658203125,-12.288920913243926,9.72124681874449,-7.97,-0.56,daily_close,일봉 종가,2026-09-11 15:26 KST,,,26.2,66.51,85.43,37.735214,29.551077,102.29,162.071,47.7,74.27,98.92,5.8 -> 11.71 -> 22.95,65179000000.0,29696000000.0,20640000000.0,45.56,31.67,16813000000.0,5964000000.0,7268000000.0,42503000000.0,-35235000000.0,0.62,21.69,6.92,,yfinance,15.24,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,78.95,4.3,29.0,0.0,1315.56,1600.0,850.0,17.15,24.79,Finnhub,yfinance,2026-09-11,1.44,98.92,30.97,6.0,13.83,8,7,6,6,21.84,392.52,,,,,,,2026-09-10,4.25,0,0,20,10,15,8,1,5,59,B,14
JPM,JPM,제이피모간체이스,939.828311104,2026-09-10,Naver exchange listing (USD),353.55999755859375,357.08199920654295,347.90916697184247,326.1290003458659,319.1454006958008,10.78335980645883,365.17999267578125,-3.181991168805382,53.17136867652995,-3.18,10.7,daily_close,일봉 종가,2026-09-11 15:26 KST,,,46.9,11.94,75.95,15.2591,2.6788063,17.79,,30.4,,11.06,16.23 -> 19.75 -> 20.02,181847000000.0,,57048000000.0,,31.37,-147782000000.0,-147782000000.0,343338000000.0,499982000000.0,-156644000000.0,1.7,25.71,6.0,,yfinance,11.53,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,60.0,3.91,20.0,3.33,373.65,420.0,305.0,5.68,4.8,Finnhub,yfinance,2026-09-11,0.33,11.06,18.13,2.9,14.74,13,12,12,12,-15.84,-7.63,,,,,,,2026-09-10,4.25,8,3,16,20,8,10,5,0,70,A,15
WMT,WMT,월마트,838.834990061,2026-09-10,Naver exchange listing (USD),105.7300033569336,107.71699905395508,111.49116605122884,118.27291603088379,118.7117495727539,-10.935519240969734,134.1999969482422,-21.21460077401403,56.1886294001523,-8.86,-12.49,daily_close,일봉 종가,2026-09-11 15:26 KST,,,-9.1,35.93,38.25,39.245422,9.042876,22.31,71.653,5.9,1.63,19.45,1.91 -> 2.41 -> 2.73,713163000000.0,29825000000.0,21893000000.0,4.18,3.07,41565000000.0,14923000000.0,10727000000.0,67095000000.0,-56368000000.0,0.94,34.96,0.99,,yfinance,7.98,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Discount Stores,87.5,4.47,40.0,-2.08,127.72,155.0,81.0,20.8,2.67,Finnhub,yfinance,2026-09-10,,19.45,25.37,9.58,36.83,6,5,4,4,54.69,-5.61,,,,,,,2026-09-10,4.25,0,0,20,0,12,0,3,5,40,C,16
AMD,AMD,AMD(어드밴스드 마이크로 디바이시스),822.114431151,2026-09-10,Naver exchange listing (USD),503.6000061035156,480.3794998168945,502.9183329264323,432.55366706848145,345.3508001708984,45.82274193495624,580.9099731445312,-13.308424818828302,60.53964647616239,4.28,-7.98,daily_close,일봉 종가,2026-09-11 15:26 KST,,,159.5,135.05,75.43,116.36735,11.074264,10.2,6.361,50.1,77.09,123.61,0.53 -> 1.0 -> 2.65,34639000000.0,3694000000.0,4335000000.0,10.66,12.51,7709000000.0,6735000000.0,5539000000.0,3847000000.0,1692000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Semiconductors,83.05,4.52,49.0,0.29,613.84,1250.0,365.0,21.89,5.88,Finnhub,yfinance,2026-09-09,0.73,123.61,38.52,12.87,38.11,30,28,27,28,202.1,-13.95,,,,,,,2026-09-10,4.25,0,0,12,16,15,10,3,5,61,B,17
V,V,비자,685.598424345,2026-09-10,Naver exchange listing (USD),367.2099914550781,372.71050415039065,359.524169921875,338.0353345235189,334.7410501098633,9.699719031937791,384.1400146484375,-4.407253227408143,51.44022996662055,2.17,13.4,daily_close,일봉 종가,2026-09-11 15:26 KST,,,10.2,28.2,90.32,31.251915,19.459988,61.19,67.821,14.4,10.39,10.99,8.28 -> 9.73 -> 10.2,40000000000.0,26556000000.0,20058000000.0,66.39,50.14,23059000000.0,21577000000.0,17164000000.0,25171000000.0,-8007000000.0,0.73,22.13,2.68,,yfinance,15.71,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,88.24,4.55,37.0,-3.92,419.36,466.0,330.0,14.2,0.78,Finnhub,yfinance,2026-09-11,3.06,10.99,16.54,2.73,14.74,13,12,12,12,88.95,612.82,,,,,,,2026-09-10,4.25,0,0,20,0,8,5,5,0,38,D,18
XOM,XOM,엑슨모빌 홀딩스,679.411213151,2026-09-10,Naver exchange listing (USD),165.22999572753906,161.96200103759764,151.85333353678385,152.79325002034506,145.42429988861085,13.61924785204301,171.47000122070312,-3.6391237235324927,48.39497809707885,3.43,17.25,daily_close,일봉 종가,2026-09-11 15:26 KST,165.3537,0.07486792692588749,112.8,12.12,66.3,20.647814,2.5466075,12.58,15.921,44.1,-14.41,-13.19,8.89 -> 7.84 -> 6.7,323905000000.0,33938000000.0,28844000000.0,10.48,8.91,51970000000.0,23612000000.0,10681000000.0,43537000000.0,-32856000000.0,2.49,52.51,4.12,,yfinance,4.06,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,50.0,3.68,22.0,-3.33,169.68,200.0,142.0,2.69,3.84,Finnhub,yfinance,2026-09-10,0.18,-13.19,16.66,2.04,14.18,4,3,3,3,23.94,24.83,,,,,,,2026-09-10,4.25,4,3,12,20,0,10,5,0,54,C,19
ASML,ASML,ASML 홀딩 ADR,648.141863,2026-09-10,Naver exchange listing (USD),1687.4300537109375,1744.565008544922,1761.143330891927,1637.1850819905599,1491.318748474121,13.150193775641354,1989.43994140625,-15.180648654406456,41.55837259994374,-6.78,-10.84,daily_close,일봉 종가,2026-09-11 15:26 KST,1683.5455,-0.23020531739343963,28.5,36.39,20.39,58.46951,1418.9932,53.94,9.092,21.3,25.26,9.55,20.59 -> 19.24 -> 24.71,32667300000.0,11301400000.0,9609400000.0,34.6,29.42,,11027300000.0,12916000000.0,4390900000.0,8525100000.0,0.54,29.72,9.08,,yfinance,3.58,9.0,False,9.0,yfinance dividend history,Technology,Semiconductor Equipment & Materials,85.71,4.6,16.0,0.0,2160.13,2864.31,898.54,28.01,2.58,Finnhub,yfinance,2026-09-11,2.05,9.55,38.52,12.77,37.69,30,28,27,28,51.79,11011.93,,,,,,,2026-09-10,4.25,0,0,20,0,8,8,5,5,46,C,20
JNJ,JNJ,존슨앤드존슨,641.876491311,2026-09-10,Naver exchange listing (USD),266.3500061035156,269.26899871826174,259.08316599527996,245.7174996693929,236.808099899292,12.475040430114934,278.42999267578125,-4.338608228292491,48.793199177640886,2.1,13.02,daily_close,일봉 종가,2026-09-11 15:26 KST,,,-0.9,19.17,76.88,30.97093,7.5487475,25.74,57.709,6.6,20.46,-10.34,13.72 -> 5.79 -> 11.03,94193000000.0,25596000000.0,26804000000.0,27.17,28.46,24530000000.0,19313000000.0,19709000000.0,47933000000.0,-28224000000.0,2.01,60.79,5.36,,yfinance,4.92,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,70.97,4.09,22.0,0.0,275.64,320.0,190.0,3.49,0.4,Finnhub,yfinance,2026-09-11,,-10.34,34.0,10.09,13.83,8,7,6,6,-8.91,-25.19,,,,,,,2026-09-10,4.25,0,0,20,0,0,0,5,0,25,D,21
INTC,INTC,인텔,530.198173344,2026-09-10,Naver exchange listing (USD),100.31999969482422,94.69050025939941,104.18749987284342,96.35916649500528,75.19479993820191,33.41348042320905,140.94000244140625,-28.820776247303677,61.3466427237499,-0.62,-21.54,daily_close,일봉 종가,2026-09-11 15:26 KST,,,98.63,65.53,62.53,,5.187511,-10.71,48.997,25.4,6.88,,1.94 -> 0.4,52853000000.0,-23000000.0,-267000000.0,-0.04,-0.51,9697000000.0,-4949000000.0,14265000000.0,46585000000.0,-32320000000.0,,0.0,0.0,,yfinance,,0.0,,9.0,yfinance dividend history,Technology,Semiconductors,34.55,3.48,41.0,0.0,114.88,200.0,75.0,14.51,1086.32,Finnhub,yfinance,2026-09-03,,,40.74,12.87,38.11,30,29,27,28,,-59.69,,,,,,,2026-09-10,4.25,0,0,0,0,0,10,3,5,18,D,22
MA,MA,마스터카드,495.269739778,2026-09-10,Naver exchange listing (USD),565.3699951171875,580.6529937744141,550.483827718099,524.6553311665853,530.9401477050782,6.484694661145516,599.8599853515625,-5.749673436570586,44.81156947238954,1.01,15.23,daily_close,일봉 종가,2026-09-11 15:26 KST,,,22.1,35.06,91.28,31.94677,91.95435,241.2,439.583,14.1,19.52,18.17,11.83 -> 13.89 -> 16.52,32791000000.0,19514000000.0,14968000000.0,59.51,45.65,17648000000.0,16433000000.0,10566000000.0,19000000000.0,-8434000000.0,0.62,17.93,3.48,,yfinance,15.75,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,90.74,4.62,37.0,-1.85,670.92,740.0,550.0,18.67,2.85,Finnhub,yfinance,2026-09-03,1.45,18.17,16.54,2.73,14.74,13,12,12,12,93.15,3268.29,,,,,,,2026-09-10,4.25,0,0,20,10,12,8,5,0,55,B,23
ABBV,ABBV,애브비,450.614907675,2026-09-10,Naver exchange listing (USD),255.0,257.9309989929199,251.3599998474121,231.09891649882,228.63184951782227,11.533017179271988,265.9700012207031,-4.124525762437459,41.578325080621894,2.51,15.08,daily_close,일봉 종가,2026-09-11 15:26 KST,,,290.4,59.9,77.45,70.833336,-75.91545,,,10.2,68.92,-6.85,2.72 -> 2.39 -> 2.36,61160000000.0,20091000000.0,4226000000.0,32.85,6.91,19030000000.0,17816000000.0,5229000000.0,67496000000.0,-62267000000.0,2.71,190.4,6.92,,yfinance,5.17,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,82.05,4.32,29.0,0.47,276.79,328.0,200.0,8.55,0.6,Finnhub,yfinance,2026-09-11,0.24,-6.85,30.97,7.55,14.15,8,7,7,7,128.72,,,,,,,,2026-09-10,4.25,0,0,0,20,0,10,5,0,35,D,24
ORCL,ORCL,오라클,440.53923474,2026-09-10,Naver exchange listing (USD),152.94000244140625,149.675,144.58983370463054,161.90050004323322,167.8868998336792,-8.90295633970275,328.3299865722656,-53.41881378606761,59.16371231501311,-0.22,-20.61,daily_close,일봉 종가,2026-09-11 15:26 KST,159.26,4.1323378172529015,21.9,36.02,45.82,26.06175,11.651841,53.38,388.87,20.6,24.33,25.36,3.71 -> 4.34 -> 5.83,67357000000.0,22444000000.0,17087000000.0,33.32,25.37,31977000000.0,-23686000000.0,31289000000.0,156189000000.0,-124900000000.0,1.31,34.31,2.0,,yfinance,14.07,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,81.63,4.41,42.0,0.0,244.12,400.0,110.0,59.62,9.27,Finnhub,yfinance,2026-09-02,1.19,25.36,40.77,12.87,37.69,30,28,27,28,-36.08,-9.47,,,,,,,2026-09-10,4.25,0,0,20,10,15,8,3,3,59,B,25
BAC,BAC,뱅크오브아메리카,437.466337714,2026-09-10,Naver exchange listing (USD),62.560001373291016,62.68849964141846,61.1563330968221,56.466749827067055,55.037799987792965,13.667336607143502,64.80999755859375,-3.471680712946404,55.99314909665885,-3.47,11.97,daily_close,일봉 종가,2026-09-11 15:26 KST,,,34.1,11.79,71.33,14.481482,1.5901582,11.2,,16.8,,11.22,3.08 -> 3.21 -> 3.81,113097000000.0,,30509000000.0,,26.98,12613000000.0,12613000000.0,239319000000.0,365904000000.0,-126585000000.0,2.05,25.87,1.28,,yfinance,7.89,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,79.31,4.46,21.0,0.0,69.0,79.0,62.0,10.29,6.52,Finnhub,yfinance,2026-09-11,0.42,11.22,18.13,2.9,17.34,13,12,12,12,-20.12,-45.17,,,,,,,2026-09-10,4.25,8,6,12,20,8,10,3,0,67,B,26
CSCO,CSCO,시스코 시스템즈,423.591533635,2026-09-10,Naver exchange listing (USD),107.44000244140625,110.50800018310547,114.63366661071777,106.75874996185303,95.2288500213623,12.822954826509683,130.0,-17.353844275841347,41.13769271597369,-13.27,-10.59,daily_close,일봉 종가,2026-09-11 15:26 KST,107.5,0.05584284924646239,52.1,18.59,83.41,32.792793,8.56941,27.32,62.017,17.6,28.45,-8.86,3.07 -> 2.54 -> 2.55,63325000000.0,16061000000.0,13267000000.0,25.36,20.95,14177000000.0,12767000000.0,7218000000.0,29533000000.0,-22315000000.0,1.56,49.85,1.68,,yfinance,2.58,10.0,False,10.0,yfinance dividend history,Technology,Communication Equipment,68.57,4.18,24.0,-1.13,137.62,170.0,115.0,28.09,0.56,Finnhub,yfinance,2026-09-10,0.63,-8.86,40.77,12.87,38.11,30,28,27,28,-19.57,-33.42,,,,,,,2026-09-10,4.25,0,0,20,20,0,10,5,5,60,B,27
CVX,CVX,셰브론,420.365096256,2026-09-10,Naver exchange listing (USD),212.75999450683594,205.6510009765625,190.33466695149738,190.6996669769287,182.0235501098633,16.88597128141999,213.80999755859375,-0.4910916532189115,62.44213443962326,8.22,17.94,daily_close,일봉 종가,2026-09-11 15:26 KST,,,321.9,14.21,70.53,19.046242,2.0423553,12.23,18.959,53.5,-11.86,-23.6,11.36 -> 9.72 -> 6.63,184432000000.0,16674000000.0,12299000000.0,9.04,6.67,33939000000.0,16592000000.0,6293000000.0,40758000000.0,-34465000000.0,3.35,67.18,7.12,,yfinance,6.39,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,83.87,4.28,24.0,7.2,216.96,236.0,175.0,1.97,16.82,Finnhub,yfinance,2026-09-03,0.06,-23.6,16.66,2.34,14.18,4,3,3,3,14.32,-12.72,,,,,,,2026-09-10,4.25,4,3,12,20,0,10,3,0,52,C,28
