yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
403870.KQ,403870,HPSP,41479,우량기업부,고압 수소 어닐링 장비,KOSDAQ,주권,KRX,50400.0,43890.0,46108.333333333336,47286.25,42690.0,18.060435699226986,83500.0,-39.64071856287425,74.02862985680832,42.37,6.89,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,-16.35,35.96,32.58,33.0,13.46,24.79,19.95,-4.63,-4.26,-6.21,989 -> 1040 -> 870,1730.0,899.0,727.0,51.97,42.02,1002.05,977.76,939.41,614.76,324.65,0.99,55.66,500.0,404.37,OpenDART,49.38,4.0,True,4.0,OpenDART,,4.0,,,68250.0,,,35.42,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,,-6.21,30.0,5.54,8.16,10.0,142.96,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-02,4.25,0,0,20,0,0,0,1,5,26,D,11
214450.KQ,214450,파마리서치,40779,우량기업부,재생의약품,KOSDAQ,주권,KRX,392500.0,410325.0,355816.6666666667,332445.8333333333,362395.0,8.30723381945115,711000.0,-44.79606188466948,46.764091858034845,2.08,51.54,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,65.07,24.5,9.04,22.0,6.88,26.88,44.21,53.18,70.02,37.82,7481 -> 8608 -> 14209,5363.0,2144.0,1683.0,39.98,31.38,1831.62,1473.8,1756.63,3200.1,-1443.47,0.94,25.9,3700.0,427.91,OpenDART,77.64,5.0,False,5.0,OpenDART,,4.0,,,512667.0,,,30.62,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,1,2,2,0.34,37.82,,,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-09-02,4.25,4,0,20,20,15,10,5,5,79,A,12
298380.KQ,298380,에이비엘바이오,38799,기술성장기업부,항체의약품 연구개발,KOSDAQ,주권,KRX,69300.0,79930.0,83621.66666666667,115471.66666666667,144819.0,-52.14716301037847,245500.0,-71.77189409368636,19.72318339099391,-13.81,-21.78,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,,,12.99,-68.0,23.18,-23.48,79.29,137.43,,,-,793.0,-404.0,-379.0,-50.95,-47.79,-412.53,-419.05,1119.82,1242.37,-122.55,,,,,,,,,,,,4.0,,,240000.0,,,246.32,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,,,7,3,6,6,,,70.39,9.91,-6.93,,133.91,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-02,4.25,0,0,0,0,0,0,1,1,2,D,13
000250.KQ,000250,삼천당제약,37297,중견기업부,"하메론, 아토로우",KOSDAQ,주권,KRX,159000.0,175225.0,195410.0,372513.3333333333,368043.0,-56.79852625915993,1184000.0,-86.57094594594594,22.799999999993616,-4.96,-33.47,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,,1036.5,4.68,209.76,12.31,1.94,54.36,9.91,226.92,,-,2318.0,85.0,120.0,3.67,5.18,97.93,-497.95,959.44,1976.38,-1016.94,0.03,22.1,50.0,11.63,OpenDART,-75.0,2.0,True,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-03,2025.0,CFS,11011,OpenDART,2025.0,11011,7,5,6,6,,,14.88,3.82,9.66,1309.68,222.25,의약품 제조업,의약품 제조업,2026-09-02,4.25,0,0,0,0,0,0,1,1,2,D,14
087010.KQ,087010,펩트론,36724,기술성장기업부,약효지속성 의약품 및 펩타이드 소재,KOSDAQ,주권,KRX,157500.0,182210.0,173468.33333333334,226084.16666666666,245190.5,-35.76423230100677,386000.0,-59.196891191709845,33.745781777272526,-9.38,-31.67,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,,,3.84,,29.71,-9.41,26.03,75.0,,,-,56.0,-213.0,-138.0,-380.36,-246.43,-205.86,-235.83,43.78,369.71,-325.93,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-02,2025.0,OFS,11011.0,OpenDART,,,7,3,6,6,,,70.39,9.91,-13.96,,199.8,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-02,4.25,0,0,0,0,0,0,3,3,6,D,15
108490.KQ,108490,로보티즈,36227,기술성장기업부,"솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼",KOSDAQ,주권,KRX,247000.0,252750.0,241926.66666666666,264738.3333333333,263579.5,-6.290132578595832,405000.0,-39.01234567901234,49.79253112032616,6.24,-14.68,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,,691.83,4.83,972.0,10.16,2.49,1.79,29.67,,,-,389.0,33.0,53.0,8.48,13.62,70.75,46.35,310.38,56.29,254.09,,,,,,,,,,,,4.0,,,397167.0,,,60.8,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,,,19,17,18,18,,,30.0,5.54,8.98,3140.0,83.39,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-02,4.25,0,0,0,0,0,0,5,5,10,D,16
095340.KQ,095340,ISC,36140,우량기업부,반도체테스트소켓,KOSDAQ,주권,KRX,170500.0,158095.0,160653.33333333334,195172.5,167071.0,2.0524208270735196,271000.0,-37.08487084870848,60.53412462907174,29.66,-2.52,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,2.68,60.46,30.03,41.0,6.19,10.6,15.85,26.19,34.15,91.78,720 -> 2579 -> 2648,2202.0,601.0,563.0,27.29,25.57,417.12,353.78,798.71,851.6,-52.89,0.5,31.0,850.0,173.95,OpenDART,12.31,5.0,True,5.0,OpenDART,,4.0,,,217167.0,,,27.37,,,Naver/FnGuide,,KRW,2026-09-03,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,15.3,91.78,,,,,,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-09-02,4.25,0,0,12,0,15,2,3,5,37,D,17
319660.KQ,319660,피에스케이,35918,우량기업부,"드라이스트립, 드라이클리닝",KOSDAQ,주권,KRX,124000.0,128405.0,151650.0,121499.16666666667,90344.25,37.25278587181807,211500.0,-41.371158392434985,38.297872340411274,-1.59,11.51,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,-0.73,10.42,22.77,23.0,5.84,15.54,19.84,14.85,5.48,22.31,1813 -> 2732 -> 2712,4572.0,885.0,785.0,19.36,17.17,617.31,431.97,1194.22,1069.62,124.6,0.55,25.1,680.0,196.97,OpenDART,19.35,5.0,True,5.0,OpenDART,,3.83,,,190000.0,,,53.23,,,Naver/FnGuide,,KRW,2026-09-03,2025.0,CFS,11011,OpenDART,2025.0,11011,19,17,18,18,,22.31,32.0,5.54,8.16,-28.12,5.42,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-02,4.25,4,0,16,0,12,0,5,5,42,C,18
141080.KQ,141080,리가켐바이오,33613,기술성장기업부,ADC 신약연구개발,KOSDAQ,주권,KRX,90800.0,105765.0,116131.66666666667,149377.5,161007.0,-43.60493643133528,213500.0,-57.470725995316165,21.939953810616473,-17.38,-22.06,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,,483.55,11.95,-39.0,8.74,-13.22,29.7,12.47,,,-,1416.0,-1065.0,-916.0,-75.21,-64.69,-1245.33,-1305.74,986.5,1606.95,-620.45,,,,,,,,,,,,4.0,,,227500.0,,,150.55,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,,,10,2,9,9,,,,31.43,-31.49,,-72.19,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-02,4.25,0,0,0,0,0,0,1,3,4,D,19
257720.KQ,257720,실리콘투,33378,우량기업부,화장품 유통,KOSDAQ,주권,KRX,50900.0,45955.0,38717.5,39682.083333333336,41151.0,23.69079730747734,61800.0,-17.637540453074433,60.60037523448974,36.28,54.24,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,31.11,14.49,11.88,15.0,5.15,46.89,55.09,61.43,49.27,103.34,631 -> 1990 -> 2609,11163.0,2054.0,1686.0,18.4,15.1,11.41,-58.98,773.23,2520.18,-1746.95,0.6,11.9,306.0,200.28,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,59000.0,,,15.91,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,0.48,103.34,,,,,,상품 종합 도매업,상품 종합 도매업,2026-09-02,4.25,8,0,20,20,15,10,3,5,81,A,20
440110.KQ,440110,파두,31469,기술성장기업부,SSD 컨트롤러,KOSDAQ,주권,KRX,62800.0,63335.0,74563.33333333333,75890.83333333333,57994.0,8.287064179053004,128300.0,-51.05222135619641,46.35761589401825,1.45,-41.09,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,,,27.45,,49.25,-131.08,518.5,112.41,,,-,924.0,-655.0,-762.0,-70.89,-82.47,-37.04,-78.42,408.04,1026.33,-618.29,,,,,,,,,,,,4.0,,,115000.0,,,83.12,,,Naver/FnGuide,,KRW,2026-09-03,2025.0,CFS,11011,OpenDART,,,5,3,4,4,,,10.84,3.41,9.64,,1344.28,반도체 제조업,반도체 제조업,2026-09-02,4.25,0,0,0,0,0,0,5,3,8,D,21
310210.KQ,310210,보로노이,31397,기술성장기업부,표적치료제,KOSDAQ,주권,KRX,169500.0,167900.0,165356.66666666666,227515.83333333334,228596.5,-25.8518831215701,363500.0,-53.37001375515818,46.41909814322745,23.27,-6.35,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,,,6.36,,44.96,-50.18,64.97,-23.47,,,-,75.0,-544.0,-427.0,-725.33,-569.33,-720.95,-737.78,357.37,674.39,-317.02,,,,,,,,,,,,4.0,,,450000.0,,,165.49,,,Naver/FnGuide,,KRW,2026-09-03,2025.0,CFS,11011,OpenDART,,,10,2,9,9,,,,18.84,-18.83,,138.64,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-02,4.25,0,0,0,0,0,0,5,3,8,D,22
145020.KQ,145020,휴젤,30724,우량기업부,"보툴리눔톡신, 필러",KOSDAQ,주권,KRX,245500.0,257350.0,248841.66666666666,253333.33333333334,248877.5,-1.357093349137628,388000.0,-36.72680412371135,33.57142857142186,-4.84,7.68,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,3.3,21.91,56.69,18.0,2.7,16.06,9.86,13.97,20.88,22.87,7517 -> 10985 -> 11348,4251.0,2009.0,1470.0,47.26,34.58,1500.59,1205.36,2096.98,966.76,1130.22,,,,,,,,,,,,4.0,,,391429.0,,,59.44,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,,,7,2,6,6,5.45,22.87,,17.76,-16.44,,-84.8,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-02,4.25,8,3,16,0,12,2,3,5,49,C,23
084370.KQ,084370,유진테크,30592,우량기업부,실리콘질화막증착용LP-CVD,KOSDAQ,주권,KRX,133500.0,130170.0,143693.33333333334,136751.66666666666,119361.5,11.845109185122507,206500.0,-35.351089588377725,54.32595573439113,12.75,3.09,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,-32.89,30.03,37.62,27.46,5.53,9.81,18.16,3.61,-15.52,31.84,1066 -> 2761 -> 1853,3503.0,517.0,445.0,14.76,12.7,664.77,452.3,549.25,892.21,-342.96,0.17,12.3,230.0,52.02,OpenDART,-5.2,5.0,True,5.0,OpenDART,,4.0,,,180000.0,,,34.83,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,,31.84,32.0,5.69,8.16,-14.19,-2.81,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-02,4.25,0,0,6,0,15,0,5,5,31,D,24
064760.KQ,064760,티씨케이,27613,우량기업부,반도체 제조공정용 고순도 흑연제품,KOSDAQ,주권,KRX,247000.0,223705.0,229190.0,248632.5,219665.5,12.443692796547477,348500.0,-29.124820659971306,60.344827586197184,39.55,6.93,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,-2.77,18.81,66.58,25.0,4.89,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,3013.0,839.0,699.0,27.85,23.2,541.11,495.32,362.27,483.14,-45.27,0.58,22.9,1430.0,159.87,OpenDART,-5.6,5.0,True,5.0,OpenDART,,4.0,,,321667.0,,,30.23,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,6.91,,,,,,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-09-02,4.25,4,0,12,0,4,0,3,5,28,D,25
095610.KQ,095610,테스,26329,우량기업부,반도체장비(화학증착장비),KOSDAQ,주권,KRX,136000.0,139650.0,156243.33333333334,122775.0,94725.5,43.57274440356609,217500.0,-37.47126436781609,39.21568627449784,2.72,3.42,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,33.69,92.12,8.99,26.0,5.4,15.76,24.43,46.23,50.13,504.31,79 -> 2158 -> 2885,3511.0,578.0,569.0,16.46,16.21,824.23,492.84,121.43,957.15,-835.72,0.62,26.4,850.0,150.74,OpenDART,19.35,5.0,True,5.0,OpenDART,,4.0,,,215286.0,,,58.3,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,0.77,504.31,32.0,5.69,8.16,-18.75,-5.1,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-02,4.25,0,0,16,16,15,10,5,5,67,B,26
031980.KQ,031980,피에스케이홀딩스,26306,우량기업부,"Descum, Reflow",KOSDAQ,주권,KRX,122000.0,112640.0,121183.33333333333,117290.83333333333,94583.25,28.986897785813028,166500.0,-26.726726726726728,62.003454231418516,18.45,16.19,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,-4.32,11.02,5.52,17.0,4.66,19.55,15.5,-3.57,-17.06,46.54,1980 -> 4444 -> 4252,2078.0,734.0,917.0,35.32,44.13,814.17,792.28,1827.79,785.01,1042.78,0.89,25.4,1080.0,232.87,OpenDART,39.25,1.0,False,4.0,OpenDART,,4.0,,,195000.0,,,59.84,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,,46.54,32.0,5.69,8.16,-46.88,-18.1,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-02,4.25,8,0,16,0,15,0,3,5,47,C,27
131290.KQ,131290,티에스이,25883,우량기업부,"Probe Card, Test Interface Board, OLED Test Equipment, Test Socket",KOSDAQ,주권,KRX,234000.0,238775.0,235945.0,196475.0,145404.25,60.930646800213886,284500.0,-17.75043936731107,44.20289855072015,18.84,26.42,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,-10.0,1517.12,11.71,17.0,5.2,10.42,30.88,23.21,23.31,1672.52,11 -> 3840 -> 3456,4289.0,492.0,400.0,11.47,9.33,485.7,-22.4,758.17,1434.62,-676.45,0.19,12.4,450.0,49.78,OpenDART,-3.45,2.0,True,4.0,OpenDART,,4.0,,,380000.0,,,62.39,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,1672.52,,,,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-09-02,4.25,8,0,12,0,15,0,5,5,45,C,28
357780.KQ,357780,솔브레인,25630,우량기업부,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,KOSDAQ,주권,KRX,329500.0,324600.0,320816.6666666667,371337.5,352960.0,-6.646645512239348,501000.0,-34.231536926147704,51.4492753623084,21.81,1.7,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,-33.25,18.26,29.68,16.0,2.35,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9234.0,1336.0,840.0,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.71,22.77,2350.0,179.98,OpenDART,6.42,2.0,False,4.0,OpenDART,,4.0,,,510500.0,,,54.93,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,-22.12,,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-09-02,4.25,8,3,6,0,0,0,5,5,27,D,29
