yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
043260.KQ,043260,성호전자,12758,우량기업부,"전원공급장치,필름콘덴서",KOSDAQ,주권,KRX,17830.0,23028.75,-22.575042066981492,53200.0,-66.48496240601503,28.752399232230232,-55.42,-66.04,daily_close,NXT 미확인,2026-07-16 22:15 KST,,,871.74,6.42,5.07,3.15,2.25,46.27,128.77,11.72,20.63,101.28,331 -> 138 -> 1341,2316.0,76.0,910.0,3.28,39.29,200.87,152.61,295.71,3270.79,-2975.08,,,,,,,,,,,,4.5,,,85000.0,,,376.72,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,10,7,9,9,0.0,28.0,4.23,8.6,-88.75,-46.81,101.28,전자부품 제조업,전자부품 제조업,2026-07-16,4.25,15,3,20,0,15,10,3,1,67,B,64
218410.KQ,218410,RFHIC,12280,우량기업부,GaN 트랜지스터,KOSDAQ,주권,KRX,46600.0,57127.75,-18.428434517375532,112500.0,-58.577777777777776,34.21342134212368,-37.87,-50.05,nxt_web_latest,NXT 체결가,2026-07-16 22:01 KST,,,11.66,23.8,30.15,31.0,3.72,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,1858.0,309.0,355.0,16.63,19.11,294.99,242.9,1099.24,1497.25,-398.01,0.86,29.9,400.0,101.41,OpenDART,58.74,4.0,False,4.0,OpenDART,,4.0,,,132600.0,,,184.55,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,2.66,,,,,,28.82,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-07-16,4.25,0,0,6,0,15,5,3,3,32,D,65
127120.KQ,127120,제이에스링크,12072,벤처기업부,"유전체분석(EGIS), 개인유전체분석(DNAGPS)",KOSDAQ,주권,KRX,35350.0,29760.2,18.782803879006185,48900.0,-27.709611451942738,49.48453608243851,0.43,-23.81,nxt_web_latest,NXT 체결가,2026-07-16 22:01 KST,,,,,2.95,,13.41,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,-93.87,-534.7,404.31,544.44,-140.13,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011,OpenDART,,,8,2,7,7,,,28.92,-18.83,,-53.63,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-16,4.25,0,0,0,0,0,0,5,5,10,D,66
078600.KQ,078600,대주전자재료,11982,우량기업부,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",KOSDAQ,주권,KRX,76000.0,96515.5,-21.25617128854951,182800.0,-58.42450765864332,40.6451612903134,-34.93,-42.77,nxt_web_latest,NXT 체결가,2026-07-16 22:01 KST,,,-43.95,667.76,16.15,146.78,5.7,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,109.49,-128.37,870.95,4023.25,-3152.3,0.13,6.7,100.0,15.14,OpenDART,0.0,4.0,False,4.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,10,7,9,9,,19.58,4.21,9.7,649.64,35.39,444.67,전자부품 제조업,전자부품 제조업,2026-07-16,4.25,0,0,6,0,15,0,5,3,29,D,67
039200.KQ,039200,오스코텍,11534,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,30150.0,47190.0,-36.10934520025429,62000.0,-51.37096774193548,36.18784530383941,-23.96,-44.88,nxt_web_latest,NXT 체결가,2026-07-16 22:01 KST,,,5847.83,547.23,13.26,19.28,5.99,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,4.0,,,75000.0,,,148.76,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,7,5,6,6,0.0,38.0,4.2,7.59,-49.26,42.62,,의약품 제조업,의약품 제조업,2026-07-16,4.25,4,0,20,0,0,10,5,3,42,C,68
458870.KQ,458870,씨어스,11436,기술성장기업부,심전도검사솔루션 입원환자모니터링솔루션,KOSDAQ,주권,KRX,29800.0,39613.35,-24.772835420382265,63034.0,-52.72392676967985,46.11211573234555,-9.15,-36.26,nxt_web_latest,NXT 체결가,2026-07-16 22:01 KST,,,,102.08,4.94,20.0,22.15,52.78,36.81,495.06,,,-,482.0,163.0,160.0,33.82,33.2,20.86,4.54,110.96,145.84,-34.88,,,,,,,,,,,,4.0,,,68400.0,,,129.53,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,,,,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-16,4.25,4,0,20,0,0,0,5,3,32,D,69
323280.KQ,323280,태성,11283,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,36100.0,51121.75,-29.38426403634461,89700.0,-59.75473801560758,44.91978609623426,-26.1,-37.65,nxt_web_latest,NXT 체결가,2026-07-16 22:01 KST,,,,103.42,5.1,,8.33,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,19,15,18,18,,39.0,9.11,8.98,,-8.56,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-16,4.25,0,0,0,0,0,0,5,3,8,D,70
195940.KQ,195940,HK이노엔,10991,우량기업부,"전문의약품, 숙취해소음료",KOSDAQ,주권,KRX,38650.0,48722.75,-20.673607298438615,57600.0,-32.89930555555556,51.5970515970161,-6.53,-26.1,nxt_web_latest,NXT 체결가,2026-07-16 22:01 KST,,,22.91,20.56,13.87,12.0,0.82,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,1.06,15.3,410.0,116.15,OpenDART,8.61,5.0,False,5.0,OpenDART,,4.0,,,64182.0,,,66.06,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,OFS,11011,OpenDART,2025.0,11011,7,5,6,6,0.52,38.0,5.18,9.66,-68.42,-84.17,26.83,의약품 제조업,의약품 제조업,2026-07-16,4.25,12,8,6,20,15,8,5,5,79,A,71
003380.KQ,003380,하림지주,10931,우량기업부,지주사업,KOSDAQ,주권,KRX,9760.0,11325.8,-13.825071959596668,19610.0,-50.22947475777665,57.30858468658879,-8.01,-28.55,daily_close,NXT 미확인,2026-07-16 22:15 KST,,,772.77,17.26,9.29,4.26,0.29,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,132149.0,8874.0,5138.0,6.72,3.89,11410.68,6803.36,14593.4,107306.95,-92713.55,1.23,,120.0,,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,16500.0,,,69.06,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,0.01,,,,,,148.93,기타 금융업,기타 금융업,2026-07-16,4.25,15,10,6,20,15,10,3,3,82,A,72
166090.KQ,166090,하나머티리얼즈,10798,우량기업부,"실리콘부품, 세라믹부품, 특수가스",KOSDAQ,주권,KRX,54100.0,55821.0,-3.0830690958599813,81100.0,-33.292231812577064,45.92445328030531,-21.59,-24.97,nxt_web_latest,NXT 체결가,2026-07-16 22:01 KST,,,20.8,21.83,22.77,20.98,2.1,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,685.43,482.22,394.97,2219.26,-1824.29,0.55,15.1,300.0,57.87,OpenDART,-20.63,5.0,True,5.0,OpenDART,,4.0,,,106000.0,,,95.93,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,1.01,,6.84,2.98,,-69.3,5.86,반도체 제조업,반도체 제조업,2026-07-16,4.25,4,3,6,10,4,8,5,5,45,C,73
031330.KQ,031330,에스에이엠티,10569,우량기업부,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업",KOSDAQ,주권,KRX,10570.0,6720.35,57.28347481901983,18860.0,-43.95546129374337,40.21887824889698,-33.73,54.76,daily_close,NXT 미확인,2026-07-16 22:15 KST,,,39.34,6.2,9.36,3.46,1.43,16.55,183.14,30.01,68.99,51.79,329 -> 544 -> 758,37566.0,1139.0,758.0,3.03,2.02,-1202.55,-1206.28,983.32,8901.87,-7918.55,2.18,29.6,230.0,224.35,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,0.09,,,,,,51.79,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-07-16,4.25,15,6,16,20,15,10,5,5,92,S,74
475830.KQ,475830,오름테라퓨틱,9860,기술성장기업부,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,KOSDAQ,주권,KRX,44650.0,80226.25,-44.34489958087284,143700.0,-68.92832289491997,45.30120481926183,-30.34,-48.02,nxt_web_latest,NXT 체결가,2026-07-16 22:01 KST,,,,,7.34,,8.67,-33.22,29.37,,,,-,0.24,-518.0,-420.0,-215662.5,-174870.83,-359.89,,40.65,384.37,-343.72,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,,18.5,-9.41,,-53.14,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-16,4.25,0,0,0,0,0,0,5,1,6,D,75
347700.KQ,347700,스피어,9738,기술성장기업부,우주항공산업 관련 부품 등 판매 / 디지털헬스 소프트웨어 개발 및 공급,KOSDAQ,주권,KRX,18890.0,26573.0,-28.91280623188951,53100.0,-64.4256120527307,52.78458844130512,-30.42,-58.98,daily_close,NXT 미확인,2026-07-16 22:15 KST,,,-98.98,1590.82,9.9,22.75,9.28,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,-146.67,-147.13,41.67,317.23,-275.56,,,,,,,,,,,,4.0,,,50000.0,,,164.69,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-16,4.25,4,0,0,0,0,0,5,1,10,D,76
491000.KQ,491000,리브스메드,9464,기술성장기업부,"다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark",KOSDAQ,주권,KRX,37850.0,,,91300.0,-58.54326396495071,56.41711229944412,-10.31,-38.36,daily_close,NXT 미확인,2026-07-16 22:15 KST,,,,,6.03,,5.4,-20.75,11.65,88.93,,,-,512.0,-226.0,-229.0,-44.14,-44.73,-347.4,-424.63,114.02,210.64,-96.62,,,,,,,,,,,,4.0,,,120000.0,,,217.04,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011,OpenDART,,,3,2,2,2,,,,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-16,4.25,0,0,0,0,0,0,3,3,6,D,77
101490.KQ,101490,에스앤에스텍,9344,우량기업부,블랭크마스크,KOSDAQ,주권,KRX,43700.0,68351.0,-36.06530994425831,105100.0,-58.420551855375834,38.4615384615219,-32.04,-58.42,nxt_web_latest,NXT 체결가,2026-07-16 22:01 KST,,,91.27,24.46,14.54,19.58,3.6,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,468.82,-175.92,800.1,887.84,-87.74,0.46,7.2,200.0,41.66,OpenDART,18.92,5.0,False,5.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,10,7,9,9,0.21,28.0,4.23,8.6,-30.07,-14.89,50.19,전자부품 제조업,전자부품 제조업,2026-07-16,4.25,4,0,20,20,15,10,5,3,77,A,78
036540.KQ,036540,SFA반도체,9242,중견기업부,"반도체패키지(SOP,DIP,QFP)",KOSDAQ,주권,KRX,5620.0,6030.175,-6.802041400125207,11010.0,-48.955495004541326,48.3502538069348,-21.94,-23.43,daily_close,NXT 미확인,2026-07-16 22:15 KST,,,,23.78,8.79,,2.0,-3.93,16.21,-8.26,,,-,3674.0,-196.0,-191.0,-5.33,-5.2,54.56,-166.04,226.3,766.27,-539.97,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,5,3,4,4,,20.98,6.84,9.64,,-70.76,,반도체 제조업,반도체 제조업,2026-07-16,4.25,0,3,0,0,0,0,5,3,11,D,79
437730.KQ,437730,삼현,9195,기술성장기업부,"스마트 액추에이터, 스마트 파워유닛",KOSDAQ,주권,KRX,28950.0,46081.75,-37.176865027912356,73200.0,-60.45081967213115,43.672014260227755,-38.4,-43.79,nxt_web_latest,NXT 체결가,2026-07-16 22:01 KST,,,19.27,100.86,2.34,170.59,7.23,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,0.95,-529.71,208.0,703.51,-495.51,,16.24,,15.73,OpenDART,,0.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011,OpenDART,2025.0,11011,1,0,0,0,8.85,,,,,,-5.72,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-07-16,4.25,0,0,6,0,0,8,5,1,20,D,80
241710.KQ,241710,코스메카코리아,9056,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,84300.0,75660.5,11.418772014459329,103000.0,-18.155339805825243,67.54221388365956,22.17,-0.71,nxt_web_latest,NXT 체결가,2026-07-16 22:01 KST,,,6.16,15.61,21.66,14.0,3.73,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,0.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,2.27,,,,,,42.68,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-16,4.25,8,0,16,0,15,5,1,5,50,C,81
204270.KQ,204270,제이앤티씨,8966,중견기업부,"강화유리, 커넥터",KOSDAQ,주권,KRX,15500.0,20492.85,-24.363863493852726,29450.0,-47.368421052631575,42.27769110759814,-4.08,-18.59,daily_close,NXT 미확인,2026-07-16 22:15 KST,,,,39.18,2.85,,4.03,-31.32,121.3,-32.03,,,-,1857.0,-780.0,-916.0,-42.0,-49.33,-23.26,-375.38,363.68,3004.65,-2640.97,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,10,8,9,9,,23.79,4.23,9.7,,-4.73,,전자부품 제조업,전자부품 제조업,2026-07-16,4.25,0,0,0,0,0,0,5,3,8,D,82
252990.KQ,252990,샘씨엔에스,8773,우량기업부,세라믹 STF(다층 세라믹 기판),KOSDAQ,주권,KRX,14570.0,9816.9,48.417524880563114,16320.0,-10.723039215686274,61.47260273965234,2.68,18.55,daily_close,NXT 미확인,2026-07-16 22:15 KST,,,337.29,46.34,8.73,35.08,4.21,9.7,52.36,46.34,182.69,,59 -> 258,780.0,147.0,151.0,18.85,19.36,192.43,99.32,87.94,871.98,-784.04,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-14,2025.0,OFS,11011.0,OpenDART,,,10,7,9,9,0.1,19.58,4.23,8.6,79.16,-0.47,,전자부품 제조업,전자부품 제조업,2026-07-16,4.25,0,0,6,20,0,10,3,5,44,C,83
086450.KQ,086450,동국제약,8724,우량기업부,"인사돌, 복합마데카솔, 파미레이",KOSDAQ,주권,KRX,19140.0,19691.55,-2.800947614585948,29900.0,-35.986622073578594,65.02659574455978,1.75,-25.96,nxt_web_latest,NXT 체결가,2026-07-16 22:01 KST,,,7.91,13.15,15.63,11.68,1.28,10.42,39.17,14.12,20.15,18.31,1043 -> 1353 -> 1460,9269.0,966.0,739.0,10.42,7.97,687.6,227.63,561.79,2991.58,-2429.79,1.04,13.67,200.0,90.22,OpenDART,3.57,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,1.48,38.0,5.18,7.59,-69.26,-75.29,18.31,의약품 제조업,의약품 제조업,2026-07-16,4.25,12,6,12,10,12,5,1,5,63,B,84
019210.KQ,019210,와이지-원,8591,우량기업부,"엔드밀, 탭, 드릴",KOSDAQ,주권,KRX,23100.0,10720.1,115.48306452365182,26700.0,-13.48314606741573,62.04766107674896,5.48,61.31,daily_close,NXT 미확인,2026-07-16 22:15 KST,,,50.78,9.18,27.17,17.94,1.82,6.14,170.78,11.2,19.18,-0.37,685 -> 451 -> 680,6394.0,665.0,253.0,10.4,3.96,383.09,-187.32,563.85,7419.77,-6855.92,0.82,27.9,190.0,70.67,OpenDART,1.36,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,1,0,0,0,0.35,,,,,,-0.37,기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,2026-07-16,4.25,8,3,6,20,0,10,3,5,55,B,85
099320.KQ,099320,쎄트렉아이,8531,우량기업부,"인공위성시스템, 위성지상국, 위성부분품 개발 및 제조",KOSDAQ,주권,KRX,77900.0,118452.25,-34.23510317448592,214000.0,-63.59813084112149,48.85679903729622,-30.13,-58.45,nxt_web_latest,NXT 체결가,2026-07-16 22:01 KST,,,93.35,37.02,11.29,73.56,3.58,6.31,73.42,20.78,,-45.98,4784 -> 722 -> 1396,2069.0,102.0,141.0,4.93,6.81,-740.17,-991.2,759.46,1739.99,-980.53,0.13,,100.0,10.95,OpenDART,-10.61,3.0,True,4.0,OpenDART,,4.0,,,200000.0,,,156.74,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,0.79,,,,,,-45.98,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-07-16,4.25,0,0,6,16,0,10,5,1,38,D,86
085660.KQ,085660,차바이오텍,8479,중견기업부,"세포치료제 개발, 제대혈 보관 등",KOSDAQ,주권,KRX,9060.0,14998.35,-39.5933552690796,23850.0,-62.0125786163522,36.614173228245555,-25.0,-50.22,nxt_web_latest,NXT 체결가,2026-07-16 22:01 KST,,,,,8.35,,1.95,-37.19,214.81,21.37,,,-,12683.0,-488.0,-1467.0,-3.85,-11.57,-725.23,-2245.89,2375.58,17383.27,-15007.69,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,,18.5,-9.41,,-89.46,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-16,4.25,0,3,0,0,0,0,5,1,9,D,87
293490.KQ,293490,카카오게임즈,8418,중견기업부,"모바일, PC게임 퍼블리싱",KOSDAQ,주권,KRX,7850.0,13416.75,-41.491046639461864,23500.0,-66.59574468085107,65.54054054023055,-11.9,-36.9,daily_close,NXT 미확인,2026-07-16 22:15 KST,,,,,5.12,,0.61,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,3,2,2,2,,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-16,4.25,0,10,0,0,0,0,1,1,12,D,88
388210.KQ,388210,씨엠티엑스,8331,벤처기업부,반도체 장비용 소모성 부품,KOSDAQ,주권,KRX,86600.0,,,164400.0,-47.323600973236005,47.885402455652525,-18.22,-46.71,nxt_web_latest,NXT 체결가,2026-07-16 22:01 KST,,,247.81,,7.99,13.0,4.23,-35.89,51.01,47.75,119.49,,891 -> 3099,1606.0,518.0,-215.0,32.25,-13.39,361.94,350.56,929.82,930.4,-0.58,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,10,7,9,9,0.05,28.0,4.21,9.7,-53.57,0.48,,전자부품 제조업,전자부품 제조업,2026-07-16,4.25,8,0,0,20,0,10,5,3,46,C,89
083450.KQ,083450,GST,8265,우량기업부,"GasScrubber,Chiller",KOSDAQ,주권,KRX,44600.0,35234.75,26.57958407538013,66500.0,-32.932330827067666,46.97554697553006,-22.43,4.94,nxt_web_latest,NXT 체결가,2026-07-16 22:01 KST,,,0.82,8.6,22.55,18.21,3.15,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,3472.0,592.0,456.0,17.05,13.13,415.92,286.86,718.89,816.55,-97.66,1.46,25.68,650.0,116.27,OpenDART,21.32,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,19,14,18,18,22.21,40.5,9.11,8.16,-55.04,-65.42,13.24,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-16,4.25,4,0,16,0,8,2,5,5,40,C,90
038500.KQ,038500,삼표시멘트,8190,우량기업부,시멘트 제품,KOSDAQ,주권,KRX,7590.0,9355.975,-18.875371086391322,20200.0,-62.42574257425743,41.121495326968294,-24.85,-52.05,daily_close,NXT 미확인,2026-07-16 22:15 KST,,,-38.34,9.33,4.16,16.75,1.06,5.29,84.0,-14.4,-26.28,9.89,313 -> 613 -> 378,6769.0,766.0,408.0,11.32,6.03,938.53,485.75,822.95,6604.66,-5781.71,1.59,31.84,121.0,129.9,OpenDART,10.37,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,9.89,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-07-16,4.25,8,8,6,0,8,0,5,1,36,D,91
232140.KQ,232140,와이씨,8188,우량기업부,메모리 웨이퍼 테스터,KOSDAQ,주권,KRX,9980.0,16389.8,-39.108469902012224,23700.0,-57.89029535864979,35.32110091737448,-33.95,-50.35,daily_close,NXT 미확인,2026-07-16 22:15 KST,,,75.37,55.92,8.34,24.0,2.17,5.56,27.51,29.07,60.38,19.34,165 -> 134 -> 235,2726.0,170.0,290.0,6.24,10.64,411.93,245.48,982.3,1309.93,-327.63,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,19,14,18,18,0.32,40.5,9.11,8.98,-40.74,-76.18,19.34,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-16,4.25,4,3,6,20,12,10,5,3,63,B,92
213420.KQ,213420,덕산네오룩스,7883,우량기업부,"HTL(정공수송층), HIL(정공주입층), RED HOST",KOSDAQ,주권,KRX,31550.0,41603.75,-24.165489889733497,55800.0,-43.45878136200717,54.06976744181645,-14.61,-43.46,nxt_web_latest,NXT 체결가,2026-07-16 22:01 KST,,,16.22,20.99,12.38,10.0,1.67,12.5,51.8,62.18,15.62,21.88,1442 -> 1843 -> 2142,3443.0,607.0,540.0,17.63,15.68,605.55,464.93,1262.89,2436.93,-1174.04,,,,,,,,,,,,4.0,,,64143.0,,,103.31,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011,OpenDART,,,10,7,9,9,0.62,28.0,4.23,8.6,-64.29,-60.52,21.88,전자부품 제조업,전자부품 제조업,2026-07-16,4.25,12,6,12,20,12,8,5,5,80,A,93
281740.KQ,281740,레이크머티리얼즈,7821,우량기업부,"LED, 반도체 소재 및 석유화학촉매",KOSDAQ,주권,KRX,11900.0,17526.25,-32.10184722915626,27550.0,-56.80580762250453,40.53117782903379,-27.13,-47.11,daily_close,NXT 미확인,2026-07-16 22:15 KST,,,-63.09,69.3,10.33,67.75,5.99,5.8,161.94,1.8,-40.09,-43.54,367 -> 317 -> 117,1412.0,133.0,78.0,9.42,5.52,154.78,18.13,206.47,2199.93,-1993.46,0.25,25.6,30.0,19.72,OpenDART,-40.0,2.0,True,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-15,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,,,,,,,-43.54,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-16,4.25,0,0,6,0,0,0,5,3,14,D,94
417200.KQ,417200,LS머트리얼즈,7786,중견기업부,울트라커패시터(셀 및 모듈),KOSDAQ,주권,KRX,11510.0,16117.7,-28.587825806411587,31250.0,-63.168,40.10309278344728,-30.7,-47.92,daily_close,NXT 미확인,2026-07-16 22:15 KST,,,-92.86,746.84,8.35,,4.35,0.24,33.22,8.09,-101.61,-83.26,214 -> 84 -> 6,1536.0,-1.0,-10.0,-0.07,-0.65,56.41,-180.83,574.27,684.56,-110.29,0.19,,22.0,14.88,OpenDART,0.0,1.0,False,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,10,8,9,9,,23.79,4.21,9.7,,3.33,-83.26,전자부품 제조업,전자부품 제조업,2026-07-16,4.25,0,0,0,0,0,0,5,1,6,D,95
376900.KQ,376900,로킷헬스케어,7674,기술성장기업부,장기 재생 플랫폼,KOSDAQ,주권,KRX,47300.0,64030.9,-26.129415641510583,147900.0,-68.01893171061528,54.5134818288215,4.42,-53.58,nxt_web_latest,NXT 체결가,2026-07-16 22:01 KST,,,,,1.57,,77.89,8.69,376.27,100.0,,,-,262.0,5.0,-28.0,1.91,-10.69,-172.3,-177.66,310.55,434.75,-124.2,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-15,2025.0,CFS,11011.0,OpenDART,,,4,2,3,3,,,5.58,4.81,,1295.88,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-16,4.25,0,0,6,0,0,0,5,1,12,D,96
090710.KQ,090710,휴림로봇,7639,중견기업부,제조업용로봇및서비스로봇,KOSDAQ,주권,KRX,6390.0,9533.85,-32.97566041001275,21500.0,-70.27906976744185,40.22770398471287,-38.97,-44.91,daily_close,NXT 미확인,2026-07-16 22:15 KST,,,,,6.74,,6.65,-13.42,36.13,26.45,,,-,1683.0,-173.0,-301.0,-10.28,-17.88,-230.17,-245.91,160.03,734.47,-574.44,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-15,2025.0,CFS,11011.0,OpenDART,,,19,15,18,18,,39.0,9.11,8.98,,-27.0,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-16,4.25,0,0,0,0,0,0,5,1,6,D,97
