yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,analyst_buy_ratio,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,dividend_history_years,dividend_history_source,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_pbr_gap,peer_per_gap,sector,industry,peer_per_count,peer_pbr_count,peer_roe_count,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
316140.KS,316140,우리금융지주,227163,,금융지주,KOSPI,주권,KRX,31750.0,30103.5,5.469463683624828,40800.0,-22.181372549019606,61.43790849661959,-2.46,-9.29,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,1.86,4.73,45.84,7.0,0.56,8.91,1488.67,-10.87,-13.64,11.6,3389 -> 4144 -> 4221,415484.0,36748.0,32275.0,8.84,7.77,136423.91,131352.22,384996.79,5635980.38,-5250983.59,4.28,31.96,1360.0,9984.68,OpenDART,10.87,5.0,True,,,,,,,,,,,,,,,,3.76,11.6,2025.0,11011.0,5.0,OpenDART,7.0,1.04,8.94,18,-46.15,0.0,기타 금융업,기타 금융업,17,17,16,2026-07-13,4.59,15,10,6,0,8,2,3,5,49,C,31
006800.KS,006800,미래에셋증권,223826,,"유가증권매매,유가증권위탁매매,유가증권인수",KOSPI,주권,KRX,40000.0,44036.275,-9.165795699113973,83800.0,-52.2673031026253,46.025878003673036,-22.48,-44.75,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,76.41,11.79,9.43,10.0,1.8,12.36,1015.01,31.65,61.19,126.19,421 -> 1221 -> 2154,292830.0,19151.0,15829.0,6.54,5.41,-68609.61,-69186.45,16980.57,1368057.27,-1351076.7,0.75,11.1,300.0,1741.85,OpenDART,0.0,5.0,True,,,,,,,,,,,,,,,,0.13,126.19,2025.0,11011.0,5.0,OpenDART,6.5,1.27,12.42,5,41.73,53.85,금융 지원 서비스업,금융 지원 서비스업,4,4,4,2026-07-13,4.59,12,6,12,20,15,10,5,3,83,A,32
015760.KS,015760,한국전력,219872,,"전력자원개발,발전,송전,전력용기자재확보",KOSPI,주권,KRX,34650.0,46096.0,-24.83078792086081,67900.0,-48.96907216494845,43.630573248368734,-16.3,-21.87,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,144.73,3.62,51.64,4.0,0.44,19.4,416.85,4.32,61.28,,5439 -> 13311,974293.0,134906.0,86667.0,13.85,8.9,208801.54,49425.25,22408.11,2056045.13,-2033637.02,4.45,11.6,1542.0,9899.09,OpenDART,623.94,2.0,False,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,0.03,,2025.0,11011,2.0,OpenDART,,,,1,,,전기업,전기업,0,0,0,2026-07-13,4.59,15,10,16,20,0,10,5,3,79,A,33
010130.KS,010130,고려아연,213947,,"연,아연괴 제조,판매",KOSPI,주권,KRX,1033000.0,1377575.0,-25.013157178375046,2115000.0,-51.15839243498817,42.99287410926224,-17.56,-37.36,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,319.09,54.23,28.14,16.0,1.86,8.48,82.36,37.63,70.27,21.41,26127 -> 9190 -> 38514,165879.0,12319.0,7702.0,7.43,4.64,-6282.11,-15712.09,34510.7,92115.02,-57604.32,1.94,52.6,20000.0,4078.65,OpenDART,0.0,5.0,True,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,0.05,21.41,2025.0,11011,5.0,OpenDART,,,,1,,,1차 비철금속 제조업,1차 비철금속 제조업,0,0,0,2026-07-13,4.59,8,3,6,20,12,10,5,3,67,B,34
000150.KS,000150,두산,200479,,"동박적층판 등 제조 및 판매, 유압기기 등 제조 및 판매, 지게차 제조 및 판매, IT 시스템 개발/운영 서비스 등, 연료전지 등",KOSPI,주권,KRX,1249000.0,1105135.0,13.01786659548381,2203000.0,-43.304584657285524,34.97435897435848,-26.92,-8.83,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,,220.26,21.16,61.0,10.03,4.99,169.14,9.11,5.87,,-,197841.0,10627.0,2495.0,5.37,1.26,9819.08,834.83,49279.03,206934.67,-157655.64,0.32,94.61,4000.0,717.01,OpenDART,25.99,5.0,False,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,,,2025.0,11011,5.0,OpenDART,40.0,8.66,6.6,6,15.82,52.5,전자부품 제조업,전자부품 제조업,5,5,5,2026-07-13,4.59,0,0,0,0,0,0,3,5,8,D,35
042700.KS,042700,한미반도체,195866,,"반도체 후공정장비,반도체금형 제조/부동산 매매,임대",KOSPI,주권,KRX,205500.0,215655.0,-4.708910064686652,409500.0,-49.81684981684982,33.075435203091786,-40.78,-27.64,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,41.96,44.0,6.96,132.03,36.77,34.76,17.82,3.18,-1.57,-9.81,2745 -> 1573 -> 2233,5767.0,2514.0,2140.0,43.59,37.11,2286.27,1348.92,2762.35,1230.04,1532.31,0.39,35.5,800.0,758.82,OpenDART,7.46,5.0,True,,,,,,,,,,,,,,,,3.15,-9.81,2025.0,11011.0,5.0,OpenDART,,,,3,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2,2,2,2026-07-13,4.59,0,0,20,0,0,10,3,3,36,D,36
138040.KS,138040,메리츠금융지주,195796,,투자사업,KOSPI,주권,KRX,116900.0,112924.0,3.520952144805356,146200.0,-20.041039671682626,75.4098360655305,5.03,-1.18,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,6.73,7.76,14.04,7.0,1.64,22.53,1102.87,16.25,-9.92,10.07,10480 -> 11897 -> 12698,203170.0,28727.0,23501.0,14.14,11.57,-64720.07,-65197.88,31532.99,1241967.76,-1210434.77,,,,,,235.23,3.0,True,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,1.04,10.07,,,3.0,OpenDART,7.0,0.95,8.82,18,72.63,0.0,기타 금융업,기타 금융업,17,17,16,2026-07-13,4.59,15,6,20,10,8,5,1,5,70,A,37
010140.KS,010140,삼성중공업,194040,,"선박(벌크선,원유운반선),철구조물,에너지플랜트 생산,판매/토목건축업",KOSPI,주권,KRX,22400.0,26848.5,-16.568895841480902,34400.0,-34.883720930232556,39.726027397209485,-21.82,-19.71,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,749.32,97.29,29.0,19.0,4.17,13.73,265.05,7.54,71.51,,73 -> 620,106500.0,8622.0,5358.0,8.1,5.03,15628.49,13465.94,7726.15,108538.31,-100812.16,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,0.03,,,,,,,,,3,,,선박 및 보트 건조업,선박 및 보트 건조업,2,2,2,2026-07-13,4.59,4,0,12,20,0,10,5,5,56,B,38
096770.KS,096770,SK이노베이션,186296,,"석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업",KOSPI,주권,KRX,111500.0,114757.5,-2.838594427379474,149800.0,-25.567423230974633,64.05451448039358,-1.06,-8.31,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,,53.47,14.48,9.0,0.7,-14.42,190.2,8.11,26.15,,-,802961.0,4487.0,-54364.0,0.56,-6.77,22830.53,-33675.57,160915.52,692169.86,-531254.34,,,,,,-10.7,3.0,True,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,,,3.0,OpenDART,,,,2,,,석유 정제품 제조업,석유 정제품 제조업,1,1,1,2026-07-13,4.59,12,10,0,0,0,0,3,5,30,D,39
064350.KS,064350,현대로템,185541,,"철도차량, 특수중기, 산업기계",KOSPI,주권,KRX,172200.0,205804.0,-16.328156887135332,269000.0,-35.985130111524164,42.09115281500945,-19.15,-18.58,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,89.24,19.33,38.39,19.0,5.76,30.05,206.39,33.41,120.24,118.7,1475 -> 3728 -> 7055,58390.0,10056.0,7705.0,17.22,13.2,9043.13,7478.41,9084.14,62768.0,-53683.86,0.35,8.5,600.0,654.85,OpenDART,144.95,3.0,False,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,0.21,118.7,2025.0,11011,3.0,OpenDART,,,,1,,,그외 기타 운송장비 제조업,그외 기타 운송장비 제조업,0,0,0,2026-07-13,4.59,4,0,20,20,15,10,5,5,79,A,40
011200.KS,011200,HMM,184403,,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",KOSPI,주권,KRX,19580.0,20412.35,-4.077678464263049,25950.0,-24.547206165703276,59.09090909075241,-8.08,-6.76,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,-61.33,8.23,7.69,13.0,0.63,6.9,26.31,-6.91,-58.4,3.39,1829 -> 5055 -> 1955,108914.0,14612.0,18787.0,13.42,17.25,33051.31,17064.29,17607.67,69918.56,-52310.89,3.58,35.15,700.0,6602.66,OpenDART,3.93,5.0,True,,,,,,,,,,,,,,,,,3.39,2025.0,11011.0,5.0,OpenDART,,,,1,,,해상 운송업,해상 운송업,0,0,0,2026-07-13,4.59,8,10,6,0,4,0,3,5,36,D,41
017670.KS,017670,SK텔레콤,184075,,"이동전화,무선호출서비스,부가통신",KOSPI,주권,KRX,85400.0,73634.5,15.978243893826944,125200.0,-31.789137380191697,37.64705882349841,-18.98,-10.58,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,-67.28,15.89,76.67,16.0,1.42,3.33,132.4,-4.69,-41.14,-38.32,4997 -> 5810 -> 1901,170992.0,10732.0,3751.0,6.28,2.19,39238.47,16005.95,14900.24,171524.91,-156624.67,1.94,86.6,1660.0,3535.51,OpenDART,-15.75,5.0,True,,,,,,,,,,,,,,,,,-38.32,2025.0,11011.0,5.0,OpenDART,,,,3,,,전기 통신업,전기 통신업,2,2,2,2026-07-13,4.59,8,6,0,0,0,0,5,5,24,D,42
051910.KS,051910,LG화학,183893,,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매",KOSPI,주권,KRX,266000.0,341760.0,-22.167602996254683,429500.0,-38.06752037252619,39.31034482758241,-26.21,-22.11,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,,29.2,37.24,-257.0,0.63,-5.5,114.54,-5.68,34.98,,-,459322.0,11809.0,-9771.0,2.57,-2.13,82338.59,-56228.12,98999.26,539561.16,-440561.9,0.75,,2000.0,1569.34,OpenDART,-36.11,5.0,True,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,2025.0,11011.0,5.0,OpenDART,,,,2,,,기초 화학물질 제조업,기초 화학물질 제조업,1,1,1,2026-07-13,4.59,0,10,0,0,0,0,5,5,20,D,43
033780.KS,033780,KT&G,180941,,"잎담배,제조담배,홍삼,홍삼제품 제조,판매",KOSPI,주권,KRX,177400.0,156987.0,13.002987508519814,189000.0,-6.137566137566138,51.58286778397166,-5.89,5.53,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,-0.02,13.64,51.32,14.0,1.87,11.77,51.98,11.35,13.03,16.47,6615 -> 8975 -> 8973,65797.0,13437.0,11023.0,20.42,16.75,5828.75,-930.03,9135.03,48529.58,-39394.55,3.38,57.6,6000.0,6274.28,OpenDART,5.74,5.0,False,,,,,,,,,,,,,,,,,16.47,2025.0,11011.0,5.0,OpenDART,,,,1,,,담배 제조업,담배 제조업,0,0,0,2026-07-13,4.59,8,3,12,0,12,0,5,0,40,C,44
024110.KS,024110,기업은행,168655,,은행업,KOSPI,주권,KRX,21250.0,21361.05,-0.5198714482668186,28550.0,-25.569176882662,60.044642856955214,-5.13,-5.13,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,2.53,4.67,13.49,6.0,0.44,7.7,1258.51,-9.91,1.71,0.77,3348 -> 3316 -> 3400,292172.0,36556.0,27189.0,12.51,9.31,-30221.46,-34147.86,221431.08,4638365.97,-4416934.89,4.93,30.83,1048.0,8357.02,OpenDART,7.66,5.0,True,,,,,,,,,,,,,,,,2.37,0.77,2025.0,11011.0,5.0,OpenDART,,,,2,,,은행 및 저축기관,은행 및 저축기관,1,1,1,2026-07-13,4.59,15,10,6,0,0,2,3,5,41,C,45
079550.KS,079550,LIG디펜스앤에어로스페이스,159500,,정밀유도무기 등,KOSPI,주권,KRX,725000.0,621972.5,16.56463911185784,1020000.0,-28.921568627450984,40.70796460176865,-14.2,-22.38,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,15.46,25.03,25.3,44.0,10.49,19.2,446.35,31.46,42.97,20.33,7953 -> 9974 -> 11516,43069.0,3194.0,2375.0,7.42,5.51,-5843.05,-8663.03,1251.9,65886.65,-64634.75,0.41,25.4,2950.0,644.43,OpenDART,25.29,5.0,False,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,2.85,20.33,2025.0,11011,5.0,OpenDART,,,,1,,,무기 및 총포탄 제조업,무기 및 총포탄 제조업,0,0,0,2026-07-13,4.59,0,0,16,0,12,8,5,5,46,C,46
010950.KS,010950,S-Oil,157052,,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매",KOSPI,주권,KRX,140000.0,97422.5,43.703969822166336,141300.0,-0.9200283085633405,77.22063037247734,23.13,17.55,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,-81.34,31.62,79.89,6.0,1.7,2.01,198.82,-6.52,-44.2,,8137 -> 1518,342470.0,2356.0,1770.0,0.69,0.52,39423.04,336.87,18346.58,176695.56,-158348.98,0.24,21.8,330.0,385.15,OpenDART,-60.85,5.0,True,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,,,2025.0,11011,5.0,OpenDART,,,,2,,,석유 정제품 제조업,석유 정제품 제조업,1,1,1,2026-07-13,4.59,15,6,0,0,0,0,1,0,22,D,47
011070.KS,011070,LG이노텍,156439,,기타 전자부품 제조업,KOSPI,주권,KRX,658000.0,437515.0,50.394843605362105,1530000.0,-56.99346405228758,14.439655172413353,-45.57,77.6,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,-24.04,12.45,26.0,18.0,2.57,6.14,107.02,3.28,-5.81,-22.3,23881 -> 18983 -> 14419,218966.0,6650.0,3413.0,3.04,1.56,13314.02,5768.74,14064.03,61678.29,-47614.26,0.29,13.0,1880.0,444.89,OpenDART,-14.43,2.0,True,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,,-22.3,2025.0,11011,4.0,OpenDART,61.0,9.18,6.6,6,-72.0,-70.49,전자부품 제조업,전자부품 제조업,5,5,5,2026-07-13,4.59,8,3,6,0,0,0,1,3,21,D,48
267250.KS,267250,HD현대,156406,,지주회사,KOSPI,주권,KRX,200500.0,230036.0,-12.839729433653863,310500.0,-35.42673107890499,42.14975845409915,-25.19,-19.8,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,89.12,15.56,27.2,7.0,1.36,10.25,159.39,5.16,104.47,90.79,3348 -> 6444 -> 12187,712594.0,60996.0,36755.0,8.56,5.16,73848.84,50959.56,63674.75,483507.99,-419833.24,2.0,29.4,4000.0,2826.74,OpenDART,-7.86,5.0,True,,,,,,,,,,,,,,,,0.08,90.79,2025.0,11011.0,5.0,OpenDART,7.0,0.95,8.82,18,43.16,0.0,기타 금융업,기타 금융업,17,17,16,2026-07-13,4.59,15,6,12,20,15,10,5,5,88,S,49
035720.KS,035720,카카오,153935,,인터넷 서비스(인터넷 광고),KOSPI,주권,KRX,34750.0,52887.0,-34.29387183996067,70400.0,-50.63920454545454,52.293577981584214,-14.72,-27.75,daily_close,NXT 미확인,2026-07-13 22:42 KST,,,795.16,180.5,28.52,23.0,1.33,4.59,82.49,2.99,47.79,,124 -> 1110,80991.0,7320.0,5180.0,9.04,6.4,14047.63,7903.9,63737.84,125586.03,-61848.19,0.22,6.7,75.0,330.25,OpenDART,7.72,5.0,False,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,0.03,,2025.0,11011,5.0,OpenDART,,,,2,,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",1,1,1,2026-07-13,4.59,4,6,0,20,0,10,5,3,48,C,50
003550.KS,003550,LG,150133,,지주회사,KOSPI,주권,KRX,100000.0,91900.5,8.813336162480073,165800.0,-39.68636911942099,52.046783625688384,-15.54,9.41,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,29.09,16.15,36.25,13.0,0.5,2.64,12.03,1.07,-5.65,-23.3,7867 -> 3585 -> 4628,72525.0,9122.0,10001.0,12.58,13.79,10151.14,8256.22,15114.5,36480.76,-21366.26,3.1,64.86,3100.0,4781.8,OpenDART,2.58,5.0,False,,,,,,,,,,,,,,,,0.45,-23.3,2025.0,11011.0,5.0,OpenDART,7.0,1.04,9.04,18,-51.92,85.71,기타 금융업,기타 금융업,17,17,16,2026-07-13,4.59,8,10,0,20,0,8,5,5,56,B,51
018260.KS,018260,삼성에스디에스,147172,,"IT서비스, 물류BPO",KOSPI,주권,KRX,192000.0,179390.5,7.029079020349462,362000.0,-46.96132596685083,49.20454545453763,-19.83,26.73,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,0.34,16.5,18.0,22.0,1.54,7.89,31.09,0.74,5.05,4.66,8962 -> 9783 -> 9816,139299.0,9571.0,7827.0,6.87,5.62,12033.28,8438.64,15589.81,31908.04,-16318.23,1.66,32.5,3190.0,2467.47,OpenDART,7.37,5.0,True,,,,,,,,,,,,,,,,64.71,4.66,2025.0,11011.0,5.0,OpenDART,,,,2,,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",1,1,1,2026-07-13,4.59,4,6,6,0,4,2,5,3,30,D,52
278470.KS,278470,에이피알,142264,,"화장품, 피부미용기기 등",KOSPI,주권,KRX,386500.0,307935.0,25.513501225908065,459000.0,-15.795206971677562,55.84725536992467,-7.09,0.13,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,171.08,23.78,37.61,28.0,30.15,75.3,73.11,111.3,197.88,85.08,2249 -> 2842 -> 7704,15273.0,3655.0,2897.0,23.93,18.97,3410.46,3231.29,1543.5,3259.38,-1715.88,1.32,65.8,5090.0,1905.33,OpenDART,,1.0,False,,,,,,,,,,,,,,,,0.16,85.08,2025.0,11011.0,1.0,OpenDART,,,,3,,,기타 화학제품 제조업,기타 화학제품 제조업,2,2,2,2026-07-13,4.59,0,0,20,20,15,10,3,5,73,A,53
086280.KS,086280,현대글로비스,140850,,"화물운송주선,화물포장,자동차 수리/산업용 기계장비 임대",KOSPI,주권,KRX,189500.0,208131.0,-8.951573768443913,290500.0,-34.76764199655766,50.670640834564686,-12.47,-13.67,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,58.5,7.56,45.38,9.0,1.43,18.13,78.92,4.08,18.26,27.83,14148 -> 14585 -> 23117,295664.0,20730.0,17347.0,7.01,5.87,25007.61,18775.77,26446.4,81987.66,-55541.26,3.06,25.1,5800.0,4350.0,OpenDART,15.14,4.0,True,,,,,,,,,,,,,,,,0.15,27.83,2025.0,11011.0,4.0,OpenDART,,,,1,,,기타 운송관련 서비스업,기타 운송관련 서비스업,0,0,0,2026-07-13,4.59,12,6,16,20,15,10,5,5,89,S,54
047810.KS,047810,한국항공우주,139876,,"정부방산 및 완제기 수출(T-50계열, KUH계열, KT-1계열 등), 기체부품",KOSPI,주권,KRX,145200.0,144943.5,0.17696550724937649,202000.0,-28.118811881188122,52.373660030616634,-1.63,-24.88,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,8.05,37.62,25.66,44.0,8.06,10.51,446.57,1.73,11.84,-8.9,2298 -> 1765 -> 1907,36964.0,2692.0,1873.0,7.28,5.07,-9033.16,-10931.13,609.39,84729.1,-84119.71,0.34,26.2,500.0,487.38,OpenDART,25.74,5.0,False,,,,,,,,,,,,,,,,5.47,-8.9,2025.0,11011.0,5.0,OpenDART,,,,2,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",1,1,1,2026-07-13,4.59,0,0,12,0,0,5,5,5,27,D,55
003670.KS,003670,포스코퓨처엠,134041,,"내화물, 생석회, 음극재 및 양극재",KOSPI,주권,KRX,152000.0,205875.0,-26.168791742562235,296000.0,-48.64864864864865,38.98809523808982,-27.79,-28.64,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,7.52,726.86,9.55,746.0,3.65,0.92,102.65,-20.57,4585.71,,359 -> 386,29387.0,328.0,365.0,1.12,1.24,-335.77,-15428.71,3198.41,46318.17,-43119.76,0.16,60.9,250.0,222.37,OpenDART,-5.9,4.0,True,,,,,,,,,,,,,,,,99.2,,2025.0,11011.0,4.0,OpenDART,,,,3,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,1,2,2,2026-07-13,4.59,0,0,0,0,0,5,5,3,13,D,56
030200.KS,030200,KT,132815,,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",KOSPI,주권,KRX,53000.0,55272.0,-4.110580402373715,68900.0,-23.076923076923077,51.09489051089669,-4.33,-17.45,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,271.3,13.4,100.0,9.0,0.71,10.22,120.72,6.86,205.02,32.94,3887 -> 1850 -> 6869,282442.0,24691.0,18368.0,8.74,6.5,49417.33,9009.74,35069.71,234905.5,-199835.79,4.53,33.6,2400.0,5809.56,OpenDART,5.88,5.0,False,,,,,,,,,,,,,,,,0.03,32.94,2025.0,11011.0,5.0,OpenDART,,,,3,,,전기 통신업,전기 통신업,2,2,2,2026-07-13,4.59,12,10,12,20,15,10,5,5,89,S,57
071050.KS,071050,한국금융지주,132070,,금융지주회사,KOSPI,주권,KRX,241500.0,205112.0,17.74055150356878,292500.0,-17.435897435897434,61.4173228346389,-3.98,-6.21,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,94.33,4.83,35.22,5.0,1.04,18.66,1025.35,6.14,95.49,69.05,11480 -> 16883 -> 32808,194661.0,23453.0,20244.0,12.05,10.4,-76072.18,-76406.29,32860.45,1240624.37,-1207763.92,3.6,25.1,8690.0,5078.16,OpenDART,9.03,5.0,True,,,,,,,,,,,,,,,,0.05,69.05,2025.0,11011.0,5.0,OpenDART,7.0,0.95,8.82,18,9.47,-28.57,기타 금융업,기타 금융업,17,17,16,2026-07-13,4.59,15,8,16,20,15,10,3,5,92,S,58
272210.KS,272210,한화시스템,125631,,"정밀기기(육해공군관련전자제어시스템,열영상감시장비,탐지추적장치,전투지휘체계시스템) 제조",KOSPI,주권,KRX,67300.0,88297.5,-23.780401483620714,162700.0,-58.63552550706822,37.20930232557274,-32.36,-49.44,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,-46.69,20.41,10.06,64.0,2.91,6.6,106.5,30.69,-45.33,-16.73,1849 -> 2405 -> 1282,36642.0,1199.0,2091.0,3.27,5.71,787.37,-2395.77,3254.84,53262.66,-50007.82,0.74,44.7,500.0,934.97,OpenDART,32.96,5.0,False,,,,,,,,,,,,,,,,,-16.73,2025.0,11011.0,5.0,OpenDART,40.0,9.18,6.14,6,-68.3,60.0,전자부품 제조업,전자부품 제조업,5,5,5,2026-07-13,4.59,0,3,6,0,0,0,5,3,17,D,59
307950.KS,307950,현대오토에버,120117,,"차량SW, 내비게이션, 스마트팩토리, AI·클라우드 기반 솔루션, 디지털 전환 컨설팅 및 IT서비스",KOSPI,주권,KRX,437500.0,394870.5,10.795817869402754,938000.0,-53.35820895522389,22.277227722770732,-41.35,9.1,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,6.84,37.41,2.23,69.0,7.89,10.27,92.31,14.5,13.77,15.08,5024 -> 6228 -> 6654,42521.0,2553.0,1868.0,6.0,4.39,4236.08,1865.32,3011.25,17304.72,-14293.47,0.43,28.6,1900.0,521.04,OpenDART,28.36,5.0,False,,,,,,,,,,,,,,,,10.09,15.08,2025.0,11011.0,5.0,OpenDART,,,,2,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,1,1,1,2026-07-13,4.59,0,0,12,0,12,5,1,3,33,D,60
000720.KS,000720,현대건설,113026,,"공사수입,주택분양,건설산업부문 설계,감리 등 엔지니어링서비스",KOSPI,주권,KRX,101500.0,110278.5,-7.9603005118858166,188700.0,-46.21091679915209,39.63414634145495,-30.0,-42.56,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,-30.35,14.22,26.24,25.0,1.46,4.58,174.81,-4.92,,,4767 -> 3320,310629.0,6530.0,5591.0,2.1,1.8,-7482.59,-8699.81,48126.59,176788.43,-128661.84,0.79,24.1,800.0,899.81,OpenDART,7.46,5.0,False,,,,,,,,,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,,,,1,,,토목 건설업,토목 건설업,0,0,0,2026-07-13,4.59,4,6,0,0,0,0,5,3,18,D,61
323410.KS,323410,카카오뱅크,111169,,은행 및 금융서비스,KOSPI,주권,KRX,23250.0,23268.0,-0.07735946364105209,37000.0,-37.16216216216216,69.42675159223288,-2.31,-7.92,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,9.1,27.52,16.88,17.0,1.5,7.23,1032.02,4.78,7.0,16.34,744 -> 923 -> 1007,30863.0,6494.0,4803.0,21.04,15.56,60057.65,59360.83,20911.53,696599.09,-675687.56,1.98,45.64,460.0,2191.95,OpenDART,79.15,4.0,False,,,,,,,,,,,,,,,,1.87,16.34,2025.0,11011.0,4.0,OpenDART,,,,2,,,은행 및 저축기관,은행 및 저축기관,1,1,1,2026-07-13,4.59,8,6,6,5,12,5,1,5,48,C,62
005940.KS,005940,NH투자증권,111001,,"증권업,종합금융",KOSPI,주권,KRX,31400.0,27142.75,15.684667176317802,39200.0,-19.897959183673468,57.99999999994587,-3.98,-10.8,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,46.15,6.96,13.56,7.0,1.11,11.76,783.5,36.52,57.65,34.9,1587 -> 1976 -> 2888,136989.0,14206.0,10315.0,10.37,7.53,-54216.16,-54494.16,26308.3,739472.94,-713164.64,4.14,47.29,1300.0,4878.35,OpenDART,5.48,5.0,True,,,,,,,,,,,,,,,,0.15,34.9,2025.0,11011.0,5.0,OpenDART,8.0,1.56,12.72,5,-28.85,-12.5,금융 지원 서비스업,금융 지원 서비스업,4,4,4,2026-07-13,4.59,15,8,12,20,15,10,3,5,88,S,63
