yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_pbr_gap,peer_per_avg,peer_per_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
458870.KQ,458870,씨어스,11988,기술성장기업부,심전도검사솔루션 입원환자모니터링솔루션,KOSDAQ,주권,KRX,31900.0,39496.62,-19.233595178524144,63034.0,-49.39239140781166,45.41984732822001,-0.62,-23.04,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,,102.08,4.94,20.0,22.15,52.78,36.81,495.06,,,-,482.0,163.0,160.0,33.82,33.2,20.86,4.54,110.96,145.84,-34.88,,,,,,,,,,,,4.0,,,68400.0,,,114.42,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011,OpenDART,,,,,,3,1,2,2,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-14,4.57,4,0,20,0,0,0,5,3,32,D,66
078600.KQ,078600,대주전자재료,11982,우량기업부,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",KOSDAQ,주권,KRX,77800.0,96418.0,-19.309672467796467,182800.0,-57.439824945295406,30.634920634913826,-40.29,-42.79,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,-43.95,667.76,16.15,146.78,5.7,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,109.49,-128.37,870.95,4023.25,-3152.3,0.13,6.7,100.0,15.14,OpenDART,0.0,4.0,False,4.0,OpenDART,,,,,,,,,,,,,,,,,,,,2025.0,11011.0,4.22,4.97,9,6,8,8,35.07,23.79,516.98,444.67,전자부품 제조업,전자부품 제조업,2026-07-14,4.57,0,0,6,0,15,0,3,3,27,D,67
218410.KQ,218410,RFHIC,11882,우량기업부,GaN 트랜지스터,KOSDAQ,주권,KRX,44850.0,56961.25,-21.262261625227676,112500.0,-60.13333333333334,21.90132370637049,-45.83,-53.57,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,11.66,23.8,26.79,39.0,4.69,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,1858.0,309.0,355.0,16.63,19.11,294.99,242.9,1099.24,1497.25,-398.01,0.89,29.9,400.0,101.41,OpenDART,58.74,4.0,False,4.0,OpenDART,,,,,,,,,,,,,,,,,,,3.34,2025.0,11011.0,,,1,0,0,0,,,,28.82,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-07-14,4.57,0,0,6,0,15,5,1,1,28,D,68
003380.KQ,003380,하림지주,10842,우량기업부,지주사업,KOSDAQ,주권,KRX,9680.0,11310.1,-14.412781496184829,19610.0,-50.6374298827129,50.91324200896969,-12.87,-28.77,daily_close,NXT 미확인,2026-07-14 22:01 KST,,,772.77,17.26,9.2,4.36,0.29,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,132149.0,8874.0,5138.0,6.72,3.89,11410.68,6803.36,14593.4,107306.95,-92713.55,1.24,,120.0,,OpenDART,0.0,3.0,False,3.0,OpenDART,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,0.01,2025.0,11011.0,,,3,2,2,2,,,,148.93,기타 금융업,기타 금융업,2026-07-14,4.57,15,10,6,20,15,10,5,3,84,A,69
039200.KQ,039200,오스코텍,10712,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,28000.0,47292.75,-40.79430779559235,62000.0,-54.83870967741935,22.53521126758787,-27.93,-51.05,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,5847.83,547.23,13.26,19.28,5.99,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,4.0,,,75000.0,,,167.86,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011,OpenDART,0.0,,,4.28,7.59,7,5,6,6,39.95,38.0,-49.26,,의약품 제조업,의약품 제조업,2026-07-14,4.57,4,0,20,0,0,10,1,3,38,D,70
195940.KQ,195940,HK이노엔,10595,우량기업부,"전문의약품, 숙취해소음료",KOSDAQ,주권,KRX,37850.0,48798.0,-22.43534571088979,57600.0,-34.28819444444444,46.829268292650944,-10.41,-27.77,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,22.91,20.56,14.19,13.0,0.88,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,1.08,15.3,410.0,116.15,OpenDART,6.39,5.0,False,5.0,OpenDART,,,,,,,,,,,,,,,,,,,0.57,2025.0,11011.0,5.18,9.66,7,5,6,6,-83.01,38.0,-65.79,26.83,의약품 제조업,의약품 제조업,2026-07-14,4.57,8,8,6,20,15,8,5,5,75,A,71
323280.KQ,323280,태성,10566,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,35100.0,51011.25,-31.191648900977725,89700.0,-60.86956521739131,29.965753424643168,-31.45,-37.43,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,,103.42,5.1,,8.33,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,,9.21,8.9,20,16,19,19,-9.55,38.92,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-14,4.57,0,0,0,0,0,0,3,1,4,D,72
031330.KQ,031330,에스에이엠티,10539,우량기업부,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업",KOSDAQ,주권,KRX,10540.0,6642.55,58.67400320659987,18860.0,-44.114528101802755,33.14121037457291,-29.55,59.7,daily_close,NXT 미확인,2026-07-14 22:01 KST,,,39.34,6.2,9.39,3.9,1.61,16.55,183.14,30.01,68.99,51.79,329 -> 544 -> 758,37566.0,1139.0,758.0,3.03,2.02,-1202.55,-1206.28,983.32,8901.87,-7918.55,2.18,29.6,230.0,224.35,OpenDART,3.56,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,0.1,2025.0,11011.0,,,2,1,1,1,,,,51.79,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-07-14,4.57,15,6,16,20,15,10,3,5,90,S,73
166090.KQ,166090,하나머티리얼즈,10462,우량기업부,"실리콘부품, 세라믹부품, 특수가스",KOSDAQ,주권,KRX,54200.0,55642.0,-2.5915675209374216,81100.0,-33.16892725030826,41.60919540228546,-22.9,-22.35,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,20.8,21.83,22.77,20.98,2.1,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,685.43,482.22,394.97,2219.26,-1824.29,0.55,15.1,300.0,57.87,OpenDART,-20.63,5.0,True,5.0,OpenDART,,4.0,,,106000.0,,,95.57,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011,OpenDART,1.01,2025.0,11011,7.69,2.98,5,2,4,4,-72.69,,,5.86,반도체 제조업,반도체 제조업,2026-07-14,4.57,4,3,6,10,4,8,5,5,45,C,74
347700.KQ,347700,스피어,10310,기술성장기업부,우주항공산업 관련 부품 등 판매 / 디지털헬스 소프트웨어 개발 및 공급,KOSDAQ,주권,KRX,20000.0,26492.5,-24.506935925261867,53100.0,-62.335216572504706,47.707924034031834,-39.21,-56.14,daily_close,NXT 미확인,2026-07-14 22:01 KST,,,-98.98,1590.82,9.9,22.75,9.28,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,-146.67,-147.13,41.67,317.23,-275.56,,,,,,,,,,,,4.0,,,50000.0,,,150.0,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011,OpenDART,,,,,,3,1,2,2,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-14,4.57,4,0,0,0,0,0,5,1,10,D,75
475830.KQ,475830,오름테라퓨틱,9752,기술성장기업부,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,KOSDAQ,주권,KRX,44400.0,80097.75,-44.567731303313764,143700.0,-69.10229645093946,35.25345622118678,-30.3,-50.45,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,,,7.34,,8.67,-33.22,29.37,,,,-,0.24,-518.0,-420.0,-215662.5,-174870.83,-359.89,,40.65,384.37,-343.72,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,,18.5,-9.41,8,2,7,7,-53.14,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-14,4.57,0,0,0,0,0,0,5,1,6,D,76
101490.KQ,101490,에스앤에스텍,9664,우량기업부,블랭크마스크,KOSDAQ,주권,KRX,45700.0,68430.0,-33.21642554435189,105100.0,-56.51760228353948,34.12969283274819,-28.03,-55.24,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,91.27,24.46,14.54,19.58,3.6,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,468.82,-175.92,800.1,887.84,-87.74,0.44,7.2,200.0,41.66,OpenDART,18.92,5.0,False,5.0,OpenDART,,,,,,,,,,,,,,,,,,,0.21,2025.0,11011.0,4.29,4.42,9,6,8,8,-16.08,30.5,-35.8,50.19,전자부품 제조업,전자부품 제조업,2026-07-14,4.57,4,0,20,20,15,10,3,3,75,A,77
437730.KQ,437730,삼현,9528,기술성장기업부,"스마트 액추에이터, 스마트 파워유닛",KOSDAQ,주권,KRX,30550.0,45982.2,-33.561247613206845,73200.0,-58.26502732240437,35.12195121949621,-41.25,-37.53,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,19.27,100.86,2.21,213.82,9.06,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,0.95,-529.71,208.0,703.51,-495.51,,16.24,,15.73,OpenDART,,1.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,11.1,2025.0,11011.0,,,1,0,0,0,,,,-5.72,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-07-14,4.57,0,0,6,0,0,8,5,3,22,D,78
204270.KQ,204270,제이앤티씨,9140,중견기업부,"강화유리, 커넥터",KOSDAQ,주권,KRX,15800.0,20555.25,-23.133992532321425,29450.0,-46.349745331069606,29.787234042527842,-8.25,-13.28,daily_close,NXT 미확인,2026-07-14 22:01 KST,,,,39.18,2.85,,4.03,-31.32,121.3,-32.03,,,-,1857.0,-780.0,-916.0,-42.0,-49.33,-23.26,-375.38,363.68,3004.65,-2640.97,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,,4.29,9.15,9,7,8,8,-6.06,28.0,,,전자부품 제조업,전자부품 제조업,2026-07-14,4.57,0,0,0,0,0,0,3,3,6,D,79
491000.KQ,491000,리브스메드,9076,기술성장기업부,"다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark",KOSDAQ,주권,KRX,36300.0,,,91300.0,-60.24096385542169,49.33155080212057,-18.06,-41.26,daily_close,NXT 미확인,2026-07-14 22:01 KST,,,,,6.72,,5.26,-20.75,11.65,88.93,,,-,512.0,-226.0,-229.0,-44.14,-44.73,-347.4,-424.63,114.02,210.64,-96.62,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,,,,3,2,2,2,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-14,4.57,0,0,0,0,0,0,5,1,6,D,80
241710.KQ,241710,코스메카코리아,8768,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,81900.0,75466.5,8.524974657629544,103000.0,-20.485436893203886,63.84892086329327,20.8,-2.85,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,6.16,15.61,21.66,14.0,3.73,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,0.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,2.27,2025.0,11011.0,,,3,2,2,2,,,,42.68,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-14,4.57,8,0,16,0,15,5,3,5,52,C,81
036540.KQ,036540,SFA반도체,8716,중견기업부,"반도체패키지(SOP,DIP,QFP)",KOSDAQ,주권,KRX,5300.0,6007.675,-11.779515369922642,11010.0,-51.86194368755677,36.55063291123047,-26.39,-24.5,daily_close,NXT 미확인,2026-07-14 22:01 KST,,,,23.78,8.79,,2.0,-3.93,16.21,-8.26,,,-,3674.0,-196.0,-191.0,-5.33,-5.2,54.56,-166.04,226.3,766.27,-539.97,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,,7.69,9.64,5,3,4,4,-73.99,21.0,,,반도체 제조업,반도체 제조업,2026-07-14,4.57,0,3,0,0,0,0,5,3,11,D,82
086450.KQ,086450,동국제약,8684,우량기업부,"인사돌, 복합마데카솔, 파미레이",KOSDAQ,주권,KRX,19150.0,19697.25,-2.7783066164058434,29900.0,-35.953177257525084,56.07701564370817,-1.79,-30.62,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,7.91,13.15,15.63,11.68,1.28,10.42,39.17,14.12,20.15,18.31,1043 -> 1353 -> 1460,9269.0,966.0,739.0,10.42,7.97,687.6,227.63,561.79,2991.58,-2429.79,1.04,13.67,200.0,90.22,OpenDART,3.57,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,1.48,2025.0,11011.0,5.18,7.59,7,5,6,6,-75.29,38.0,-69.26,18.31,의약품 제조업,의약품 제조업,2026-07-14,4.57,12,6,12,10,12,5,3,5,65,B,83
085660.KQ,085660,차바이오텍,8534,중견기업부,"세포치료제 개발, 제대혈 보관 등",KOSDAQ,주권,KRX,9270.0,15018.95,-38.27797549096309,23850.0,-61.13207547169811,28.927203065056517,-25.0,-48.84,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,,,8.35,,1.95,-37.19,214.81,21.37,,,-,12683.0,-488.0,-1467.0,-3.85,-11.57,-725.23,-2245.89,2375.58,17383.27,-15007.69,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,,18.5,-9.41,8,2,7,7,-89.46,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-14,4.57,0,3,0,0,0,0,3,1,7,D,84
083450.KQ,083450,GST,8523,우량기업부,"GasScrubber,Chiller",KOSDAQ,주권,KRX,46900.0,34991.25,34.03350837709427,66500.0,-29.47368421052631,44.307270233179146,-21.57,18.28,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,0.82,8.6,22.55,18.21,3.15,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,3472.0,592.0,456.0,17.05,13.13,415.92,286.86,718.89,816.55,-97.66,1.39,25.68,650.0,116.27,OpenDART,21.32,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,22.21,2025.0,11011.0,9.21,7.42,20,15,19,19,-65.8,39.0,-53.31,13.24,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-14,4.57,4,0,16,0,8,2,5,5,40,C,85
293490.KQ,293490,카카오게임즈,8504,중견기업부,"모바일, PC게임 퍼블리싱",KOSDAQ,주권,KRX,7930.0,13499.6,-41.25751874129604,23500.0,-66.25531914893617,44.47058823514762,-12.95,-35.48,daily_close,NXT 미확인,2026-07-14 22:01 KST,,,,,5.12,,0.61,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,,,,3,2,2,2,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-14,4.57,0,10,0,0,0,0,5,1,16,D,86
038500.KQ,038500,삼표시멘트,8244,우량기업부,시멘트 제품,KOSDAQ,주권,KRX,7640.0,9311.85,-17.95400484329108,20200.0,-62.17821782178218,34.11764705871116,-33.97,-54.87,daily_close,NXT 미확인,2026-07-14 22:01 KST,,,-38.34,9.33,4.16,16.75,1.06,5.29,84.0,-14.4,-26.28,9.89,313 -> 613 -> 378,6769.0,766.0,408.0,11.32,6.03,938.53,485.75,822.95,6604.66,-5781.71,1.58,31.84,121.0,129.9,OpenDART,10.37,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011,OpenDART,,2025.0,11011,,,2,1,1,1,,,,9.89,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-07-14,4.57,8,8,6,0,8,0,3,1,34,D,87
232140.KQ,232140,와이씨,8163,우량기업부,메모리 웨이퍼 테스터,KOSDAQ,주권,KRX,9950.0,16408.25,-39.359773284780516,23700.0,-58.016877637130804,29.5392953928979,-35.18,-50.23,daily_close,NXT 미확인,2026-07-14 22:01 KST,,,75.37,55.92,8.34,24.0,2.17,5.56,27.51,29.07,60.38,19.34,165 -> 134 -> 235,2726.0,170.0,290.0,6.24,10.64,411.93,245.48,982.3,1309.93,-327.63,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,0.32,,,9.21,8.9,20,15,19,19,-76.44,39.0,-38.46,19.34,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-14,4.57,4,3,6,20,12,10,3,3,61,B,88
388210.KQ,388210,씨엠티엑스,8129,벤처기업부,반도체 장비용 소모성 부품,KOSDAQ,주권,KRX,85600.0,,,164400.0,-47.93187347931874,42.4193548387001,-23.02,-36.59,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,247.81,,7.99,13.0,4.23,-35.89,51.01,47.75,119.49,,891 -> 3099,1606.0,518.0,-215.0,32.25,-13.39,361.94,350.56,929.82,930.4,-0.58,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,0.05,,,4.28,9.15,9,6,8,8,-1.17,30.5,-57.38,,전자부품 제조업,전자부품 제조업,2026-07-14,4.57,8,0,0,20,0,10,5,3,46,C,89
099320.KQ,099320,쎄트렉아이,8049,우량기업부,"인공위성시스템, 위성지상국, 위성부분품 개발 및 제조",KOSDAQ,주권,KRX,75200.0,118280.75,-36.4224525123488,214000.0,-64.85981308411215,38.97316219369259,-31.7,-56.36,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,93.35,37.02,11.94,60.0,4.13,6.31,73.42,20.78,,-45.98,4784 -> 722 -> 1396,2069.0,102.0,141.0,4.93,6.81,-740.17,-991.2,759.46,1739.99,-980.53,0.13,,100.0,10.95,OpenDART,-10.61,4.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,0.64,2025.0,11011.0,,,1,0,0,0,,,,-45.98,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-07-14,4.57,0,0,6,20,0,10,5,1,42,C,90
417200.KQ,417200,LS머트리얼즈,7976,중견기업부,울트라커패시터(셀 및 모듈),KOSDAQ,주권,KRX,11790.0,16101.5,-26.777008353259014,31250.0,-62.272000000000006,32.96482412055664,-34.35,-48.06,daily_close,NXT 미확인,2026-07-14 22:01 KST,,,-92.86,746.84,8.35,,4.35,0.24,33.22,8.09,-101.61,-83.26,214 -> 84 -> 6,1536.0,-1.0,-10.0,-0.07,-0.65,56.41,-180.83,574.27,684.56,-110.29,0.19,,22.0,14.88,OpenDART,0.0,1.0,False,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011,OpenDART,,2025.0,11011,4.22,9.15,9,7,8,8,3.08,28.0,,-83.26,전자부품 제조업,전자부품 제조업,2026-07-14,4.57,0,0,0,0,0,0,3,1,4,D,91
090710.KQ,090710,휴림로봇,7866,중견기업부,제조업용로봇및서비스로봇,KOSDAQ,주권,KRX,6580.0,9501.175,-30.745407804824136,21500.0,-69.3953488372093,31.50442477868299,-40.18,-42.98,daily_close,NXT 미확인,2026-07-14 22:01 KST,,,,,6.85,,7.77,-13.42,36.13,26.45,,,-,1683.0,-173.0,-301.0,-10.28,-17.88,-230.17,-245.91,160.03,734.47,-574.44,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,,9.21,8.9,20,16,19,19,-15.64,38.92,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-14,4.57,0,0,0,0,0,0,3,1,4,D,92
281740.KQ,281740,레이크머티리얼즈,7861,우량기업부,"LED, 반도체 소재 및 석유화학촉매",KOSDAQ,주권,KRX,11960.0,17527.1,-31.762813015273483,27550.0,-56.5880217785844,34.39803439797524,-30.22,-45.51,daily_close,NXT 미확인,2026-07-14 22:01 KST,,,-63.09,69.3,10.14,76.47,6.76,5.8,161.94,1.8,-40.09,-43.54,367 -> 317 -> 117,1412.0,133.0,78.0,9.42,5.52,154.78,18.13,206.47,2199.93,-1993.46,0.25,25.6,30.0,19.72,OpenDART,-40.0,2.0,True,2.0,OpenDART,,,,,,,,,,,,,,,,,,,,2025.0,11011.0,,,3,2,2,2,,,,-43.54,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-14,4.57,0,0,6,0,0,0,3,3,12,D,93
252990.KQ,252990,샘씨엔에스,7816,우량기업부,세라믹 STF(다층 세라믹 기판),KOSDAQ,주권,KRX,12980.0,9723.7,33.48828120982753,16320.0,-20.465686274509803,53.602620087254316,-11.22,21.88,daily_close,NXT 미확인,2026-07-14 22:01 KST,,,337.29,46.34,8.73,35.08,4.21,9.7,52.36,46.34,182.69,,59 -> 258,780.0,147.0,151.0,18.85,19.36,192.43,99.32,87.94,871.98,-784.04,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-14,2025.0,OFS,11011,OpenDART,0.1,,,4.29,4.42,9,6,8,8,-1.86,23.79,47.46,,전자부품 제조업,전자부품 제조업,2026-07-14,4.57,0,0,6,20,0,10,5,5,46,C,94
074600.KQ,074600,원익QnC,7741,우량기업부,반도체용 석영유리,KOSDAQ,주권,KRX,30000.0,28730.3,4.419376059421589,42150.0,-28.825622775800714,38.42239185747899,-25.0,-11.37,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,-55.74,18.02,11.57,41.45,1.9,4.73,170.93,5.84,-34.22,-23.19,1451 -> 1934 -> 856,9436.0,596.0,10.0,6.32,0.11,848.49,-44.64,605.54,9752.88,-9147.34,0.43,15.2,130.0,34.17,OpenDART,-4.66,4.0,True,4.0,OpenDART,,,,,,,,,,,,,,,,,,,,2025.0,11011.0,,,1,0,0,0,,,,-23.19,유리 및 유리제품 제조업,유리 및 유리제품 제조업,2026-07-14,4.57,0,3,0,0,0,0,5,5,13,D,95
100790.KQ,100790,미래에셋벤처투자,7734,우량기업부,중소기업 창업투자 관련 고유계정/투자조합 관련 수익,KOSDAQ,주권,KRX,14560.0,22918.85,-36.47150707823472,67400.0,-78.39762611275964,30.123099203445207,-51.14,-63.19,daily_close,NXT 미확인,2026-07-14 22:01 KST,,,263.75,20.88,7.87,17.73,1.99,8.47,190.79,2.52,123.57,12.85,457 -> 160 -> 582,2398.0,351.0,309.0,14.64,12.89,488.15,486.97,724.58,7218.06,-6493.48,,,,,,2.41,0.0,False,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011,OpenDART,0.07,,,,,3,2,2,2,,,,12.85,기타 금융업,기타 금융업,2026-07-14,4.57,8,3,6,20,8,10,3,1,59,B,96
065350.KQ,065350,신성델타테크,7626,우량기업부,"세탁기, 자동차, 에어컨 및 LCD 부품",KOSDAQ,주권,KRX,28100.0,55609.5,-49.46906553736322,121700.0,-76.91043549712407,32.03285420942717,-32.86,-53.63,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,73.25,81.02,4.45,36.96,3.32,9.51,161.32,7.19,4.53,,456 -> 790,9454.0,277.0,242.0,2.93,2.56,143.76,-801.57,706.02,5756.98,-5050.96,0.43,13.6,120.0,32.98,OpenDART,0.0,5.0,False,5.0,OpenDART,,,,,,,,,,,,,,,,,,,0.5,2025.0,11011.0,,,1,0,0,0,,,,,가정용 기기 제조업,가정용 기기 제조업,2026-07-14,4.57,0,0,6,20,0,10,3,1,40,C,97
122870.KQ,122870,와이지엔터테인먼트,7569,우량기업부,"음악 및 기타 오디오물 출판, 신인 아티스트 육성 및 매니지먼트",KOSDAQ,주권,KRX,40700.0,64083.25,-36.48886409475175,107400.0,-62.10428305400373,44.65811965809294,-12.1,-22.92,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,99.19,32.29,11.9,14.0,1.51,7.41,28.88,49.47,,-22.48,3285 -> 991 -> 1974,5454.0,713.0,537.0,13.07,9.85,909.09,822.28,1682.2,1879.34,-197.14,0.74,15.08,300.0,55.64,OpenDART,6.27,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,0.14,2025.0,11011.0,,,3,2,2,2,,,,-22.48,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-14,4.57,8,6,6,20,0,10,5,1,56,B,98
056190.KQ,056190,SFA,7486,우량기업부,"디스플레이, 2차전지, 반도체 제조설비 및 공장자동화기기",KOSDAQ,주권,KRX,21050.0,26604.0,-20.876559915802133,35650.0,-40.95371669004207,37.60330578508046,-24.01,-27.66,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,37.83,21.28,12.93,15.32,0.66,6.11,49.77,-20.26,,,1113 -> 1534,16310.0,859.0,521.0,5.27,3.19,1516.38,568.22,2959.24,7516.75,-4557.51,4.51,48.5,950.0,267.07,OpenDART,-5.07,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,0.4,2025.0,11011.0,9.21,8.9,20,15,19,19,-92.83,39.0,-60.72,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-14,4.57,8,10,6,20,0,10,5,5,64,B,99
