yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
065350.KQ,065350,신성델타테크,7970,우량기업부,"세탁기, 자동차, 에어컨 및 LCD 부품",KOSDAQ,주권,KRX,28600.0,27575.0,37869.166666666664,50512.916666666664,53709.25,-46.75032699209168,121700.0,-76.49958915365653,48.69791666663116,-6.99,-50.69,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,73.25,81.02,4.43,33.83,3.04,9.51,161.32,7.19,4.53,,456 -> 790,9454.0,277.0,242.0,2.93,2.56,143.76,-801.57,706.02,5756.98,-5050.96,0.42,13.6,120.0,32.98,OpenDART,0.0,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,0.46,,,,,,,가정용 기기 제조업,가정용 기기 제조업,2026-07-31,4.7,0,0,6,20,0,10,5,1,42,C,82
347700.KQ,347700,스피어,7938,기술성장기업부,우주항공산업 관련 부품 등 판매 / 디지털헬스 소프트웨어 개발 및 공급,KOSDAQ,주권,KRX,15400.0,18536.0,29078.333333333332,36357.916666666664,26860.55,-42.66684784935528,53100.0,-70.99811676082862,29.772439949404756,-36.89,-62.85,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,-98.98,1590.82,9.44,15.21,6.2,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,-146.67,-147.13,41.67,317.23,-275.56,,,,,,,,,,,,4.0,,,50000.0,,,224.68,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-31,4.7,8,0,0,0,0,0,3,1,12,D,83
086450.KQ,086450,동국제약,7915,우량기업부,"인사돌, 복합마데카솔, 파미레이",KOSDAQ,주권,KRX,17590.0,18577.5,19499.833333333332,20739.666666666668,19637.35,-10.42579574127873,29900.0,-41.17056856187291,34.946236559052096,-13.99,-25.94,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,7.91,13.15,15.56,10.59,1.16,10.42,39.17,14.12,20.15,18.31,1043 -> 1353 -> 1460,9269.0,966.0,739.0,10.42,7.97,452.27,136.47,496.64,2939.18,-2442.54,1.14,13.67,200.0,90.22,OpenDART,3.57,5.0,False,5.0,OpenDART,,4.0,,,40000.0,,,127.4,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11014.0,OpenDART,2025.0,11011.0,7,5,6,6,1.34,18.31,27.0,5.16,7.59,-60.78,-77.52,의약품 제조업,의약품 제조업,2026-07-31,4.7,12,8,12,10,12,5,3,5,67,B,84
083450.KQ,083450,GST,7897,우량기업부,"GasScrubber,Chiller",KOSDAQ,주권,KRX,42300.0,43480.0,52070.0,42434.583333333336,36138.25,17.050493590586154,66500.0,-36.390977443609025,41.97183098589893,-12.51,-15.57,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,0.82,8.6,22.09,14.76,2.55,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,3472.0,592.0,456.0,17.05,13.13,415.92,286.86,718.89,816.55,-97.66,1.54,25.68,650.0,116.27,OpenDART,29.4,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,21,16,20,20,18.0,13.24,27.5,5.48,6.8,-46.33,-53.47,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-31,4.7,8,3,16,0,8,2,5,5,47,C,85
085660.KQ,085660,차바이오텍,7856,중견기업부,"세포치료제 개발, 제대혈 보관 등",KOSDAQ,주권,KRX,8460.0,9228.5,11715.333333333334,15377.583333333334,14873.05,-43.11859369799738,23850.0,-64.52830188679245,29.50819672121473,-20.56,-49.94,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,,,8.36,,1.62,-37.19,214.81,21.37,,,-,12683.0,-488.0,-1467.0,-3.85,-11.57,-725.23,-2245.89,2375.58,17383.27,-15007.69,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,,,12.67,-9.41,,-87.21,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-31,4.7,0,6,0,0,0,0,3,1,10,D,86
204270.KQ,204270,제이앤티씨,7664,중견기업부,"강화유리, 커넥터",KOSDAQ,주권,KRX,13250.0,14734.5,17840.0,18497.333333333332,20006.9,-33.77284836731328,29450.0,-55.00848896434635,32.72727272723802,-16.09,-30.63,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,,39.18,2.53,,2.98,-31.32,121.3,-32.03,,,-,1857.0,-780.0,-916.0,-42.0,-49.33,-23.26,-375.38,363.68,3004.65,-2640.97,,,,,,,,,,,,4.0,,,26000.0,,,96.23,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,9,7,8,8,,,14.58,3.7,10.55,,-19.46,전자부품 제조업,전자부품 제조업,2026-07-31,4.7,0,3,0,0,0,0,3,3,9,D,87
038500.KQ,038500,삼표시멘트,7564,우량기업부,시멘트 제품,KOSDAQ,주권,KRX,7010.0,7555.0,10254.833333333334,13217.083333333334,9550.3,-26.59916442415421,20200.0,-65.2970297029703,36.44251626886982,-16.55,-56.97,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,-38.34,9.33,4.43,13.99,0.88,5.29,84.0,-14.4,-26.28,9.89,313 -> 613 -> 378,6769.0,766.0,408.0,11.32,6.03,938.53,485.75,822.95,6604.66,-5781.71,1.73,31.84,121.0,129.9,OpenDART,10.37,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,9.89,,,,,,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-07-31,4.7,8,8,6,0,8,0,5,1,36,D,88
213420.KQ,213420,덕산네오룩스,7449,우량기업부,"HTL(정공수송층), HIL(정공주입층), RED HOST",KOSDAQ,주권,KRX,29700.0,29515.0,36330.0,41316.25,40679.75,-26.99070176193315,55800.0,-46.774193548387096,49.64705882349671,-2.14,-43.96,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,16.22,20.99,11.91,9.0,1.47,12.5,51.8,62.18,15.62,21.88,1442 -> 1843 -> 2142,3443.0,607.0,540.0,17.63,15.68,605.55,464.93,1262.89,2436.93,-1174.04,,,,,,,,,,,,4.0,,,64143.0,,,115.97,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,9,6,8,8,0.55,21.88,16.79,3.7,4.42,-46.4,-60.27,전자부품 제조업,전자부품 제조업,2026-07-31,4.7,12,6,12,20,12,8,5,3,78,A,89
090710.KQ,090710,휴림로봇,7400,중견기업부,제조업용로봇및서비스로봇,KOSDAQ,주권,KRX,6190.0,6626.5,9346.5,11058.083333333334,9685.35,-36.089041696995984,21500.0,-71.20930232558139,40.3418803417838,-15.55,-50.52,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,,,5.78,,5.34,-13.42,36.13,26.45,,,-,1683.0,-173.0,-301.0,-10.28,-17.88,-230.17,-245.91,160.03,734.47,-574.44,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-30,2025.0,CFS,11011.0,OpenDART,,,21,17,20,20,,,27.0,5.48,8.16,,-2.55,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-31,4.7,0,0,0,0,0,0,5,1,6,D,90
388720.KQ,388720,유일로보틱스,7339,벤처기업부,"취출로봇, 사출장비 및 자동화시스템",KOSDAQ,주권,KRX,62200.0,63570.0,79615.0,91744.16666666667,90299.0,-31.11773109336759,150700.0,-58.72594558725945,43.286573146280446,-8.26,-40.19,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,,,15.05,,7.99,-26.71,20.64,4.83,-3250.0,,-,369.0,-126.0,-247.0,-34.15,-66.94,-112.68,-195.79,28.12,185.17,-157.05,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-27,2025.0,OFS,11011.0,OpenDART,,,21,17,20,20,,,27.0,5.36,8.16,,49.07,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-31,4.7,0,0,0,0,0,0,5,3,8,D,91
032190.KQ,032190,다우데이타,7188,우량기업부,"Autodesk 제품군 및 보안, 백신 소프트웨어 등",KOSDAQ,주권,KRX,18550.0,18084.0,19453.666666666668,22121.416666666668,20731.95,-10.52457680054216,30600.0,-39.37908496732026,48.80095923253199,5.04,-22.22,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,33.17,4.63,13.26,2.55,0.38,14.75,984.54,48.75,32.67,85.51,1660 -> 4290 -> 5713,180520.0,15999.0,11997.0,8.86,6.65,-65334.61,-70647.15,27337.51,759263.47,-731925.96,2.96,9.63,550.0,210.65,OpenDART,22.39,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,0.08,85.51,,,,,,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-07-31,4.7,15,10,12,20,15,10,5,5,92,S,92
056190.KQ,056190,SFA,7181,우량기업부,"디스플레이, 2차전지, 반도체 제조설비 및 공장자동화기기",KOSDAQ,주권,KRX,20100.0,20761.5,24979.666666666668,27557.75,26304.4,-23.586928422621316,35650.0,-43.61851332398317,39.21568627446675,-9.46,-38.25,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,37.83,21.28,12.26,12.81,0.55,6.11,49.77,-20.26,,,1113 -> 1534,16310.0,859.0,521.0,5.27,3.19,1359.69,593.79,2959.36,8188.25,-5228.89,4.73,48.5,950.0,267.07,OpenDART,2.98,5.0,True,5.0,OpenDART,,4.0,,,38500.0,,,91.54,,,Naver/FnGuide,,KRW,2026-07-30,2025.0,CFS,11014.0,OpenDART,2025.0,11011.0,21,16,20,20,0.34,,27.5,5.48,8.16,-53.42,-89.96,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-31,4.7,8,10,6,20,0,10,5,5,64,B,93
122870.KQ,122870,와이지엔터테인먼트,7130,우량기업부,"음악 및 기타 오디오물 출판, 신인 아티스트 육성 및 매니지먼트",KOSDAQ,주권,KRX,38200.0,40332.5,43795.833333333336,52405.416666666664,60523.25,-36.88375954695097,107400.0,-64.43202979515829,37.22397476337406,-12.88,-28.6,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,99.19,32.29,11.58,14.0,1.38,7.41,28.88,49.47,,-22.48,3285 -> 991 -> 1974,5454.0,713.0,537.0,13.07,9.85,909.09,822.28,1682.2,1879.34,-197.14,0.79,15.08,300.0,55.64,OpenDART,6.27,5.0,True,5.0,OpenDART,,4.0,,,64316.0,,,68.37,,,Naver/FnGuide,,KRW,2026-07-31,2025.0,CFS,11011,OpenDART,2025.0,11011,3,2,2,2,0.14,-22.48,,,,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-31,4.7,8,6,6,20,0,10,5,1,56,B,94
281740.KQ,281740,레이크머티리얼즈,7125,우량기업부,"LED, 반도체 소재 및 석유화학촉매",KOSDAQ,주권,KRX,10840.0,11810.5,15656.0,18750.75,17439.55,-37.842432860939645,27550.0,-60.653357531760435,38.43457943918948,-19.47,-52.56,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,-63.09,69.3,10.41,51.6,4.56,5.8,161.94,1.8,-40.09,-43.54,367 -> 317 -> 117,1412.0,133.0,78.0,9.42,5.52,154.78,18.13,206.47,2199.93,-1993.46,0.28,25.6,30.0,19.72,OpenDART,-40.0,2.0,True,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-30,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,,-43.54,,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-31,4.7,0,0,6,0,0,0,5,1,12,D,95
014620.KQ,014620,성광벤드,7104,우량기업부,관이음쇠,KOSDAQ,주권,KRX,26750.0,26105.0,30412.5,33653.333333333336,31706.0,-15.631110830757585,48300.0,-44.616977225672876,50.915750915698695,-7.92,-42.47,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,-11.68,15.11,36.12,17.0,1.26,6.45,7.42,7.91,0.0,-3.72,1370 -> 1438 -> 1270,2457.0,420.0,344.0,17.09,14.0,378.8,324.24,558.16,407.71,150.45,0.75,15.4,200.0,53.11,OpenDART,25.99,5.0,False,5.0,OpenDART,,4.0,,,48333.0,,,80.68,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,-3.72,,,,,,1차 철강 제조업,1차 철강 제조업,2026-07-31,4.7,8,6,6,0,0,0,5,5,30,D,96
232140.KQ,232140,와이씨,7088,우량기업부,메모리 웨이퍼 테스터,KOSDAQ,주권,KRX,8640.0,9728.5,14176.0,17222.75,16140.9,-46.471386353920785,23700.0,-63.54430379746835,37.92325056427416,-25.19,-61.34,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,75.37,55.92,7.69,20.0,1.86,5.56,27.51,29.07,60.38,19.34,165 -> 134 -> 235,2726.0,170.0,290.0,6.24,10.64,411.93,245.48,982.3,1309.93,-327.63,,,,,,,,,,,,4.0,,,22750.0,,,163.31,,,Naver/FnGuide,,KRW,2026-07-31,2025.0,CFS,11011,OpenDART,,,21,16,20,20,0.27,19.34,27.5,5.48,8.16,-27.27,-66.06,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-31,4.7,4,3,6,20,12,10,5,1,61,B,97
099320.KQ,099320,쎄트렉아이,7041,우량기업부,"인공위성시스템, 위성지상국, 위성부분품 개발 및 제조",KOSDAQ,주권,KRX,63800.0,76370.0,110433.33333333333,145272.5,118557.75,-46.18656308845267,214000.0,-70.18691588785046,33.831521739124014,-23.23,-62.02,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,93.35,37.02,11.26,58.61,2.86,6.31,73.42,20.78,,-45.98,4784 -> 722 -> 1396,2069.0,102.0,141.0,4.93,6.81,-740.17,-991.2,759.46,1739.99,-980.53,0.16,,100.0,10.95,OpenDART,,3.0,True,4.0,OpenDART,,4.0,,,160000.0,,,150.78,,,Naver/FnGuide,,KRW,2026-07-31,2025.0,CFS,11011,OpenDART,2025.0,11011,1,0,0,0,0.63,-45.98,,,,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-07-31,4.7,0,3,6,20,0,10,3,1,43,C,98
417200.KQ,417200,LS머트리얼즈,7002,중견기업부,울트라커패시터(셀 및 모듈),KOSDAQ,주권,KRX,10350.0,11670.5,16956.0,18575.75,16162.85,-35.964263728240994,31250.0,-66.88,38.306451612849166,-28.52,-65.9,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,-92.86,746.84,8.49,,3.81,0.24,33.22,8.09,-101.61,-83.26,214 -> 84 -> 6,1536.0,-1.0,-10.0,-0.07,-0.65,28.0,-187.58,192.05,729.2,-537.15,0.21,,22.0,14.88,OpenDART,,1.0,,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-31,2025.0,CFS,11014,OpenDART,2025.0,11011,9,7,8,8,,-83.26,14.58,3.28,10.55,,16.16,전자부품 제조업,전자부품 제조업,2026-07-31,4.7,0,0,0,0,0,0,5,1,6,D,99
388210.KQ,388210,씨엠티엑스,6970,벤처기업부,반도체 장비용 소모성 부품,KOSDAQ,주권,KRX,71200.0,80120.0,100701.66666666667,120475.0,,,164400.0,-56.69099756690997,40.64327485379285,-15.44,-49.22,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,247.81,,6.5,11.0,3.59,-35.89,51.01,47.75,119.49,,891 -> 3099,1606.0,518.0,-215.0,32.25,-13.39,361.94,350.56,929.82,930.4,-0.58,,,,,,,,,,,,4.0,,,200667.0,,,181.84,,,Naver/FnGuide,,KRW,2026-07-31,2025.0,CFS,11011,OpenDART,,,9,6,8,8,0.04,,16.79,3.4,10.55,-34.48,5.59,전자부품 제조업,전자부품 제조업,2026-07-31,4.7,12,0,0,20,0,10,5,3,50,C,100
