yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
096530.KQ,096530,씨젠,14388,우량기업부,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",KOSDAQ,주권,KRX,27600.0,28465.0,28374.166666666668,26512.5,25891.5,6.598690689994786,35150.0,-21.47937411095306,44.11764705877163,2.41,11.74,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,7007.69,906.71,18.62,21.16,1.18,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,1493.34,1088.69,2255.72,2199.82,55.9,3.62,95.5,1000.0,461.18,OpenDART,7.72,5.0,True,5.0,OpenDART,,4.0,,,44500.0,,,61.23,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,4,1,3,3,0.0,,11.3,8.69,,-89.56,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-23,4.25,4,8,0,0,0,10,5,5,32,D,60
030530.KQ,030530,원익홀딩스,14296,중견기업부,가스캐비닛,KOSDAQ,주권,KRX,18510.0,18364.5,25235.666666666668,29177.416666666668,29575.8,-37.41504878988903,48700.0,-61.99178644763861,49.90059642142488,-14.7,-37.25,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,,137.36,6.42,74.04,1.41,2.78,51.37,-3.49,-101.31,,-,6230.0,-4.0,504.0,-0.06,8.09,1180.86,-266.1,1009.31,6684.79,-5675.48,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-23,2025.0,CFS,11011,OpenDART,,,2,1,1,1,,,,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-23,4.25,0,6,0,0,0,0,5,1,12,D,61
0009K0.KQ,0009K0,에임드바이오,14098,기술성장기업부,ADC 기반 항암제,KOSDAQ,주권,KRX,21500.0,23255.5,31357.666666666668,42680.5,,,72500.0,-70.34482758620689,36.26373626369907,-14.17,-54.64,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,,626.65,1.96,306.52,7.13,5.13,3.32,300.85,,,-,473.0,208.0,50.0,43.97,10.57,178.6,174.97,1064.08,63.97,1000.11,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,9,1,8,8,,,23.98,-25.16,,-70.27,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-23,4.25,0,0,6,0,0,0,5,1,12,D,62
183300.KQ,183300,코미코,14052,우량기업부,반도체 부품 세정 및 코팅,KOSDAQ,주권,KRX,69000.0,78190.0,87044.73333333334,73421.11666666667,64030.93,7.760421408841007,139200.0,-50.43103448275862,42.057488653546315,-26.67,-9.38,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,-10.74,15.48,24.54,27.72,4.71,18.52,178.59,19.13,-1.33,24.61,1563 -> 2719 -> 2427,6041.0,1110.0,772.0,18.37,12.78,382.21,-1815.01,991.19,6604.31,-5613.12,2.03,28.3,1400.0,141.14,OpenDART,11.87,5.0,True,5.0,OpenDART,,4.0,,,170932.0,,,147.73,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,20,14,19,19,,31.0,7.56,7.42,-10.58,-37.7,24.61,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-23,4.25,0,0,16,0,12,0,5,3,36,D,63
043260.KQ,043260,성호전자,13788,우량기업부,"전원공급장치,필름콘덴서",KOSDAQ,주권,KRX,19270.0,21898.5,35087.833333333336,35570.583333333336,23361.605,-17.514229009522246,53200.0,-63.7781954887218,42.95661489016597,-35.87,-59.13,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,871.74,6.42,5.07,3.15,2.25,46.27,128.77,11.72,20.63,101.28,331 -> 138 -> 1341,2316.0,76.0,910.0,3.28,39.29,200.87,152.61,295.71,3270.79,-2975.08,,,,,,,,,,,,4.5,,,85000.0,,,341.1,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,10,7,9,9,0.0,25.0,4.35,8.6,-87.4,-48.28,101.28,전자부품 제조업,전자부품 제조업,2026-07-23,4.25,15,3,20,0,15,10,5,1,69,B,64
218410.KQ,218410,RFHIC,12798,우량기업부,GaN 트랜지스터,KOSDAQ,주권,KRX,49200.0,53110.0,77343.33333333333,74523.33333333333,57380.0,-14.255838271174625,112500.0,-56.266666666666666,40.6976744185914,-27.75,-50.85,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,11.66,23.8,30.25,25.0,3.05,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,1858.0,309.0,355.0,16.63,19.11,294.99,242.9,1099.24,1497.25,-398.01,0.81,29.9,400.0,101.41,OpenDART,58.74,4.0,False,4.0,OpenDART,,4.0,,,132600.0,,,169.51,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,2.14,,,,,,28.82,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-07-23,4.25,4,0,6,0,15,5,5,3,38,D,65
078600.KQ,078600,대주전자재료,12751,우량기업부,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",KOSDAQ,주권,KRX,81400.0,83110.0,120320.0,114059.16666666667,96601.5,-15.73629809060936,182800.0,-55.470459518599554,44.181818181806946,-19.17,-42.27,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,-43.95,667.76,17.5,111.96,4.35,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,109.49,-128.37,870.95,4023.25,-3152.3,0.12,6.7,100.0,15.14,OpenDART,0.0,2.0,False,4.0,OpenDART,,4.0,,,191500.0,,,135.26,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,10,7,9,9,,14.08,4.35,9.7,695.17,0.0,444.67,전자부품 제조업,전자부품 제조업,2026-07-23,4.25,0,0,6,0,15,0,5,3,29,D,66
127120.KQ,127120,제이에스링크,12142,벤처기업부,"유전체분석(EGIS), 개인유전체분석(DNAGPS)",KOSDAQ,주권,KRX,35000.0,36047.5,37370.0,36890.416666666664,29963.45,16.80897893934109,48900.0,-28.425357873210633,47.12918660283924,-0.43,-20.81,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,,,2.95,,13.41,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,-93.87,-534.7,404.31,544.44,-140.13,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,9,2,8,8,,,23.98,-16.02,,-44.08,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-23,4.25,0,0,0,0,0,0,5,5,10,D,67
437730.KQ,437730,삼현,12033,기술성장기업부,"스마트 액추에이터, 스마트 파워유닛",KOSDAQ,주권,KRX,37250.0,33120.0,45468.333333333336,49530.833333333336,46269.25,-19.49296779178396,73200.0,-49.1120218579235,54.112554112532244,-4.97,-28.5,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,19.27,100.86,2.34,170.59,7.23,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,0.95,-529.71,208.0,703.51,-495.51,,16.24,,15.73,OpenDART,,0.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,8.85,,,,,,-5.72,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-07-23,4.25,0,0,6,0,0,8,5,3,22,D,68
039200.KQ,039200,오스코텍,11936,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,31200.0,32647.5,40066.666666666664,46245.833333333336,46914.0,-33.49533188387262,62000.0,-49.67741935483871,36.029411764668794,-17.35,-37.85,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,5847.83,547.23,13.26,19.28,5.99,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,4.0,,,75000.0,,,140.38,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,7,5,6,6,0.0,38.0,4.2,7.59,-49.26,42.62,,의약품 제조업,의약품 제조업,2026-07-23,4.25,4,0,20,0,0,10,5,3,42,C,69
003380.KQ,003380,하림지주,11334,우량기업부,지주사업,KOSDAQ,주권,KRX,10120.0,9825.0,11047.166666666666,12951.666666666666,11359.0,-10.907650321331102,19610.0,-48.393676695563485,51.83098591528856,5.42,-23.62,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,772.77,17.26,9.29,4.26,0.29,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,132149.0,8874.0,5138.0,6.72,3.89,11410.68,6803.36,14593.4,107306.95,-92713.55,1.19,,120.0,,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,16500.0,,,63.04,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,0.01,,,,,,148.93,기타 금융업,기타 금융업,2026-07-23,4.25,15,10,6,20,15,10,5,3,84,A,70
195940.KQ,195940,HK이노엔,10991,우량기업부,"전문의약품, 숙취해소음료",KOSDAQ,주권,KRX,38800.0,39705.0,43780.0,47892.916666666664,48539.0,-20.064278209275017,57600.0,-32.63888888888889,42.45283018864187,0.26,-23.77,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,22.91,20.56,13.87,12.0,0.82,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,1.06,15.3,410.0,116.15,OpenDART,8.61,5.0,False,5.0,OpenDART,,4.0,,,64182.0,,,65.42,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.52,38.0,5.18,9.66,-68.42,-84.17,26.83,의약품 제조업,의약품 제조업,2026-07-23,4.25,12,8,6,20,15,8,5,5,79,A,71
031330.KQ,031330,에스에이엠티,10939,우량기업부,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업",KOSDAQ,주권,KRX,10940.0,11170.5,12585.5,8934.416666666666,6865.95,59.33701818393667,18860.0,-41.993637327677625,52.657807308847644,-15.06,54.74,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,39.34,6.2,9.36,3.46,1.43,16.55,183.14,30.01,68.99,51.79,329 -> 544 -> 758,37566.0,1139.0,758.0,3.03,2.02,-1202.55,-1206.28,983.32,8901.87,-7918.55,2.1,29.6,230.0,224.35,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,0.09,,,,,,51.79,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-07-23,4.25,15,6,16,20,15,10,5,5,92,S,72
166090.KQ,166090,하나머티리얼즈,10818,우량기업부,"실리콘부품, 세라믹부품, 특수가스",KOSDAQ,주권,KRX,55600.0,56040.0,66111.66666666667,64338.333333333336,56105.25,-0.9005396108207343,81100.0,-31.442663378545006,47.80058651024431,-7.64,-20.57,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,20.8,21.83,22.77,20.98,2.1,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,685.43,482.22,394.97,2219.26,-1824.29,0.54,15.1,300.0,57.87,OpenDART,-20.63,5.0,True,5.0,OpenDART,,4.0,,,106000.0,,,90.65,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,1.01,,6.66,2.98,,-68.47,5.86,반도체 제조업,반도체 제조업,2026-07-23,4.25,4,3,6,10,4,8,5,5,45,C,73
458870.KQ,458870,씨어스,10789,기술성장기업부,심전도검사솔루션 입원환자모니터링솔루션,KOSDAQ,주권,KRX,28250.0,33375.0,35415.833333333336,42897.76666666667,39758.135,-28.945359232770855,63034.0,-55.18291715582067,28.351648351630914,-16.67,-42.05,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,,102.08,4.94,20.0,22.15,52.78,36.81,495.06,,,-,482.0,163.0,160.0,33.82,33.2,20.86,4.54,110.96,145.84,-34.88,,,,,,,,,,,,4.0,,,68400.0,,,142.12,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,,,,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-23,4.25,4,0,20,0,0,0,3,3,30,D,74
323280.KQ,323280,태성,10688,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,35650.0,37462.5,54700.833333333336,60402.083333333336,51251.75,-30.441399561966175,89700.0,-60.256410256410255,44.83985765122321,-23.0,-52.02,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,,103.42,4.78,,8.34,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-23,2025.0,CFS,11011,OpenDART,,,20,15,19,19,,30.0,6.77,8.9,,23.19,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-23,4.25,0,0,0,0,0,0,5,1,6,D,75
475830.KQ,475830,오름테라퓨틱,10360,기술성장기업부,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,KOSDAQ,주권,KRX,47700.0,49420.0,64488.333333333336,86090.83333333333,80399.5,-40.67127283129871,143700.0,-66.80584551148226,40.624999999980254,-17.33,-42.11,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,,,7.47,,9.11,-33.22,29.37,,,,-,0.24,-518.0,-420.0,-215662.5,-174870.83,-359.89,,40.65,384.37,-343.72,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-23,2025.0,CFS,11011,OpenDART,,,8,2,7,7,,,14.18,-9.41,,-35.75,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-23,4.25,0,0,0,0,0,0,5,1,6,D,76
347700.KQ,347700,스피어,9768,기술성장기업부,우주항공산업 관련 부품 등 판매 / 디지털헬스 소프트웨어 개발 및 공급,KOSDAQ,주권,KRX,18950.0,20627.5,31703.666666666668,36838.916666666664,26711.95,-29.05796843734733,53100.0,-64.31261770244822,34.330074755579034,-11.45,-55.2,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,-98.98,1590.82,9.9,22.75,9.28,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,-146.67,-147.13,41.67,317.23,-275.56,,,,,,,,,,,,4.0,,,50000.0,,,163.85,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-23,4.25,4,0,0,0,0,0,3,1,8,D,77
491000.KQ,491000,리브스메드,9601,기술성장기업부,"다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark",KOSDAQ,주권,KRX,38400.0,36742.5,49126.666666666664,62377.5,,,91300.0,-57.9408543263965,58.303249097443455,4.35,-35.57,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,,,6.03,,5.4,-20.75,11.65,88.93,,,-,512.0,-226.0,-229.0,-44.14,-44.73,-347.4,-424.63,114.02,210.64,-96.62,,,,,,,,,,,,4.0,,,120000.0,,,212.5,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,3,2,2,2,,,,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-23,4.25,0,0,0,0,0,0,3,3,6,D,78
099320.KQ,099320,쎄트렉아이,9330,우량기업부,"인공위성시스템, 위성지상국, 위성부분품 개발 및 제조",KOSDAQ,주권,KRX,84800.0,82130.0,121356.66666666667,150205.0,118636.25,-28.521004330463917,214000.0,-60.373831775700936,51.405622489950204,-8.23,-51.93,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,93.35,37.02,11.01,67.64,3.3,6.31,73.42,20.78,,-45.98,4784 -> 722 -> 1396,2069.0,102.0,141.0,4.93,6.81,-740.17,-991.2,759.46,1739.99,-980.53,0.12,,100.0,10.95,OpenDART,-10.61,3.0,True,4.0,OpenDART,,4.0,,,160000.0,,,88.68,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,0.72,,,,,,-45.98,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-07-23,4.25,0,0,6,16,0,10,5,1,38,D,79
036540.KQ,036540,SFA반도체,9078,중견기업부,"반도체패키지(SOP,DIP,QFP)",KOSDAQ,주권,KRX,5520.0,5506.25,7207.083333333333,7099.875,6060.55,-8.919157502206899,11010.0,-49.863760217983646,56.86619718281827,-10.24,-30.04,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,,23.78,5.88,,1.86,-3.93,16.21,-8.26,,,-,3674.0,-196.0,-191.0,-5.33,-5.2,54.56,-166.04,226.3,766.27,-539.97,,,,,,,,,,,,4.0,,,11000.0,,,99.28,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,,,5,3,4,4,,20.98,6.66,9.64,,-72.07,,반도체 제조업,반도체 제조업,2026-07-23,4.25,0,3,0,0,0,0,3,3,9,D,80
241710.KQ,241710,코스메카코리아,8907,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,83500.0,79455.0,76445.0,80111.66666666667,75881.0,10.040721656277594,103000.0,-18.932038834951456,49.15572232644112,25.19,-1.65,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,6.16,15.61,21.92,13.0,3.5,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,117500.0,,,40.72,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11011,OpenDART,2025.0,11011,3,2,2,2,2.11,,,,,,42.68,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-23,4.25,8,0,16,0,15,5,5,5,54,C,81
101490.KQ,101490,에스앤에스텍,8896,우량기업부,블랭크마스크,KOSDAQ,주권,KRX,41900.0,47195.0,66228.33333333333,77773.33333333333,68080.5,-38.45521111037669,105100.0,-60.13320647002855,38.01369863011876,-23.26,-59.16,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,91.27,24.46,15.32,14.08,2.59,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,468.82,-175.92,800.1,887.84,-87.74,0.48,7.2,200.0,41.66,OpenDART,10.06,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,10,7,9,9,0.15,25.0,4.35,8.6,-43.68,-40.46,50.19,전자부품 제조업,전자부품 제조업,2026-07-23,4.25,8,3,20,20,15,10,5,1,82,A,82
204270.KQ,204270,제이앤티씨,8752,중견기업부,"강화유리, 커넥터",KOSDAQ,주권,KRX,15130.0,16263.5,18545.833333333332,19030.666666666668,20328.4,-25.572106019165314,29450.0,-48.62478777589134,47.41784037553491,-32.61,-21.61,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,,39.18,2.63,,3.59,-31.32,121.3,-32.03,,,-,1857.0,-780.0,-916.0,-42.0,-49.33,-23.26,-375.38,363.68,3004.65,-2640.97,,,,,,,,,,,,4.0,,,26000.0,,,71.84,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11011,OpenDART,,,10,8,9,9,,19.54,4.35,9.7,,-17.47,,전자부품 제조업,전자부품 제조업,2026-07-23,4.25,0,0,0,0,0,0,5,3,8,D,83
090710.KQ,090710,휴림로봇,8691,중견기업부,제조업용로봇및서비스로봇,KOSDAQ,주권,KRX,7270.0,7137.0,10013.833333333334,11497.583333333334,9596.45,-24.242818959094254,21500.0,-66.18604651162791,49.39024390229848,-16.15,-35.78,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,,,6.68,,5.81,-13.42,36.13,26.45,,,-,1683.0,-173.0,-301.0,-10.28,-17.88,-230.17,-245.91,160.03,734.47,-574.44,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,,,20,15,19,19,,30.0,7.56,8.9,,-23.15,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-23,4.25,0,0,0,0,0,0,5,1,6,D,84
417200.KQ,417200,LS머트리얼즈,8537,중견기업부,울트라커패시터(셀 및 모듈),KOSDAQ,주권,KRX,12620.0,12952.5,18783.166666666668,18828.166666666668,16140.05,-21.80941199066917,31250.0,-59.616,38.71359223294394,-16.86,-51.55,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,-92.86,746.84,8.35,,4.35,0.24,33.22,8.09,-101.61,-83.26,214 -> 84 -> 6,1536.0,-1.0,-10.0,-0.07,-0.65,56.41,-180.83,574.27,684.56,-110.29,0.17,,22.0,14.88,OpenDART,0.0,1.0,False,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,10,8,9,9,,19.54,4.35,9.7,,0.0,-83.26,전자부품 제조업,전자부품 제조업,2026-07-23,4.25,0,0,0,0,0,0,5,3,8,D,85
038500.KQ,038500,삼표시멘트,8493,우량기업부,시멘트 제품,KOSDAQ,주권,KRX,7870.0,8108.0,11213.166666666666,13229.541666666666,9440.075,-16.63201828375305,20200.0,-61.039603960396036,42.618384400948,-12.46,-50.0,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,-38.34,9.33,4.16,16.75,1.06,5.29,84.0,-14.4,-26.28,9.89,313 -> 613 -> 378,6769.0,766.0,408.0,11.32,6.03,938.53,485.75,822.95,6604.66,-5781.71,1.54,31.84,121.0,129.9,OpenDART,10.37,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,9.89,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-07-23,4.25,8,8,6,0,8,0,5,1,36,D,86
252990.KQ,252990,샘씨엔에스,8454,우량기업부,세라믹 STF(다층 세라믹 기판),KOSDAQ,주권,KRX,14040.0,12951.5,13304.0,11920.75,9973.7,40.77022569357409,16320.0,-13.970588235294118,57.72727272719925,13.96,3.39,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,337.29,46.34,6.61,37.95,4.55,9.7,52.36,46.34,182.69,,59 -> 258,780.0,147.0,151.0,18.85,19.36,192.43,99.32,87.94,871.98,-784.04,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-23,2025.0,OFS,11011,OpenDART,,,10,7,9,9,0.11,14.08,4.35,8.6,169.53,4.6,,전자부품 제조업,전자부품 제조업,2026-07-23,4.25,0,0,6,20,0,10,3,5,44,C,87
388210.KQ,388210,씨엠티엑스,8409,벤처기업부,반도체 장비용 소모성 부품,KOSDAQ,주권,KRX,88000.0,86450.0,108236.66666666667,123210.83333333333,,,164400.0,-46.47201946472019,52.62206148280766,-5.98,-41.14,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,247.81,,6.66,14.0,4.39,-35.89,51.01,47.75,119.49,,891 -> 3099,1606.0,518.0,-215.0,32.25,-13.39,361.94,350.56,929.82,930.4,-0.58,,,,,,,,,,,,4.0,,,200667.0,,,128.03,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,,,10,7,9,9,0.06,25.0,4.35,9.7,-44.0,0.92,,전자부품 제조업,전자부품 제조업,2026-07-23,4.25,8,0,0,20,0,10,5,3,46,C,88
086450.KQ,086450,동국제약,8399,우량기업부,"인사돌, 복합마데카솔, 파미레이",KOSDAQ,주권,KRX,18570.0,18958.5,20206.5,20770.083333333332,19675.05,-5.616504151196563,29900.0,-37.89297658862876,35.53846153838499,2.09,-24.67,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,7.91,13.15,15.46,11.27,1.23,10.42,39.17,14.12,20.15,18.31,1043 -> 1353 -> 1460,9269.0,966.0,739.0,10.42,7.97,452.27,136.47,496.64,2939.18,-2442.54,1.08,13.67,200.0,90.22,OpenDART,3.57,5.0,False,5.0,OpenDART,,4.0,,,40000.0,,,115.4,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11014,OpenDART,2025.0,11011,7,5,6,6,1.42,38.0,5.18,7.59,-70.34,-76.25,18.31,의약품 제조업,의약품 제조업,2026-07-23,4.25,12,6,12,10,12,5,5,5,67,B,89
293490.KQ,293490,카카오게임즈,8354,중견기업부,"모바일, PC게임 퍼블리싱",KOSDAQ,주권,KRX,7790.0,7813.5,9396.5,11661.666666666666,13243.45,-41.17846935654985,23500.0,-66.85106382978724,49.3827160490982,-7.26,-37.33,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,,,4.69,,0.59,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,,,,,,,,,,,,3.5,,,13000.0,,,66.88,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,,,3,2,2,2,,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-23,4.25,0,10,0,0,0,0,5,1,16,D,90
