yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
028300.KQ,028300,HLB,39959,중견기업부,"의료기기, 의약외품 등",KOSDAQ,주권,KRX,30150.0,41327.5,48971.666666666664,51647.5,49903.75,-39.5836986198432,92500.0,-67.4054054054054,33.61661945230462,-40.06,-49.67,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,,,18.2,,11.3,-44.32,88.14,23.64,,,-,842.0,-1042.0,-2354.0,-123.75,-279.57,-925.88,-1101.21,409.83,4357.64,-3947.81,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,4,2,3,3,,,5.58,8.69,,102.51,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-23,4.25,0,0,0,0,0,0,3,1,4,D,11
000250.KQ,000250,삼천당제약,38962,중견기업부,"하메론, 아토로우",KOSDAQ,주권,KRX,163000.0,199890.0,291771.6666666667,471469.1666666667,374908.5,-56.52272487820361,1184000.0,-86.2331081081081,42.06116464180734,-31.66,-57.11,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,,1036.5,7.41,412.84,14.13,1.94,54.36,9.91,226.92,,-,2318.0,85.0,120.0,3.67,5.18,97.93,-497.95,959.44,1976.38,-1016.94,0.03,22.1,50.0,11.63,OpenDART,-75.0,2.0,True,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,,19.28,4.2,9.66,2041.29,236.43,,의약품 제조업,의약품 제조업,2026-07-23,4.25,0,0,0,0,0,0,5,1,6,D,12
141080.KQ,141080,리가켐바이오,37648,기술성장기업부,ADC 신약연구개발,KOSDAQ,주권,KRX,101600.0,123980.0,147800.0,168940.0,166936.5,-39.13853471230079,213500.0,-52.41217798594848,27.559912854026294,-33.42,-49.58,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,,483.55,11.74,-63.0,8.0,-13.22,29.7,12.47,,,-,1416.0,-1065.0,-916.0,-75.21,-64.69,-1245.33,-1305.74,986.5,1606.95,-620.45,,,,,,,,,,,,4.0,,,224000.0,,,120.47,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11011,OpenDART,,,9,2,8,8,,,23.98,-25.16,,-66.64,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-23,4.25,0,0,0,0,0,0,3,3,6,D,13
214450.KQ,214450,파마리서치,37402,우량기업부,재생의약품,KOSDAQ,주권,KRX,357000.0,335025.0,315733.3333333333,327725.0,383537.5,-6.919140892350812,711000.0,-49.789029535864984,49.89429175475392,17.24,15.16,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,65.07,24.5,6.46,18.0,5.58,26.88,44.21,53.18,70.02,37.82,7481 -> 8608 -> 14209,5363.0,2144.0,1683.0,39.98,31.38,1831.62,1473.8,1756.63,3200.1,-1443.47,1.04,25.9,3700.0,427.91,OpenDART,77.64,5.0,False,5.0,OpenDART,,4.0,,,481429.0,,,34.85,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,4,1,3,3,0.28,,11.3,4.81,,-50.62,37.82,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-23,4.25,8,0,20,20,15,10,5,3,81,A,14
440110.KQ,440110,파두,36924,기술성장기업부,SSD 컨트롤러,KOSDAQ,주권,KRX,73700.0,76165.0,92186.66666666667,72145.41666666667,52556.5,40.23003814942015,128300.0,-42.55650818394388,48.43110504773973,-14.6,7.75,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,,,28.49,,106.74,-131.08,518.5,112.41,,,-,924.0,-655.0,-762.0,-70.89,-82.47,-37.04,-78.42,408.04,1026.33,-618.29,,,,,,,,,,,,4.0,,,130000.0,,,76.39,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,5,3,4,4,,20.98,3.64,9.64,,2832.42,,반도체 제조업,반도체 제조업,2026-07-23,4.25,0,0,0,0,0,0,5,5,10,D,15
222800.KQ,222800,심텍,36827,중견기업부,반도체용 인쇄회로기판,KOSDAQ,주권,KRX,99800.0,117430.0,113553.33333333333,85976.66666666667,72441.5,37.76633559492832,157300.0,-36.55435473617292,37.1595330739249,-15.21,17.83,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,,,10.33,25.0,6.15,-32.1,181.13,14.55,,,-,14106.0,119.0,-1646.0,0.84,-11.67,-1678.98,-1945.96,250.74,10130.78,-9880.04,0.1,,100.0,37.33,OpenDART,-41.52,5.0,True,5.0,OpenDART,,4.0,,,171250.0,,,71.59,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11014,OpenDART,2025.0,11011,10,7,9,9,,14.08,4.35,9.7,77.56,41.38,,전자부품 제조업,전자부품 제조업,2026-07-23,4.25,4,0,0,0,0,0,5,5,14,D,16
403870.KQ,403870,HPSP,32631,우량기업부,고압 수소 어닐링 장비,KOSDAQ,주권,KRX,39650.0,44595.0,51377.5,47937.5,41864.25,-5.289118997712846,83500.0,-52.51497005988024,44.563758389244995,-21.64,-22.25,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,-16.35,35.96,33.27,30.0,11.79,24.79,19.95,-4.63,-4.26,-6.21,989 -> 1040 -> 870,1730.0,899.0,727.0,51.97,42.02,1002.05,977.76,939.41,614.76,324.65,1.26,55.66,500.0,404.37,OpenDART,49.38,4.0,True,4.0,OpenDART,,4.0,,,68000.0,,,71.5,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,20,14,19,19,,31.0,6.77,7.42,-3.23,74.15,-6.21,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-23,4.25,0,0,20,0,0,0,5,3,28,D,17
108490.KQ,108490,로보티즈,31741,기술성장기업부,"솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼",KOSDAQ,주권,KRX,219500.0,220100.0,283075.0,275391.6666666667,257818.495,-14.862585789277837,405000.0,-45.80246913580247,47.13584288052013,-14.09,-17.79,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,,691.83,7.57,451.0,7.56,2.49,1.79,29.67,,,-,389.0,33.0,53.0,8.48,13.62,70.75,46.35,310.38,56.29,254.09,,,,,,,,,,,,4.0,,,398000.0,,,81.32,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,,,20,14,19,19,,30.0,6.77,8.9,1403.33,11.67,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-23,4.25,0,0,0,0,0,0,5,3,8,D,18
095340.KQ,095340,ISC,31202,우량기업부,반도체테스트소켓,KOSDAQ,주권,KRX,148800.0,156855.0,197055.0,199655.0,157401.0,-5.464387138582347,271000.0,-45.09225092250922,46.71741198857608,-21.89,-35.02,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,2.68,60.46,31.83,35.0,5.66,10.6,15.85,26.19,34.15,91.78,720 -> 2579 -> 2648,2202.0,601.0,563.0,27.29,25.57,417.12,353.78,798.71,851.6,-52.89,0.57,31.0,850.0,173.95,OpenDART,12.31,5.0,True,5.0,OpenDART,,4.0,,,292500.0,,,96.57,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,13.06,,,,,,91.78,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-07-23,4.25,0,0,12,0,15,2,5,3,37,D,19
214370.KQ,214370,케어젠,30939,벤처기업부,"성장인자, 바이오미메틱펩타이드 기반 안면, 두피, 바디 코스메슈티컬 제품",KOSDAQ,주권,KRX,57500.0,64315.0,80213.33333333333,95955.83333333333,84828.5,-32.216177346057044,150100.0,-61.692205196535646,29.62962962961865,-20.03,-46.96,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,-37.87,92.25,4.06,141.84,14.06,9.23,8.85,-11.86,-40.35,-29.05,743 -> 602 -> 374,728.0,204.0,201.0,28.02,27.61,185.89,136.68,88.59,187.99,-99.4,0.76,106.3,437.0,213.57,OpenDART,-45.5,4.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,8,1,7,7,,,14.18,-23.48,,-0.85,-29.05,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-23,4.25,0,0,6,0,0,0,3,1,10,D,20
095610.KQ,095610,테스,29833,우량기업부,반도체장비(화학증착장비),KOSDAQ,주권,KRX,158100.0,176415.0,144221.66666666666,107082.5,82074.0,92.63104028072227,217500.0,-27.310344827586206,43.67325146822952,-2.71,76.45,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,33.69,92.12,7.54,30.0,6.77,15.76,24.43,46.23,50.13,504.31,79 -> 2158 -> 2885,3511.0,578.0,569.0,16.46,16.21,824.23,492.84,121.43,957.15,-835.72,0.54,26.4,850.0,150.74,OpenDART,19.35,5.0,True,5.0,OpenDART,,4.0,,,196250.0,,,24.13,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,20,14,19,19,0.89,31.0,7.56,7.42,-3.23,-10.45,504.31,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-23,4.25,0,0,16,16,15,10,5,5,67,B,21
145020.KQ,145020,휴젤,29714,우량기업부,"보툴리눔톡신, 필러",KOSDAQ,주권,KRX,239500.0,246025.0,253875.0,256108.33333333334,251052.5,-4.601627149699764,388000.0,-38.27319587628865,37.768240343343095,-7.71,-7.88,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,3.3,21.91,57.69,16.0,2.47,16.06,9.86,13.97,20.88,22.87,7517 -> 10985 -> 11348,4251.0,2009.0,1470.0,47.26,34.58,1500.59,1205.36,2096.98,966.76,1130.22,,,,,,,,,,,,4.0,,,378462.0,,,58.02,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,,,8,1,7,7,4.85,,14.18,-23.48,,-82.58,22.87,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-23,4.25,8,3,16,0,12,2,5,5,51,C,22
347850.KQ,347850,디앤디파마텍,29336,기술성장기업부,대사성질환 치료제 등,KOSDAQ,주권,KRX,64000.0,77970.0,81110.0,81234.16666666667,79822.365,-19.82196969483428,111200.0,-42.44604316546763,33.57452966714226,-30.43,-19.7,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,,,5.38,,34.67,-31.49,23.5,-62.28,,,-,43.0,-340.0,-240.0,-790.7,-558.14,-211.39,-212.03,328.84,185.6,143.24,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,,,9,2,8,8,,,16.52,-16.02,,109.87,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-23,4.25,0,0,0,0,0,0,3,5,8,D,23
214150.KQ,214150,클래시스,28866,우량기업부,미용의료기기,KOSDAQ,주권,KRX,44300.0,46362.5,48250.0,53605.416666666664,53643.25,-17.4173824292898,75600.0,-41.4021164021164,37.873754152788685,-2.64,-23.22,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,32.76,30.47,70.66,17.0,5.69,26.21,27.73,38.66,39.38,32.57,1146 -> 1517 -> 2014,3368.0,1706.0,1320.0,50.65,39.19,1639.36,1446.82,375.21,1529.75,-1154.54,2.26,49.4,1000.0,651.53,OpenDART,105.04,5.0,False,5.0,OpenDART,,4.0,,,77688.0,,,75.37,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,1,2,2,0.52,,,,,,32.57,의료용 기기 제조업,의료용 기기 제조업,2026-07-23,4.25,8,0,20,20,15,10,5,5,83,A,24
084370.KQ,084370,유진테크,28049,우량기업부,실리콘질화막증착용LP-CVD,KOSDAQ,주권,KRX,124100.0,154735.0,148800.0,134948.33333333334,114076.5,8.786647556683453,206500.0,-39.90314769975787,32.791151594011325,-23.3,-7.25,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,-32.89,30.03,36.49,29.0,5.58,9.81,18.16,3.61,-15.52,31.84,1066 -> 2761 -> 1853,3503.0,517.0,445.0,14.76,12.7,664.77,452.3,549.25,892.21,-342.96,0.19,12.3,230.0,52.02,OpenDART,-5.2,5.0,True,5.0,OpenDART,,4.0,,,156667.0,,,26.24,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,20,14,19,19,,31.0,7.56,7.42,-6.45,-26.19,31.84,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-23,4.25,0,0,6,0,15,0,3,5,29,D,25
080220.KQ,080220,제주반도체,27864,우량기업부,"모바일용 LP DDR SDRAM, CRAM, SRAM",KOSDAQ,주권,KRX,80900.0,87030.0,88578.33333333333,65472.916666666664,48107.8,68.16399835369731,134000.0,-39.626865671641795,44.69879518071536,-28.34,77.02,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,102.29,22.3,2.82,22.41,8.14,19.21,47.94,86.2,273.96,53.63,486 -> 567 -> 1147,3022.0,359.0,395.0,11.88,13.07,255.55,228.3,772.3,1088.84,-316.54,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,5,2,4,4,0.22,,3.64,2.73,,123.63,53.63,반도체 제조업,반도체 제조업,2026-07-23,4.25,4,0,16,20,15,10,5,5,75,A,26
178320.KQ,178320,서진시스템,27051,중견기업부,"통신장비부품,휴대폰부품(메탈케이스 등)",KOSDAQ,주권,KRX,42500.0,45072.5,60324.166666666664,51647.083333333336,41220.75,3.10341272296113,80800.0,-47.400990099009896,38.848920863296314,-23.42,-23.84,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,,15.93,17.62,,2.63,-12.63,212.62,-12.15,-98.99,,-,10663.0,11.0,-1024.0,0.1,-9.6,-397.57,-3355.74,320.69,15686.76,-15366.07,,,,,,,,,,,,4.0,,,72250.0,,,70.0,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,,,1,0,0,0,,,,,,,,기타 전기장비 제조업,기타 전기장비 제조업,2026-07-23,4.25,0,3,0,0,0,0,5,3,11,D,27
131290.KQ,131290,티에스이,26492,우량기업부,"Probe Card, Test Interface Board, OLED Test Equipment, Test Socket",KOSDAQ,주권,KRX,240000.0,248375.0,222663.33333333334,165068.33333333334,121495.0,97.53899337421294,284500.0,-15.641476274165203,48.1481481481443,-3.81,44.84,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,-10.0,1517.12,9.62,20.0,6.22,10.42,30.88,23.21,23.31,1672.52,11 -> 3840 -> 3456,4289.0,492.0,400.0,11.47,9.33,485.7,-22.4,758.17,1434.62,-676.45,0.19,12.4,450.0,49.78,OpenDART,-3.45,2.0,True,4.0,OpenDART,,4.0,,,336667.0,,,40.28,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,,,,,,,1672.52,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-07-23,4.25,4,0,12,0,15,0,5,5,41,C,28
031980.KQ,031980,피에스케이홀딩스,26090,우량기업부,"Descum, Reflow",KOSDAQ,주권,KRX,122900.0,135885.0,127888.33333333333,111578.33333333333,86511.0,42.06285905838564,166500.0,-26.186186186186188,41.959183673464594,0.0,11.02,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,-4.32,11.02,6.35,20.0,5.42,19.55,15.5,-3.57,-17.06,46.54,1980 -> 4444 -> 4252,2078.0,734.0,917.0,35.32,44.13,814.17,792.28,1827.79,785.01,1042.78,0.88,25.4,1080.0,232.87,OpenDART,39.25,1.0,False,4.0,OpenDART,,4.0,,,191600.0,,,55.9,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,20,14,19,19,,31.0,7.56,7.42,-35.48,-28.31,46.54,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-23,4.25,4,0,16,0,15,0,5,5,45,C,29
