yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,analyst_buy_ratio,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,dividend_year,dividend_report_code,dividend_history_years,dividend_history_source,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_gap,peer_pbr_gap,peg,cagr,dart_source,dart_year,dart_fs_div,dart_report_code,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
010170.KQ,010170,대한광통신,16559,중견기업부,"광섬유, 광케이블",KOSDAQ,주권,KRX,10650.0,8030.965,32.61170980075246,29100.0,-63.4020618556701,19.39655172410866,daily_close,NXT 미확인,2026-07-09 23:14 KST,,,,,3.83,,18.57,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,18.57,-52.05,1,,,,,OpenDART,2025.0,CFS,11011,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-07-09,4.56,0,0,0,0,0,0,1,1,2,D,54
058610.KQ,058610,에스피지,15967,우량기업부,소형 Geared Motor,KOSDAQ,주권,KRX,72100.0,88439.5,-18.475341900395183,158100.0,-54.395951929158755,36.3157894736753,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-30.29,103.2,8.5,190.63,6.76,3.57,66.09,-12.05,45.53,-8.86,496 -> 591 -> 412,3417.0,179.0,91.0,5.24,2.66,283.71,232.87,420.24,1704.88,-1284.64,0.4,60.7,,55.44,OpenDART,-15.66,4.0,True,,,,,,,,,2025.0,11011.0,4.0,OpenDART,126.38,9.88,2.12,2,,,,-8.86,OpenDART,2025.0,CFS,11011,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-09,4.56,0,0,0,0,0,0,5,3,8,D,55
183300.KQ,183300,코미코,15593,우량기업부,반도체 부품 세정 및 코팅,KOSDAQ,주권,KRX,76000.0,62965.775,20.70049165598295,139200.0,-45.40229885057471,28.360413589358984,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-10.74,15.48,23.34,38.84,6.6,18.52,178.59,19.13,-1.33,24.61,1563 -> 2719 -> 2427,6041.0,1110.0,772.0,18.37,12.78,382.21,-1815.01,991.19,6604.31,-5613.12,1.84,28.3,1400.0,141.14,OpenDART,26.31,5.0,True,,,,,,,,,2025.0,11011.0,5.0,OpenDART,96.1,12.17,7.15,21,-59.58,-45.77,,24.61,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-09,4.56,0,0,16,0,12,0,3,3,34,D,56
0009K0.KQ,0009K0,에임드바이오,15165,기술성장기업부,ADC 기반 항암제,KOSDAQ,주권,KRX,23350.0,46599.75,-49.892435045252384,72500.0,-67.79310344827586,44.034090909055884,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,,626.65,1.88,389.86,9.07,5.13,3.32,300.85,,,-,473.0,208.0,50.0,43.97,10.57,178.6,174.97,1064.08,63.97,1000.11,,,,,,,,,,,,,,,,,,,,,229.93,38.95,-26.84,8,69.56,-76.71,,,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-09,4.56,0,0,6,0,0,0,5,1,12,D,57
089030.KQ,089030,테크윙,14617,중견기업부,"반도체테스트핸들러,C.O.K(Change Over Kit)",KOSDAQ,주권,KRX,39450.0,52863.0,-25.37313432835821,71100.0,-44.51476793248945,26.393629123996135,daily_close,NXT 미확인,2026-07-09 23:14 KST,,,,181.67,12.73,474.8,10.22,4.63,198.75,-14.23,-32.48,,-,1591.0,158.0,90.0,9.93,5.66,-160.89,-486.2,421.68,4215.8,-3794.12,0.33,49.4,130.0,46.46,OpenDART,-13.29,5.0,True,,,,,,,,,2025.0,11011.0,5.0,OpenDART,96.1,12.17,7.15,21,394.07,-16.02,,,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-09,4.56,0,0,0,0,0,0,3,5,8,D,58
043260.KQ,043260,성호전자,14282,우량기업부,"전원공급장치,필름콘덴서",KOSDAQ,주권,KRX,19960.0,22568.485,-11.558086420067632,53200.0,-62.48120300751879,14.652157015149427,daily_close,NXT 미확인,2026-07-09 23:14 KST,,,871.74,6.42,3.02,5.24,3.73,46.27,128.77,11.72,20.63,101.28,331 -> 138 -> 1341,2316.0,76.0,910.0,3.28,39.29,200.87,152.61,295.71,3270.79,-2975.08,,,,,,,,,,,,,,,,,,,,,49.52,5.95,5.05,7,-89.42,-37.31,0.01,101.28,OpenDART,2025.0,CFS,11011,전자부품 제조업,전자부품 제조업,2026-07-09,4.56,15,0,20,20,15,10,1,1,82,A,59
082920.KQ,082920,비츠로셀,14259,우량기업부,리튬1차전지,KOSDAQ,주권,KRX,31250.0,28825.895,8.409470026862998,64100.0,-51.24804992199687,22.323462414564347,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,10.56,11.12,33.02,24.0,5.52,18.56,12.21,15.32,33.53,23.31,826 -> 1136 -> 1256,2431.0,693.0,569.0,28.51,23.41,635.86,521.59,243.75,403.47,-159.72,0.83,20.5,260.0,116.83,OpenDART,14.74,5.0,True,,,,,,,,,2025.0,11011.0,5.0,OpenDART,183.5,6.4,10.42,2,,,2.27,23.31,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-09,4.56,4,0,16,0,12,5,1,3,41,C,60
096530.KQ,096530,씨젠,14231,우량기업부,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",KOSDAQ,주권,KRX,26950.0,25809.75,4.417904086633928,35150.0,-23.32859174964438,47.63948497848352,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,7007.69,906.71,18.2,22.83,1.28,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,1493.34,1088.69,2255.72,2199.82,55.9,3.71,95.5,1000.0,461.18,OpenDART,0.0,5.0,True,,,,,,,,,2025.0,11011.0,5.0,OpenDART,21.42,7.81,-4.21,3,6.58,-83.61,0.0,,,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-09,4.56,4,6,0,0,0,10,5,5,30,D,61
060370.KQ,060370,LS마린솔루션,14078,우량기업부,해저케이블등의 건설 및 유지보수 업무,KOSDAQ,주권,KRX,26950.0,29697.5,-9.251620506776664,50100.0,-46.20758483033932,45.495495495466805,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-51.36,69.69,2.74,114.15,2.39,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,199.34,-565.57,735.64,1109.64,-374.0,,97.5,,81.43,OpenDART,,0.0,False,,,,,,,,,2025.0,11011.0,0.0,OpenDART,114.15,2.39,2.0,1,,,,-28.93,OpenDART,2025.0,CFS,11011,전기 및 통신 공사업,전기 및 통신 공사업,2026-07-09,4.56,0,3,0,0,0,0,5,3,11,D,62
083650.KQ,083650,비에이치아이,13924,우량기업부,"보일러,열교환기등",KOSDAQ,주권,KRX,45450.0,68037.0,-33.198112791569294,109500.0,-58.49315068493151,30.98591549294757,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,232.86,26.53,14.47,22.0,10.22,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.0,755.0,652.0,9.75,8.42,1122.98,938.15,599.51,6531.11,-5931.6,,,,,,,,,,,,,,,,,,,,,152.39,14.14,25.58,2,,,0.09,180.92,OpenDART,2025.0,CFS,11011,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-09,4.56,4,0,20,20,15,10,3,3,75,A,63
030530.KQ,030530,원익홀딩스,13099,중견기업부,가스캐비닛,KOSDAQ,주권,KRX,16960.0,29321.0,-42.15749803894819,48700.0,-65.17453798767967,18.290734824260696,daily_close,NXT 미확인,2026-07-09 23:14 KST,,,,137.36,5.48,82.4,1.57,2.78,51.37,-3.49,-101.31,,-,6230.0,-4.0,504.0,-0.06,8.09,1180.86,-266.1,1009.31,6684.79,-5675.48,,,,,,,,,,,,,,,,,,,,,52.39,2.06,6.15,2,,,,,OpenDART,2025.0,CFS,11011,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-09,4.56,0,6,0,0,0,0,1,1,8,D,64
218410.KQ,218410,RFHIC,13011,우량기업부,GaN 트랜지스터,KOSDAQ,주권,KRX,49200.0,56693.25,-13.217181939648901,112500.0,-56.266666666666666,20.963855421679682,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,11.66,23.8,26.79,39.0,4.69,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,1858.0,309.0,355.0,16.63,19.11,294.99,242.9,1099.24,1497.25,-398.01,0.81,29.9,400.0,101.41,OpenDART,58.74,4.0,False,,,,,,,,,2025.0,11011.0,4.0,OpenDART,39.0,4.69,8.84,1,,,3.34,28.82,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-07-09,4.56,0,0,6,0,15,5,1,3,30,D,65
127120.KQ,127120,제이에스링크,12975,벤처기업부,"유전체분석(EGIS), 개인유전체분석(DNAGPS)",KOSDAQ,주권,KRX,37350.0,29286.5,27.533163744387345,48900.0,-23.619631901840492,54.22740524776915,daily_close,NXT 미확인,2026-07-09 23:14 KST,,,,,2.19,,14.03,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,-93.87,-534.7,404.31,544.44,-140.13,,,,,,,,,,,,,,,,,,,,,229.93,38.95,-26.84,8,,-63.98,,,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-09,4.56,0,0,0,0,0,0,5,5,10,D,66
458870.KQ,458870,씨어스,12369,기술성장기업부,심전도검사솔루션 입원환자모니터링솔루션,KOSDAQ,주권,KRX,32500.0,39280.685,-17.262135321723637,63034.0,-48.4405241615636,50.18939393936733,daily_close,NXT 미확인,2026-07-09 23:14 KST,,,,102.08,4.9,26.0,28.02,52.78,36.81,495.06,,,-,482.0,163.0,160.0,33.82,33.2,20.86,4.54,110.96,145.84,-34.88,,,,,,,,,,,,,,,,,,,,,22.0,13.09,19.41,3,18.18,114.06,,,OpenDART,2025.0,CFS,11011,의료용 기기 제조업,의료용 기기 제조업,2026-07-09,4.56,0,0,20,0,0,0,5,3,28,D,67
039200.KQ,039200,오스코텍,11936,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,30800.0,47502.5,-35.16130729961581,62000.0,-50.32258064516129,32.024169184262945,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,5847.83,547.23,12.88,25.31,7.86,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,,,,,,,,,,108.15,6.76,1.96,7,-76.6,16.27,0.0,,OpenDART,2025.0,CFS,11011,의약품 제조업,의약품 제조업,2026-07-09,4.56,0,0,20,0,0,10,3,3,36,D,68
078600.KQ,078600,대주전자재료,11715,우량기업부,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",KOSDAQ,주권,KRX,75800.0,96256.5,-21.252071288692193,182800.0,-58.53391684901532,23.342939481263315,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-43.95,667.76,16.15,146.78,5.7,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,109.49,-128.37,870.95,4023.25,-3152.3,0.13,6.7,100.0,15.14,OpenDART,0.0,4.0,False,,,,,,,,,2025.0,11011.0,4.0,OpenDART,49.52,5.95,5.05,7,196.41,-4.2,,444.67,,,,,전자부품 제조업,전자부품 제조업,2026-07-09,4.56,0,0,6,0,15,0,1,3,25,D,69
195940.KQ,195940,HK이노엔,11119,우량기업부,"전문의약품, 숙취해소음료",KOSDAQ,주권,KRX,38950.0,48903.0,-20.35253460932867,57600.0,-32.37847222222222,47.16981132071912,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,22.91,20.56,14.19,13.0,0.88,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,1.05,15.3,410.0,116.15,OpenDART,6.39,5.0,False,,,,,,,,,2025.0,11011.0,5.0,OpenDART,108.15,6.76,1.96,7,-87.98,-86.98,0.57,26.83,,,,,의약품 제조업,의약품 제조업,2026-07-09,4.56,8,8,6,20,15,8,5,5,75,A,70
031330.KQ,031330,에스에이엠티,11099,우량기업부,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업",KOSDAQ,주권,KRX,11100.0,6524.35,70.13189053315655,18860.0,-41.145281018027575,17.97619047616051,daily_close,NXT 미확인,2026-07-09 23:14 KST,,,39.34,6.2,9.39,3.9,1.61,16.55,183.14,30.01,68.99,51.79,329 -> 544 -> 758,37566.0,1139.0,758.0,3.03,2.02,-1202.55,-1206.28,983.32,8901.87,-7918.55,2.07,29.6,230.0,224.35,OpenDART,3.56,5.0,True,,,,,,,,,2025.0,11011.0,5.0,OpenDART,21.95,4.03,13.58,2,,,0.1,51.79,,,,,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-07-09,4.56,15,6,16,20,15,10,1,5,88,S,71
323280.KQ,323280,태성,10902,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,36600.0,50883.75,-28.071339081730418,89700.0,-59.19732441471572,36.83492496587952,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,,103.42,5.15,,10.14,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,96.1,12.17,7.15,21,,-16.68,,,OpenDART,2025.0,CFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-09,4.56,0,0,0,0,0,0,5,3,8,D,72
003380.KQ,003380,하림지주,10842,우량기업부,지주사업,KOSDAQ,주권,KRX,9680.0,11281.6,-14.196567862714513,19610.0,-50.6374298827129,42.741935483710115,daily_close,NXT 미확인,2026-07-09 23:14 KST,,,772.77,17.26,9.2,4.36,0.29,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,132149.0,8874.0,5138.0,6.72,3.89,11410.68,6803.36,14593.4,107306.95,-92713.55,1.24,,120.0,,OpenDART,0.0,3.0,False,,,,,,,,,2025.0,11011.0,3.0,OpenDART,78.03,2.9,2.46,3,-94.41,-90.0,0.01,148.93,OpenDART,2025.0,CFS,11011,기타 금융업,기타 금융업,2026-07-09,4.56,15,10,6,20,15,10,5,3,84,A,73
437730.KQ,437730,삼현,10717,기술성장기업부,"스마트 액추에이터, 스마트 파워유닛",KOSDAQ,주권,KRX,33500.0,45818.2,-26.884949648829497,73200.0,-54.23497267759563,34.52914798204833,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,19.27,100.86,2.21,213.82,9.06,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,0.95,-529.71,208.0,703.51,-495.51,,16.24,,15.73,OpenDART,,1.0,False,,,,,,,,,2025.0,11011.0,1.0,OpenDART,213.82,9.06,8.46,1,,,11.1,-5.72,OpenDART,2025.0,CFS,11011,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-07-09,4.56,0,0,6,0,0,8,3,3,20,D,74
475830.KQ,475830,오름테라퓨틱,10056,기술성장기업부,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,KOSDAQ,주권,KRX,45700.0,79889.25,-42.79580794662611,143700.0,-68.19763395963814,32.19954648525055,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,,,7.93,,11.04,-33.22,29.37,,,,-,0.24,-518.0,-420.0,-215662.5,-174870.83,-359.89,,40.65,384.37,-343.72,,,,,,,,,,,,,,,,,,,,,97.08,22.77,-33.24,8,,-51.52,,,OpenDART,2025.0,CFS,11011,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-09,4.56,0,0,0,0,0,0,3,1,4,D,75
166090.KQ,166090,하나머티리얼즈,10027,우량기업부,"실리콘부품, 세라믹부품, 특수가스",KOSDAQ,주권,KRX,51600.0,55344.5,-6.76580328668612,81100.0,-36.37484586929716,35.129310344816986,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,20.8,21.83,22.54,26.57,2.66,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,685.43,482.22,394.97,2219.26,-1824.29,0.58,15.1,300.0,57.87,OpenDART,-15.91,5.0,True,,,,,,,,,2025.0,11011.0,5.0,OpenDART,26.33,29.39,-19.3,5,0.91,-90.95,1.28,5.86,,,,,반도체 제조업,반도체 제조업,2026-07-09,4.56,0,3,6,10,4,8,5,5,41,C,76
347700.KQ,347700,스피어,9583,기술성장기업부,우주항공산업 관련 부품 등 판매 / 디지털헬스 소프트웨어 개발 및 공급,KOSDAQ,주권,KRX,18590.0,26350.7,-29.451589521340992,53100.0,-64.99058380414313,39.66480446925651,daily_close,NXT 미확인,2026-07-09 23:14 KST,,,-98.98,1590.82,8.69,31.91,13.02,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,-146.67,-147.13,41.67,317.23,-275.56,,,,,,,,,,,,,,,,,,,,,19.45,5.4,-10.03,4,64.06,141.11,,,OpenDART,2025.0,CFS,11011,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-09,4.56,0,0,0,0,0,0,5,1,6,D,77
101490.KQ,101490,에스앤에스텍,9248,우량기업부,블랭크마스크,KOSDAQ,주권,KRX,44000.0,68504.0,-35.7701740044377,105100.0,-58.13510941960038,20.65404475042034,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,91.27,24.46,14.54,19.58,3.6,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,468.82,-175.92,800.1,887.84,-87.74,0.45,7.2,200.0,41.66,OpenDART,18.92,5.0,False,,,,,,,,,2025.0,11011.0,5.0,OpenDART,49.52,5.95,5.05,7,-60.46,-39.5,0.21,50.19,,,,,전자부품 제조업,전자부품 제조업,2026-07-09,4.56,4,0,20,20,15,10,1,3,73,A,78
491000.KQ,491000,리브스메드,9189,기술성장기업부,"다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark",KOSDAQ,주권,KRX,36750.0,58381.0,-37.051437967832,91300.0,-59.748083242059145,45.20325203249975,daily_close,NXT 미확인,2026-07-09 23:14 KST,,,,,6.72,,5.26,-20.75,11.65,88.93,,,-,512.0,-226.0,-229.0,-44.14,-44.73,-347.4,-424.63,114.02,210.64,-96.62,,,,,,,,,,,,,,,,,,,,,22.0,13.09,19.41,3,,-59.82,,,OpenDART,2025.0,CFS,11011,의료용 기기 제조업,의료용 기기 제조업,2026-07-09,4.56,0,0,0,0,0,0,5,3,8,D,79
085660.KQ,085660,차바이오텍,9148,중견기업부,"세포치료제 개발, 제대혈 보관 등",KOSDAQ,주권,KRX,9880.0,15042.85,-34.320956467690635,23850.0,-58.57442348008386,26.195899772126026,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,,,8.35,,1.95,-37.19,214.81,21.37,,,-,12683.0,-488.0,-1467.0,-3.85,-11.57,-725.23,-2245.89,2375.58,17383.27,-15007.69,,,,,,,,,,,,,,,,,,,,,97.08,22.77,-33.24,8,,-91.44,,,OpenDART,2025.0,CFS,11011,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-09,4.56,0,3,0,0,0,0,3,3,9,D,80
241710.KQ,241710,코스메카코리아,9131,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,84000.0,75179.5,11.73258667588904,103000.0,-18.446601941747574,73.00884955749952,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,6.16,15.61,22.76,12.0,3.39,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,,,,,,,,,2025.0,11011.0,0.0,OpenDART,35.49,4.18,10.92,3,-66.19,-18.9,1.95,42.68,OpenDART,2025.0,CFS,11011,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-09,4.56,12,0,16,5,15,5,1,5,59,B,81
293490.KQ,293490,카카오게임즈,9094,중견기업부,"모바일, PC게임 퍼블리싱",KOSDAQ,주권,KRX,8480.0,13622.4,-37.74958891237961,23500.0,-63.91489361702127,47.47320061245565,daily_close,NXT 미확인,2026-07-09 23:14 KST,,,,,5.12,,0.61,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,,,,,,,,,,,,,,,,,,,,,19.45,5.4,-10.03,4,,-88.7,,,OpenDART,2025.0,CFS,11011,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-09,4.56,0,10,0,0,0,0,5,1,16,D,82
