yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
226950.KQ,226950,올릭스,27542,기술성장기업부,siRNA 신약 개발,KOSDAQ,주권,KRX,132000.0,142231.0,-7.193227917964438,207000.0,-36.231884057971016,46.19085805933724,-7.04,-27.75,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,,,7.02,,19.05,-18.83,30.18,157.89,,,-,147.0,-300.0,-157.0,-204.08,-106.8,-159.0,-160.1,63.59,452.87,-389.28,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,,28.92,-31.49,,-34.13,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-15,4.25,0,0,0,0,0,0,5,5,10,D,33
178320.KQ,178320,서진시스템,26701,중견기업부,"통신장비부품,휴대폰부품(메탈케이스 등)",KOSDAQ,주권,KRX,41950.0,40824.75,2.756293669893876,80800.0,-48.08168316831683,38.049303322603805,-39.11,-16.43,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,,15.93,18.87,,3.01,-12.63,212.62,-12.15,-98.99,,-,10663.0,11.0,-1024.0,0.1,-9.6,-397.57,-3355.74,320.69,15686.76,-15366.07,,,,,,,,,,,,4.0,,,72250.0,,,72.23,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,,,1,0,0,0,,,,,,,,기타 전기장비 제조업,기타 전기장비 제조업,2026-07-15,4.25,0,0,0,0,0,0,5,3,8,D,34
067310.KQ,067310,하나마이크론,26060,중견기업부,"반도체패키징,IOT",KOSDAQ,주권,KRX,39200.0,33113.85,18.379469617697737,56800.0,-30.985915492957744,33.21428571426911,-22.68,13.13,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,,44.79,21.46,16.0,5.53,9.89,209.16,22.68,19.57,,-,15344.0,1277.0,656.0,8.32,4.28,1749.19,118.91,955.88,13651.63,-12695.75,0.18,12.19,70.0,46.46,OpenDART,11.87,4.0,False,4.0,OpenDART,,4.0,,,58750.0,,,49.87,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,2025.0,11011,5,2,4,4,,,5.12,2.73,,8.01,,반도체 제조업,반도체 제조업,2026-07-15,4.25,8,0,6,0,0,0,3,5,22,D,35
237690.KQ,237690,에스티팜,25677,우량기업부,원료의약품,KOSDAQ,주권,KRX,123400.0,127530.0,-3.238453697169293,168700.0,-26.852400711321874,50.399999999988715,-7.22,-15.88,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,52.02,53.05,12.08,38.0,4.36,10.03,31.97,21.15,98.19,61.23,1041 -> 1780 -> 2706,3317.0,549.0,546.0,16.55,16.46,139.89,-332.97,305.46,1895.63,-1590.17,0.41,18.3,500.0,100.76,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,204071.0,,,65.37,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.73,19.28,5.09,7.59,97.1,-14.34,61.23,의약품 제조업,의약품 제조업,2026-07-15,4.25,0,0,12,16,15,10,5,5,63,B,36
064760.KQ,064760,티씨케이,25377,우량기업부,반도체 제조공정용 고순도 흑연제품,KOSDAQ,주권,KRX,221500.0,213380.0,3.805417564907677,348500.0,-36.441893830703016,40.67796610169105,-21.45,-27.14,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-2.77,18.81,67.84,23.0,4.86,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,3013.0,839.0,699.0,27.85,23.2,541.11,495.32,362.27,483.14,-45.27,0.65,22.9,1430.0,159.87,OpenDART,-5.6,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,6.91,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-07-15,4.25,4,0,12,0,4,0,5,5,30,D,37
257720.KQ,257720,실리콘투,23935,우량기업부,화장품 유통,KOSDAQ,주권,KRX,36200.0,41599.75,-12.980246275518484,61800.0,-41.42394822006473,60.532687651290686,3.28,-22.81,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,31.11,14.49,7.77,11.0,4.73,46.89,55.09,61.43,49.27,103.34,631 -> 1990 -> 2609,11163.0,2054.0,1686.0,18.4,15.1,11.41,-58.98,773.23,2520.18,-1746.95,0.85,11.9,306.0,200.28,OpenDART,,1.0,False,1.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,1,0,0,0,0.35,,,,,,103.34,상품 종합 도매업,상품 종합 도매업,2026-07-15,4.25,12,0,20,20,15,10,3,5,85,S,38
319400.KQ,319400,현대무벡스,23890,우량기업부,"물류자동화, IT서비스",KOSDAQ,주권,KRX,21450.0,23887.45,-10.203893676386558,46350.0,-53.72168284789643,37.735849056570544,-40.66,-30.69,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,-56.77,99.75,1.78,237.22,15.14,6.79,76.81,15.38,-26.02,65.83,36 -> 229 -> 99,3939.0,182.0,113.0,4.62,2.87,-14.32,-43.28,361.19,1231.33,-870.14,0.23,48.8,50.0,55.07,OpenDART,18.56,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,65.83,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-15,4.25,0,0,6,0,15,0,5,3,29,D,39
357780.KQ,357780,솔브레인,23841,우량기업부,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,KOSDAQ,주권,KRX,304500.0,349817.5,-12.954612047710592,501000.0,-39.221556886227546,39.37007874015459,-25.18,-29.43,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-33.25,18.26,27.69,18.0,2.38,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9234.0,1336.0,840.0,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.77,22.77,2350.0,179.98,OpenDART,6.42,4.0,False,4.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,3,2,2,2,,,,,,,-22.12,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-15,4.25,8,3,6,0,0,0,5,5,27,D,40
005290.KQ,005290,동진쎄미켐,23675,우량기업부,"반도체,LCD용재료(감광제,봉지제),발포제",KOSDAQ,주권,KRX,45650.0,47300.75,-3.489902379983404,66000.0,-30.833333333333336,33.70786516852418,-29.22,-19.63,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-35.98,13.86,15.39,22.38,2.56,9.52,82.11,7.31,-1.71,-11.78,2476 -> 3010 -> 1927,11941.0,1724.0,941.0,14.44,7.88,1912.57,1098.48,3719.12,9045.5,-5326.38,1.42,33.71,650.0,334.0,OpenDART,55.91,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,2,1,1,1,,,,,,,-11.78,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-15,4.25,4,3,6,0,0,0,3,5,21,D,41
263750.KQ,263750,펄어비스,21743,우량기업부,게임 개발 서비스(검은사막 및 붉은사막),KOSDAQ,주권,KRX,34350.0,44554.25,-22.902977830397774,72000.0,-52.29166666666667,47.25274725269878,-14.66,-37.88,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,296.2,96.6,7.88,7.0,2.41,-1.05,43.8,6.78,,,237 -> 939,3656.0,-148.0,-84.0,-4.05,-2.3,239.34,194.65,1338.75,3499.96,-2161.21,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,0.02,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-15,4.25,15,3,0,20,0,10,5,3,56,B,42
420770.KQ,420770,기가비스,21181,우량기업부,반도체 기판용 광학검사 및 수리장비,KOSDAQ,주권,KRX,163800.0,74428.75,120.07624741783249,192200.0,-14.77627471383975,52.222222222216416,16.42,89.58,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,353.16,47.97,2.47,105.0,10.51,7.42,13.4,100.77,,-33.36,2745 -> 269 -> 1219,524.0,121.0,155.0,23.09,29.58,256.54,210.21,397.82,282.74,115.08,0.49,65.63,800.0,101.41,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,185000.0,,,12.94,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,2025.0,11011,19,14,18,18,0.3,38.92,8.7,8.98,169.78,20.8,-33.36,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-15,4.25,0,0,6,20,0,10,5,5,46,C,43
098460.KQ,098460,고영,19369,우량기업부,전자제품및반도체생산용 3차원 납도포검사장비,KOSDAQ,주권,KRX,28400.0,27614.75,2.8435890239817487,43500.0,-34.71264367816092,45.63492063489528,-20.0,-4.05,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,-29.74,61.63,24.69,37.0,4.86,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,2326.0,173.0,148.0,7.44,6.36,180.9,46.06,383.51,751.7,-368.19,0.49,62.8,140.0,92.63,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,48417.0,,,70.48,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,14,18,18,,40.5,9.11,8.98,-8.64,-46.65,-17.9,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-15,4.25,0,0,0,0,0,0,5,5,10,D,44
290650.KQ,290650,엘앤씨바이오,19364,우량기업부,"인체조직(피부, 뼈, 연골)",KOSDAQ,주권,KRX,71200.0,69022.5,3.154768372632113,118300.0,-39.81403212172443,26.08695652173222,-17.5,-3.13,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,192.78,8.73,21.98,,11.01,-57.68,118.98,18.75,12.82,,2132 -> 6242,855.0,44.0,-1382.0,5.15,-161.64,125.65,-44.7,308.88,2481.04,-2172.16,0.07,,50.0,11.34,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,6,6,6,,28.64,4.28,9.66,,157.24,,의약품 제조업,의약품 제조업,2026-07-15,4.25,0,0,0,0,0,10,3,5,18,D,45
089030.KQ,089030,테크윙,19230,중견기업부,"반도체테스트핸들러,C.O.K(Change Over Kit)",KOSDAQ,주권,KRX,51900.0,52880.5,-1.8541806526035116,71100.0,-27.004219409282697,49.52380952379302,-16.43,-9.58,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,,181.67,15.0,421.95,9.08,4.63,198.75,-14.23,-32.48,,-,1591.0,158.0,90.0,9.93,5.66,-160.89,-486.2,421.68,4215.8,-3794.12,0.25,49.4,130.0,46.46,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,2025.0,11011,19,14,18,18,,38.92,8.74,8.98,984.15,3.89,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-15,4.25,0,0,0,0,0,0,5,5,10,D,46
131970.KQ,131970,두산테스나,18689,우량기업부,반도체 테스트,KOSDAQ,주권,KRX,94400.0,81805.0,15.396369415072428,190100.0,-50.341925302472376,34.77088948786405,-35.65,-6.07,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-95.9,238.23,11.47,44.0,4.2,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3039.0,-9.0,15.0,-0.3,0.49,1472.18,1224.2,1095.47,2666.99,-1571.52,0.17,194.3,160.0,30.78,OpenDART,0.0,5.0,False,5.0,OpenDART,,3.86,,,190857.0,,,102.18,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,OFS,11011,OpenDART,2025.0,11011,1,0,0,0,,,,,,,-83.42,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-07-15,4.25,0,0,0,0,0,0,3,3,6,D,47
140860.KQ,140860,파크시스템스,18661,우량기업부,연구용 및 산업용 원자현미경,KOSDAQ,주권,KRX,263000.0,254852.5,3.1969472538036703,339500.0,-22.53313696612666,60.95617529879798,3.34,2.53,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-19.61,42.01,37.41,36.0,8.08,16.69,55.44,17.42,9.61,18.19,3530 -> 6134 -> 4931,2056.0,422.0,345.0,20.53,16.78,244.79,-298.32,750.6,1248.03,-497.43,0.19,10.1,500.0,34.76,OpenDART,7.72,5.0,False,5.0,OpenDART,,4.0,,,364143.0,,,38.46,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,,,,,,,18.19,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-07-15,4.25,0,0,16,0,12,0,3,5,36,D,48
032820.KQ,032820,우리기술,18413,벤처기업부,"시스템사업, 정보통신사업",KOSDAQ,주권,KRX,10730.0,11610.875,-7.586637527318139,29300.0,-63.37883959044368,42.0711974109397,-31.0,-53.55,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,-84.85,398.75,6.61,62.13,13.01,0.67,172.08,22.16,-1016.67,,33 -> 5,871.0,-55.0,-41.0,-6.31,-4.71,-188.48,-655.92,94.76,2140.61,-2045.85,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,,,,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-15,4.25,0,0,0,0,0,0,5,1,6,D,49
010170.KQ,010170,대한광통신,18160,중견기업부,"광섬유, 광케이블",KOSDAQ,주권,KRX,11680.0,8230.78,41.90635638420659,29100.0,-59.86254295532646,38.33477883776785,-36.04,-22.24,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,,,3.83,,18.57,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,1,0,0,0,,,,,,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-07-15,4.25,0,0,0,0,0,0,5,3,8,D,50
068760.KQ,068760,셀트리온제약,17805,우량기업부,고덱스 캡슐 외,KOSDAQ,주권,KRX,40100.0,57185.415,-29.877224813354946,95047.0,-57.81034646017233,47.94007490631677,-9.99,-31.34,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,76.47,119.93,5.2,45.74,4.19,9.3,74.2,12.26,50.81,34.91,478 -> 493 -> 870,5364.0,561.0,388.0,10.46,7.23,864.3,685.07,498.72,3234.77,-2736.05,0.5,,200.0,86.85,OpenDART,,1.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.6,19.28,5.18,7.95,137.24,-19.11,34.91,의약품 제조업,의약품 제조업,2026-07-15,4.25,0,0,6,20,15,10,5,3,59,B,51
035900.KQ,035900,JYP Ent.,17020,우량기업부,오디오물 출판 및 원판 녹음 관련 제품,KOSDAQ,주권,KRX,47850.0,65783.25,-27.261118901848114,85100.0,-43.772032902467686,46.64031620550779,-16.05,-24.05,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,64.27,25.19,18.95,14.0,2.82,29.21,36.19,36.57,20.97,23.33,2971 -> 2751 -> 4519,8219.0,1552.0,1606.0,18.88,19.54,1243.33,1018.25,2944.72,2261.42,683.3,1.83,18.1,877.0,290.58,OpenDART,64.23,2.0,False,2.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,2,1,1,1,0.22,,,,,,23.33,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-15,4.25,8,3,20,20,12,10,5,5,83,A,52
007390.KQ,007390,네이처셀,16817,중견기업부,닥터쥬크르,KOSDAQ,주권,KRX,26550.0,22579.75,17.58323276387028,37800.0,-29.761904761904763,53.2359081419313,-17.55,28.88,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,,1126.55,7.85,,25.54,-4.45,18.57,-35.91,-700.0,,-,207.0,-36.0,-28.0,-17.39,-13.53,1.57,-164.33,167.67,117.02,50.65,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,,17.37,-23.48,,47.04,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-15,4.25,0,0,0,0,0,0,5,5,10,D,53
140410.KQ,140410,메지온,16715,투자주의환기종목(소속부없음),"발기부전증치료제, 전립선비대증치료제",KOSDAQ,주권,KRX,55000.0,85972.0,-36.02568278044014,172700.0,-68.15286624203821,42.537313432813605,-16.16,-40.02,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,,,25.57,,120.78,-110.43,470.09,-8.14,,,-,79.0,-168.0,-349.0,-212.66,-441.77,-165.88,-298.6,255.74,808.3,-552.56,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,,19.05,-18.83,,534.02,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-15,4.25,0,0,0,0,0,0,5,1,6,D,54
041510.KQ,041510,에스엠,16255,우량기업부,"음반(CD,MC),연예 대리",KOSDAQ,주권,KRX,70700.0,102211.5,-30.829701158871554,153000.0,-53.790849673202615,52.642706131062646,-13.99,-27.11,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,1844.22,43.74,31.94,12.0,1.62,41.65,47.76,18.71,109.62,103.18,3664 -> 778 -> 15126,11749.0,1830.0,3594.0,15.58,30.59,1948.61,1529.18,3646.12,6489.65,-2843.53,2.29,10.7,1620.0,370.89,OpenDART,10.52,5.0,True,5.0,OpenDART,,4.0,,,126529.0,,,78.97,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,0.01,,,,,,103.18,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-15,4.25,12,6,20,20,15,10,5,3,91,S,55
183300.KQ,183300,코미코,16230,우량기업부,반도체 부품 세정 및 코팅,KOSDAQ,주권,KRX,78100.0,63580.445,22.83651050256097,139200.0,-43.89367816091954,40.575539568337156,-26.94,1.55,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-10.74,15.48,23.34,38.84,6.6,18.52,178.59,19.13,-1.33,24.61,1563 -> 2719 -> 2427,6041.0,1110.0,772.0,18.37,12.78,382.21,-1815.01,991.19,6604.31,-5613.12,1.79,28.3,1400.0,141.14,OpenDART,26.31,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,19,14,18,18,,40.5,9.11,8.16,-4.1,-27.55,24.61,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-15,4.25,0,0,16,0,12,0,5,5,38,D,56
058610.KQ,058610,에스피지,15657,우량기업부,소형 Geared Motor,KOSDAQ,주권,KRX,69500.0,89273.25,-22.149132018829828,158100.0,-56.040480708412396,43.14079422381582,-28.05,-39.04,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-30.29,103.2,8.5,190.63,6.76,3.57,66.09,-12.05,45.53,-8.86,496 -> 591 -> 412,3417.0,179.0,91.0,5.24,2.66,283.71,232.87,420.24,1704.88,-1284.64,0.4,60.7,,55.44,OpenDART,-15.66,4.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,-8.86,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-15,4.25,0,0,0,0,0,0,5,3,8,D,57
096530.KQ,096530,씨젠,15276,우량기업부,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",KOSDAQ,주권,KRX,29050.0,25864.0,12.31828023507578,35150.0,-17.354196301564723,50.37593984957103,-1.53,16.67,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,7007.69,906.71,18.31,23.27,1.3,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,1493.34,1088.69,2255.72,2199.82,55.9,3.44,95.5,1000.0,461.18,OpenDART,7.72,5.0,True,5.0,OpenDART,,4.0,,,44500.0,,,53.18,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,2025.0,11011,4,1,3,3,0.0,,16.07,8.69,,-91.91,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-15,4.25,4,6,0,0,0,10,5,5,30,D,58
0009K0.KQ,0009K0,에임드바이오,14454,기술성장기업부,ADC 기반 항암제,KOSDAQ,주권,KRX,22300.0,,,72500.0,-69.24137931034483,47.878787878747254,-21.89,-56.53,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,,626.65,1.88,389.86,9.07,5.13,3.32,300.85,,,-,473.0,208.0,50.0,43.97,10.57,178.6,174.97,1064.08,63.97,1000.11,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,8,1,7,7,,,28.92,-31.49,,-68.64,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-15,4.25,0,0,6,0,0,0,5,1,12,D,59
060370.KQ,060370,LS마린솔루션,14417,우량기업부,해저케이블등의 건설 및 유지보수 업무,KOSDAQ,주권,KRX,26950.0,29756.75,-9.43231367672881,50100.0,-46.20758483033932,55.838641188926466,-13.76,-16.56,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-51.36,69.69,2.21,101.94,2.14,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,199.34,-565.57,735.64,1109.64,-374.0,,97.5,,81.43,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,51000.0,,,89.24,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,,,,,,-28.93,전기 및 통신 공사업,전기 및 통신 공사업,2026-07-15,4.25,0,3,0,0,0,0,3,3,9,D,60
043260.KQ,043260,성호전자,14382,우량기업부,"전원공급장치,필름콘덴서",KOSDAQ,주권,KRX,20100.0,22944.895,-12.398814638288824,53200.0,-62.21804511278195,31.926452152091642,-52.93,-59.68,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,871.74,6.42,5.07,3.15,2.25,46.27,128.77,11.72,20.63,101.28,331 -> 138 -> 1341,2316.0,76.0,910.0,3.28,39.29,200.87,152.61,295.71,3270.79,-2975.08,,,,,,,,,,,,4.5,,,85000.0,,,322.89,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,10,7,9,9,0.0,28.0,4.35,8.6,-88.75,-48.28,101.28,전자부품 제조업,전자부품 제조업,2026-07-15,4.25,15,3,20,0,15,10,3,1,67,B,61
030530.KQ,030530,원익홀딩스,14350,중견기업부,가스캐비닛,KOSDAQ,주권,KRX,18580.0,29449.9,-36.909802749754675,48700.0,-61.84804928131417,42.28529839879243,-32.68,-39.58,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,,137.36,6.3,70.4,1.34,2.78,51.37,-3.49,-101.31,,-,6230.0,-4.0,504.0,-0.06,8.09,1180.86,-266.1,1009.31,6684.79,-5675.48,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,,,,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-15,4.25,0,6,0,0,0,0,5,1,12,D,62
127120.KQ,127120,제이에스링크,13983,벤처기업부,"유전체분석(EGIS), 개인유전체분석(DNAGPS)",KOSDAQ,주권,KRX,39100.0,29681.8,31.73055542453625,48900.0,-20.040899795501023,69.82456140344017,11.71,-17.07,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,,,2.19,,14.03,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,-93.87,-534.7,404.31,544.44,-140.13,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,,28.92,-18.83,,-51.49,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-15,4.25,0,0,0,0,0,0,1,5,6,D,63
083650.KQ,083650,비에이치아이,13955,우량기업부,"보일러,열교환기등",KOSDAQ,주권,KRX,44800.0,67969.75,-34.088326056812036,109500.0,-59.086757990867575,39.4736842105131,-33.83,-54.0,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,232.86,26.53,14.47,22.0,10.22,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.0,755.0,652.0,9.75,8.42,1122.98,938.15,599.51,6531.11,-5931.6,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,0.09,,,,,,180.92,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-15,4.25,4,0,20,20,15,10,5,3,77,A,64
218410.KQ,218410,RFHIC,13595,우량기업부,GaN 트랜지스터,KOSDAQ,주권,KRX,51000.0,57057.5,-10.616483372036981,112500.0,-54.666666666666664,34.632516703775394,-34.62,-45.4,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,11.66,23.8,30.15,31.0,3.72,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,1858.0,309.0,355.0,16.63,19.11,294.99,242.9,1099.24,1497.25,-398.01,0.78,29.9,400.0,101.41,OpenDART,58.74,4.0,False,4.0,OpenDART,,4.0,,,132600.0,,,160.0,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,2025.0,11011,1,0,0,0,2.66,,,,,,28.82,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-07-15,4.25,0,0,6,0,15,5,3,3,32,D,65
