yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,analyst_buy_ratio,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,dividend_history_years,dividend_history_source,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_gap,peer_pbr_gap,cagr,sector,industry,peer_per_count,peer_pbr_count,peer_roe_count,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
096530.KQ,096530,씨젠,14858,우량기업부,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",KOSDAQ,주권,KRX,28600.0,25839.5,10.683256254958494,35150.0,-18.634423897581794,55.30303030297165,-0.35,18.92,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,7007.69,906.71,18.2,22.83,1.28,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,1493.34,1088.69,2255.72,2199.82,55.9,3.5,95.5,1000.0,461.18,OpenDART,0.0,5.0,True,,,,,,,,,,,,,,,,0.0,2025.0,11011.0,5.0,OpenDART,,,,3,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,1,2,2,2026-07-13,4.58,4,6,0,0,0,10,3,5,28,D,59
083650.KQ,083650,비에이치아이,14342,우량기업부,"보일러,열교환기등",KOSDAQ,주권,KRX,46150.0,68010.25,-32.1425814491198,109500.0,-57.85388127853881,38.62310385062915,-31.73,-49.4,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,232.86,26.53,14.47,22.0,10.22,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.0,755.0,652.0,9.75,8.42,1122.98,938.15,599.51,6531.11,-5931.6,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,0.09,,,,,,,,2,,,180.92,일반 목적용 기계 제조업,일반 목적용 기계 제조업,1,1,1,2026-07-13,4.58,4,0,20,20,15,10,5,3,77,A,60
060370.KQ,060370,LS마린솔루션,14000,우량기업부,해저케이블등의 건설 및 유지보수 업무,KOSDAQ,주권,KRX,26950.0,29736.0,-9.369114877589455,50100.0,-46.20758483033932,53.761061946869354,-13.62,-7.86,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,-51.36,69.69,2.74,114.15,2.39,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,199.34,-565.57,735.64,1109.64,-374.0,,97.5,,81.43,OpenDART,,0.0,False,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,0.0,OpenDART,,,,1,,,-28.93,전기 및 통신 공사업,전기 및 통신 공사업,0,0,0,2026-07-13,4.58,0,3,0,0,0,0,5,3,11,D,61
030530.KQ,030530,원익홀딩스,13593,중견기업부,가스캐비닛,KOSDAQ,주권,KRX,17600.0,29385.5,-40.106515118000374,48700.0,-63.860369609856264,32.724384432052574,-38.89,-43.32,daily_close,NXT 미확인,2026-07-13 22:48 KST,,,,137.36,6.3,70.4,1.34,2.78,51.37,-3.49,-101.31,,-,6230.0,-4.0,504.0,-0.06,8.09,1180.86,-266.1,1009.31,6684.79,-5675.48,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,,,,,,,,,2,,,,기초 화학물질 제조업,기초 화학물질 제조업,1,1,1,2026-07-13,4.58,0,6,0,0,0,0,3,1,10,D,62
043260.KQ,043260,성호전자,13559,우량기업부,"전원공급장치,필름콘덴서",KOSDAQ,주권,KRX,18950.0,22763.09,-16.75119678391642,53200.0,-64.3796992481203,24.456298727930147,-55.72,-64.38,daily_close,NXT 미확인,2026-07-13 22:48 KST,,,871.74,6.42,3.02,5.24,3.73,46.27,128.77,11.72,20.63,101.28,331 -> 138 -> 1341,2316.0,76.0,910.0,3.28,39.29,200.87,152.61,295.71,3270.79,-2975.08,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,0.01,,,,,28.0,5.7,0.24,8,-81.29,-34.56,101.28,전자부품 제조업,전자부품 제조업,5,7,7,2026-07-13,4.58,15,0,20,20,15,10,1,1,82,A,63
082920.KQ,082920,비츠로셀,13125,우량기업부,리튬1차전지,KOSDAQ,주권,KRX,28850.0,28980.68,-0.45092109639939537,64100.0,-54.99219968798752,22.477064220169055,-37.62,-34.73,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,10.56,11.12,33.02,24.0,5.52,18.56,12.21,15.32,33.53,23.31,826 -> 1136 -> 1256,2431.0,693.0,569.0,28.51,23.41,635.86,521.59,243.75,403.47,-159.72,0.9,20.5,260.0,116.83,OpenDART,14.74,5.0,True,,,,,,,,,,,,,,,,2.27,2025.0,11011.0,5.0,OpenDART,,,,2,,,23.31,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,1,1,1,2026-07-13,4.58,4,0,16,0,12,5,1,3,41,C,64
127120.KQ,127120,제이에스링크,12836,벤처기업부,"유전체분석(EGIS), 개인유전체분석(DNAGPS)",KOSDAQ,주권,KRX,36950.0,29490.3,25.295436126455144,48900.0,-24.437627811860942,69.20634920628768,3.5,-21.96,daily_close,NXT 미확인,2026-07-13 22:48 KST,,,,,2.19,,14.03,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,-93.87,-534.7,404.31,544.44,-140.13,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,,,,,37.57,-18.83,8,,-62.66,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2,7,7,2026-07-13,4.58,0,0,0,0,0,0,1,5,6,D,65
078600.KQ,078600,대주전자재료,12720,우량기업부,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",KOSDAQ,주권,KRX,83500.0,96382.0,-13.36556618455728,182800.0,-54.32166301969366,35.10815307819482,-31.84,-28.2,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,-43.95,667.76,16.15,146.78,5.7,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,109.49,-128.37,870.95,4023.25,-3152.3,0.12,6.7,100.0,15.14,OpenDART,0.0,4.0,False,,,,,,,,,,,,,,,,,2025.0,11011.0,4.0,OpenDART,19.58,4.23,0.24,8,649.64,34.75,444.67,전자부품 제조업,전자부품 제조업,5,7,7,2026-07-13,4.58,0,0,6,0,15,0,5,3,29,D,66
458870.KQ,458870,씨어스,12540,기술성장기업부,심전도검사솔루션 입원환자모니터링솔루션,KOSDAQ,주권,KRX,32950.0,39438.505,-16.452208317734147,63034.0,-47.72662372687756,56.58783783781107,14.41,-23.82,daily_close,NXT 미확인,2026-07-13 22:48 KST,,,,102.08,4.9,26.0,28.02,52.78,36.81,495.06,,,-,482.0,163.0,160.0,33.82,33.2,20.86,4.54,110.96,145.84,-34.88,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,,,,,,,3,,,,의료용 기기 제조업,의료용 기기 제조업,1,2,2,2026-07-13,4.58,0,0,20,0,0,0,3,3,26,D,67
218410.KQ,218410,RFHIC,12519,우량기업부,GaN 트랜지스터,KOSDAQ,주권,KRX,47150.0,56888.75,-17.118938278657907,112500.0,-58.08888888888889,27.503015681534748,-40.84,-50.73,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,11.66,23.8,26.79,39.0,4.69,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,1858.0,309.0,355.0,16.63,19.11,294.99,242.9,1099.24,1497.25,-398.01,0.85,29.9,400.0,101.41,OpenDART,58.74,4.0,False,,,,,,,,,,,,,,,,3.34,2025.0,11011.0,4.0,OpenDART,,,,1,,,28.82,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,0,0,0,2026-07-13,4.58,0,0,6,0,15,5,3,3,32,D,68
003380.KQ,003380,하림지주,11413,우량기업부,지주사업,KOSDAQ,주권,KRX,10190.0,11303.4,-9.850133588123924,19610.0,-48.03671596124426,58.05626598444686,-6.6,-25.24,daily_close,NXT 미확인,2026-07-13 22:48 KST,,,772.77,17.26,9.2,4.36,0.29,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,132149.0,8874.0,5138.0,6.72,3.89,11410.68,6803.36,14593.4,107306.95,-92713.55,1.18,,120.0,,OpenDART,0.0,3.0,False,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,0.01,2025.0,11011.0,3.0,OpenDART,,,,3,,,148.93,기타 금융업,기타 금융업,2,2,2,2026-07-13,4.58,15,10,6,20,15,10,3,3,82,A,69
039200.KQ,039200,오스코텍,11286,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,29150.0,47367.0,-38.459264889057785,62000.0,-52.98387096774193,27.941176470565225,-25.73,-45.82,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,5847.83,547.23,12.88,25.31,7.86,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,0.0,,,,,40.0,4.34,7.59,7,-36.72,81.11,,의약품 제조업,의약품 제조업,5,6,6,2026-07-13,4.58,0,0,20,0,0,10,3,3,36,D,70
195940.KQ,195940,HK이노엔,11091,우량기업부,"전문의약품, 숙취해소음료",KOSDAQ,주권,KRX,39400.0,48842.0,-19.331722697678227,57600.0,-31.59722222222222,52.95629820047602,-6.86,-18.93,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,22.91,20.56,14.19,13.0,0.88,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,1.04,15.3,410.0,116.15,OpenDART,6.39,5.0,False,,,,,,,,,,,,,,,,0.57,2025.0,11011.0,5.0,OpenDART,40.0,6.17,9.66,7,-67.5,-85.74,26.83,의약품 제조업,의약품 제조업,5,6,6,2026-07-13,4.58,8,8,6,20,15,8,5,5,75,A,71
166090.KQ,166090,하나머티리얼즈,10798,우량기업부,"실리콘부품, 세라믹부품, 특수가스",KOSDAQ,주권,KRX,55800.0,55561.75,0.42880218855597607,81100.0,-31.1960542540074,42.58823529410361,-25.0,-17.94,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,20.8,21.83,22.54,26.57,2.66,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,685.43,482.22,394.97,2219.26,-1824.29,0.54,15.1,300.0,57.87,OpenDART,-15.91,5.0,True,,,,,,,,,,,,,,,,1.28,2025.0,11011.0,5.0,OpenDART,,9.32,2.98,5,,-71.46,5.86,반도체 제조업,반도체 제조업,2,4,4,2026-07-13,4.58,0,3,6,10,4,8,5,5,41,C,72
323280.KQ,323280,태성,10673,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,35300.0,50971.25,-30.745273070603524,89700.0,-60.64659977703456,30.569948186513713,-34.63,-32.76,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,,103.42,5.1,,8.33,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,,,,,,41.0,9.18,8.16,21,,-9.26,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,16,20,20,2026-07-13,4.58,0,0,0,0,0,0,3,1,4,D,73
031330.KQ,031330,에스에이엠티,10489,우량기업부,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업",KOSDAQ,주권,KRX,10490.0,6605.6,58.80465059949134,18860.0,-44.3796394485684,26.91387559804106,-33.18,60.64,daily_close,NXT 미확인,2026-07-13 22:48 KST,,,39.34,6.2,9.39,3.9,1.61,16.55,183.14,30.01,68.99,51.79,329 -> 544 -> 758,37566.0,1139.0,758.0,3.03,2.02,-1202.55,-1206.28,983.32,8901.87,-7918.55,2.19,29.6,230.0,224.35,OpenDART,3.56,5.0,True,,,,,,,,,,,,,,,,0.1,2025.0,11011.0,5.0,OpenDART,,,,2,,,51.79,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,1,1,1,2026-07-13,4.58,15,6,16,20,15,10,3,5,90,S,74
347700.KQ,347700,스피어,10253,기술성장기업부,우주항공산업 관련 부품 등 판매 / 디지털헬스 소프트웨어 개발 및 공급,KOSDAQ,주권,KRX,19890.0,26450.45,-24.80279163492493,53100.0,-62.54237288135593,50.03128911136732,-43.49,-57.86,daily_close,NXT 미확인,2026-07-13 22:48 KST,,,-98.98,1590.82,8.69,31.91,13.02,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,-146.67,-147.13,41.67,317.23,-275.56,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,,,,,,,3,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,1,2,2,2026-07-13,4.58,0,0,0,0,0,0,5,1,6,D,75
491000.KQ,491000,리브스메드,10089,기술성장기업부,"다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark",KOSDAQ,주권,KRX,40350.0,,,91300.0,-55.80503833515882,56.55976676382532,0.0,-33.2,daily_close,NXT 미확인,2026-07-13 22:48 KST,,,,,6.72,,5.26,-20.75,11.65,88.93,,,-,512.0,-226.0,-229.0,-44.14,-44.73,-347.4,-424.63,114.02,210.64,-96.62,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,,,,,,,3,,,,의료용 기기 제조업,의료용 기기 제조업,2,2,2,2026-07-13,4.58,0,0,0,0,0,0,3,3,6,D,76
101490.KQ,101490,에스앤에스텍,10059,우량기업부,블랭크마스크,KOSDAQ,주권,KRX,48750.0,68473.5,-28.804574032289864,105100.0,-53.615604186489065,36.42987249542769,-24.07,-52.72,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,91.27,24.46,14.54,19.58,3.6,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,468.82,-175.92,800.1,887.84,-87.74,0.41,7.2,200.0,41.66,OpenDART,18.92,5.0,False,,,,,,,,,,,,,,,,0.21,2025.0,11011.0,5.0,OpenDART,28.0,5.7,0.24,8,-30.07,-36.84,50.19,전자부품 제조업,전자부품 제조업,5,7,7,2026-07-13,4.58,4,0,20,20,15,10,5,3,77,A,77
437730.KQ,437730,삼현,9924,기술성장기업부,"스마트 액추에이터, 스마트 파워유닛",KOSDAQ,주권,KRX,31050.0,45934.95,-32.404411020366844,73200.0,-57.58196721311475,38.78887070374655,-44.05,-35.18,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,19.27,100.86,2.21,213.82,9.06,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,0.95,-529.71,208.0,703.51,-495.51,,16.24,,15.73,OpenDART,,1.0,False,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,11.1,2025.0,11011.0,1.0,OpenDART,,,,1,,,-5.72,자동차 신품 부품 제조업,자동차 신품 부품 제조업,0,0,0,2026-07-13,4.58,0,0,6,0,0,8,5,3,22,D,78
475830.KQ,475830,오름테라퓨틱,9860,기술성장기업부,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,KOSDAQ,주권,KRX,45100.0,80038.75,-43.652293420374505,143700.0,-68.6151704940849,37.55656108596096,-28.64,-47.74,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,,,7.34,,8.67,-33.22,29.37,,,,-,0.24,-518.0,-420.0,-215662.5,-174870.83,-359.89,,40.65,384.37,-343.72,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,,,,,,,18.5,-9.41,8,,-53.14,,기초 의약물질 제조업,기초 의약물질 제조업,2,7,7,2026-07-13,4.58,0,0,0,0,0,0,5,1,6,D,79
204270.KQ,204270,제이앤티씨,9845,중견기업부,"강화유리, 커넥터",KOSDAQ,주권,KRX,17020.0,20580.25,-17.299352534590202,29450.0,-42.207130730050935,35.75870646763056,-0.47,-3.73,daily_close,NXT 미확인,2026-07-13 22:48 KST,,,,39.18,2.85,,4.03,-31.32,121.3,-32.03,,,-,1857.0,-780.0,-916.0,-42.0,-49.33,-23.26,-375.38,363.68,3004.65,-2640.97,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,,,,,,23.79,5.7,8.6,8,,-29.3,,전자부품 제조업,전자부품 제조업,6,7,7,2026-07-13,4.58,0,0,0,0,0,0,5,5,10,D,80
241710.KQ,241710,코스메카코리아,9473,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,87300.0,75379.0,15.814749466031653,103000.0,-15.242718446601941,73.26732673265295,23.31,5.43,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,6.16,15.61,21.66,14.0,3.73,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,2.27,2025.0,11011,0.0,OpenDART,,,,3,,,42.68,기타 화학제품 제조업,기타 화학제품 제조업,2,2,2,2026-07-13,4.58,8,0,16,0,15,5,1,5,50,C,81
085660.KQ,085660,차바이오텍,9018,중견기업부,"세포치료제 개발, 제대혈 보관 등",KOSDAQ,주권,KRX,9740.0,15029.35,-35.19347144088068,23850.0,-59.161425576519925,31.524008350638553,-20.1,-45.0,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,,,8.35,,1.95,-37.19,214.81,21.37,,,-,12683.0,-488.0,-1467.0,-3.85,-11.57,-725.23,-2245.89,2375.58,17383.27,-15007.69,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,,,,,18.5,-9.41,8,,-89.46,,기초 의약물질 제조업,기초 의약물질 제조업,2,7,7,2026-07-13,4.58,0,3,0,0,0,0,3,3,9,D,82
086450.KQ,086450,동국제약,8706,우량기업부,"인사돌, 복합마데카솔, 파미레이",KOSDAQ,주권,KRX,19440.0,19700.3,-1.3212996756394537,29900.0,-34.98327759197324,60.74154852771533,-0.1,-24.5,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,7.91,13.15,15.63,11.68,1.28,10.42,39.17,14.12,20.15,18.31,1043 -> 1353 -> 1460,9269.0,966.0,739.0,10.42,7.97,687.6,227.63,561.79,2991.58,-2429.79,1.03,13.67,200.0,90.22,OpenDART,3.57,5.0,False,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,1.48,2025.0,11011,5.0,OpenDART,40.0,6.17,7.59,7,-70.8,-79.25,18.31,의약품 제조업,의약품 제조업,5,6,6,2026-07-13,4.58,12,6,12,10,12,5,3,5,65,B,83
099320.KQ,099320,쎄트렉아이,8541,우량기업부,"인공위성시스템, 위성지상국, 위성부분품 개발 및 제조",KOSDAQ,주권,KRX,79000.0,118210.75,-33.170206601345484,214000.0,-63.084112149532714,42.89127837514217,-26.85,-53.36,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,93.35,37.02,11.94,60.0,4.13,6.31,73.42,20.78,,-45.98,4784 -> 722 -> 1396,2069.0,102.0,141.0,4.93,6.81,-740.17,-991.2,759.46,1739.99,-980.53,0.13,,100.0,10.95,OpenDART,-10.61,4.0,True,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,0.64,2025.0,11011.0,4.0,OpenDART,,,,1,,,-45.98,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",0,0,0,2026-07-13,4.58,0,0,6,20,0,10,5,1,42,C,84
293490.KQ,293490,카카오게임즈,8483,중견기업부,"모바일, PC게임 퍼블리싱",KOSDAQ,주권,KRX,7910.0,13541.25,-41.58589495061386,23500.0,-66.34042553191489,41.00877192969866,-13.36,-34.36,daily_close,NXT 미확인,2026-07-13 22:48 KST,,,,,5.12,,0.61,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,,,,,,,3,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2,2,2,2026-07-13,4.58,0,10,0,0,0,0,5,1,16,D,85
038500.KQ,038500,삼표시멘트,8482,우량기업부,시멘트 제품,KOSDAQ,주권,KRX,7860.0,9290.775,-15.399953179363399,20200.0,-61.089108910891085,36.91931540329661,-30.69,-53.35,daily_close,NXT 미확인,2026-07-13 22:48 KST,,,-38.34,9.33,3.8,20.04,1.27,5.29,84.0,-14.4,-26.28,9.89,313 -> 613 -> 378,6769.0,766.0,408.0,11.32,6.03,938.53,485.75,822.95,6604.66,-5781.71,1.54,31.84,121.0,129.9,OpenDART,12.7,5.0,False,,,,,,,,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,,,,2,,,9.89,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,1,1,1,2026-07-13,4.58,4,6,6,0,8,0,5,1,30,D,86
036540.KQ,036540,SFA반도체,8420,중견기업부,"반도체패키지(SOP,DIP,QFP)",KOSDAQ,주권,KRX,5120.0,5999.15,-14.654576064942528,11010.0,-53.496821071752954,32.39202657792242,-30.53,-26.65,daily_close,NXT 미확인,2026-07-13 22:48 KST,,,,23.78,8.79,,2.0,-3.93,16.21,-8.26,,,-,3674.0,-196.0,-191.0,-5.33,-5.2,54.56,-166.04,226.3,766.27,-539.97,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,,,,26.57,9.32,9.64,5,,-78.54,,반도체 제조업,반도체 제조업,3,4,4,2026-07-13,4.58,0,3,0,0,0,0,3,3,9,D,87
083450.KQ,083450,GST,8394,우량기업부,"GasScrubber,Chiller",KOSDAQ,주권,KRX,45550.0,34873.0,30.616809566139995,66500.0,-31.50375939849624,44.154057771647366,-29.16,16.5,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,0.82,8.6,22.55,18.21,3.15,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,3472.0,592.0,456.0,17.05,13.13,415.92,286.86,718.89,816.55,-97.66,1.43,25.68,650.0,116.27,OpenDART,21.32,5.0,True,,,,,,,,,,,,,,,,22.21,2025.0,11011.0,5.0,OpenDART,42.0,9.18,6.8,21,-56.64,-65.69,13.24,특수 목적용 기계 제조업,특수 목적용 기계 제조업,15,20,20,2026-07-13,4.58,4,0,16,0,8,2,5,5,40,C,88
232140.KQ,232140,와이씨,8270,우량기업부,메모리 웨이퍼 테스터,KOSDAQ,주권,KRX,10080.0,16418.55,-38.60602793791169,23700.0,-57.46835443037974,29.261744966387965,-37.62,-48.52,daily_close,NXT 미확인,2026-07-13 22:48 KST,,,75.37,55.92,8.34,24.0,2.17,5.56,27.51,29.07,60.38,19.34,165 -> 134 -> 235,2726.0,170.0,290.0,6.24,10.64,411.93,245.48,982.3,1309.93,-327.63,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,0.32,,,,,42.0,9.18,8.16,21,-42.86,-76.36,19.34,특수 목적용 기계 제조업,특수 목적용 기계 제조업,15,20,20,2026-07-13,4.58,4,3,6,20,12,10,3,3,61,B,89
100790.KQ,100790,미래에셋벤처투자,8180,우량기업부,중소기업 창업투자 관련 고유계정/투자조합 관련 수익,KOSDAQ,주권,KRX,15400.0,22882.8,-32.70054363976436,67400.0,-77.1513353115727,31.46747352492885,-49.92,-60.41,daily_close,NXT 미확인,2026-07-13 22:48 KST,,,263.75,20.88,7.28,23.97,2.68,8.47,190.79,2.52,123.57,12.85,457 -> 160 -> 582,2398.0,351.0,309.0,14.64,12.89,488.15,486.97,724.58,7218.06,-6493.48,,,,,,2.41,2.0,False,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,0.09,,,2.0,OpenDART,,,,3,,,12.85,기타 금융업,기타 금융업,2,2,2,2026-07-13,4.58,4,3,6,20,8,10,3,1,55,B,90
388210.KQ,388210,씨엠티엑스,8177,벤처기업부,반도체 장비용 소모성 부품,KOSDAQ,주권,KRX,85600.0,,,164400.0,-47.93187347931874,42.14743589742644,-23.98,-38.94,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,247.81,,7.99,13.0,4.23,-35.89,51.01,47.75,119.49,,891 -> 3099,1606.0,518.0,-215.0,32.25,-13.39,361.94,350.56,929.82,930.4,-0.58,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,0.05,,,,,28.0,5.7,8.6,8,-53.57,-25.79,,전자부품 제조업,전자부품 제조업,5,7,7,2026-07-13,4.58,8,0,0,20,0,10,5,3,46,C,91
417200.KQ,417200,LS머트리얼즈,8118,중견기업부,울트라커패시터(셀 및 모듈),KOSDAQ,주권,KRX,12000.0,16094.75,-25.44152596343528,31250.0,-61.6,34.34959349588608,-30.72,-45.21,daily_close,NXT 미확인,2026-07-13 22:48 KST,,,-92.86,746.84,8.17,,5.81,0.24,33.22,8.09,-101.61,-83.26,214 -> 84 -> 6,1536.0,-1.0,-10.0,-0.07,-0.65,56.41,-180.83,574.27,684.56,-110.29,0.18,,22.0,14.88,OpenDART,0.0,2.0,False,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,2.0,OpenDART,23.79,4.23,8.6,8,,37.35,-83.26,전자부품 제조업,전자부품 제조업,6,7,7,2026-07-13,4.58,0,0,0,0,0,0,3,1,4,D,92
281740.KQ,281740,레이크머티리얼즈,8084,우량기업부,"LED, 반도체 소재 및 석유화학촉매",KOSDAQ,주권,KRX,12300.0,17529.55,-29.832768097298555,27550.0,-55.35390199637023,35.714285714221944,-30.59,-38.81,daily_close,NXT 미확인,2026-07-13 22:48 KST,,,-63.09,69.3,10.14,76.47,6.76,5.8,161.94,1.8,-40.09,-43.54,367 -> 317 -> 117,1412.0,133.0,78.0,9.42,5.52,154.78,18.13,206.47,2199.93,-1993.46,0.24,25.6,30.0,19.72,OpenDART,-40.0,2.0,True,,,,,,,,,,,,,,,,,2025.0,11011.0,2.0,OpenDART,,,,3,,,-43.54,기타 화학제품 제조업,기타 화학제품 제조업,2,2,2,2026-07-13,4.58,0,0,6,0,0,0,5,3,14,D,93
