yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_pbr_avg,peer_roe_avg,peer_pbr_gap,peer_per_avg,peer_per_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
323280.KQ,323280,태성,14566,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,48250.0,42420.0,43595.0,55359.166666666664,52999.0,-8.960546425404253,89700.0,-46.20958751393534,63.427800269881565,51.97,-26.34,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,,103.42,3.92,,11.85,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,19,17,18,18,,6.32,8.98,87.5,25.0,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-24,4.25,0,0,0,0,0,0,3,3,6,D,61
131970.KQ,131970,두산테스나,14514,우량기업부,반도체 테스트,KOSDAQ,주권,KRX,75000.0,71800.0,103615.0,107936.66666666667,85520.5,-12.301728825252425,190100.0,-60.54708048395582,59.9609374999836,-1.83,-54.3,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,-95.9,238.23,11.4,39.0,3.26,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3039.0,-9.0,15.0,-0.3,0.49,1472.18,1224.2,1095.47,2666.99,-1571.52,0.21,194.3,160.0,30.78,OpenDART,0.0,5.0,False,5.0,OpenDART,,3.8,,,170000.0,,,126.67,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,OFS,11011,OpenDART,2025.0,11011,1,0,0,0,,,,,,,-83.42,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-08-24,4.25,0,0,0,0,0,0,3,1,4,D,62
035900.KQ,035900,JYP Ent.,14017,우량기업부,오디오물 출판 및 원판 녹음 관련 제품,KOSDAQ,주권,KRX,39350.0,43515.0,49135.0,55696.666666666664,61657.0,-36.17918484519195,85100.0,-53.76028202115158,33.55481727571629,-12.26,-32.62,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,64.27,25.19,13.81,12.0,2.12,29.21,36.19,36.57,20.97,23.33,2971 -> 2751 -> 4519,8219.0,1552.0,1606.0,18.88,19.54,1243.33,1018.25,2944.72,2261.42,683.3,2.23,18.1,877.0,290.58,OpenDART,64.23,2.0,False,2.0,OpenDART,,4.0,,,67389.0,,,71.26,,,Naver/FnGuide,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,0.19,,,,,,23.33,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-08-24,4.25,12,3,20,20,12,10,3,3,83,A,63
082920.KQ,082920,비츠로셀,13812,우량기업부,리튬1차전지,KOSDAQ,주권,KRX,30650.0,31012.5,36850.833333333336,39952.083333333336,31204.18,-1.7759800129341654,64100.0,-52.184087363494534,54.988399071890036,-1.45,-44.58,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,10.56,11.12,29.08,19.39,3.82,18.56,12.21,15.32,33.53,23.31,826 -> 1136 -> 1256,2431.0,693.0,569.0,28.51,23.41,635.86,521.59,243.75,403.47,-159.72,0.85,20.5,260.0,116.83,OpenDART,9.14,5.0,True,5.0,OpenDART,,4.0,,,40500.0,,,32.14,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,1.84,,,,,,23.31,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-24,4.25,4,0,16,5,12,5,5,3,50,C,64
078600.KQ,078600,대주전자재료,13756,우량기업부,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",KOSDAQ,주권,KRX,87000.0,83480.0,95360.0,113673.33333333333,97786.0,-11.030208823348946,182800.0,-52.4070021881838,64.87025948101979,15.54,-42.04,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,-43.95,667.76,14.41,127.15,4.94,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,109.49,-128.37,870.95,4023.25,-3152.3,0.11,6.7,100.0,15.14,OpenDART,0.0,2.0,False,4.0,OpenDART,,4.0,,,191500.0,,,120.11,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,9,7,8,8,,4.68,14.24,5.56,17.0,647.94,444.67,전자부품 제조업,전자부품 제조업,2026-08-24,4.25,0,0,6,0,15,0,3,3,27,D,65
290650.KQ,290650,엘앤씨바이오,13646,우량기업부,"인체조직(피부, 뼈, 연골)",KOSDAQ,주권,KRX,50500.0,55552.5,70972.5,71092.08333333333,69590.75,-27.432884399147877,118300.0,-57.31191885038038,52.6657997399028,-10.14,-36.08,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,192.78,8.73,22.4,,6.47,-57.68,118.98,18.75,12.82,,2132 -> 6242,855.0,44.0,-1382.0,5.15,-161.64,125.65,-44.7,308.88,2481.04,-2172.16,0.1,,50.0,11.34,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,6,6,6,,3.9,9.66,65.9,27.6,,,의약품 제조업,의약품 제조업,2026-08-24,4.25,0,0,0,0,0,10,5,3,18,D,66
420770.KQ,420770,기가비스,13258,우량기업부,반도체 기판용 광학검사 및 수리장비,KOSDAQ,주권,KRX,104000.0,112250.0,136586.66666666666,114030.83333333333,84994.5,22.360858643794597,192200.0,-45.88969823100936,38.68471953577289,-8.13,-15.72,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,353.16,47.97,5.12,48.0,6.58,7.42,13.4,100.77,,-33.36,2745 -> 269 -> 1219,524.0,121.0,155.0,23.09,29.58,256.54,210.21,397.82,282.74,115.08,0.77,65.63,800.0,101.41,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,191250.0,,,83.89,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011,OpenDART,2025.0,11011,19,16,18,18,0.14,6.4,8.98,2.81,25.0,92.0,-33.36,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-24,4.25,0,0,6,20,0,10,5,3,44,C,67
043260.KQ,043260,성호전자,13173,우량기업부,"전원공급장치,필름콘덴서",KOSDAQ,주권,KRX,17940.0,17849.5,26565.166666666668,34962.166666666664,25088.405,-28.49286353596412,53200.0,-66.2781954887218,56.563094483145726,2.81,-57.89,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,871.74,6.42,2.91,3.67,2.61,46.27,128.77,11.72,20.63,101.28,331 -> 138 -> 1341,2316.0,76.0,910.0,3.28,39.29,200.87,152.61,295.71,3270.79,-2975.08,,,,,,,,,,,,4.5,,,85000.0,,,373.8,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,9,7,8,8,0.0,4.91,11.1,-46.84,22.0,-83.32,101.28,전자부품 제조업,전자부품 제조업,2026-08-24,4.25,15,3,20,0,15,10,3,1,67,B,68
183300.KQ,183300,코미코,13046,우량기업부,반도체 부품 세정 및 코팅,KOSDAQ,주권,KRX,25200.0,22457.3,31568.983333333334,29333.533333333333,25670.705,-1.8336270858163097,55782.0,-54.8241368183285,71.95121951207229,2.42,-36.99,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,-10.74,15.48,26.01,11.76,2.0,18.52,178.59,19.13,-1.33,24.61,1563 -> 2719 -> 2427,6041.0,1110.0,772.0,18.37,12.78,382.21,-1815.01,991.19,6604.31,-5613.12,5.56,28.3,1400.0,141.14,OpenDART,11.87,5.0,True,5.0,OpenDART,,4.0,,,170000.0,,,574.6,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,16,18,18,,6.66,8.16,-69.97,29.0,-59.45,24.61,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-24,4.25,12,3,16,0,12,0,1,3,47,C,69
127120.KQ,127120,제이에스링크,12565,벤처기업부,"유전체분석(EGIS), 개인유전체분석(DNAGPS)",KOSDAQ,주권,KRX,34200.0,35675.0,35878.333333333336,37943.333333333336,31431.25,8.808908331676278,48900.0,-30.061349693251532,62.857142857106936,4.11,-7.82,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,,,3.25,,14.38,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,-93.87,-534.7,404.31,544.44,-140.13,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,,,10,2,9,9,,31.32,-18.83,-54.09,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-24,4.25,0,0,0,0,0,0,3,5,8,D,70
195940.KQ,195940,HK이노엔,12507,우량기업부,"전문의약품, 숙취해소음료",KOSDAQ,주권,KRX,44100.0,40062.5,40404.166666666664,45239.166666666664,47813.75,-7.767117199550339,57600.0,-23.4375,74.303405572691,13.37,-3.92,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,22.91,20.56,13.28,13.0,0.9,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,0.93,15.3,410.0,116.15,OpenDART,8.61,5.0,False,5.0,OpenDART,,4.0,,,62857.0,,,42.53,,,Naver/FnGuide,,KRW,2026-08-20,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.57,5.42,9.66,-83.39,30.0,-56.67,26.83,의약품 제조업,의약품 제조업,2026-08-24,4.25,8,8,6,20,15,8,1,5,71,A,71
218410.KQ,218410,RFHIC,12277,우량기업부,GaN 트랜지스터,KOSDAQ,주권,KRX,45850.0,47740.0,59382.5,74019.58333333333,59324.75,-22.713538615839088,112500.0,-59.24444444444445,54.32098765429751,1.78,-53.69,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,11.66,23.8,22.91,23.0,3.28,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,1858.0,309.0,355.0,16.63,19.11,294.99,242.9,1099.24,1497.25,-398.01,0.87,29.9,400.0,101.41,OpenDART,58.74,4.0,False,4.0,OpenDART,,4.0,,,101000.0,,,120.28,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011,OpenDART,2025.0,11011,1,0,0,0,1.97,,,,,,28.82,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-08-24,4.25,4,0,6,5,15,5,5,3,43,C,72
003380.KQ,003380,하림지주,12253,우량기업부,지주사업,KOSDAQ,주권,KRX,10940.0,10494.5,10275.666666666666,12076.916666666666,11674.55,-6.291891336282764,19610.0,-44.212136664966856,62.38805970123181,11.18,-4.87,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,772.77,17.26,8.29,7.17,0.31,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,132149.0,8874.0,5138.0,6.72,3.89,11410.68,6803.36,14593.4,107306.95,-92713.55,1.1,,120.0,,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,16500.0,,,50.82,,,Naver/FnGuide,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,0.01,,,,,,148.93,기타 금융업,기타 금융업,2026-08-24,4.25,15,10,6,20,15,10,3,5,84,A,73
347700.KQ,347700,스피어,11882,기술성장기업부,우주항공산업 관련 부품 등 판매 / 디지털헬스 소프트웨어 개발 및 공급,KOSDAQ,주권,KRX,23050.0,21203.5,24020.5,34423.166666666664,27880.85,-17.326767297266755,53100.0,-56.59133709981168,70.35755478656372,34.87,-47.79,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,-98.98,1590.82,8.65,29.29,11.95,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,-146.67,-147.13,41.67,317.23,-275.56,,,,,,,,,,,,4.0,,,50000.0,,,116.92,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-24,4.25,0,0,0,0,0,0,1,3,4,D,74
204270.KQ,204270,제이앤티씨,10742,중견기업부,"강화유리, 커넥터",KOSDAQ,주권,KRX,18570.0,15896.5,16864.833333333332,17772.666666666668,19334.6,-3.954568493788331,29450.0,-36.94397283531409,69.92936427840777,33.98,-10.94,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,,39.18,2.76,,4.47,-31.32,121.3,-32.03,,,-,1857.0,-780.0,-916.0,-42.0,-49.33,-23.26,-375.38,363.68,3004.65,-2640.97,,,,,,,,,,,,4.0,,,26000.0,,,40.01,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,9,8,8,8,,4.91,14.24,-8.96,19.5,,,전자부품 제조업,전자부품 제조업,2026-08-24,4.25,0,0,0,0,0,0,1,5,6,D,75
437730.KQ,437730,삼현,10193,기술성장기업부,"스마트 액추에이터, 스마트 파워유닛",KOSDAQ,주권,KRX,32250.0,36320.0,38904.166666666664,45573.333333333336,47182.0,-31.64766224407613,73200.0,-55.942622950819676,27.77777777775721,-0.31,-47.04,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,19.27,100.86,2.04,213.53,9.05,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,0.95,-529.71,208.0,703.51,-495.51,,16.24,,15.73,OpenDART,,0.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,11.08,,,,,,-5.72,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-08-24,4.25,0,0,6,0,0,8,3,3,20,D,76
166090.KQ,166090,하나머티리얼즈,10066,우량기업부,"실리콘부품, 세라믹부품, 특수가스",KOSDAQ,주권,KRX,51000.0,54817.5,58530.833333333336,63021.25,57468.5,-11.255731400680373,81100.0,-37.11467324290999,44.11764705880082,-6.76,-31.36,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,20.8,21.83,19.98,14.0,2.25,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,685.43,482.22,394.97,2219.26,-1824.29,0.59,15.1,300.0,57.87,OpenDART,-20.63,5.0,True,5.0,OpenDART,,4.0,,,88000.0,,,72.55,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,0.67,6.62,2.98,-66.01,,,5.86,반도체 제조업,반도체 제조업,2026-08-24,4.25,8,3,6,20,4,8,5,5,59,B,77
115180.KQ,115180,큐리언트,9884,벤처기업부,저분자 혁신신약,KOSDAQ,주권,KRX,26600.0,22170.0,22247.833333333332,29606.0,29423.55,-9.596224792725552,50900.0,-47.74066797642436,71.51600753290955,49.52,-15.42,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,,,5.87,,32.54,-71.44,58.18,-23.91,,,-,70.0,-298.0,-313.0,-425.71,-447.14,-286.73,-323.69,210.36,228.03,-17.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,10,2,9,9,,18.84,-18.83,72.72,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-24,4.25,0,0,0,0,0,0,1,3,4,D,78
293490.KQ,293490,카카오게임즈,9244,중견기업부,"모바일, PC게임 퍼블리싱",KOSDAQ,주권,KRX,8660.0,8318.5,8386.5,10323.333333333334,12466.05,-30.531323073467533,23500.0,-63.148936170212764,60.55045871533709,13.2,-11.45,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,,,4.57,-8.0,0.68,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,,,,,,,,,,,,3.29,,,8914.0,,,2.93,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011.0,OpenDART,,,3,2,2,2,,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-24,4.25,0,10,0,0,0,0,3,1,14,D,79
445680.KQ,445680,큐리옥스바이오시스템즈,9238,기술성장기업부,세포 전처리 자동화기기 등,KOSDAQ,주권,KRX,54600.0,41990.0,50890.833333333336,73337.91666666667,84092.25,-35.0713056197212,139600.0,-60.88825214899713,66.09808102343442,40.72,-38.93,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,,,8.37,,17.78,-53.58,47.75,13.04,,,-,52.0,-123.0,-272.0,-236.54,-523.08,-111.09,-112.45,147.85,252.18,-104.33,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-24,2025.0,CFS,11011,OpenDART,,,5,3,4,4,,4.81,18.29,269.65,15.0,,,의료용 기기 제조업,의료용 기기 제조업,2026-08-24,4.25,0,0,0,0,0,0,1,1,2,D,80
036830.KQ,036830,솔브레인홀딩스,9144,우량기업부,"반도체,디스플레이,2차전지 공정용 화학제품",KOSDAQ,주권,KRX,44000.0,35765.0,37991.666666666664,47293.75,45627.25,-3.566399465231852,79600.0,-44.72361809045226,82.60869565211804,42.16,-12.7,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,731.47,8.24,6.64,1.59,0.43,32.06,36.52,28.34,-72.01,131.39,4342 -> 2796 -> 23248,5566.0,89.0,4956.0,1.6,89.04,465.52,119.91,2176.39,7112.09,-4935.7,1.14,2.06,500.0,100.41,OpenDART,43.28,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-21,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,0.0,,,,,,131.39,회사 본부 및 경영 컨설팅 서비스업,회사 본부 및 경영 컨설팅 서비스업,2026-08-24,4.25,15,10,20,0,15,10,1,5,76,A,81
036540.KQ,036540,SFA반도체,8864,중견기업부,"반도체패키지(SOP,DIP,QFP)",KOSDAQ,주권,KRX,5390.0,5332.75,5991.833333333333,6791.583333333333,6165.525,-12.578409786676717,11010.0,-51.044504995458674,58.129496402643504,5.69,-42.66,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,,23.78,5.5,,1.9,-3.93,16.21,-8.26,,,-,3674.0,-196.0,-191.0,-5.33,-5.2,54.56,-166.04,226.3,766.27,-539.97,,,,,,,,,,,,4.0,,,9500.0,,,76.25,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011.0,OpenDART,,,5,3,4,4,,6.62,9.64,-71.3,14.0,,,반도체 제조업,반도체 제조업,2026-08-24,4.25,0,3,0,0,0,0,3,3,9,D,82
491000.KQ,491000,리브스메드,8851,기술성장기업부,"다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark",KOSDAQ,주권,KRX,35050.0,40777.5,40200.833333333336,55302.083333333336,,,91300.0,-61.61007667031764,40.729927007282626,-5.27,-43.19,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,,,3.83,,5.3,-20.75,11.65,88.93,,,-,512.0,-226.0,-229.0,-44.14,-44.73,-347.4,-424.63,114.02,210.64,-96.62,,,,,,,,,,,,4.0,,,90000.0,,,156.78,,,Naver/FnGuide,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,,,5,3,4,4,,8.42,18.29,-37.05,15.0,,,의료용 기기 제조업,의료용 기기 제조업,2026-08-24,4.25,0,0,0,0,0,0,5,1,6,D,83
124500.KQ,124500,아이티센글로벌,8794,우량기업부,시스템통합 및 IT서비스,KOSDAQ,주권,KRX,38450.0,25351.0,28212.0,41092.666666666664,37475.15,2.6013238105784726,71900.0,-46.522948539638385,79.52755905507428,82.66,-19.56,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,992.39,92.59,3.43,12.42,5.35,45.89,212.5,78.78,377.65,692.54,32 -> 184 -> 2010,88708.0,2799.0,1983.0,3.16,2.24,2381.52,2059.52,3972.24,10875.84,-6903.6,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-24,2025.0,CFS,11011,OpenDART,,,1,0,0,0,0.01,,,,,,692.54,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",2026-08-24,4.25,8,0,20,20,15,10,1,3,77,A,84
476830.KQ,476830,알지노믹스,8781,기술성장기업부,"인체질환치료제 및 진단제, 진단용 유전자재조합 의약품",KOSDAQ,주권,KRX,30700.0,30475.0,38081.666666666664,63961.25,,,118000.0,-73.98305084745763,57.43348982783086,14.98,-56.67,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,,,9.4,,18.84,604.61,6.72,7800.0,,,-,79.0,-146.0,-1038.0,-184.81,-1313.92,-108.52,-109.73,176.19,39.56,136.63,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-24,2025.0,OFS,11011,OpenDART,,,10,2,9,9,,31.32,-31.49,-39.85,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-24,4.25,0,0,20,0,0,0,3,1,24,D,85
101490.KQ,101490,에스앤에스텍,8725,우량기업부,블랭크마스크,KOSDAQ,주권,KRX,40950.0,41665.0,49993.333333333336,69634.16666666667,66571.5,-38.487190464387915,105100.0,-61.03710751665081,50.14245014241015,6.36,-42.65,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,91.27,24.46,12.66,13.82,2.55,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,468.82,-175.92,800.1,887.84,-87.74,0.49,7.2,200.0,41.66,OpenDART,10.06,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-21,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,9,7,8,8,0.15,4.91,11.1,-48.07,22.0,-37.18,50.19,전자부품 제조업,전자부품 제조업,2026-08-24,4.25,8,3,20,20,15,10,5,1,82,A,86
086450.KQ,086450,동국제약,8688,우량기업부,"인사돌, 복합마데카솔, 파미레이",KOSDAQ,주권,KRX,19100.0,18767.0,18780.166666666668,20732.083333333332,19686.4,-2.9787061118335574,29900.0,-36.12040133779264,57.961165048464906,4.77,-7.73,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,7.91,13.15,15.14,13.11,1.43,10.42,39.17,14.12,20.15,18.31,1043 -> 1353 -> 1460,9269.0,966.0,739.0,10.42,7.97,687.6,227.63,561.79,2991.58,-2429.79,1.05,13.67,200.0,90.22,OpenDART,3.57,5.0,False,5.0,OpenDART,,4.0,,,35000.0,,,83.25,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,1.66,5.42,7.59,-73.62,30.0,-56.3,18.31,의약품 제조업,의약품 제조업,2026-08-24,4.25,8,6,12,5,12,5,3,5,56,B,87
041830.KQ,041830,인바디,8479,우량기업부,정밀 체성분 분석기,KOSDAQ,주권,KRX,63300.0,59702.5,52603.333333333336,42620.833333333336,38039.75,66.4048791067239,70800.0,-10.59322033898305,66.58097686372925,33.26,36.42,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,-6.44,11.16,33.87,16.0,2.48,10.37,12.91,14.38,0.27,-8.12,2684 -> 2422 -> 2266,2339.0,368.0,300.0,15.73,12.83,357.78,279.18,523.72,412.73,110.99,0.95,26.69,600.0,80.04,OpenDART,25.99,5.0,False,5.0,OpenDART,,4.0,,,87500.0,,,38.23,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,,8.9,2.73,-72.13,,,-8.12,의료용 기기 제조업,의료용 기기 제조업,2026-08-24,4.25,8,3,12,0,0,0,1,5,29,D,88
056190.KQ,056190,SFA,8438,우량기업부,"디스플레이, 2차전지, 반도체 제조설비 및 공장자동화기기",KOSDAQ,주권,KRX,23600.0,22091.5,23197.833333333332,26386.416666666668,26207.85,-9.950644558786772,35650.0,-33.80084151472651,69.43231441037423,16.83,-17.63,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,37.83,21.28,12.82,13.74,0.7,6.11,49.77,-20.26,,,1113 -> 1534,16310.0,859.0,521.0,5.27,3.19,1516.38,568.22,2959.24,7516.75,-4557.51,4.03,48.5,950.0,267.07,OpenDART,2.98,5.0,True,5.0,OpenDART,,4.0,,,37500.0,,,58.9,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011,OpenDART,2025.0,11011,19,16,18,18,0.36,6.66,8.98,-89.49,29.0,-52.62,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-24,4.25,8,10,6,20,0,10,1,5,60,B,89
100790.KQ,100790,미래에셋벤처투자,8435,우량기업부,중소기업 창업투자 관련 고유계정/투자조합 관련 수익,KOSDAQ,주권,KRX,15880.0,14614.5,21745.833333333332,30527.083333333332,23803.2,-33.286280836190095,67400.0,-76.43916913946587,61.39130434775135,18.6,-71.74,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,263.75,20.88,4.53,15.86,2.1,8.47,190.79,2.52,123.57,12.85,457 -> 160 -> 582,2398.0,351.0,309.0,14.64,12.89,488.15,486.97,724.58,7218.06,-6493.48,,,,,,,0.0,,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,3,2,2,2,0.06,,,,,,12.85,기타 금융업,기타 금융업,2026-08-24,4.25,8,3,6,20,8,10,3,1,59,B,90
083450.KQ,083450,GST,8228,우량기업부,"GasScrubber,Chiller",KOSDAQ,주권,KRX,44450.0,45312.5,48935.0,44684.166666666664,37793.0,17.61437303204297,66500.0,-33.1578947368421,51.7766497461561,10.71,-26.16,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,0.82,8.6,22.73,14.42,2.49,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,3472.0,592.0,456.0,17.05,13.13,415.92,286.86,718.89,816.55,-97.66,1.46,25.68,650.0,116.27,OpenDART,29.4,5.0,True,5.0,OpenDART,,4.0,,,65000.0,,,46.23,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,16,18,18,17.59,6.66,8.16,-62.61,29.0,-50.28,13.24,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-24,4.25,8,3,16,0,8,2,5,5,47,C,91
