yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_pbr_avg,peer_roe_avg,peer_pbr_gap,peer_per_avg,peer_per_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
087010.KQ,087010,펩트론,42647,기술성장기업부,약효지속성 의약품 및 펩타이드 소재,KOSDAQ,주권,KRX,181200.0,169245.0,184560.0,231134.16666666666,248258.0,-27.011415543507155,386000.0,-53.056994818652846,62.103746397681995,59.93,-36.97,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,,,3.79,,31.86,-9.41,26.03,75.0,,,-,56.0,-213.0,-138.0,-380.36,-246.43,-205.86,-235.83,43.78,369.71,-325.93,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-12,2025.0,OFS,11011.0,OpenDART,,,7,2,6,6,,13.49,-13.96,136.17,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-24,4.25,0,0,0,0,0,0,3,3,6,D,11
298380.KQ,298380,에이비엘바이오,42438,기술성장기업부,항체의약품 연구개발,KOSDAQ,주권,KRX,75600.0,78360.0,87366.66666666667,121794.16666666667,145827.0,-48.15774856508054,245500.0,-69.20570264765784,55.0420168067065,4.42,-36.2,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,,,13.03,-68.0,26.91,-23.48,79.29,137.43,,,-,793.0,-404.0,-379.0,-50.95,-47.79,-412.53,-419.05,1119.82,1242.37,-122.55,,,,,,,,,,,,4.0,,,210000.0,,,177.78,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,7,2,6,6,,13.49,-6.93,99.48,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-24,4.25,0,0,0,0,0,0,3,1,4,D,12
000250.KQ,000250,삼천당제약,39901,중견기업부,"하메론, 아토로우",KOSDAQ,주권,KRX,169500.0,167415.0,211565.0,407182.5,370217.0,-54.216040862521176,1184000.0,-85.68412162162163,57.70234986944115,13.91,-51.78,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,,1036.5,4.69,423.62,14.5,1.94,54.36,9.91,226.92,,-,2318.0,85.0,120.0,3.67,5.18,97.93,-497.95,959.44,1976.38,-1016.94,0.03,22.1,50.0,11.63,OpenDART,-75.0,2.0,True,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,,3.9,9.66,271.79,25.21,1580.36,,의약품 제조업,의약품 제조업,2026-08-24,4.25,0,0,0,0,0,0,3,1,4,D,13
222800.KQ,222800,심텍,39412,중견기업부,반도체용 인쇄회로기판,KOSDAQ,주권,KRX,104300.0,98850.0,111200.0,93617.5,77469.0,34.63449896087467,157300.0,-33.693579148124606,62.44725738395395,17.85,-14.51,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,,,10.03,22.0,6.55,-32.1,181.13,14.55,,,-,14106.0,119.0,-1646.0,0.84,-11.67,-1986.12,-2550.05,539.84,10439.64,-9899.8,0.1,,100.0,37.33,OpenDART,-41.52,5.0,True,5.0,OpenDART,,4.0,,,171111.0,,,64.06,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,9,7,8,8,,4.68,14.24,39.96,17.0,29.41,,전자부품 제조업,전자부품 제조업,2026-08-24,4.25,4,0,0,0,0,0,3,5,12,D,14
141080.KQ,141080,리가켐바이오,38092,기술성장기업부,ADC 신약연구개발,KOSDAQ,주권,KRX,102800.0,103815.0,121431.66666666667,154586.66666666666,162842.5,-36.87151695656846,213500.0,-51.850117096018735,56.70840787118436,6.97,-36.86,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,,483.55,10.49,-51.0,9.06,-13.22,29.7,12.47,,,-,1416.0,-1065.0,-916.0,-75.21,-64.69,-1245.33,-1305.74,986.5,1606.95,-620.45,,,,,,,,,,,,4.0,,,224000.0,,,117.9,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,10,2,9,9,,31.32,-31.49,-71.07,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-24,4.25,0,0,0,0,0,0,3,3,6,D,15
319660.KQ,319660,피에스케이,36295,우량기업부,"드라이스트립, 드라이클리닝",KOSDAQ,주권,KRX,124600.0,126910.0,148986.66666666666,117667.5,87180.5,42.92186899593373,211500.0,-41.08747044917258,49.8091603053302,-13.41,16.56,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,-0.73,10.42,20.6,25.0,6.74,15.54,19.84,14.85,5.48,22.31,1813 -> 2732 -> 2712,4572.0,885.0,785.0,19.36,17.17,617.31,431.97,1194.22,1069.62,124.6,0.55,25.1,680.0,196.97,OpenDART,19.35,5.0,True,5.0,OpenDART,,4.0,,,182857.0,,,46.76,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,16,18,18,,6.32,8.16,6.65,29.0,-13.79,22.31,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-24,4.25,4,0,16,0,12,0,5,5,42,C,16
108490.KQ,108490,로보티즈,36286,기술성장기업부,"솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼",KOSDAQ,주권,KRX,251000.0,231960.0,252226.66666666666,264488.3333333333,263104.5,-4.600643470560176,405000.0,-38.02469135802469,62.40310077518702,31.14,-17.02,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,,691.83,4.83,972.0,10.16,2.49,1.79,29.67,,,-,389.0,33.0,53.0,8.48,13.62,70.75,46.35,310.38,56.29,254.09,,,,,,,,,,,,4.0,,,397167.0,,,58.23,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011,OpenDART,,,19,16,18,18,,6.32,8.98,60.76,25.0,3788.0,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-24,4.25,0,0,0,0,0,0,3,5,8,D,17
403870.KQ,403870,HPSP,36170,우량기업부,고압 수소 어닐링 장비,KOSDAQ,주권,KRX,43950.0,37997.5,45859.166666666664,46934.583333333336,42119.75,4.345348678470313,83500.0,-47.365269461077844,70.74688796676388,23.28,-20.38,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,-16.35,35.96,33.13,33.0,13.32,24.79,19.95,-4.63,-4.26,-6.21,989 -> 1040 -> 870,1730.0,899.0,727.0,51.97,42.02,1002.05,977.76,939.41,614.76,324.65,1.14,55.66,500.0,404.37,OpenDART,49.38,4.0,True,4.0,OpenDART,,4.0,,,68250.0,,,55.29,,,Naver/FnGuide,,KRW,2026-08-20,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,19,16,18,18,,6.32,8.16,110.76,25.0,32.0,-6.21,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-24,4.25,0,0,20,0,0,0,1,3,24,D,18
095340.KQ,095340,ISC,32685,우량기업부,반도체테스트소켓,KOSDAQ,주권,KRX,154100.0,142530.0,164913.33333333334,196472.5,163973.0,-6.021113232056497,271000.0,-43.13653136531365,65.92827004218435,14.49,-33.58,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,2.68,60.46,30.1,40.0,6.31,10.6,15.85,26.19,34.15,91.78,720 -> 2579 -> 2648,2202.0,601.0,563.0,27.29,25.57,417.12,353.78,798.71,851.6,-52.89,0.55,31.0,850.0,173.95,OpenDART,12.31,5.0,True,5.0,OpenDART,,4.0,,,217167.0,,,40.93,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,14.93,,,,,,91.78,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-08-24,4.25,0,0,12,0,15,2,1,5,35,D,19
257720.KQ,257720,실리콘투,32427,우량기업부,화장품 유통,KOSDAQ,주권,KRX,49150.0,40215.0,36794.166666666664,38942.916666666664,40848.5,20.322655666670748,61800.0,-20.46925566343042,78.47619047614862,39.43,31.95,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,31.11,14.49,6.77,13.0,6.34,46.89,55.09,61.43,49.27,103.34,631 -> 1990 -> 2609,11163.0,2054.0,1686.0,18.4,15.1,11.41,-58.98,773.23,2520.18,-1746.95,0.62,11.9,306.0,200.28,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,57750.0,,,17.5,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,0.42,,,,,,103.34,상품 종합 도매업,상품 종합 도매업,2026-08-24,4.25,8,0,20,20,15,10,1,5,79,A,20
145020.KQ,145020,휴젤,31350,우량기업부,"보툴리눔톡신, 필러",KOSDAQ,주권,KRX,251500.0,253250.0,248400.0,253650.0,248560.0,1.182813002896685,388000.0,-35.180412371134025,55.66502463053419,7.25,-1.37,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,3.3,21.91,56.69,18.0,2.7,16.06,9.86,13.97,20.88,22.87,7517 -> 10985 -> 11348,4251.0,2009.0,1470.0,47.26,34.58,1500.59,1205.36,2096.98,966.76,1130.22,,,,,,,,,,,,4.0,,,391429.0,,,55.64,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011,OpenDART,,,7,1,6,6,5.45,18.74,-16.44,-85.59,,,22.87,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-24,4.25,8,3,16,0,12,2,3,5,49,C,21
084370.KQ,084370,유진테크,31097,우량기업부,실리콘질화막증착용LP-CVD,KOSDAQ,주권,KRX,135000.0,120130.0,143648.33333333334,136705.83333333334,118142.5,14.268785576739953,206500.0,-34.624697336561745,65.26610644256424,23.63,2.51,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,-32.89,30.03,37.14,51.96,6.06,9.81,18.16,3.61,-15.52,31.84,1066 -> 2761 -> 1853,3503.0,517.0,445.0,14.76,12.7,664.77,452.3,549.25,892.21,-342.96,0.17,12.3,230.0,52.02,OpenDART,-5.2,5.0,True,5.0,OpenDART,,4.0,,,180000.0,,,33.33,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,16,18,18,,6.66,8.16,-9.01,25.0,107.84,31.84,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-24,4.25,0,0,6,0,15,0,1,5,27,D,22
440110.KQ,440110,파두,31068,기술성장기업부,SSD 컨트롤러,KOSDAQ,주권,KRX,62000.0,61465.0,80026.66666666667,75820.0,56649.0,9.445886070363112,128300.0,-51.675759937646134,48.41849148416842,-3.88,-46.96,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,,,26.77,,102.25,-131.08,518.5,112.41,,,-,924.0,-655.0,-762.0,-70.89,-82.47,-37.04,-78.42,408.04,1026.33,-618.29,,,,,,,,,,,,4.0,,,130000.0,,,109.68,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,5,3,4,4,,3.56,9.64,2772.19,14.0,,,반도체 제조업,반도체 제조업,2026-08-24,4.25,0,0,0,0,0,0,5,3,8,D,23
310210.KQ,310210,보로노이,30910,기술성장기업부,표적치료제,KOSDAQ,주권,KRX,167800.0,149940.0,173673.33333333334,236220.0,229833.0,-26.990466991250166,363500.0,-53.83768913342504,69.12306558584402,31.81,-40.5,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,,,6.68,,34.83,-50.18,64.97,-23.47,,,-,75.0,-544.0,-427.0,-725.33,-569.33,-720.95,-737.78,357.37,674.39,-317.02,,,,,,,,,,,,4.0,,,450000.0,,,168.18,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,10,2,9,9,,18.84,-18.83,84.87,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-24,4.25,0,0,0,0,0,0,1,3,4,D,24
214370.KQ,214370,케어젠,29113,벤처기업부,"성장인자, 바이오미메틱펩타이드 기반 안면, 두피, 바디 코스메슈티컬 제품",KOSDAQ,주권,KRX,54500.0,59245.0,66516.66666666667,84730.83333333333,84487.5,-35.493416185826305,150100.0,-63.69087275149901,43.188405797083924,-3.88,-41.59,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,-37.87,92.25,4.4,124.14,12.31,9.23,8.85,-11.86,-40.35,-29.05,743 -> 602 -> 374,728.0,204.0,201.0,28.02,27.61,185.89,136.68,88.59,187.99,-99.4,0.8,106.3,437.0,213.57,OpenDART,-45.5,4.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,1,6,6,,18.74,-16.44,-34.31,,,-29.05,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-24,4.25,0,0,6,0,0,0,5,1,12,D,25
131290.KQ,131290,티에스이,27155,우량기업부,"Probe Card, Test Interface Board, OLED Test Equipment, Test Socket",KOSDAQ,주권,KRX,241000.0,217460.0,231513.33333333334,187898.33333333334,138785.0,73.64989011780813,284500.0,-15.289982425307558,68.624833110808,19.01,14.76,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,-10.0,1517.12,9.62,21.0,6.49,10.42,30.88,23.21,23.31,1672.52,11 -> 3840 -> 3456,4289.0,492.0,400.0,11.47,9.33,485.7,-22.4,758.17,1434.62,-676.45,0.19,12.4,450.0,49.78,OpenDART,-3.45,2.0,True,4.0,OpenDART,,4.0,,,320000.0,,,32.78,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,1672.52,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-08-24,4.25,4,0,12,0,15,0,1,5,37,D,26
347850.KQ,347850,디앤디파마텍,26264,기술성장기업부,대사성질환 치료제 등,KOSDAQ,주권,KRX,57300.0,57077.5,75840.83333333333,75797.08333333333,80971.795,-29.234618054348427,111200.0,-48.47122302158273,50.579150579136915,-3.86,-42.0,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,,,5.71,,31.32,-31.49,23.5,-62.28,,,-,43.0,-340.0,-240.0,-790.7,-558.14,-211.39,-212.03,328.84,185.6,143.24,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-21,2025.0,CFS,11011.0,OpenDART,,,10,2,9,9,,18.84,-18.83,66.24,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-24,4.25,0,0,0,0,0,0,5,3,8,D,27
095610.KQ,095610,테스,25826,우량기업부,반도체장비(화학증착장비),KOSDAQ,주권,KRX,132200.0,134065.0,154311.66666666666,118693.33333333333,91325.5,44.756940832516655,217500.0,-39.2183908045977,54.983922829569615,-2.87,11.09,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,33.69,92.12,6.83,24.0,5.04,15.76,24.43,46.23,50.13,504.31,79 -> 2158 -> 2885,3511.0,578.0,569.0,16.46,16.21,824.23,492.84,121.43,957.15,-835.72,0.64,26.4,850.0,150.74,OpenDART,19.35,5.0,True,5.0,OpenDART,,4.0,,,215286.0,,,62.85,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,16,18,18,0.71,6.66,8.16,-24.32,29.0,-17.24,504.31,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-24,4.25,4,0,16,16,15,10,5,5,71,A,28
357780.KQ,357780,솔브레인,25669,우량기업부,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,KOSDAQ,주권,KRX,330000.0,294450.0,324850.0,378170.8333333333,350800.0,-5.929304446978335,501000.0,-34.13173652694611,85.84905660376225,22.22,-20.0,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,-33.25,18.26,29.46,16.0,2.34,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9234.0,1336.0,840.0,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.71,22.77,2350.0,179.98,OpenDART,6.42,1.0,False,3.0,OpenDART,,4.0,,,518222.0,,,57.04,,,Naver/FnGuide,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,-22.12,기타 화학제품 제조업,기타 화학제품 제조업,2026-08-24,4.25,8,3,6,0,0,0,1,5,23,D,29
