yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
032830.KS,032830,삼성생명,567000,,,KOSPI,주권,KRX,283500.0,299125.0,317108.3333333333,316816.6666666667,264168.5,7.317867194612529,497000.0,-42.95774647887324,37.43016759775951,-13.7,-34.53,daily_close,NXT 미확인,2026-09-19 00:14 KST,,,9.3,9.99,23.21,19.0,0.68,4.96,440.89,9.92,3.23,10.22,9477 -> 10534 -> 11514,5279.59,25804.69,24515.15,488.76,464.34,52562.61,48930.1,45378.33,2858503.83,-2813125.5,,41.3,,9517.46,OpenDART,,0.0,False,0.0,OpenDART,,3.85,,,402538.0,,,41.99,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,2.04,10.22,2025.0,11011.0,,,,3,2,2,2,,,보험업,보험업,2026-09-18,4.25,4,10,0,0,8,5,5,5,37,D,11
012450.KS,012450,한화에어로스페이스,555853,,,KOSPI,주권,KRX,1092000.0,1079750.0,1039483.3333333334,1165258.3333333333,1161735.0,-6.002659814845899,1537000.0,-28.952504879635654,48.62637362637176,0.65,-0.18,daily_close,NXT 미확인,2026-09-19 00:14 KST,,,-38.13,15.96,45.47,23.0,4.49,19.14,221.38,137.57,78.38,34.11,15886 -> 46183 -> 28573,267029.01,30893.2,22019.83,11.57,8.25,40498.05,20557.23,77133.55,371654.85,-294521.3,0.64,25.63,7000.0,3601.42,OpenDART,91.29,4.0,False,4.0,OpenDART,,4.0,,,1658889.0,,,51.91,,,Naver/FnGuide,,KRW,2026-09-19,2025.0,CFS,11011,OpenDART,,34.11,2025.0,11011,,,,2,1,1,1,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-09-18,4.25,4,0,16,0,15,0,5,5,45,C,12
034020.KS,034020,두산에너빌리티,543836,,,KOSPI,주권,KRX,85700.0,84545.0,78673.33333333333,92818.33333333333,91596.5,-6.4374730475509425,136400.0,-37.17008797653959,54.46927374299546,16.92,-5.41,daily_close,NXT 미확인,2026-09-19 00:14 KST,,,-24.14,284.35,23.91,165.0,6.46,1.11,129.1,5.08,-25.05,23.18,87 -> 174 -> 132,170578.76,7627.12,2051.63,4.47,1.2,7518.01,536.28,30809.97,155038.53,-124228.56,,,,,,,,,,,,4.0,,,129000.0,,,50.53,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,,23.18,,,,,,1,0,0,0,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-09-18,4.25,0,0,0,0,12,0,5,5,22,D,13
055550.KS,055550,신한지주,516864,,,KOSPI,주권,KRX,111100.0,110830.0,106086.66666666667,101715.83333333333,95394.5,16.463737427210166,115000.0,-3.3913043478260874,53.525641025617006,6.72,16.09,daily_close,NXT 미확인,2026-09-19 00:14 KST,,,15.39,5.95,62.09,9.0,0.89,8.72,1201.94,-12.67,8.74,9.58,8398 -> 8740 -> 10085,646820.0,70233.57,50845.19,10.86,7.86,97308.81,90892.48,352951.23,7256411.61,-6903460.38,2.33,25.06,2590.0,12457.3,OpenDART,7.84,5.0,False,5.0,OpenDART,,4.0,,,137000.0,,,23.31,,,Naver/FnGuide,,KRW,2026-09-17,2025.0,CFS,11011.0,OpenDART,0.58,9.58,2025.0,11011.0,8.0,1.0,9.57,16,15,15,14,12.5,-11.0,기타 금융업,기타 금융업,2026-09-18,4.25,12,8,6,20,8,8,5,0,67,B,14
329180.KS,329180,HD현대중공업,482821,,,KOSPI,주권,KRX,462000.0,454700.0,488841.6666666667,550291.6666666666,555795.0,-16.87582651877041,745000.0,-37.986577181208055,53.24675324674937,1.99,-21.29,daily_close,NXT 미확인,2026-09-19 00:14 KST,,,124.28,179.12,14.05,15.0,4.47,18.82,180.07,21.36,188.93,651.55,278 -> 7001 -> 15702,175806.33,20375.1,14154.85,11.59,8.05,35103.92,29689.02,18699.18,168214.24,-149515.06,1.23,40.0,5661.0,5670.22,OpenDART,170.86,2.0,False,2.0,OpenDART,,4.0,,,871059.0,,,88.54,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,0.12,651.55,2025.0,11011.0,,,,3,2,2,2,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-09-18,4.25,8,0,16,20,15,10,5,5,79,A,15
000270.KS,000270,기아,475913,,,KOSPI,주권,KRX,121600.0,126815.0,134735.0,146640.0,146828.0,-17.182008881139836,206000.0,-40.97087378640777,30.57851239667653,-7.1,-12.46,daily_close,NXT 미확인,2026-09-19 00:14 KST,,,-21.72,5.03,39.26,6.0,0.76,12.92,61.76,6.23,-28.33,-6.31,21770 -> 24413 -> 19111,1141409.19,90781.48,75541.74,7.95,6.62,90541.4,40610.71,139981.06,377885.91,-237904.85,5.59,34.9,6800.0,26424.99,OpenDART,24.78,5.0,False,5.0,OpenDART,,4.0,,,216000.0,,,77.63,,,Naver/FnGuide,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,,-6.31,2025.0,11011.0,,,,2,1,1,1,,,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,2026-09-18,4.25,15,10,12,0,0,0,3,5,45,C,16
006400.KS,006400,삼성SDI,435967,,,KOSPI,주권,KRX,542000.0,546350.0,479350.0,522754.1666666667,452032.5,19.90288308915841,712000.0,-23.876404494382022,40.43715846994226,13.39,10.84,daily_close,NXT 미확인,2026-09-19 00:14 KST,,,-70.17,22.94,26.02,67.0,1.84,-3.15,79.27,-20.04,-574.1,,27788 -> 8288,132667.31,-17223.61,-5848.75,-12.98,-4.41,7923.86,-23367.18,18039.94,186852.25,-168812.31,,,,,,0.0,0.0,True,4.0,OpenDART,,3.95,,,699600.0,,,29.08,,,Naver/FnGuide,,KRW,2026-09-17,2025.0,CFS,11011.0,OpenDART,,,,,,,,3,1,2,2,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-09-18,4.25,0,3,0,0,0,0,5,5,13,D,17
068270.KS,068270,셀트리온,417315,,,KOSPI,주권,KRX,180100.0,185135.0,183825.0,183797.3,188897.745,-4.657411341781764,236861.0,-23.963843773352302,30.180180180161145,-6.34,4.28,daily_close,NXT 미확인,2026-09-19 00:14 KST,,,148.85,65.74,25.39,28.0,2.38,5.94,28.71,17.01,137.5,15.32,3187 -> 1703 -> 4238,41624.95,11684.71,10314.84,28.07,24.78,6460.51,3143.17,11192.06,49823.7,-38631.64,,15.92,,1639.6,OpenDART,-50.0,0.0,True,2.0,OpenDART,,4.0,,,274621.0,,,52.48,,,Naver/FnGuide,,KRW,2026-09-18,2025.0,CFS,11011.0,OpenDART,0.19,15.32,2025.0,11011.0,,,,2,1,1,1,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-18,4.25,0,3,6,20,12,10,3,5,59,B,18
034730.KS,034730,SK,395139,,,KOSPI,주권,KRX,550000.0,566300.0,594025.0,550166.6666666666,452970.0,21.420844647548403,858000.0,-35.8974358974359,51.05485232067208,-6.14,-22.75,daily_close,NXT 미확인,2026-09-19 00:14 KST,,,,11.73,30.11,4.0,0.81,6.35,149.17,-0.56,-24.1,,-,1227033.38,18184.76,35552.46,1.48,2.9,60987.98,-39820.79,252141.32,1278283.33,-1026142.01,1.45,27.6,8000.0,4407.19,OpenDART,16.96,5.0,True,5.0,OpenDART,,4.0,,,850800.0,,,54.69,,,Naver/FnGuide,,KRW,2026-09-19,2025.0,CFS,11011,OpenDART,,,2025.0,11011,9.0,1.0,9.57,16,15,15,14,-55.56,-19.0,기타 금융업,기타 금융업,2026-09-18,4.25,15,8,6,0,0,0,5,5,39,D,19
086790.KS,086790,하나금융지주,360660,,,KOSPI,주권,KRX,133700.0,135740.0,129866.66666666667,124810.83333333333,116623.0,14.642909203158897,140400.0,-4.772079772079772,46.6321243523147,3.8,17.08,daily_close,NXT 미확인,2026-09-19 00:14 KST,,,9.62,4.94,68.15,9.0,0.82,9.17,1377.89,-15.53,10.21,10.23,11613 -> 12872 -> 14110,10189.48,53508.98,40366.38,525.14,396.16,-19624.71,-39700.46,365650.97,6289451.22,-5923800.25,3.07,28.0,4105.0,11177.79,OpenDART,7.01,5.0,False,5.0,OpenDART,,4.0,,,164737.0,,,23.21,,,Naver/FnGuide,,KRW,2026-09-17,2025.0,CFS,11011.0,OpenDART,0.94,10.23,2025.0,11011.0,8.0,1.0,9.44,16,15,15,14,12.5,-18.0,기타 금융업,기타 금융업,2026-09-18,4.25,12,8,6,16,8,5,5,0,60,B,20
012330.KS,012330,현대모비스,340420,,,KOSPI,주권,KRX,380500.0,427925.0,470441.6666666667,498675.0,462000.0,-17.64069264069264,768000.0,-50.455729166666664,18.534482758618452,-23.29,-25.25,daily_close,NXT 미확인,2026-09-19 00:14 KST,,,-8.74,7.12,37.67,9.0,0.73,7.68,43.05,6.78,9.24,4.5,36340 -> 43480 -> 39682,611181.27,33574.56,36647.36,5.49,6.0,44725.15,29568.58,49223.78,211877.37,-162653.59,1.71,15.9,6500.0,5797.54,OpenDART,17.57,5.0,False,5.0,OpenDART,,4.0,,,735200.0,,,93.22,,,Naver/FnGuide,,KRW,2026-09-19,2025.0,CFS,11011,OpenDART,,4.5,2025.0,11011,,,,1,0,0,0,,,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-09-18,4.25,12,10,6,0,4,0,1,3,36,D,21
066570.KS,066570,LG전자,323163,,,KOSPI,주권,KRX,198700.0,202470.0,190641.66666666666,187384.16666666666,154230.0,28.8335602671335,392500.0,-49.37579617834395,36.22291021671042,2.16,-2.84,daily_close,NXT 미확인,2026-09-19 00:14 KST,,,161.86,28.06,29.74,16.0,1.38,4.28,140.33,1.68,-27.53,16.18,3942 -> 2032 -> 5321,892008.82,24783.92,12204.12,2.78,1.37,42805.0,3731.2,87698.41,400681.42,-312983.01,0.68,25.4,1350.0,2439.48,OpenDART,24.47,5.0,True,5.0,OpenDART,,4.0,,,233235.0,,,17.38,,,Naver/FnGuide,,KRW,2026-09-17,2025.0,CFS,11011.0,OpenDART,0.1,16.18,2025.0,11011.0,,,,2,1,1,1,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-09-18,4.25,8,6,0,20,12,10,5,3,64,B,22
010120.KS,010120,LS ELECTRIC,317250,,,KOSPI,주권,KRX,208500.0,202625.0,202118.33333333334,215715.0,176926.5,17.845546031826775,318500.0,-34.53689167974882,50.67204301074315,11.5,-7.13,daily_close,NXT 미확인,2026-09-19 00:14 KST,,,20.11,26.34,18.71,58.0,14.49,14.67,131.48,9.1,9.42,17.98,1373 -> 1591 -> 1911,49657.99,4264.07,2842.57,8.59,5.72,2999.48,903.82,7627.17,28153.81,-20526.64,,31.1,,892.15,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,297500.0,,,42.69,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,2.88,17.98,2025.0,11011.0,28.0,10.49,29.21,4,3,3,3,107.14,38.13,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-09-18,4.25,0,0,12,0,12,8,5,5,42,C,23
035420.KS,035420,NAVER,300690,,,KOSPI,주권,KRX,197500.0,211425.0,207286.66666666666,212316.66666666666,225097.5,-12.260242783682626,290500.0,-32.01376936316696,28.571428571419773,-11.04,-0.95,daily_close,NXT 미확인,2026-09-19 00:14 KST,,,3.89,24.18,36.02,17.0,1.05,7.36,41.9,12.08,11.56,41.51,6180 -> 11913 -> 12376,120350.07,22081.38,18187.46,18.35,15.11,30958.07,17763.67,59840.19,121314.83,-61474.64,1.33,20.2,2630.0,3935.96,OpenDART,42.23,5.0,True,5.0,OpenDART,,4.0,,,325783.0,,,64.95,,,Naver/FnGuide,,KRW,2026-09-19,2025.0,CFS,11011,OpenDART,4.37,41.51,2025.0,11011,,,,2,1,1,1,,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2026-09-18,4.25,8,8,6,0,15,2,3,5,47,C,24
000810.KS,000810,삼성화재,289315,,,KOSPI,주권,KRX,655000.0,664650.0,644333.3333333334,593070.8333333334,556367.5,17.727940614791482,730000.0,-10.273972602739725,47.76785714285416,-0.91,2.99,daily_close,NXT 미확인,2026-09-19 00:14 KST,,,-0.74,9.42,57.93,14.0,1.19,10.97,352.98,9.36,0.36,6.39,35961 -> 41007 -> 40703,52484.93,26591.43,20202.87,50.66,38.49,34131.66,33305.3,20198.04,751580.1,-731382.06,2.98,41.1,19500.0,8289.49,OpenDART,12.22,5.0,False,5.0,OpenDART,,3.88,,,775000.0,,,18.32,,,Naver/FnGuide,,KRW,2026-09-17,2025.0,CFS,11011.0,OpenDART,,6.39,2025.0,11011.0,,,,3,2,2,2,,,보험업,보험업,2026-09-18,4.25,8,8,12,0,4,0,5,5,42,C,25
298040.KS,298040,효성중공업,271810,,,KOSPI,주권,KRX,2888000.0,2861000.0,2842866.6666666665,3162325.0,2801245.0,3.097015791192845,4601000.0,-37.2310367311454,46.511627906976145,6.14,-13.87,daily_close,NXT 미확인,2026-09-19 00:14 KST,,,133.52,20.47,27.18,35.0,10.49,24.41,190.31,21.93,106.07,111.72,12438 -> 23876 -> 55755,59685.12,7469.68,5028.38,12.52,8.42,4930.1,3010.24,2167.73,47381.62,-45213.89,0.26,13.4,7500.0,698.38,OpenDART,73.21,3.0,False,3.0,OpenDART,,4.0,,,4254286.0,,,47.31,,,Naver/FnGuide,,KRW,2026-09-17,2025.0,CFS,11011.0,OpenDART,0.26,111.72,2025.0,11011.0,28.0,11.27,29.21,4,3,3,3,25.0,-6.92,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-09-18,4.25,0,0,20,20,15,10,5,5,75,A,26
316140.KS,316140,우리금융지주,265979,,,KOSPI,주권,KRX,36150.0,34395.0,32597.5,32385.0,31804.0,13.66494780530751,40800.0,-11.397058823529411,64.24242424231522,13.86,23.59,daily_close,NXT 미확인,2026-09-19 00:14 KST,,,1.86,4.73,48.26,8.0,0.65,8.91,1488.67,-10.87,-13.64,11.6,3389 -> 4144 -> 4221,415484.0,36748.08,32275.08,8.84,7.77,136423.91,131352.22,384996.79,5635980.38,-5250983.59,3.76,31.96,1360.0,9984.68,OpenDART,6.37,5.0,True,5.0,OpenDART,,4.0,,,43778.0,,,21.1,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,4.3,11.6,2025.0,11011.0,9.0,1.0,9.57,16,15,15,14,-11.11,-35.0,기타 금융업,기타 금융업,2026-09-18,4.25,15,10,6,0,8,2,3,5,49,C,27
267260.KS,267260,HD현대일렉트릭,261341,,,KOSPI,주권,KRX,727000.0,740700.0,781866.6666666666,935641.6666666666,918125.0,-20.816882232811437,1420000.0,-48.802816901408455,39.2857142857121,1.25,-22.41,daily_close,NXT 미확인,2026-09-19 00:14 KST,,,46.07,25.65,34.41,27.0,11.27,41.5,134.63,22.79,48.77,68.14,7189 -> 13914 -> 20324,40794.98,9953.13,7318.16,24.4,17.94,9595.73,7176.58,9507.82,27368.8,-17860.98,,34.88,,2555.48,OpenDART,227.11,0.0,False,3.0,OpenDART,,4.0,,,1181000.0,,,62.45,,,Naver/FnGuide,,KRW,2026-09-19,2025.0,CFS,11011,OpenDART,0.59,68.14,2025.0,11011,35.0,10.49,24.41,4,3,3,3,-22.86,7.44,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-09-18,4.25,0,0,20,20,15,10,5,3,73,A,28
005490.KS,005490,POSCO홀딩스,255950,,,KOSPI,주권,KRX,325500.0,333050.0,320808.3333333333,362829.1666666667,353552.5,-7.934465178438846,535000.0,-39.15887850467289,42.441860465109364,5.0,-1.81,daily_close,NXT 미확인,2026-09-19 00:14 KST,,,-38.15,27.33,32.25,14.0,0.44,1.18,68.64,-4.94,-15.94,-36.54,20079 -> 13073 -> 8085,690948.86,18270.63,5044.03,2.64,0.73,45719.1,-16728.84,70498.0,428147.47,-357649.47,3.07,115.0,10000.0,7562.08,OpenDART,-5.9,5.0,True,5.0,OpenDART,,4.0,,,510222.0,,,56.75,,,Naver/FnGuide,,KRW,2026-09-18,2025.0,CFS,11011.0,OpenDART,,-36.54,2025.0,11011.0,,,,1,0,0,0,,,1차 철강 제조업,1차 철강 제조업,2026-09-18,4.25,8,10,0,0,0,0,5,5,28,D,29
