yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,price_source,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,peg,cagr,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
000880.KS,000880,한화,79673,113000.0,106833.5,5.772065878212358,150900.0,-25.115970841616964,39.357429718868126,regularMarketPrice,-50.24,10.25,21.18,12.0,0.83,3.3,497.35,34.39,71.64,0.68,3886 -> 7916 -> 3939,,,,,,,,,,,,0.68,2026-06-22,4.45,12,8,0,0,0,0,5,5,30,D,81
353200.KS,353200,대덕전자,76596,155000.0,69255.25,123.8097472754773,190900.0,-18.805657412257727,38.95348837208774,regularMarketPrice,100.43,46.49,14.43,40.0,8.76,5.37,31.28,19.41,334.51,36.9,493 -> 461 -> 924,,,,,,,,,,,0.4,36.9,2026-06-22,4.45,0,0,6,20,15,10,5,5,61,B,82
180640.KS,180640,한진칼,75975,113800.0,114532.0,-0.6391226906017533,173000.0,-34.21965317919075,52.07006369425591,regularMarketPrice,-68.82,25.59,19.69,48.67,2.38,4.75,20.93,2.12,-115.24,-36.56,5723 -> 7385 -> 2303,,,,,,,,,,,,-36.56,2026-06-22,4.45,0,3,0,0,0,0,5,5,13,D,83
000990.KS,000990,DB하이텍,75697,174000.0,92481.5,88.14573725555923,220500.0,-21.08843537414966,47.02093397745041,daily_close,12.18,9.33,23.22,23.14,2.89,12.52,33.36,23.51,45.34,-1.28,5934 -> 5155 -> 5783,,,,,,,,,,,1.9,-1.28,2026-06-22,4.45,4,3,12,5,0,5,5,5,39,D,84
001440.KS,001440,대한전선,73105,37300.0,29681.1,25.66919689634145,72300.0,-48.40940525587828,26.15740740739045,daily_close,10.51,31.98,12.85,73.0,4.49,5.48,114.0,10.47,11.63,-5.86,510 -> 409 -> 452,,,,,,,,,,,6.95,-5.86,2026-06-22,4.45,0,0,6,0,0,5,3,3,17,D,85
062040.KS,062040,산일전기,70263,229500.0,163646.0,40.24174131967784,333500.0,-31.184407796101947,42.68292682926344,daily_close,52.18,23.98,16.93,34.0,12.1,29.21,16.48,50.27,63.55,-25.48,8807 -> 3214 -> 4891,,,,,,,,,,,0.65,-25.48,2026-06-22,4.45,0,0,20,20,0,10,5,5,60,B,86
004170.KS,004170,신세계,68005,720000.0,314886.0,128.65417960785808,767000.0,-6.127770534550195,69.31818181817998,daily_close,-86.85,63.77,24.38,18.0,1.3,0.32,140.91,5.47,0.63,-74.9,22865 -> 10948 -> 1440,,,,,,,,,,,,-74.9,2026-06-22,4.45,8,6,0,0,0,0,1,0,15,D,87
326030.KS,326030,SK바이오팜,66957,85500.0,109506.5,-21.92244296000694,140700.0,-39.23240938166311,45.384615384599094,daily_close,10.9,36.34,12.52,20.0,7.31,39.28,45.03,29.05,111.73,,3074 -> 3409,,,,,,,,,,,1.83,,2026-06-22,4.45,4,0,20,5,0,5,5,5,44,C,88
454910.KS,454910,두산로보틱스,65079,100400.0,88586.0,13.33619307791299,166700.0,-39.772045590881824,31.765834932817228,daily_close,,,5.63,,19.08,-14.78,14.57,-29.49,,,-,330.0,-595.0,-555.0,-180.3,-168.18,,,,,,,,2026-06-22,4.45,0,0,0,0,0,0,3,5,8,D,89
009830.KS,009830,한화솔루션,65061,37850.0,33607.1,12.62501078641121,55179.0,-31.405063520542235,48.8687782805082,daily_close,,,14.67,18.0,0.68,-7.01,196.32,7.58,,,-,,,,,,,,,,,,,2026-06-22,4.45,8,10,0,0,0,0,5,5,28,D,90
034220.KS,034220,LG디스플레이,64650,12930.0,12881.65,0.37534011559078506,16690.0,-22.528460155781904,30.315500685812836,daily_close,,26.09,31.06,16.0,1.05,3.44,243.36,-3.03,,,-,,,,,,,,,,,,,2026-06-22,4.45,8,8,0,0,0,0,3,5,24,D,91
267270.KS,267270,HD건설기계,63496,132500.0,122861.0,7.845451363736254,198100.0,-33.11458859162039,40.9812409812327,regularMarketPrice,6.37,11.96,18.08,13.0,1.39,5.74,86.64,9.84,-10.24,-10.94,7077 -> 5277 -> 5613,,,,,,,,,,,2.04,-10.94,2026-06-22,4.45,8,6,6,0,0,5,5,5,35,D,92
078930.KS,078930,GS,62797,67600.0,61419.5,10.062765082750593,82100.0,-17.661388550548114,42.17877094970418,regularMarketPrice,40.85,5.41,20.84,4.0,0.43,5.55,86.04,-0.26,-4.59,-21.64,13734 -> 5988 -> 8434,,,,,,,,,,,0.1,-21.64,2026-06-22,4.45,15,10,6,20,0,10,5,5,71,A,93
241560.KS,241560,두산밥캣,61923,64600.0,61446.5,5.132106792087425,76700.0,-15.77574967405476,47.083333333305866,daily_close,-25.84,8.93,38.4,12.0,0.83,5.71,70.77,2.81,-21.26,-32.66,9192 -> 5620 -> 4168,,,,,,,,,,,,-32.66,2026-06-22,4.45,12,8,6,0,0,0,5,5,36,D,94
032640.KS,032640,LG유플러스,61457,14480.0,15495.95,-6.556229208277006,17810.0,-18.697361033127457,34.09836065565945,regularMarketPrice,40.79,10.47,85.22,9.0,0.71,6.01,117.06,5.65,3.36,-7.96,1426 -> 858 -> 1208,,,,,,,,,,,0.22,-7.96,2026-06-22,4.45,12,10,6,20,0,10,3,5,66,B,95
021240.KS,021240,코웨이,60859,86000.0,87470.5,-1.6811382123115794,113200.0,-24.02826855123675,43.630573248388195,regularMarketPrice,11.66,9.28,54.67,9.0,1.66,18.14,93.71,15.16,10.47,15.76,6386 -> 7664 -> 8558,,,,,,,,,,,0.77,15.76,2026-06-22,4.45,12,6,16,16,12,5,5,5,77,A,96
011790.KS,011790,SKC,59319,119600.0,107880.32,10.863594027158978,174100.0,-31.303848363009763,35.156878519706424,regularMarketPrice,,,10.41,-26.0,4.88,-73.28,232.74,7.11,,,-,18400.0,-3050.0,-7194.0,-16.58,-39.1,,,,,,,,2026-06-22,4.45,0,0,0,0,0,0,5,5,10,D,97
090430.KS,090430,아모레퍼시픽,58902,100700.0,126883.0,-20.63554613305171,182300.0,-44.76138233680746,32.214765100655995,regularMarketPrice,-60.27,34.27,24.18,21.0,1.32,4.41,26.49,9.46,52.29,14.4,2608 -> 8591 -> 3413,,,,,,,,,,,,14.4,2026-06-22,4.45,4,6,0,0,8,0,3,5,26,D,98
000100.KS,000100,유한양행,58461,73400.0,105654.5,-30.52827849263401,163700.0,-55.161881490531464,30.46874999998333,daily_close,175.23,75.25,18.84,41.0,2.49,8.81,36.35,5.75,90.16,19.5,1673 -> 868 -> 2389,,,,,,,,,,,0.23,19.5,2026-06-22,4.45,0,3,6,20,12,10,3,3,57,B,99
377300.KS,377300,카카오페이,57148,42250.0,53618.25,-21.20220260825372,93800.0,-54.957356076759055,35.492957746450884,daily_close,1663.16,1385.54,27.82,52.0,3.08,2.4,173.7,25.08,,,19 -> 335,,,,,,,,,,,0.03,,2026-06-22,4.45,0,0,0,20,0,10,5,3,38,D,100
