yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,analyst_buy_ratio,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,peg,dividend_year,dividend_report_code,dividend_history_years,dividend_history_source,cagr,dart_source,dart_year,dart_fs_div,dart_report_code,sector,industry,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
078600.KQ,078600,대주전자재료,13746,우량기업부,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",KOSDAQ,주권,KRX,87900.0,95943.0,-8.383102467089834,182800.0,-51.91466083150985,29.50617283950108,nxt_web_latest,NXT 체결가,2026-07-02 21:29 KST,,,-43.95,667.76,16.15,146.78,5.7,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,109.49,-128.37,870.95,4023.25,-3152.3,0.11,6.7,100.0,15.14,OpenDART,0.0,4.0,False,,,,,,,,,,2025.0,11011.0,4.0,OpenDART,444.67,,,,,전자부품 제조업,전자부품 제조업,49.52,5.95,5.05,7,196.41,-4.2,2026-07-02,4.25,0,0,6,0,15,0,3,3,27,D,67
039200.KQ,039200,오스코텍,13390,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,34750.0,47740.0,-27.20988688730624,62000.0,-43.95161290322581,40.14423076920375,nxt_web_latest,NXT 체결가,2026-07-02 21:29 KST,,,5847.83,547.23,12.88,25.31,7.86,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,,,,,,0.0,,,,,,OpenDART,2025.0,CFS,11011.0,의약품 제조업,의약품 제조업,108.15,6.76,1.96,7,-76.6,16.27,2026-07-02,4.25,0,0,20,0,0,10,5,5,40,C,68
347700.KQ,347700,스피어,12575,기술성장기업부,우주항공산업 관련 부품 등 판매 / 디지털헬스 소프트웨어 개발 및 공급,KOSDAQ,주권,KRX,24400.0,26078.05,-6.434721921309297,53100.0,-54.048964218455744,33.31524688007416,daily_close,NXT 미확인,2026-07-02 21:37 KST,,,-98.98,1590.82,8.69,31.91,13.02,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,-146.67,-147.13,41.67,317.23,-275.56,,,,,,,,,,,,,,,,,,,,,,,OpenDART,2025.0,CFS,11011.0,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,19.45,5.4,-10.03,4,64.06,141.11,2026-07-02,4.25,0,0,0,0,0,0,3,3,6,D,69
127120.KQ,127120,제이에스링크,12559,벤처기업부,"유전체분석(EGIS), 개인유전체분석(DNAGPS)",KOSDAQ,주권,KRX,36150.0,28798.4,25.52780710039446,48900.0,-26.07361963190184,58.37696335074255,daily_close,NXT 미확인,2026-07-02 21:37 KST,,,,,2.19,,14.03,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,-93.87,-534.7,404.31,544.44,-140.13,,,,,,,,,,,,,,,,,,,,,,,OpenDART,2025.0,CFS,11011.0,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,229.93,35.64,-25.01,9,,-60.63,2026-07-02,4.25,0,0,0,0,0,0,3,5,8,D,70
195940.KQ,195940,HK이노엔,11671,우량기업부,"전문의약품, 숙취해소음료",KOSDAQ,주권,KRX,41250.0,49060.5,-15.920139419696088,57600.0,-28.385416666666668,48.64864864861184,nxt_web_latest,NXT 체결가,2026-07-02 21:29 KST,,,22.91,20.56,14.19,13.0,0.88,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,0.99,15.3,410.0,116.15,OpenDART,6.39,5.0,False,,,,,,,,,0.57,2025.0,11011.0,5.0,OpenDART,26.83,,,,,의약품 제조업,의약품 제조업,108.15,6.76,1.96,7,-87.98,-86.98,2026-07-02,4.25,8,8,6,20,15,8,5,5,75,A,71
323280.KQ,323280,태성,11573,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,37800.0,50674.25,-25.40590141935993,89700.0,-57.859531772575245,30.27638190953708,nxt_web_latest,NXT 체결가,2026-07-02 21:29 KST,,,,103.42,5.15,,10.14,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,,,OpenDART,2025.0,CFS,11011.0,특수 목적용 기계 제조업,특수 목적용 기계 제조업,95.83,12.36,9.11,20,,-17.96,2026-07-02,4.25,0,0,0,0,0,0,3,3,6,D,72
475830.KQ,475830,오름테라퓨틱,11533,기술성장기업부,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,KOSDAQ,주권,KRX,52700.0,79430.75,-33.65289890879792,143700.0,-63.32637439109256,36.97183098590638,nxt_web_latest,NXT 체결가,2026-07-02 21:29 KST,,,,,7.93,,11.04,-33.22,29.37,,,,-,0.24,-518.0,-420.0,-215662.5,-174870.83,-359.89,,40.65,384.37,-343.72,,,,,,,,,,,,,,,,,,,,,,,OpenDART,2025.0,CFS,11011.0,기초 의약물질 제조업,기초 의약물질 제조업,97.08,22.77,-33.24,8,,-51.52,2026-07-02,4.25,0,0,0,0,0,0,5,1,6,D,73
003380.KQ,003380,하림지주,11189,우량기업부,지주사업,KOSDAQ,주권,KRX,9990.0,11238.75,-11.11111111111111,19610.0,-49.0566037735849,45.49356223162298,daily_close,NXT 미확인,2026-07-02 21:37 KST,,,772.77,17.26,9.2,4.36,0.29,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,132149.0,8874.0,5138.0,6.72,3.89,11410.68,6803.36,14593.4,107306.95,-92713.55,1.2,,120.0,,OpenDART,0.0,3.0,False,,,,,,,,,0.01,2025.0,11011.0,3.0,OpenDART,148.93,OpenDART,2025.0,CFS,11011.0,기타 금융업,기타 금융업,78.03,2.9,2.46,3,-94.41,-90.0,2026-07-02,4.25,15,10,6,20,15,10,5,3,84,A,74
437730.KQ,437730,삼현,11129,기술성장기업부,"스마트 액추에이터, 스마트 파워유닛",KOSDAQ,주권,KRX,34500.0,45391.45,-23.99449676095388,73200.0,-52.86885245901639,22.647058823520084,nxt_web_latest,NXT 체결가,2026-07-02 21:29 KST,,,19.27,100.86,2.21,213.82,9.06,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,0.95,-529.71,208.0,703.51,-495.51,,16.24,,15.73,OpenDART,,1.0,False,,,,,,,,,11.1,2025.0,11011.0,1.0,OpenDART,-5.72,OpenDART,2025.0,CFS,11011.0,자동차 신품 부품 제조업,자동차 신품 부품 제조업,213.82,9.06,8.46,1,,,2026-07-02,4.25,0,0,6,0,0,8,1,3,18,D,75
166090.KQ,166090,하나머티리얼즈,11115,우량기업부,"실리콘부품, 세라믹부품, 특수가스",KOSDAQ,주권,KRX,56000.0,54744.75,2.2929139323862104,81100.0,-30.949445129469787,32.1353065539017,nxt_web_latest,NXT 체결가,2026-07-02 21:29 KST,,,20.8,21.83,22.54,26.57,2.66,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,685.43,482.22,394.97,2219.26,-1824.29,0.54,15.1,300.0,57.87,OpenDART,-15.91,5.0,True,,,,,,,,,1.28,2025.0,11011.0,5.0,OpenDART,5.86,,,,,반도체 제조업,반도체 제조업,26.33,29.39,-19.3,5,0.91,-90.95,2026-07-02,4.25,0,3,6,10,4,8,3,5,39,D,76
031330.KQ,031330,에스에이엠티,10619,우량기업부,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업",KOSDAQ,주권,KRX,10620.0,6323.7,67.93965558138432,18860.0,-43.69034994697773,27.582644628059285,daily_close,NXT 미확인,2026-07-02 21:37 KST,,,39.34,6.2,9.39,3.9,1.61,16.55,183.14,30.01,68.99,51.79,329 -> 544 -> 758,37566.0,1139.0,758.0,3.03,2.02,-1202.55,-1206.28,983.32,8901.87,-7918.55,2.17,29.6,230.0,224.35,OpenDART,3.56,5.0,True,,,,,,,,,0.1,2025.0,11011.0,5.0,OpenDART,51.79,,,,,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,21.95,4.03,13.58,2,,,2026-07-02,4.25,15,6,16,20,15,10,3,5,90,S,77
101490.KQ,101490,에스앤에스텍,10390,우량기업부,블랭크마스크,KOSDAQ,주권,KRX,48350.0,68594.25,-29.51304227395153,105100.0,-53.99619410085633,22.262773722616373,nxt_web_latest,NXT 체결가,2026-07-02 21:29 KST,,,91.27,24.46,14.54,19.58,3.6,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,468.82,-175.92,800.1,887.84,-87.74,0.41,7.2,200.0,41.66,OpenDART,18.92,5.0,False,,,,,,,,,0.21,2025.0,11011.0,5.0,OpenDART,50.19,,,,,전자부품 제조업,전자부품 제조업,49.52,5.95,5.05,7,-60.46,-39.5,2026-07-02,4.25,4,0,20,20,15,10,1,3,73,A,78
085660.KQ,085660,차바이오텍,9901,중견기업부,"세포치료제 개발, 제대혈 보관 등",KOSDAQ,주권,KRX,10600.0,15063.75,-29.632395651813127,23850.0,-55.55555555555556,37.42331288332845,nxt_web_latest,NXT 체결가,2026-07-02 21:29 KST,,,,,8.35,,1.95,-37.19,214.81,21.37,,,-,12683.0,-488.0,-1467.0,-3.85,-11.57,-725.23,-2245.89,2375.58,17383.27,-15007.69,,,,,,,,,,,,,,,,,,,,,,,OpenDART,2025.0,CFS,11011.0,기초 의약물질 제조업,기초 의약물질 제조업,97.08,22.77,-33.24,8,,-91.44,2026-07-02,4.25,0,3,0,0,0,0,5,3,11,D,79
417200.KQ,417200,LS머트리얼즈,9796,중견기업부,울트라커패시터(셀 및 모듈),KOSDAQ,주권,KRX,14480.0,16000.45,-9.502545240915104,31250.0,-53.664,40.6525573191738,daily_close,NXT 미확인,2026-07-02 21:37 KST,,,-92.86,746.84,8.17,,5.81,0.24,33.22,8.09,-101.61,-83.26,214 -> 84 -> 6,1536.0,-1.0,-10.0,-0.07,-0.65,56.41,-180.83,574.27,684.56,-110.29,0.15,,22.0,14.88,OpenDART,0.0,2.0,False,,,,,,,,,,2025.0,11011.0,2.0,OpenDART,-83.26,OpenDART,2025.0,CFS,11011.0,전자부품 제조업,전자부품 제조업,49.52,5.95,5.05,7,,-2.35,2026-07-02,4.25,0,0,0,0,0,0,5,3,8,D,80
232140.KQ,232140,와이씨,9476,우량기업부,메모리 웨이퍼 테스터,KOSDAQ,주권,KRX,11550.0,16436.6,-29.72999282089969,23700.0,-51.26582278481012,21.49292149288277,daily_close,NXT 미확인,2026-07-02 21:37 KST,,,75.37,55.92,8.18,32.0,2.9,5.56,27.51,29.07,60.38,19.34,165 -> 134 -> 235,2726.0,170.0,290.0,6.24,10.64,411.93,245.48,982.3,1309.93,-327.63,,,,,,,,,,,,,,,,,0.42,,,,,19.34,OpenDART,2025.0,CFS,11011.0,특수 목적용 기계 제조업,특수 목적용 기계 제조업,95.83,12.36,9.11,20,-66.61,-76.54,2026-07-02,4.25,0,3,6,20,12,10,1,3,55,B,81
100790.KQ,100790,미래에셋벤처투자,9322,우량기업부,중소기업 창업투자 관련 고유계정/투자조합 관련 수익,KOSDAQ,주권,KRX,17550.0,22542.15,-22.14584678036479,67400.0,-73.96142433234422,7.954095765725697,daily_close,NXT 미확인,2026-07-02 21:37 KST,,,263.75,20.88,7.28,23.97,2.68,8.47,190.79,2.52,123.57,12.85,457 -> 160 -> 582,2398.0,351.0,309.0,14.64,12.89,488.15,486.97,724.58,7218.06,-6493.48,,,,,,2.41,2.0,False,,,,,,,,,0.09,,,2.0,OpenDART,12.85,OpenDART,2025.0,CFS,11011.0,기타 금융업,기타 금융업,78.03,2.9,2.46,3,-69.28,-7.59,2026-07-02,4.25,4,3,6,20,8,10,1,1,53,C,82
086450.KQ,086450,동국제약,9249,우량기업부,"인사돌, 복합마데카솔, 파미레이",KOSDAQ,주권,KRX,20250.0,19661.75,2.9918496573295865,29900.0,-32.2742474916388,57.14285714276716,nxt_web_latest,NXT 체결가,2026-07-02 21:29 KST,,,7.91,13.15,16.15,12.23,1.34,10.42,39.17,14.12,20.15,18.31,1043 -> 1353 -> 1460,9269.0,966.0,739.0,10.42,7.97,687.6,227.63,561.79,2991.58,-2429.79,0.99,13.67,200.0,90.22,OpenDART,2.67,5.0,False,,,,,,,,,1.55,2025.0,11011.0,5.0,OpenDART,18.31,,,,,의약품 제조업,의약품 제조업,108.15,6.76,1.96,7,-88.69,-80.18,2026-07-02,4.25,8,6,12,5,12,5,3,5,56,B,83
204270.KQ,204270,제이앤티씨,9134,중견기업부,"강화유리, 커넥터",KOSDAQ,주권,KRX,15790.0,20679.15,-23.642896347287007,31250.0,-49.472,48.37040869111861,daily_close,NXT 미확인,2026-07-02 21:37 KST,,,,39.18,2.76,,4.21,-31.32,121.3,-32.03,,,-,1857.0,-780.0,-916.0,-42.0,-49.33,-23.26,-375.38,363.68,3004.65,-2640.97,,,,,,,,,,,,,,,,,,,,,,,OpenDART,2025.0,CFS,11011.0,전자부품 제조업,전자부품 제조업,49.52,5.95,5.05,7,,-29.24,2026-07-02,4.25,0,0,0,0,0,0,5,3,8,D,84
099320.KQ,099320,쎄트렉아이,9100,우량기업부,"인공위성시스템, 위성지상국, 위성부분품 개발 및 제조",KOSDAQ,주권,KRX,83100.0,117228.75,-29.11295224081124,214000.0,-61.16822429906542,28.447204968939147,nxt_web_latest,NXT 체결가,2026-07-02 21:29 KST,,,93.35,37.02,11.94,60.0,4.13,6.31,73.42,20.78,,-45.98,4784 -> 722 -> 1396,2069.0,102.0,141.0,4.93,6.81,-740.17,-991.2,759.46,1739.99,-980.53,0.12,,100.0,10.95,OpenDART,-10.61,4.0,True,,,,,,,,,0.64,2025.0,11011.0,4.0,OpenDART,-45.98,OpenDART,2025.0,CFS,11011.0,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",60.0,4.13,6.31,1,,,2026-07-02,4.25,0,0,6,20,0,10,3,1,40,C,85
038500.KQ,038500,삼표시멘트,9064,우량기업부,시멘트 제품,KOSDAQ,주권,KRX,8400.0,9124.5,-7.940161104718067,20200.0,-58.415841584158414,21.38939670926884,daily_close,NXT 미확인,2026-07-02 21:37 KST,,,-38.34,9.33,3.8,20.04,1.27,5.29,84.0,-14.4,-26.28,9.89,313 -> 613 -> 378,6769.0,766.0,408.0,11.32,6.03,938.53,485.75,822.95,6604.66,-5781.71,1.44,31.84,121.0,129.9,OpenDART,12.7,5.0,False,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,9.89,,,,,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,24.52,3.68,9.4,2,,,2026-07-02,4.25,4,6,6,0,8,0,1,3,28,D,86
241710.KQ,241710,코스메카코리아,9003,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,84000.0,74654.5,12.518334460749184,103000.0,-18.446601941747574,67.41573033705744,nxt_web_latest,NXT 체결가,2026-07-02 21:29 KST,,,6.16,15.61,22.76,12.0,3.39,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,,,,,,,,,1.95,2025.0,11011.0,0.0,OpenDART,42.68,OpenDART,2025.0,CFS,11011.0,기타 화학제품 제조업,기타 화학제품 제조업,35.49,4.18,10.92,3,-66.19,-18.9,2026-07-02,4.25,12,0,16,5,15,5,1,5,59,B,87
033100.KQ,033100,제룡전기,8914,우량기업부,"송배전용금구류,변압기",KOSDAQ,주권,KRX,54500.0,46027.25,18.408116930731254,97800.0,-44.27402862985685,55.225988700543134,nxt_web_latest,NXT 체결가,2026-07-02 21:29 KST,,,-26.55,8.18,3.88,16.88,3.82,26.93,11.52,-14.73,-31.49,2.04,3510 -> 4976 -> 3655,2240.0,670.0,587.0,29.91,26.21,671.7,647.65,506.01,275.68,230.33,2.02,,1100.0,176.68,OpenDART,116.57,5.0,False,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,2.04,OpenDART,2025.0,OFS,11011.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",89.88,7.86,10.39,3,-81.22,-51.4,2026-07-02,4.25,8,0,20,0,0,0,3,5,36,D,88
083450.KQ,083450,GST,8910,우량기업부,"GasScrubber,Chiller",KOSDAQ,주권,KRX,48450.0,33998.5,42.506287042075385,66500.0,-27.142857142857142,27.60487144789211,nxt_web_latest,NXT 체결가,2026-07-02 21:29 KST,,,0.82,8.6,22.55,18.21,3.15,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,3472.0,592.0,456.0,17.05,13.13,415.92,286.86,718.89,816.55,-97.66,1.34,25.68,650.0,116.27,OpenDART,21.32,5.0,True,,,,,,,,,22.21,2025.0,11011.0,5.0,OpenDART,13.24,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,95.83,12.36,9.11,20,-81.0,-74.51,2026-07-02,4.25,4,0,16,0,8,2,3,5,38,D,89
281740.KQ,281740,레이크머티리얼즈,8847,우량기업부,"LED, 반도체 소재 및 석유화학촉매",KOSDAQ,주권,KRX,13460.0,17504.8,-23.10680499063114,27550.0,-51.14337568058076,32.44495944374806,daily_close,NXT 미확인,2026-07-02 21:37 KST,,,-63.09,69.3,10.14,76.47,6.76,5.8,161.94,1.8,-40.09,-43.54,367 -> 317 -> 117,1412.0,133.0,78.0,9.42,5.52,154.78,18.13,206.47,2199.93,-1993.46,0.22,25.6,30.0,19.72,OpenDART,-40.0,2.0,True,,,,,,,,,,2025.0,11011.0,2.0,OpenDART,-43.54,,,,,기타 화학제품 제조업,기타 화학제품 제조업,35.49,4.18,10.92,3,115.47,61.72,2026-07-02,4.25,0,0,6,0,0,0,3,3,12,D,90
090710.KQ,090710,휴림로봇,8763,중견기업부,제조업용로봇및서비스로봇,KOSDAQ,주권,KRX,7330.0,9339.325,-21.514670492781875,21500.0,-65.90697674418604,15.5172413792763,daily_close,NXT 미확인,2026-07-02 21:37 KST,,,,,6.85,,7.77,-13.42,36.13,26.45,,,-,1683.0,-173.0,-301.0,-10.28,-17.88,-230.17,-245.91,160.03,734.47,-574.44,,,,,,,,,,,,,,,,,,,,,,,OpenDART,2025.0,CFS,11011.0,특수 목적용 기계 제조업,특수 목적용 기계 제조업,95.83,12.36,9.11,20,,-37.14,2026-07-02,4.25,0,0,0,0,0,0,1,1,2,D,91
491000.KQ,491000,리브스메드,8451,기술성장기업부,"다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark",KOSDAQ,주권,KRX,33800.0,58738.75,-42.4570662467281,91300.0,-62.97918948521358,38.7724550898041,daily_close,NXT 미확인,2026-07-02 21:37 KST,,,,,6.72,,5.26,-20.75,11.65,88.93,,,-,512.0,-226.0,-229.0,-44.14,-44.73,-347.4,-424.63,114.02,210.64,-96.62,,,,,,,,,,,,,,,,,,,,,,,OpenDART,2025.0,CFS,11011.0,의료용 기기 제조업,의료용 기기 제조업,22.0,13.09,19.41,3,,-59.82,2026-07-02,4.25,0,0,0,0,0,0,5,1,6,D,92
065350.KQ,065350,신성델타테크,8451,우량기업부,"세탁기, 자동차, 에어컨 및 LCD 부품",KOSDAQ,주권,KRX,30100.0,56836.25,-47.040841012558005,121700.0,-75.2670501232539,30.811808118065272,nxt_web_latest,NXT 체결가,2026-07-02 21:29 KST,,,73.25,81.02,4.45,36.96,3.32,9.51,161.32,7.19,4.53,,456 -> 790,9454.0,277.0,242.0,2.93,2.56,143.76,-801.57,706.02,5756.98,-5050.96,0.4,13.6,120.0,32.98,OpenDART,0.0,5.0,False,,,,,,,,,0.5,2025.0,11011.0,5.0,OpenDART,,OpenDART,2025.0,CFS,11011.0,가정용 기기 제조업,가정용 기기 제조업,36.96,3.32,9.51,1,,,2026-07-02,4.25,0,0,6,20,0,10,3,1,40,C,93
036540.KQ,036540,SFA반도체,8436,중견기업부,"반도체패키지(SOP,DIP,QFP)",KOSDAQ,주권,KRX,5130.0,5938.475,-13.614185460071829,11010.0,-53.40599455040872,21.899736147676364,daily_close,NXT 미확인,2026-07-02 21:37 KST,,,,23.78,8.79,,2.0,-3.93,16.21,-8.26,,,-,3674.0,-196.0,-191.0,-5.33,-5.2,54.56,-166.04,226.3,766.27,-539.97,,,,,,,,,,,,,,,,,,,,,,,OpenDART,2025.0,CFS,11011.0,반도체 제조업,반도체 제조업,26.33,29.39,-19.3,5,,-93.19,2026-07-02,4.25,0,3,0,0,0,0,1,3,7,D,94
293490.KQ,293490,카카오게임즈,8386,중견기업부,"모바일, PC게임 퍼블리싱",KOSDAQ,주권,KRX,7820.0,13819.55,-43.41349754514437,23500.0,-66.72340425531915,40.87947882726835,daily_close,NXT 미확인,2026-07-02 21:37 KST,,,,,5.12,,0.61,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,,,,,,,,,,,,,,,,,,,,,,,OpenDART,2025.0,CFS,11011.0,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,19.45,5.4,-10.03,4,,-88.7,2026-07-02,4.25,0,10,0,0,0,0,5,1,16,D,95
074600.KQ,074600,원익QnC,8333,우량기업부,반도체용 석영유리,KOSDAQ,주권,KRX,32200.0,28290.85,13.817718449604738,42150.0,-23.606168446026096,30.75506445670605,nxt_web_latest,NXT 체결가,2026-07-02 21:29 KST,,,-55.74,18.02,11.57,41.45,1.9,4.73,170.93,5.84,-34.22,-23.19,1451 -> 1934 -> 856,9436.0,596.0,10.0,6.32,0.11,848.49,-44.64,605.54,9752.88,-9147.34,0.4,15.2,130.0,34.17,OpenDART,-4.66,4.0,True,,,,,,,,,,2025.0,11011.0,4.0,OpenDART,-23.19,,,,,유리 및 유리제품 제조업,유리 및 유리제품 제조업,41.45,1.9,4.73,1,,,2026-07-02,4.25,0,3,0,0,0,0,3,5,11,D,96
328130.KQ,328130,루닛,8272,기술성장기업부,Lunit INSIGHT,KOSDAQ,주권,KRX,10940.0,18097.34,-39.54912710928789,39280.0,-72.14867617107943,28.351126927592304,nxt_web_latest,NXT 체결가,2026-07-02 21:29 KST,,,,,12.06,,5.58,-31.57,169.16,53.32,,,-,831.0,-831.0,-474.0,-100.0,-57.04,-551.75,-648.09,141.11,2324.79,-2183.68,,,,,,,,,,,,,,,,,,,,,,,OpenDART,2025.0,CFS,11011.0,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,19.45,5.4,-10.03,4,,3.33,2026-07-02,4.25,0,0,0,0,0,0,3,1,4,D,97
137400.KQ,137400,피엔티,8244,우량기업부,2차전지 및 전자소재용 Roll-to-Roll 장비,KOSDAQ,주권,KRX,34450.0,44374.0,-22.364447649524497,66000.0,-47.80303030303031,35.876288659773095,nxt_web_latest,NXT 체결가,2026-07-02 21:29 KST,,,-47.64,12.61,6.91,10.93,1.27,11.37,146.08,-28.03,-41.71,1.45,2808 -> 5519 -> 2890,7449.0,956.0,695.0,12.83,9.33,44.47,-1232.72,486.15,10199.3,-9713.15,0.58,6.8,200.0,50.57,OpenDART,10.06,4.0,True,,,,,,,,,,2025.0,11011.0,4.0,OpenDART,1.45,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,95.83,12.36,9.11,20,-88.59,-89.72,2026-07-02,4.25,12,6,12,0,0,0,5,3,38,D,98
397030.KQ,397030,에이프릴바이오,8206,기술성장기업부,항체의약품 및 재조합 단백질 의약품,KOSDAQ,주권,KRX,34800.0,48280.25,-27.920837195333498,73300.0,-52.52387448840382,40.98591549294158,nxt_web_latest,NXT 체결가,2026-07-02 21:29 KST,,,,17.75,9.71,-122.0,9.22,-10.39,0.83,-92.0,-143.2,,-,22.0,-73.0,-97.0,-331.82,-440.91,-33.42,-33.84,70.73,8.04,62.69,,,,,,,,,,,,,,,,,,,,,,,OpenDART,2025.0,OFS,11011.0,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,229.93,35.64,-25.01,9,,-74.13,2026-07-02,4.25,0,0,0,0,0,0,5,3,8,D,99
122870.KQ,122870,와이지엔터테인먼트,8196,우량기업부,"음악 및 기타 오디오물 출판, 신인 아티스트 육성 및 매니지먼트",KOSDAQ,주권,KRX,44100.0,66366.0,-33.550311906699214,107400.0,-58.93854748603352,46.019417475703136,nxt_web_latest,NXT 체결가,2026-07-02 21:29 KST,,,99.19,32.29,12.22,14.0,1.59,7.41,28.88,49.47,,-22.48,3285 -> 991 -> 1974,5454.0,713.0,537.0,13.07,9.85,909.09,822.28,1682.2,1879.34,-197.14,0.68,15.08,300.0,55.64,OpenDART,4.66,5.0,True,,,,,,,,,0.14,2025.0,11011.0,5.0,OpenDART,-22.48,OpenDART,2025.0,CFS,11011.0,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,13.33,2.03,26.09,3,5.03,-21.67,2026-07-02,4.25,8,6,6,20,0,10,5,3,58,B,100
