yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
196170.KQ,196170,알테오젠,173789,우량기업부,,KOSDAQ,주권,KRX,249500.0,279950.0,270475.93333333335,272924.7916666667,292859.175,-14.805469215707511,430123.0,-41.99333678970899,17.763157894733567,-18.33,-5.6,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,124.86,217.49,14.4,69.0,37.73,39.42,53.76,109.82,320.87,,901 -> 2026,2158.59,1069.0,1451.73,49.52,67.25,1241.27,907.09,663.81,2443.0,-1779.19,0.15,14.1,371.0,200.03,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,485000.0,,,94.39,,,Naver/FnGuide,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,9,1,7,7,0.55,,11.28,-31.49,,234.49,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-22,4.25,0,0,20,20,0,10,1,5,56,B,1
086520.KQ,086520,에코프로,108756,중견기업부,,KOSDAQ,주권,KRX,80200.0,84345.0,84463.33333333333,110485.0,118272.0,-32.19020562770562,185000.0,-56.648648648648646,46.05263157891909,-5.87,-15.93,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,,336.78,19.17,79.63,4.98,-8.39,117.92,9.11,,,-,34130.22,2137.64,-1055.4,6.26,-3.09,3390.76,-4729.89,11867.67,52913.98,-41046.31,0.19,-13.56,150.0,203.1,OpenDART,-29.61,2.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-23,2025.0,CFS,11011,OpenDART,2025.0,11011,3,2,2,2,,,,,,,,기타 금융업,기타 금융업,2026-09-22,4.25,0,0,0,0,0,0,5,3,8,D,2
247540.KQ,247540,에코프로비엠,102037,중견기업부,,KOSDAQ,주권,KRX,104600.0,109129.65,110697.6,151556.63333333333,162958.44,-35.81185485084418,242127.0,-56.79953082473248,47.99999999998418,-5.54,-20.51,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,,358.44,14.64,746.0,5.78,2.29,142.16,-8.5,,,-,25315.76,1433.1,915.88,5.66,3.62,2147.07,-2234.95,5185.48,28660.15,-23474.67,0.1,24.85,100.0,97.82,OpenDART,-67.03,1.0,True,3.0,OpenDART,,3.79,,,172386.0,,,64.8,,,Naver/FnGuide,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-09-22,4.25,0,0,0,0,0,0,5,3,8,D,3
036930.KQ,036930,주성엔지니어링,94589,우량기업부,,KOSDAQ,주권,KRX,203500.0,191985.0,175148.33333333334,162528.33333333334,115054.75,76.87231513692394,250500.0,-18.7624750499002,64.75247524751578,13.81,22.89,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,-66.22,32.8,8.8,887.5,14.45,6.17,50.37,-24.11,-67.8,3.49,705 -> 2235 -> 755,3106.93,312.58,356.93,10.06,11.49,-306.78,,1643.84,2974.36,-1330.52,0.03,6.79,53.0,24.22,OpenDART,-41.52,2.0,True,3.0,OpenDART,,3.5,,,205000.0,,,0.74,,,Naver/FnGuide,,KRW,2026-09-23,2025.0,CFS,11011,OpenDART,2025.0,11011,19,17,18,18,,30.0,5.54,8.98,2858.33,160.83,3.49,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-22,4.25,0,0,6,0,4,0,3,5,18,D,4
277810.KQ,277810,레인보우로보틱스,84971,기술성장기업부,,KOSDAQ,주권,KRX,442000.0,442950.0,451966.6666666667,550950.0,569270.0,-22.35670244348025,880000.0,-49.77272727272727,51.9298245613984,-2.75,-7.92,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,-33.64,3949.62,5.48,,65.63,1.07,7.08,76.68,,,110 -> 73,341.23,-24.8,14.22,-7.27,4.17,-92.86,-274.67,101.1,94.75,6.35,,,,,,,,,,,,4.0,,,650000.0,,,47.06,,,Naver/FnGuide,,KRW,2026-09-22,2025.0,CFS,11011.0,OpenDART,,,19,18,18,18,,31.0,5.54,8.98,,1084.66,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-22,4.25,0,0,0,0,0,0,5,3,8,D,5
240810.KQ,240810,원익IPS,63956,우량기업부,,KOSDAQ,주권,KRX,130500.0,115330.0,114343.33333333333,120853.33333333333,110047.5,18.58515640973216,183300.0,-28.805237315875615,68.637992831524,16.21,-20.33,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,304.73,46.26,16.2,25.0,5.05,9.05,20.06,21.6,596.23,,423 -> 1712,9097.96,738.14,840.29,8.11,9.24,1566.07,1245.35,1072.74,1946.21,-873.47,0.15,11.6,200.0,97.31,OpenDART,-12.64,2.0,True,4.0,OpenDART,,3.86,,,154714.0,,,18.55,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,0.08,32.0,5.79,8.16,-21.88,-12.78,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-22,4.25,4,0,6,20,0,10,1,5,46,C,6
039030.KQ,039030,이오테크닉스,58333,우량기업부,,KOSDAQ,주권,KRX,476500.0,438425.0,384108.3333333333,429729.1666666667,394290.0,20.85013568693094,612000.0,-22.14052287581699,65.81740976645042,18.68,-1.75,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,33.53,50.01,27.8,45.87,6.65,8.9,13.06,18.7,158.97,24.98,2973 -> 3478 -> 4644,3808.91,807.53,575.65,21.2,15.11,1002.88,962.08,2363.05,898.52,1464.53,,,,,,-25.46,0.0,True,3.0,OpenDART,,4.0,,,532500.0,,,11.75,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,,,19,17,18,18,1.37,30.0,5.54,8.24,52.9,20.04,24.98,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-22,4.25,0,0,6,10,12,10,1,5,44,C,7
058470.KQ,058470,리노공업,57158,우량기업부,,KOSDAQ,주권,KRX,75500.0,67450.0,69255.0,87046.66666666667,86089.5,-12.300570917475417,127000.0,-40.55118110236221,74.02597402592916,12.02,-10.44,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,34.19,27.95,31.56,25.0,6.28,22.45,8.3,33.9,42.51,17.07,1455 -> 1486 -> 1994,3725.34,1769.97,1519.61,47.51,40.79,1794.69,1192.33,852.03,607.09,244.94,1.06,39.96,800.0,607.16,OpenDART,-35.63,5.0,True,5.0,OpenDART,,4.0,,,103500.0,,,37.09,,,Naver/FnGuide,,KRW,2026-09-19,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,9,5,6,6,0.73,18.0,5.11,12.3,38.89,22.9,17.07,전자부품 제조업,전자부품 제조업,2026-09-22,4.25,4,0,20,16,12,10,1,5,68,B,8
222800.KQ,222800,심텍,56995,중견기업부,,KOSDAQ,주권,KRX,148900.0,126475.0,113491.66666666667,106049.58333333333,84789.5,75.61136697350499,157300.0,-5.340114431023522,68.7776141384247,27.37,19.31,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,,,10.84,24.0,7.24,-32.1,181.13,14.55,,,-,14105.6,118.69,-1645.8,0.84,-11.67,-1986.12,-2550.05,539.84,10439.64,-9899.8,0.07,,100.0,37.33,OpenDART,-41.52,5.0,True,5.0,OpenDART,,4.0,,,176250.0,,,18.37,,,Naver/FnGuide,,KRW,2026-09-22,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,9,5,6,6,,18.0,5.11,18.61,33.33,41.68,,전자부품 제조업,전자부품 제조업,2026-09-22,4.25,4,0,0,0,0,0,1,0,5,D,9
403870.KQ,403870,HPSP,44688,우량기업부,,KOSDAQ,주권,KRX,54100.0,52445.0,44686.666666666664,48082.083333333336,44303.0,22.11362661670767,83500.0,-35.20958083832335,60.57142857138012,11.55,2.66,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,-16.35,35.96,33.26,35.0,13.18,24.79,19.95,-4.63,-4.26,-6.21,989 -> 1040 -> 870,1729.65,899.02,726.62,51.98,42.01,1002.05,977.76,939.41,614.76,324.65,0.92,55.66,500.0,404.37,OpenDART,49.38,4.0,True,4.0,OpenDART,,4.0,,,67800.0,,,25.32,,,Naver/FnGuide,,KRW,2026-09-15,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,,30.0,5.54,8.16,16.67,137.91,-6.21,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-22,4.25,0,0,20,0,0,0,3,5,28,D,10
095340.KQ,095340,ISC,44089,우량기업부,,KOSDAQ,주권,KRX,207500.0,181780.0,159133.33333333334,190795.0,174142.0,19.155631610984138,271000.0,-23.43173431734317,74.73262032084162,25.53,12.77,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,2.68,60.46,29.73,44.0,6.76,10.6,15.85,26.19,34.15,91.78,720 -> 2579 -> 2648,2201.95,600.54,563.43,27.27,25.59,417.12,353.78,798.71,851.6,-52.89,0.41,31.0,850.0,173.95,OpenDART,12.31,5.0,True,5.0,OpenDART,,4.0,,,220429.0,,,6.23,,,Naver/FnGuide,,KRW,2026-09-23,2025.0,CFS,11011,OpenDART,2025.0,11011,1,0,0,0,16.42,,,,,,91.78,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-09-22,4.25,0,0,12,0,15,2,1,5,35,D,11
108490.KQ,108490,로보티즈,44001,기술성장기업부,,KOSDAQ,주권,KRX,302500.0,289450.0,246476.66666666666,270825.8333333333,270205.5,11.951829255881172,405000.0,-25.308641975308642,66.66666666666106,18.63,30.39,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,,691.83,4.66,972.0,10.11,2.49,1.79,29.67,,,-,389.43,33.46,53.03,8.59,13.62,70.75,46.35,310.38,56.29,254.09,,,,,,,,,,,,4.0,,,392286.0,,,29.68,,,Naver/FnGuide,,KRW,2026-09-19,2025.0,CFS,11011.0,OpenDART,,,19,17,18,18,,30.0,5.54,8.98,3140.0,82.49,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-22,4.25,0,0,0,0,0,0,1,5,6,D,12
028300.KQ,028300,HLB,41358,중견기업부,,KOSDAQ,주권,KRX,31150.0,32805.0,36560.833333333336,45337.5,47810.0,-34.84626647144949,92500.0,-66.32432432432432,41.33858267711978,-18.67,-34.7,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,,,18.48,,13.03,-44.32,88.14,23.64,,,-,841.73,-1042.17,-2354.15,-123.81,-279.68,-925.88,-1101.21,409.83,4357.64,-3947.81,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,,,3,2,2,2,,,,,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-09-22,4.25,0,0,0,0,0,0,5,1,6,D,13
000250.KQ,000250,삼천당제약,38141,중견기업부,,KOSDAQ,주권,KRX,161800.0,162810.0,174703.33333333334,285147.5,364001.0,-55.54957266600916,1184000.0,-86.33445945945945,53.482587064657984,-4.6,-23.14,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,,1036.5,4.7,215.04,12.62,1.94,54.36,9.91,226.92,,-,2318.05,84.67,120.3,3.65,5.19,97.93,-497.95,959.44,1976.38,-1016.94,0.03,22.1,50.0,11.63,OpenDART,-75.0,2.0,True,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-23,2025.0,CFS,11011,OpenDART,2025.0,11011,7,5,6,6,,14.62,3.49,9.66,1370.86,261.6,,의약품 제조업,의약품 제조업,2026-09-22,4.25,0,0,0,0,0,0,5,1,6,D,14
319660.KQ,319660,피에스케이,37917,우량기업부,,KOSDAQ,주권,KRX,131900.0,127120.0,142886.66666666666,127385.0,96875.5,36.15413597865301,211500.0,-37.63593380614657,55.886736214593405,1.54,-29.91,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,-0.73,10.42,23.42,23.0,6.04,15.54,19.84,14.85,5.48,22.31,1813 -> 2732 -> 2712,4572.13,884.94,785.46,19.36,17.18,617.31,431.97,1194.22,1069.62,124.6,0.52,25.1,680.0,196.97,OpenDART,19.35,5.0,True,5.0,OpenDART,,3.83,,,190000.0,,,44.05,,,Naver/FnGuide,,KRW,2026-09-23,2025.0,CFS,11011,OpenDART,2025.0,11011,19,17,18,18,,32.0,5.54,8.16,-28.12,9.03,22.31,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-22,4.25,4,0,16,0,12,0,3,5,40,C,15
440110.KQ,440110,파두,36230,기술성장기업부,,KOSDAQ,주권,KRX,72300.0,65875.0,67140.0,76790.83333333333,60948.5,18.62474055965282,128300.0,-43.6477007014809,57.98319327729728,12.44,-12.89,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,,,27.78,,54.82,-131.08,518.5,112.41,,,-,924.19,-654.7,-762.18,-70.84,-82.47,-37.04,-78.42,408.04,1026.33,-618.29,,,,,,,,,,,,4.0,,,115000.0,,,59.06,,,Naver/FnGuide,,KRW,2026-09-23,2025.0,CFS,11011,OpenDART,,,5,3,4,4,,11.02,3.06,9.64,,1691.5,,반도체 제조업,반도체 제조업,2026-09-22,4.25,0,0,0,0,0,0,3,5,8,D,16
084370.KQ,084370,유진테크,34236,우량기업부,,KOSDAQ,주권,KRX,150200.0,136730.0,135735.0,138260.0,122919.0,22.194290549060764,206500.0,-27.263922518159806,62.40713224367201,8.68,-12.98,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,-32.89,30.03,37.62,27.46,5.53,9.81,18.16,3.61,-15.52,31.84,1066 -> 2761 -> 1853,3503.24,516.72,444.82,14.75,12.7,664.77,452.3,549.25,892.21,-342.96,0.15,12.3,230.0,52.02,OpenDART,-5.2,5.0,True,5.0,OpenDART,,4.0,,,180000.0,,,19.84,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,,32.0,5.79,8.16,-14.19,-4.49,31.84,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-22,4.25,0,0,6,0,15,0,3,5,29,D,17
031980.KQ,031980,피에스케이홀딩스,34111,우량기업부,,KOSDAQ,주권,KRX,158200.0,145910.0,127643.33333333333,123331.66666666667,102228.75,54.75098736901312,170000.0,-6.9411764705882355,67.77996070725985,31.07,16.84,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,-4.32,11.02,6.2,20.0,5.2,19.55,15.5,-3.57,-17.06,46.54,1980 -> 4444 -> 4252,2077.64,734.01,916.85,35.33,44.13,814.17,792.28,1827.79,785.01,1042.78,0.68,25.4,1080.0,232.87,OpenDART,39.25,1.0,False,4.0,OpenDART,,4.0,,,195000.0,,,23.26,,,Naver/FnGuide,,KRW,2026-09-19,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,,32.0,5.79,8.16,-37.5,-10.19,46.54,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-22,4.25,4,0,16,0,15,0,1,0,36,D,18
214450.KQ,214450,파마리서치,33662,우량기업부,,KOSDAQ,주권,KRX,323500.0,372725.0,368050.0,336391.6666666667,355557.5,-9.016122568079705,711000.0,-54.500703234880454,10.344827586205241,-21.95,-0.15,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,65.07,24.5,9.99,20.0,5.93,26.88,44.21,53.18,70.02,37.82,7481 -> 8608 -> 14209,5362.89,2143.96,1682.55,39.98,31.37,1831.62,1473.8,1756.63,3200.1,-1443.47,1.14,25.9,3700.0,427.91,OpenDART,77.64,5.0,False,5.0,OpenDART,,4.0,,,518750.0,,,60.36,,,Naver/FnGuide,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,1,2,2,0.31,,,,,,37.82,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-09-22,4.25,4,0,20,20,15,10,1,3,73,A,19
087010.KQ,087010,펩트론,33110,기술성장기업부,,KOSDAQ,주권,KRX,143800.0,158320.0,157786.66666666666,206968.33333333334,233506.0,-38.416999991434906,386000.0,-62.74611398963731,43.21110009910203,-21.51,-13.89,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,,,3.84,,29.71,-9.41,26.03,75.0,,,-,56.35,-212.57,-138.24,-377.23,-245.32,-205.86,-235.83,43.78,369.71,-325.93,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-22,2025.0,OFS,11011.0,OpenDART,,,6,2,5,5,,,9.95,-4.45,,198.59,,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-22,4.25,0,0,0,0,0,0,5,1,6,D,20
131290.KQ,131290,티에스이,31082,우량기업부,,KOSDAQ,주권,KRX,281000.0,250650.0,238995.0,212895.83333333334,159598.0,76.06736926527901,306500.0,-8.31973898858075,60.21739130434416,12.85,25.73,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,-10.0,1517.12,11.71,17.0,5.2,10.42,30.88,23.21,23.31,1672.52,11 -> 3840 -> 3456,4289.01,491.72,400.44,11.46,9.34,485.7,-22.4,758.17,1434.62,-676.45,0.16,12.4,450.0,49.78,OpenDART,-3.45,2.0,True,4.0,OpenDART,,4.0,,,380000.0,,,35.23,,,Naver/FnGuide,,KRW,2026-09-22,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,1672.52,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-09-22,4.25,8,0,12,0,15,0,3,0,38,D,21
064760.KQ,064760,티씨케이,30463,우량기업부,,KOSDAQ,주권,KRX,273500.0,257100.0,228281.66666666666,251853.33333333334,227211.5,20.372428332192694,348500.0,-21.52080344332855,63.184079601981246,13.25,8.75,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,-2.77,18.81,66.58,25.0,4.89,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,3013.34,838.87,699.03,27.84,23.2,541.11,495.32,362.27,483.14,-45.27,0.52,22.9,1430.0,159.87,OpenDART,-5.6,5.0,True,5.0,OpenDART,,4.0,,,321667.0,,,17.61,,,Naver/FnGuide,,KRW,2026-09-22,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,,,,,,6.91,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-09-22,4.25,4,0,12,0,4,0,3,5,28,D,22
067310.KQ,067310,하나마이크론,30353,중견기업부,,KOSDAQ,주권,KRX,45950.0,36712.5,36354.166666666664,39106.25,35480.25,29.508670316584578,56800.0,-19.102112676056336,76.49999999994645,22.21,-5.45,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,,44.79,19.71,10.0,4.18,9.89,209.16,22.68,19.57,,-,15344.19,1276.89,655.79,8.32,4.27,1749.19,118.91,955.88,13651.63,-12695.75,0.15,12.19,70.0,46.46,OpenDART,11.87,4.0,False,4.0,OpenDART,,4.0,,,64333.0,,,40.01,,,Naver/FnGuide,,KRW,2026-09-19,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,,,3.76,2.73,,11.17,,반도체 제조업,반도체 제조업,2026-09-22,4.25,12,0,6,0,0,0,1,5,24,D,23
141080.KQ,141080,리가켐바이오,29689,기술성장기업부,,KOSDAQ,주권,KRX,80100.0,89120.0,103923.33333333333,135826.66666666666,154996.5,-48.321413709341826,213500.0,-62.4824355971897,24.88262910796486,-19.66,-43.95,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,,483.55,11.95,-39.0,8.74,-13.22,29.7,12.47,,,-,1415.53,-1064.86,-915.52,-75.23,-64.68,-1245.33,-1305.74,986.5,1606.95,-620.45,,,,,,,,,,,,4.0,,,227500.0,,,184.02,,,Naver/FnGuide,,KRW,2026-09-22,2025.0,CFS,11011.0,OpenDART,,,9,2,7,7,,,31.43,-31.49,,-72.19,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-22,4.25,0,0,0,0,0,0,1,1,2,D,24
095610.KQ,095610,테스,28768,우량기업부,,KOSDAQ,주권,KRX,148600.0,142250.0,149671.66666666666,131974.16666666666,101795.0,45.97966501301636,217500.0,-31.678160919540232,58.035714285703925,6.91,-18.93,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,33.69,92.12,8.99,26.0,5.4,15.76,24.43,46.23,50.13,504.31,79 -> 2158 -> 2885,3511.16,578.38,569.18,16.47,16.21,824.23,492.84,121.43,957.15,-835.72,0.57,26.4,850.0,150.74,OpenDART,19.35,5.0,True,5.0,OpenDART,,4.0,,,215286.0,,,44.88,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,0.77,32.0,5.79,8.16,-18.75,-6.74,504.31,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-22,4.25,0,0,16,16,15,10,3,5,65,B,25
298380.KQ,298380,에이비엘바이오,28609,기술성장기업부,,KOSDAQ,주권,KRX,51100.0,66025.0,75915.0,101545.0,138127.5,-63.00519447611808,245500.0,-79.18533604887983,18.620689655163417,-31.5,-42.39,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,,,12.99,-68.0,23.18,-23.48,79.29,137.43,,,-,793.5,-403.9,-378.77,-50.9,-47.73,-412.53,-419.05,1119.82,1242.37,-122.55,,,,,,,,,,,,4.0,,,240000.0,,,369.67,,,Naver/FnGuide,,KRW,2026-09-22,2025.0,CFS,11011.0,OpenDART,,,6,2,5,5,,,9.95,-4.45,,132.96,,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-22,4.25,0,0,0,0,0,0,1,1,2,D,26
010170.KQ,010170,대한광통신,27691,중견기업부,,KOSDAQ,주권,KRX,17850.0,14794.0,12510.666666666666,15356.083333333334,10782.185,65.55086005294845,29100.0,-38.659793814432994,74.99999999987733,32.22,36.47,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,,,2.98,,18.71,-52.05,228.6,-8.71,,,-,1394.47,-214.11,-279.73,-15.35,-20.06,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,,,1,0,0,0,,,,,,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-09-22,4.25,0,0,0,0,0,0,1,5,6,D,27
310210.KQ,310210,보로노이,27192,기술성장기업부,,KOSDAQ,주권,KRX,149600.0,152700.0,153940.0,206641.66666666666,222949.5,-32.89960282485496,363500.0,-58.8445667125172,37.63975155278848,-11.01,-12.41,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,,,5.9,,41.3,-50.18,64.97,-23.47,,,-,75.12,-543.85,-427.06,-723.97,-568.5,-720.95,-737.78,357.37,674.39,-317.02,,,,,,,,,,,,4.0,,,450000.0,,,200.8,,,Naver/FnGuide,,KRW,2026-09-23,2025.0,CFS,11011,OpenDART,,,9,2,7,7,,,11.28,-18.83,,266.13,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-22,4.25,0,0,0,0,0,0,5,3,8,D,28
357780.KQ,357780,솔브레인,26213,우량기업부,,KOSDAQ,주권,KRX,338000.0,333875.0,311666.6666666667,361191.6666666667,358282.5,-5.661035635287797,501000.0,-32.53493013972056,53.881278538805894,1.2,1.5,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,-33.25,18.26,30.47,15.0,2.17,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9233.82,1336.42,839.89,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.7,22.77,2350.0,179.98,OpenDART,6.42,2.0,False,4.0,OpenDART,,4.0,,,493429.0,,,45.98,,,Naver/FnGuide,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,-22.12,기타 화학제품 제조업,기타 화학제품 제조업,2026-09-22,4.25,8,3,6,0,0,0,5,5,27,D,29
257720.KQ,257720,실리콘투,26099,우량기업부,,KOSDAQ,주권,KRX,39950.0,46450.0,41086.666666666664,40453.333333333336,41123.0,-2.8524183546920217,61800.0,-35.35598705501618,12.88135593219117,-23.03,31.41,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,31.11,14.49,11.88,15.0,5.15,46.89,55.09,61.43,49.27,103.34,631 -> 1990 -> 2609,11162.87,2053.62,1685.85,18.4,15.1,11.41,-58.98,773.23,2520.18,-1746.95,0.77,11.9,306.0,200.28,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,59000.0,,,47.68,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,0.48,,,,,,103.34,상품 종합 도매업,상품 종합 도매업,2026-09-22,4.25,8,0,20,20,15,10,1,5,79,A,30
080220.KQ,080220,제주반도체,26038,우량기업부,,KOSDAQ,주권,KRX,76300.0,74260.0,77330.0,76412.5,59413.75,28.421451263386,134000.0,-43.059701492537314,56.02605863189628,-0.78,-23.08,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,102.29,22.3,1.07,11.02,5.56,19.21,47.94,86.2,273.96,53.63,486 -> 567 -> 1147,3022.31,358.74,394.99,11.87,13.07,255.55,228.3,772.3,1088.84,-316.54,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-23,2025.0,CFS,11011,OpenDART,,,5,2,4,4,0.11,,3.06,2.73,,81.7,53.63,반도체 제조업,반도체 제조업,2026-09-22,4.25,12,0,16,20,15,10,3,5,81,A,31
140410.KQ,140410,메지온,24129,투자주의환기종목(소속부없음),,KOSDAQ,주권,KRX,78800.0,70490.0,62516.666666666664,69548.33333333333,85609.0,-7.953603009029424,172700.0,-54.371742906774756,71.52542372877961,21.42,41.73,daily_close,NXT 미확인,2026-09-23 00:49 KST,,,,,24.31,,55.8,-110.43,470.09,-8.14,,,-,79.1,-167.69,-349.29,-212.0,-441.58,-165.88,-298.6,255.74,808.3,-552.56,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,,,9,2,7,7,,,11.28,-18.83,,394.68,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-22,4.25,0,0,0,0,0,0,1,3,4,D,32
